# event_ticker=KXATPMATCH-26MAR29KOVHIJ
# final_score=6-4 6-2
# score_resolution=4-6 2-6
# match_winner=Rinky Hijikata
# fav_player=Aleksandar Kovacevic
# dog_player=Rinky Hijikata
# kalshi_date=2026-03-29
timestamp,Aleksandar Kovacevic,Rinky Hijikata
2026-03-31T13:02:00Z,,38.00
2026-03-31T13:05:00Z,63.00,38.00
2026-03-31T13:12:00Z,63.00,38.00
2026-03-31T13:23:00Z,63.00,38.00
2026-03-31T13:26:00Z,63.00,38.00
2026-03-31T13:32:00Z,63.00,38.00
2026-03-31T13:37:00Z,62.00,38.00
2026-03-31T13:48:00Z,63.00,38.00
2026-03-31T14:00:00Z,63.00,38.00
2026-03-31T14:08:00Z,63.00,38.00
2026-03-31T14:15:00Z,63.00,38.00
2026-03-31T14:48:00Z,63.00,38.00
2026-03-31T14:50:00Z,63.00,38.00
2026-03-31T14:55:00Z,63.00,38.00
2026-03-31T14:57:00Z,63.00,38.00
2026-03-31T15:12:00Z,63.00,38.00
2026-03-31T15:15:00Z,63.00,38.00
2026-03-31T15:18:00Z,63.00,38.00
2026-03-31T15:25:00Z,63.00,38.00
2026-03-31T15:38:00Z,63.00,38.00
2026-03-31T15:53:00Z,63.00,38.00
2026-03-31T16:01:00Z,63.00,38.00
2026-03-31T16:03:00Z,63.00,38.00
2026-03-31T16:08:00Z,63.00,38.00
2026-03-31T16:10:00Z,63.00,38.00
2026-03-31T16:16:00Z,62.95,38.00
2026-03-31T16:22:00Z,63.00,38.00
2026-03-31T16:41:00Z,63.00,38.00
2026-03-31T16:50:00Z,63.00,38.00
2026-03-31T16:52:00Z,63.00,38.00
2026-03-31T16:53:00Z,63.00,38.00
2026-03-31T16:54:00Z,63.00,38.00
2026-03-31T16:55:00Z,63.00,38.00
2026-03-31T17:06:00Z,63.00,38.00
2026-03-31T17:09:00Z,63.00,38.00
2026-03-31T17:15:00Z,63.00,38.00
2026-03-31T17:19:00Z,63.00,38.00
2026-03-31T17:24:00Z,63.00,38.00
2026-03-31T17:25:00Z,63.00,38.00
2026-03-31T17:36:00Z,63.00,38.00
2026-03-31T17:41:00Z,63.00,38.00
2026-03-31T17:47:00Z,63.00,38.00
2026-03-31T17:53:00Z,63.00,38.00
2026-03-31T17:55:00Z,63.00,38.00
2026-03-31T18:02:00Z,63.00,38.00
2026-03-31T18:04:00Z,63.00,38.00
2026-03-31T18:10:00Z,63.00,38.00
2026-03-31T18:19:00Z,63.00,38.00
2026-03-31T18:30:00Z,63.00,38.00
2026-03-31T18:31:00Z,63.00,38.00
2026-03-31T18:33:00Z,63.00,38.00
2026-03-31T18:43:00Z,63.00,38.00
2026-03-31T18:44:00Z,63.00,38.00
2026-03-31T18:46:00Z,63.00,38.00
2026-03-31T18:50:00Z,63.00,38.00
2026-03-31T18:52:00Z,63.00,38.00
2026-03-31T18:53:00Z,63.00,38.00
2026-03-31T18:56:00Z,63.00,38.00
2026-03-31T19:06:00Z,63.00,38.00
2026-03-31T19:07:00Z,63.00,38.00
2026-03-31T19:10:00Z,63.00,38.00
2026-03-31T19:14:00Z,63.52,38.00
2026-03-31T19:20:00Z,64.00,38.00
2026-03-31T19:22:00Z,64.00,38.00
2026-03-31T19:23:00Z,64.00,38.00
2026-03-31T19:24:00Z,64.00,37.00
2026-03-31T19:25:00Z,62.00,37.00
2026-03-31T19:26:00Z,64.00,37.00
2026-03-31T19:37:00Z,64.00,37.00
2026-03-31T19:40:00Z,64.00,37.00
2026-03-31T19:41:00Z,64.00,37.00
2026-03-31T19:47:00Z,64.00,37.00
2026-03-31T19:56:00Z,64.00,37.00
2026-03-31T20:06:00Z,64.00,37.00
2026-03-31T20:12:00Z,63.00,37.00
2026-03-31T20:20:00Z,63.00,38.00
2026-03-31T20:21:00Z,63.00,38.00
2026-03-31T20:22:00Z,63.00,38.00
2026-03-31T20:23:00Z,63.00,38.00
2026-03-31T20:24:00Z,63.00,38.00
2026-03-31T20:26:00Z,63.00,38.00
2026-03-31T20:27:00Z,63.00,38.00
2026-03-31T20:28:00Z,63.00,38.00
2026-03-31T20:41:00Z,63.00,38.00
2026-03-31T20:43:00Z,63.00,38.00
2026-03-31T20:46:00Z,62.00,38.00
2026-03-31T20:47:00Z,63.00,38.00
2026-03-31T20:49:00Z,63.00,38.00
2026-03-31T20:50:00Z,63.00,38.00
2026-03-31T20:55:00Z,63.00,38.00
2026-03-31T20:57:00Z,63.00,38.00
2026-03-31T20:58:00Z,63.00,38.00
2026-03-31T20:59:00Z,62.89,38.00
2026-03-31T21:01:00Z,62.89,38.00
2026-03-31T21:02:00Z,63.00,38.00
2026-03-31T21:07:00Z,63.00,38.00
2026-03-31T21:08:00Z,63.00,38.00
2026-03-31T21:10:00Z,62.68,38.00
2026-03-31T21:11:00Z,62.00,38.00
2026-03-31T21:12:00Z,63.00,38.00
2026-03-31T21:15:00Z,63.00,38.00
2026-03-31T21:16:00Z,63.00,38.00
2026-03-31T21:18:00Z,63.00,38.00
2026-03-31T21:19:00Z,63.00,37.00
2026-03-31T21:20:00Z,63.00,37.00
2026-03-31T21:21:00Z,63.00,37.00
2026-03-31T21:22:00Z,63.00,37.00
2026-03-31T21:23:00Z,63.00,37.00
2026-03-31T21:25:00Z,63.00,37.00
2026-03-31T21:27:00Z,63.00,37.00
2026-03-31T21:28:00Z,63.00,37.00
2026-03-31T21:29:00Z,63.00,37.00
2026-03-31T21:30:00Z,63.00,37.00
2026-03-31T21:31:00Z,63.00,37.00
2026-03-31T21:33:00Z,63.00,37.00
2026-03-31T21:34:00Z,63.00,37.00
2026-03-31T21:36:00Z,63.00,38.00
2026-03-31T21:38:00Z,63.00,38.00
2026-03-31T21:39:00Z,63.00,38.00
2026-03-31T21:41:00Z,63.00,38.00
2026-03-31T21:43:00Z,63.00,38.00
2026-03-31T21:45:00Z,63.00,38.00
2026-03-31T21:46:00Z,63.00,37.00
2026-03-31T21:47:00Z,63.00,38.00
2026-03-31T21:48:00Z,63.00,38.91
2026-03-31T21:49:00Z,63.00,38.91
2026-03-31T21:51:00Z,62.00,38.91
2026-03-31T21:52:00Z,62.07,38.91
2026-03-31T21:53:00Z,62.00,38.91
2026-03-31T21:54:00Z,62.00,40.69
2026-03-31T21:58:00Z,59.00,40.69
2026-03-31T21:59:00Z,60.90,40.69
2026-03-31T22:01:00Z,60.00,42.00
2026-03-31T22:02:00Z,60.00,42.00
2026-03-31T22:03:00Z,60.00,41.00
2026-03-31T22:04:00Z,60.00,41.00
2026-03-31T22:06:00Z,60.00,41.00
