# event_ticker=KXATPMATCH-26FEB03KOUKOV
# final_score=6-7(5) 6-2 6-2
# score_resolution=6-7 6-2 6-2
# match_winner=Aleksandar Kovacevic
# fav_player=Aleksandar Kovacevic
# dog_player=Moise Kouame
# kalshi_date=2026-02-03
timestamp,Aleksandar Kovacevic,Moise Kouame
2026-02-04T01:45:00Z,,34.00
2026-02-04T01:56:00Z,67.00,34.00
2026-02-04T01:59:00Z,67.00,34.00
2026-02-04T02:02:00Z,67.00,34.00
2026-02-04T02:07:00Z,67.00,34.00
2026-02-04T02:17:00Z,67.00,34.00
2026-02-04T02:22:00Z,67.00,34.00
2026-02-04T02:37:00Z,67.00,34.00
2026-02-04T02:48:00Z,67.00,34.00
2026-02-04T02:49:00Z,67.00,34.00
2026-02-04T02:51:00Z,67.00,34.00
2026-02-04T03:12:00Z,67.00,34.00
2026-02-04T03:16:00Z,67.00,34.00
2026-02-04T03:27:00Z,67.00,34.00
2026-02-04T03:29:00Z,67.00,34.00
2026-02-04T03:31:00Z,67.00,34.00
2026-02-04T03:33:00Z,67.00,34.00
2026-02-04T03:40:00Z,67.00,34.00
2026-02-04T03:49:00Z,67.00,34.00
2026-02-04T03:54:00Z,67.00,34.00
2026-02-04T04:08:00Z,67.00,34.00
2026-02-04T04:18:00Z,67.00,34.00
2026-02-04T04:20:00Z,67.00,34.00
2026-02-04T04:21:00Z,67.00,34.00
2026-02-04T04:24:00Z,67.00,34.00
2026-02-04T04:28:00Z,67.00,34.00
2026-02-04T04:35:00Z,67.00,34.00
2026-02-04T04:43:00Z,67.00,34.00
2026-02-04T04:45:00Z,67.00,34.00
2026-02-04T04:50:00Z,67.00,34.00
2026-02-04T04:51:00Z,67.00,34.00
2026-02-04T04:52:00Z,67.00,34.00
2026-02-04T04:54:00Z,67.00,34.00
2026-02-04T04:58:00Z,67.00,34.00
2026-02-04T05:01:00Z,67.79,34.00
2026-02-04T05:04:00Z,68.00,34.00
2026-02-04T05:05:00Z,68.00,33.00
2026-02-04T05:08:00Z,67.00,33.00
2026-02-04T05:11:00Z,67.00,34.00
2026-02-04T05:13:00Z,67.00,33.00
2026-02-04T05:17:00Z,67.00,33.00
2026-02-04T05:19:00Z,67.00,33.00
2026-02-04T05:21:00Z,67.00,33.00
2026-02-04T05:30:00Z,67.00,33.00
2026-02-04T05:38:00Z,68.00,33.00
2026-02-04T05:47:00Z,68.00,33.00
2026-02-04T05:49:00Z,68.00,33.00
2026-02-04T05:52:00Z,68.00,33.00
2026-02-04T05:54:00Z,68.00,33.00
2026-02-04T05:56:00Z,68.00,33.00
2026-02-04T05:58:00Z,67.00,33.00
2026-02-04T06:02:00Z,68.00,33.00
2026-02-04T06:05:00Z,68.00,33.00
2026-02-04T06:08:00Z,68.00,33.00
2026-02-04T06:12:00Z,68.00,33.00
2026-02-04T06:13:00Z,68.00,33.00
2026-02-04T06:14:00Z,68.00,33.00
2026-02-04T06:17:00Z,68.89,33.00
2026-02-04T06:20:00Z,69.00,33.00
2026-02-04T06:21:00Z,69.00,33.00
2026-02-04T06:26:00Z,69.00,33.00
2026-02-04T06:28:00Z,69.00,33.00
2026-02-04T06:29:00Z,69.00,32.00
2026-02-04T06:32:00Z,68.83,33.00
