# event_ticker=KXATPCHALLENGERMATCH-26FEB20JUSFER
# final_score=6-1 6-3
# score_resolution=1-6 3-6
# match_winner=Guido Ivan Justo
# fav_player=Bruno Fernandez
# dog_player=Guido Ivan Justo
# kalshi_date=2026-02-20
timestamp,Bruno Fernandez,Guido Ivan Justo
2026-02-20T04:00:00Z,67.00,82.00
2026-02-20T04:05:00Z,23.00,82.00
2026-02-20T04:10:00Z,13.00,82.00
2026-02-20T04:14:00Z,15.54,82.00
2026-02-20T04:15:00Z,19.32,82.00
2026-02-20T04:18:00Z,19.32,87.00
2026-02-20T04:31:00Z,19.32,88.00
2026-02-20T04:38:00Z,13.83,88.00
2026-02-20T04:42:00Z,13.00,88.00
2026-02-20T04:47:00Z,13.00,87.00
2026-02-20T04:48:00Z,14.00,87.00
2026-02-20T04:56:00Z,15.00,87.00
2026-02-20T04:57:00Z,17.98,87.00
2026-02-20T04:58:00Z,17.98,87.00
2026-02-20T05:17:00Z,17.98,87.00
2026-02-20T05:22:00Z,16.82,87.00
2026-02-20T05:28:00Z,16.93,87.00
2026-02-20T05:38:00Z,16.00,87.00
2026-02-20T05:39:00Z,18.00,87.00
2026-02-20T05:50:00Z,18.00,85.00
2026-02-20T06:05:00Z,18.00,85.00
2026-02-20T06:06:00Z,14.00,85.00
2026-02-20T06:20:00Z,18.00,85.00
2026-02-20T06:40:00Z,18.00,85.00
2026-02-20T06:58:00Z,18.00,82.17
2026-02-20T07:35:00Z,18.00,82.17
2026-02-20T08:10:00Z,18.00,87.00
2026-02-20T09:21:00Z,18.00,87.00
2026-02-20T09:31:00Z,18.00,87.00
2026-02-20T09:53:00Z,18.00,87.00
2026-02-20T09:56:00Z,18.00,87.00
2026-02-20T10:05:00Z,15.00,87.00
2026-02-20T10:12:00Z,15.00,87.00
2026-02-20T10:13:00Z,15.00,87.00
2026-02-20T10:15:00Z,15.00,87.00
2026-02-20T10:16:00Z,15.00,87.00
2026-02-20T10:32:00Z,15.00,87.00
2026-02-20T10:35:00Z,15.99,87.00
2026-02-20T10:39:00Z,16.00,87.00
2026-02-20T10:55:00Z,15.00,87.00
2026-02-20T11:02:00Z,15.00,87.00
2026-02-20T11:15:00Z,15.00,87.00
2026-02-20T11:21:00Z,15.00,87.00
2026-02-20T11:24:00Z,15.00,87.00
2026-02-20T11:27:00Z,15.00,87.00
2026-02-20T11:41:00Z,16.00,87.00
2026-02-20T11:53:00Z,16.00,87.00
2026-02-20T11:56:00Z,16.00,87.00
2026-02-20T12:06:00Z,16.91,87.00
2026-02-20T12:07:00Z,17.00,87.00
2026-02-20T12:13:00Z,17.00,83.00
2026-02-20T12:22:00Z,17.00,87.00
2026-02-20T12:26:00Z,17.00,87.00
2026-02-20T12:30:00Z,18.33,87.00
2026-02-20T12:38:00Z,17.00,87.00
2026-02-20T12:40:00Z,17.00,86.00
2026-02-20T12:41:00Z,17.00,86.00
2026-02-20T12:42:00Z,18.00,86.00
2026-02-20T12:43:00Z,17.00,86.00
2026-02-20T12:48:00Z,18.00,85.00
2026-02-20T12:53:00Z,18.00,85.00
2026-02-20T12:55:00Z,18.00,83.00
2026-02-20T13:09:00Z,18.00,83.00
2026-02-20T13:10:00Z,18.00,83.00
2026-02-20T13:11:00Z,18.00,83.00
2026-02-20T13:20:00Z,17.00,85.00
2026-02-20T13:25:00Z,18.00,85.00
2026-02-20T13:26:00Z,18.00,83.00
2026-02-20T13:31:00Z,18.00,83.00
2026-02-20T13:32:00Z,17.00,85.00
2026-02-20T13:45:00Z,18.00,85.00
2026-02-20T13:48:00Z,18.00,86.00
2026-02-20T14:00:00Z,17.00,86.00
2026-02-20T14:01:00Z,17.00,86.00
2026-02-20T14:04:00Z,17.00,86.00
2026-02-20T14:12:00Z,17.00,86.00
2026-02-20T14:13:00Z,17.00,86.00
2026-02-20T14:18:00Z,17.00,86.00
2026-02-20T14:19:00Z,17.00,86.00
2026-02-20T14:21:00Z,17.00,86.00
2026-02-20T14:23:00Z,17.00,86.00
2026-02-20T14:24:00Z,17.00,86.00
2026-02-20T14:27:00Z,17.00,86.00
2026-02-20T14:29:00Z,17.00,86.00
2026-02-20T14:35:00Z,17.00,86.00
2026-02-20T14:37:00Z,17.00,86.00
2026-02-20T14:40:00Z,17.00,86.00
2026-02-20T14:41:00Z,17.44,86.00
2026-02-20T14:47:00Z,17.00,86.00
2026-02-20T14:49:00Z,17.00,86.00
2026-02-20T14:51:00Z,17.00,86.00
2026-02-20T14:54:00Z,17.00,86.00
2026-02-20T14:55:00Z,17.00,86.00
2026-02-20T14:57:00Z,17.00,86.00
2026-02-20T14:58:00Z,17.00,86.00
2026-02-20T15:01:00Z,17.00,85.00
2026-02-20T15:02:00Z,17.00,85.00
2026-02-20T15:05:00Z,17.00,85.00
2026-02-20T15:06:00Z,17.00,85.00
2026-02-20T15:10:00Z,17.00,86.00
2026-02-20T15:11:00Z,17.00,86.00
2026-02-20T15:12:00Z,17.00,86.00
2026-02-20T15:13:00Z,17.00,86.00
2026-02-20T15:14:00Z,17.00,86.00
2026-02-20T15:15:00Z,17.00,86.00
