# event_ticker=KXATPCHALLENGERMATCH-26FEB20JUSFER
# final_score=6-1 6-3
# score_resolution=1-6 3-6
# match_winner=Guido Ivan Justo
# fav_player=Bruno Fernandez
# dog_player=Guido Ivan Justo
# kalshi_date=2026-02-20
timestamp,Bruno Fernandez,Guido Ivan Justo
2026-02-20T15:16:00Z,17.00,86.00
2026-02-20T15:19:00Z,17.00,85.00
2026-02-20T15:21:00Z,17.00,85.00
2026-02-20T15:22:00Z,17.00,85.00
2026-02-20T15:24:00Z,17.00,85.91
2026-02-20T15:26:00Z,17.00,85.98
2026-02-20T15:29:00Z,17.00,85.98
2026-02-20T15:30:00Z,17.00,85.99
2026-02-20T15:31:00Z,17.00,85.99
2026-02-20T15:32:00Z,17.00,84.00
2026-02-20T15:33:00Z,17.00,84.00
2026-02-20T15:35:00Z,17.66,83.36
2026-02-20T15:36:00Z,16.08,83.88
2026-02-20T15:37:00Z,15.04,83.88
2026-02-20T15:38:00Z,16.47,83.88
2026-02-20T15:39:00Z,18.44,84.00
2026-02-20T15:40:00Z,15.92,85.00
2026-02-20T15:41:00Z,14.47,86.13
2026-02-20T15:42:00Z,14.50,86.13
2026-02-20T15:43:00Z,15.03,85.06
2026-02-20T15:44:00Z,18.36,86.66
2026-02-20T15:45:00Z,12.24,88.62
2026-02-20T15:46:00Z,9.51,90.10
2026-02-20T15:47:00Z,8.76,92.02
2026-02-20T15:48:00Z,8.91,92.18
2026-02-20T15:49:00Z,7.65,93.60
2026-02-20T15:50:00Z,6.93,94.00
2026-02-20T15:51:00Z,7.00,94.00
2026-02-20T15:52:00Z,5.22,95.00
2026-02-20T15:53:00Z,4.52,95.00
2026-02-20T15:54:00Z,4.88,96.00
2026-02-20T15:55:00Z,3.52,96.59
2026-02-20T15:56:00Z,4.00,96.59
2026-02-20T15:57:00Z,4.98,97.00
2026-02-20T15:58:00Z,5.80,96.81
2026-02-20T15:59:00Z,5.29,96.79
2026-02-20T16:00:00Z,4.57,95.45
2026-02-20T16:01:00Z,4.89,97.00
2026-02-20T16:02:00Z,5.00,96.72
2026-02-20T16:03:00Z,5.00,97.00
2026-02-20T16:04:00Z,5.00,94.58
2026-02-20T16:05:00Z,6.52,95.34
2026-02-20T16:06:00Z,6.78,96.00
2026-02-20T16:07:00Z,7.00,94.27
2026-02-20T16:08:00Z,5.94,95.82
2026-02-20T16:09:00Z,5.94,95.79
2026-02-20T16:10:00Z,6.84,96.00
2026-02-20T16:11:00Z,6.08,94.12
2026-02-20T16:12:00Z,4.49,95.40
2026-02-20T16:13:00Z,5.26,95.01
2026-02-20T16:14:00Z,5.88,95.80
2026-02-20T16:15:00Z,8.93,93.96
2026-02-20T16:16:00Z,8.79,92.81
2026-02-20T16:17:00Z,9.09,92.18
2026-02-20T16:18:00Z,11.23,91.09
2026-02-20T16:19:00Z,8.50,91.67
2026-02-20T16:20:00Z,8.23,93.00
2026-02-20T16:21:00Z,7.00,94.00
2026-02-20T16:22:00Z,8.96,92.33
2026-02-20T16:23:00Z,6.96,92.81
2026-02-20T16:24:00Z,6.82,94.00
2026-02-20T16:25:00Z,7.06,94.48
2026-02-20T16:26:00Z,5.24,95.00
2026-02-20T16:27:00Z,6.88,94.00
2026-02-20T16:28:00Z,8.78,93.00
2026-02-20T16:29:00Z,7.57,93.34
2026-02-20T16:30:00Z,6.71,94.56
2026-02-20T16:31:00Z,6.66,93.52
2026-02-20T16:32:00Z,7.97,93.43
2026-02-20T16:33:00Z,7.31,94.00
2026-02-20T16:34:00Z,7.18,95.00
2026-02-20T16:35:00Z,3.12,96.75
2026-02-20T16:36:00Z,2.50,98.32
2026-02-20T16:37:00Z,2.16,98.55
2026-02-20T16:38:00Z,1.13,98.48
2026-02-20T16:39:00Z,1.11,99.00
2026-02-20T16:40:00Z,1.20,99.00
2026-02-20T16:41:00Z,1.00,99.00
2026-02-20T16:42:00Z,1.00,99.00
2026-02-20T16:47:00Z,1.00,99.00
