# event_ticker=KXATPCHALLENGERMATCH-26MAY29ILAMAY
# final_score=7-6(10) 6-7(4) 6-3
# score_resolution=6-7 7-6 3-6
# match_winner=Andre Ilagan
# fav_player=Aidan Mayo
# dog_player=Andre Ilagan
# kalshi_date=2026-05-29
timestamp,Andre Ilagan,Aidan Mayo
2026-05-30T04:42:00Z,43.00,
2026-05-30T04:58:00Z,44.00,
2026-05-30T04:59:00Z,44.00,53.00
2026-05-30T05:04:00Z,42.00,53.00
2026-05-30T05:24:00Z,46.00,53.00
2026-05-30T05:26:00Z,46.00,55.00
2026-05-30T05:33:00Z,46.00,56.00
2026-05-30T05:35:00Z,46.00,56.00
2026-05-30T05:40:00Z,46.00,56.00
2026-05-30T05:48:00Z,46.00,57.00
2026-05-30T05:52:00Z,46.00,58.98
2026-05-30T06:02:00Z,44.00,58.98
2026-05-30T06:05:00Z,44.00,58.98
2026-05-30T06:07:00Z,44.00,56.00
2026-05-30T06:09:00Z,45.00,56.00
2026-05-30T06:15:00Z,45.00,58.00
2026-05-30T06:17:00Z,45.00,57.90
2026-05-30T06:36:00Z,46.00,57.90
2026-05-30T06:38:00Z,46.00,58.00
2026-05-30T06:53:00Z,46.00,58.00
2026-05-30T06:54:00Z,46.00,58.00
2026-05-30T07:02:00Z,46.00,52.76
2026-05-30T07:21:00Z,46.00,52.76
2026-05-30T07:44:00Z,46.00,56.00
2026-05-30T07:45:00Z,46.00,58.00
2026-05-30T07:53:00Z,46.00,55.14
2026-05-30T08:34:00Z,42.38,55.14
2026-05-30T09:07:00Z,42.38,56.00
2026-05-30T09:55:00Z,46.00,56.00
2026-05-30T10:11:00Z,46.00,54.00
2026-05-30T10:26:00Z,46.00,54.00
2026-05-30T11:02:00Z,46.00,54.00
2026-05-30T11:03:00Z,46.00,53.00
2026-05-30T11:27:00Z,46.00,53.00
2026-05-30T11:54:00Z,46.00,53.00
2026-05-30T12:09:00Z,46.00,55.00
2026-05-30T12:16:00Z,46.00,55.00
2026-05-30T12:24:00Z,46.00,55.00
2026-05-30T12:36:00Z,44.00,55.00
2026-05-30T13:09:00Z,44.00,55.00
2026-05-30T13:12:00Z,44.00,55.00
2026-05-30T13:14:00Z,44.00,52.00
2026-05-30T13:24:00Z,46.00,55.00
2026-05-30T13:26:00Z,46.00,55.00
2026-05-30T13:27:00Z,46.00,55.00
2026-05-30T13:29:00Z,46.00,55.00
2026-05-30T13:31:00Z,46.00,55.00
2026-05-30T13:39:00Z,46.00,55.00
2026-05-30T13:42:00Z,45.00,53.00
2026-05-30T13:45:00Z,45.00,53.00
2026-05-30T13:58:00Z,45.00,55.00
2026-05-30T14:02:00Z,44.31,55.00
2026-05-30T14:10:00Z,44.31,54.00
2026-05-30T14:18:00Z,46.00,54.00
2026-05-30T14:21:00Z,46.00,54.00
2026-05-30T14:23:00Z,46.00,54.00
2026-05-30T14:40:00Z,46.00,54.00
2026-05-30T14:42:00Z,46.00,54.00
2026-05-30T14:43:00Z,46.00,55.00
2026-05-30T14:49:00Z,46.00,55.00
2026-05-30T15:23:00Z,45.00,57.65
2026-05-30T15:24:00Z,45.00,53.00
2026-05-30T15:30:00Z,46.00,53.00
2026-05-30T15:36:00Z,46.00,57.00
2026-05-30T15:40:00Z,46.00,60.22
2026-05-30T15:44:00Z,45.00,58.47
2026-05-30T15:46:00Z,45.00,59.00
2026-05-30T15:47:00Z,46.79,59.00
2026-05-30T15:48:00Z,47.00,59.00
2026-05-30T15:51:00Z,44.33,58.00
2026-05-30T15:54:00Z,44.33,59.00
2026-05-30T15:57:00Z,44.33,59.00
2026-05-30T16:00:00Z,44.00,59.00
2026-05-30T16:01:00Z,42.36,59.00
2026-05-30T16:02:00Z,42.36,58.94
2026-05-30T16:03:00Z,42.36,59.39
2026-05-30T16:08:00Z,42.36,62.36
2026-05-30T16:09:00Z,42.36,58.00
2026-05-30T16:10:00Z,42.36,57.00
2026-05-30T16:11:00Z,46.00,57.00
2026-05-30T16:12:00Z,46.00,57.69
2026-05-30T16:13:00Z,46.00,57.69
2026-05-30T16:14:00Z,47.65,53.33
2026-05-30T16:15:00Z,49.92,50.18
2026-05-30T16:16:00Z,50.17,50.18
2026-05-30T16:17:00Z,50.66,51.30
2026-05-30T16:18:00Z,45.67,54.45
2026-05-30T16:19:00Z,47.35,55.00
2026-05-30T16:20:00Z,43.00,57.81
2026-05-30T16:21:00Z,42.29,57.46
2026-05-30T16:22:00Z,44.75,60.29
2026-05-30T16:23:00Z,44.01,57.52
2026-05-30T16:24:00Z,39.00,63.31
2026-05-30T16:25:00Z,42.80,58.05
2026-05-30T16:26:00Z,47.91,52.90
2026-05-30T16:27:00Z,49.00,52.00
2026-05-30T16:28:00Z,49.00,52.00
2026-05-30T16:29:00Z,48.00,54.30
2026-05-30T16:30:00Z,48.00,54.00
2026-05-30T16:31:00Z,46.00,55.84
2026-05-30T16:32:00Z,45.08,55.10
2026-05-30T16:33:00Z,41.44,59.12
2026-05-30T16:34:00Z,44.40,57.57
2026-05-30T16:35:00Z,46.08,52.62
2026-05-30T16:36:00Z,48.00,52.00
2026-05-30T16:37:00Z,50.68,48.85
2026-05-30T16:38:00Z,49.84,52.00
2026-05-30T16:39:00Z,49.00,52.54
2026-05-30T16:40:00Z,45.00,55.37
2026-05-30T16:41:00Z,43.00,57.95
2026-05-30T16:42:00Z,41.54,60.22
2026-05-30T16:43:00Z,44.14,55.46
2026-05-30T16:44:00Z,48.56,52.00
2026-05-30T16:45:00Z,49.00,52.00
2026-05-30T16:46:00Z,49.00,52.89
2026-05-30T16:47:00Z,50.00,51.66
2026-05-30T16:48:00Z,49.08,50.62
2026-05-30T16:49:00Z,46.97,54.00
2026-05-30T16:50:00Z,48.00,52.33
2026-05-30T16:51:00Z,51.60,50.00
2026-05-30T16:52:00Z,51.60,50.00
2026-05-30T16:53:00Z,51.12,49.44
2026-05-30T16:54:00Z,52.00,48.99
2026-05-30T16:55:00Z,54.14,45.40
2026-05-30T16:56:00Z,49.51,51.65
2026-05-30T16:57:00Z,52.40,50.96
2026-05-30T16:58:00Z,55.68,47.51
2026-05-30T16:59:00Z,48.16,51.29
2026-05-30T17:00:00Z,44.94,55.06
2026-05-30T17:01:00Z,49.14,53.87
2026-05-30T17:02:00Z,50.36,50.65
2026-05-30T17:03:00Z,45.59,54.68
2026-05-30T17:04:00Z,38.53,61.28
2026-05-30T17:05:00Z,44.45,58.05
2026-05-30T17:06:00Z,49.78,49.60
2026-05-30T17:07:00Z,51.00,50.00
2026-05-30T17:08:00Z,48.18,52.78
2026-05-30T17:09:00Z,46.67,53.66
2026-05-30T17:10:00Z,40.77,62.03
2026-05-30T17:11:00Z,40.99,59.64
2026-05-30T17:12:00Z,40.09,61.36
2026-05-30T17:13:00Z,44.32,54.91
2026-05-30T17:14:00Z,42.76,59.20
