# event_ticker=KXATPMATCH-25OCT28ALTRUU
# final_score=6-3 7-5
# score_resolution=3-6 5-7
# match_winner=Daniel Altmaier
# fav_player=Casper Ruud
# dog_player=Daniel Altmaier
# kalshi_date=2025-10-28
timestamp,Casper Ruud,Daniel Altmaier
2025-10-28T22:22:00Z,73.00,
2025-10-28T22:34:00Z,73.00,
2025-10-28T22:41:00Z,73.00,28.00
2025-10-28T22:42:00Z,73.00,28.00
2025-10-28T22:52:00Z,73.00,28.00
2025-10-28T22:53:00Z,73.00,28.00
2025-10-28T22:55:00Z,73.00,28.00
2025-10-28T23:11:00Z,72.00,28.00
2025-10-28T23:13:00Z,72.00,28.00
2025-10-28T23:20:00Z,72.00,28.00
2025-10-28T23:24:00Z,72.00,28.00
2025-10-28T23:27:00Z,72.00,28.00
2025-10-28T23:34:00Z,72.00,27.00
2025-10-28T23:44:00Z,72.00,27.00
2025-10-28T23:49:00Z,72.00,27.00
2025-10-28T23:50:00Z,72.00,27.00
2025-10-29T00:14:00Z,72.00,29.00
2025-10-29T00:23:00Z,72.00,29.00
2025-10-29T00:29:00Z,72.00,29.00
2025-10-29T00:50:00Z,72.00,29.00
2025-10-29T00:58:00Z,72.00,29.00
2025-10-29T01:14:00Z,72.00,29.00
2025-10-29T01:17:00Z,72.00,29.00
2025-10-29T01:55:00Z,72.00,29.00
2025-10-29T02:26:00Z,71.00,29.00
2025-10-29T02:33:00Z,71.00,29.00
2025-10-29T02:36:00Z,71.00,29.00
2025-10-29T02:38:00Z,71.00,29.00
2025-10-29T02:41:00Z,71.00,29.00
2025-10-29T02:42:00Z,71.00,30.00
2025-10-29T02:46:00Z,71.00,30.00
2025-10-29T03:12:00Z,71.00,30.00
2025-10-29T03:13:00Z,71.00,30.00
2025-10-29T03:19:00Z,71.00,30.00
2025-10-29T03:27:00Z,71.00,30.00
2025-10-29T03:30:00Z,71.00,30.00
2025-10-29T03:36:00Z,71.00,30.00
2025-10-29T03:39:00Z,71.00,30.00
2025-10-29T03:46:00Z,71.00,30.00
2025-10-29T03:48:00Z,71.00,30.00
2025-10-29T03:52:00Z,71.00,30.00
2025-10-29T04:01:00Z,71.00,30.00
2025-10-29T04:21:00Z,71.00,30.00
2025-10-29T04:25:00Z,72.00,30.00
2025-10-29T04:39:00Z,72.00,30.00
2025-10-29T04:41:00Z,72.00,30.00
2025-10-29T04:42:00Z,72.00,29.00
2025-10-29T04:44:00Z,72.00,29.00
2025-10-29T04:46:00Z,72.00,29.00
2025-10-29T04:49:00Z,72.00,28.00
2025-10-29T04:52:00Z,72.00,28.00
2025-10-29T04:53:00Z,72.00,29.00
2025-10-29T04:57:00Z,72.00,29.00
2025-10-29T05:00:00Z,72.00,29.00
2025-10-29T05:08:00Z,72.00,29.00
2025-10-29T05:12:00Z,72.00,29.00
2025-10-29T05:17:00Z,72.00,29.18
2025-10-29T05:18:00Z,72.00,29.18
2025-10-29T05:19:00Z,72.00,29.18
2025-10-29T05:20:00Z,72.00,29.18
2025-10-29T05:24:00Z,70.00,29.18
2025-10-29T05:28:00Z,72.00,29.18
2025-10-29T05:32:00Z,70.00,29.18
2025-10-29T05:34:00Z,72.00,29.18
2025-10-29T05:35:00Z,72.00,29.18
