# event_ticker=KXATPMATCH-25OCT28ALTRUU
# final_score=6-3 7-5
# score_resolution=3-6 5-7
# match_winner=Daniel Altmaier
# fav_player=Casper Ruud
# dog_player=Daniel Altmaier
# kalshi_date=2025-10-28
timestamp,Casper Ruud,Daniel Altmaier
2025-10-29T05:40:00Z,72.00,29.18
2025-10-29T05:44:00Z,72.00,29.18
2025-10-29T05:46:00Z,72.00,29.18
2025-10-29T05:54:00Z,70.00,29.18
2025-10-29T05:56:00Z,71.00,29.18
2025-10-29T06:19:00Z,71.00,29.18
2025-10-29T06:27:00Z,71.00,29.18
2025-10-29T06:31:00Z,71.00,30.00
2025-10-29T06:34:00Z,71.00,30.00
2025-10-29T06:42:00Z,71.00,30.00
2025-10-29T06:44:00Z,71.68,30.00
2025-10-29T06:48:00Z,72.00,30.00
2025-10-29T07:07:00Z,71.00,30.00
2025-10-29T07:13:00Z,72.00,30.00
2025-10-29T07:34:00Z,73.00,30.00
2025-10-29T07:36:00Z,73.00,30.00
2025-10-29T07:38:00Z,73.00,30.00
2025-10-29T07:41:00Z,73.00,28.00
2025-10-29T07:46:00Z,73.00,28.00
2025-10-29T07:47:00Z,73.00,28.00
2025-10-29T07:50:00Z,73.00,28.00
2025-10-29T07:52:00Z,73.00,28.00
2025-10-29T07:58:00Z,73.00,28.00
2025-10-29T07:59:00Z,73.00,28.00
2025-10-29T08:37:00Z,73.00,28.00
2025-10-29T08:42:00Z,73.00,28.00
2025-10-29T08:44:00Z,73.00,28.00
2025-10-29T08:58:00Z,73.00,28.00
2025-10-29T09:10:00Z,73.00,28.00
2025-10-29T09:19:00Z,73.00,28.00
2025-10-29T09:24:00Z,73.00,28.00
2025-10-29T09:29:00Z,73.00,28.00
2025-10-29T09:32:00Z,71.55,28.00
2025-10-29T09:34:00Z,73.00,28.00
2025-10-29T09:35:00Z,73.00,28.00
2025-10-29T09:51:00Z,73.00,28.00
2025-10-29T09:52:00Z,73.00,28.00
2025-10-29T09:54:00Z,73.00,28.00
2025-10-29T09:57:00Z,73.00,28.00
2025-10-29T09:59:00Z,73.00,28.00
2025-10-29T10:01:00Z,73.00,28.00
2025-10-29T10:02:00Z,73.00,28.00
2025-10-29T10:03:00Z,73.00,28.00
2025-10-29T10:05:00Z,73.00,28.00
2025-10-29T10:06:00Z,73.00,28.00
2025-10-29T10:07:00Z,73.00,28.09
2025-10-29T10:08:00Z,73.00,28.88
2025-10-29T10:09:00Z,72.94,31.21
2025-10-29T10:10:00Z,67.72,41.37
2025-10-29T10:11:00Z,67.99,34.40
2025-10-29T10:12:00Z,63.37,34.00
2025-10-29T10:13:00Z,70.54,29.72
2025-10-29T10:14:00Z,70.04,31.78
2025-10-29T10:15:00Z,68.68,35.32
2025-10-29T10:16:00Z,62.07,35.12
2025-10-29T10:17:00Z,53.32,40.29
2025-10-29T10:18:00Z,51.92,48.47
2025-10-29T10:19:00Z,56.24,41.14
2025-10-29T10:20:00Z,54.60,45.50
2025-10-29T10:21:00Z,59.24,44.68
2025-10-29T10:22:00Z,54.21,44.98
2025-10-29T10:23:00Z,51.00,50.00
2025-10-29T10:24:00Z,52.00,49.00
2025-10-29T10:25:00Z,53.27,48.48
2025-10-29T10:26:00Z,55.06,45.35
2025-10-29T10:27:00Z,55.51,44.02
2025-10-29T10:28:00Z,53.88,48.95
2025-10-29T10:29:00Z,53.88,47.08
2025-10-29T10:30:00Z,48.36,48.37
2025-10-29T10:31:00Z,48.27,53.77
2025-10-29T10:32:00Z,48.10,52.62
2025-10-29T10:33:00Z,50.00,51.55
2025-10-29T10:34:00Z,49.99,51.56
2025-10-29T10:35:00Z,47.00,52.00
2025-10-29T10:36:00Z,47.00,52.85
2025-10-29T10:37:00Z,47.00,56.39
2025-10-29T10:38:00Z,44.86,57.15
2025-10-29T10:39:00Z,43.00,58.00
2025-10-29T10:40:00Z,43.00,57.00
2025-10-29T10:41:00Z,44.00,56.22
2025-10-29T10:42:00Z,43.32,57.63
2025-10-29T10:43:00Z,42.00,59.23
2025-10-29T10:44:00Z,37.98,64.99
2025-10-29T10:45:00Z,37.00,63.20
2025-10-29T10:46:00Z,38.06,63.26
2025-10-29T10:47:00Z,40.84,57.88
2025-10-29T10:48:00Z,43.10,57.03
2025-10-29T10:49:00Z,40.56,58.75
2025-10-29T10:50:00Z,38.00,62.41
2025-10-29T10:51:00Z,36.98,64.09
2025-10-29T10:52:00Z,39.56,60.84
2025-10-29T10:53:00Z,40.36,58.55
2025-10-29T10:54:00Z,41.00,60.00
2025-10-29T10:55:00Z,41.17,59.41
2025-10-29T10:56:00Z,31.05,63.04
2025-10-29T10:57:00Z,34.56,66.00
2025-10-29T10:58:00Z,31.76,67.19
2025-10-29T10:59:00Z,38.20,63.93
2025-10-29T11:00:00Z,40.00,60.71
2025-10-29T11:01:00Z,41.00,59.94
2025-10-29T11:02:00Z,44.00,54.98
2025-10-29T11:03:00Z,45.92,53.52
2025-10-29T11:04:00Z,53.44,44.93
2025-10-29T11:05:00Z,49.15,48.67
2025-10-29T11:06:00Z,41.46,59.09
2025-10-29T11:07:00Z,42.12,56.50
2025-10-29T11:08:00Z,42.11,58.85
2025-10-29T11:09:00Z,32.59,66.52
2025-10-29T11:10:00Z,14.86,85.69
2025-10-29T11:11:00Z,11.15,90.33
2025-10-29T11:12:00Z,7.67,92.78
2025-10-29T11:13:00Z,7.10,94.84
2025-10-29T11:14:00Z,7.61,93.52
2025-10-29T11:15:00Z,5.28,95.36
2025-10-29T11:16:00Z,6.66,93.91
2025-10-29T11:17:00Z,6.73,94.00
2025-10-29T11:18:00Z,9.19,91.55
2025-10-29T11:19:00Z,9.38,92.61
2025-10-29T11:20:00Z,10.16,88.76
2025-10-29T11:21:00Z,15.04,85.49
2025-10-29T11:22:00Z,15.67,86.53
2025-10-29T11:23:00Z,37.72,61.27
2025-10-29T11:24:00Z,29.15,70.04
2025-10-29T11:25:00Z,26.62,73.03
2025-10-29T11:26:00Z,20.68,71.38
2025-10-29T11:27:00Z,11.03,85.16
2025-10-29T11:28:00Z,6.65,92.40
2025-10-29T11:29:00Z,5.92,93.37
2025-10-29T11:30:00Z,7.02,92.29
2025-10-29T11:31:00Z,2.82,97.80
2025-10-29T11:32:00Z,5.85,96.22
2025-10-29T11:33:00Z,8.89,91.33
2025-10-29T11:34:00Z,2.64,96.12
2025-10-29T11:35:00Z,3.74,99.00
2025-10-29T11:36:00Z,2.00,99.00
2025-10-29T11:37:00Z,2.00,99.00
