# event_ticker=KXATPCHALLENGERMATCH-26APR10JUSHEI
# final_score=6-3 6-4
# match_winner=Gustavo Heide
# fav_player=Gustavo Heide
# dog_player=Guido Ivan Justo
# kalshi_date=2026-04-10
timestamp,Gustavo Heide,Guido Ivan Justo
2026-04-10T08:17:00Z,,37.00
2026-04-10T08:25:00Z,66.84,37.00
2026-04-10T08:49:00Z,67.00,37.00
2026-04-10T08:50:00Z,74.00,37.00
2026-04-10T08:52:00Z,74.00,26.13
2026-04-10T08:53:00Z,74.00,26.00
2026-04-10T08:54:00Z,74.00,25.00
2026-04-10T08:57:00Z,75.00,25.00
2026-04-10T09:00:00Z,75.00,26.00
2026-04-10T09:01:00Z,74.00,26.00
2026-04-10T09:04:00Z,74.00,25.00
2026-04-10T09:07:00Z,74.00,24.00
2026-04-10T09:35:00Z,77.00,24.00
2026-04-10T09:59:00Z,78.00,24.00
2026-04-10T10:08:00Z,78.00,23.00
2026-04-10T10:23:00Z,79.00,23.00
2026-04-10T11:08:00Z,79.00,23.00
2026-04-10T11:14:00Z,79.00,23.00
2026-04-10T11:55:00Z,78.00,23.00
2026-04-10T12:12:00Z,78.00,23.00
2026-04-10T12:28:00Z,78.00,23.00
2026-04-10T12:36:00Z,78.00,23.00
2026-04-10T12:45:00Z,77.00,23.00
2026-04-10T13:06:00Z,78.00,23.00
2026-04-10T13:28:00Z,77.00,23.00
2026-04-10T13:30:00Z,78.00,23.00
2026-04-10T13:42:00Z,78.00,23.00
2026-04-10T13:43:00Z,78.00,23.00
2026-04-10T13:44:00Z,78.00,23.00
2026-04-10T13:46:00Z,78.00,24.00
2026-04-10T13:49:00Z,78.00,24.00
2026-04-10T13:51:00Z,78.00,24.00
2026-04-10T14:07:00Z,78.00,24.00
2026-04-10T14:16:00Z,78.00,24.00
2026-04-10T14:25:00Z,78.00,24.00
2026-04-10T15:02:00Z,76.00,24.00
2026-04-10T15:06:00Z,77.00,24.00
2026-04-10T15:12:00Z,78.00,24.00
2026-04-10T15:13:00Z,78.00,24.00
2026-04-10T15:15:00Z,78.00,23.00
2026-04-10T15:18:00Z,78.00,23.00
2026-04-10T15:21:00Z,78.00,23.00
2026-04-10T15:58:00Z,77.00,23.00
2026-04-10T16:00:00Z,77.00,23.00
2026-04-10T16:03:00Z,77.00,23.00
2026-04-10T16:06:00Z,77.00,23.00
2026-04-10T16:15:00Z,77.00,23.00
2026-04-10T16:17:00Z,78.00,23.00
2026-04-10T16:19:00Z,78.00,23.00
2026-04-10T16:23:00Z,78.00,23.00
2026-04-10T16:34:00Z,78.00,23.00
2026-04-10T16:48:00Z,78.00,23.00
2026-04-10T16:49:00Z,78.00,23.00
2026-04-10T16:51:00Z,78.00,23.00
2026-04-10T17:07:00Z,77.29,23.00
2026-04-10T17:08:00Z,78.00,23.00
2026-04-10T17:09:00Z,78.00,23.00
2026-04-10T17:10:00Z,78.00,23.00
2026-04-10T17:12:00Z,78.00,22.00
2026-04-10T17:13:00Z,77.00,22.00
2026-04-10T17:17:00Z,77.00,23.00
2026-04-10T17:18:00Z,78.00,23.00
2026-04-10T17:20:00Z,78.00,23.00
2026-04-10T17:22:00Z,78.00,23.00
2026-04-10T17:23:00Z,78.00,23.00
2026-04-10T17:27:00Z,78.00,23.00
2026-04-10T17:28:00Z,78.00,23.00
2026-04-10T17:30:00Z,78.00,23.00
2026-04-10T17:31:00Z,78.00,23.68
2026-04-10T17:32:00Z,78.00,25.00
2026-04-10T17:35:00Z,78.00,25.00
2026-04-10T17:36:00Z,78.00,25.00
2026-04-10T17:43:00Z,78.00,25.00
2026-04-10T17:49:00Z,78.00,25.00
2026-04-10T17:55:00Z,78.00,25.00
2026-04-10T17:59:00Z,78.00,25.00
2026-04-10T18:02:00Z,78.00,25.00
2026-04-10T18:03:00Z,78.00,25.00
2026-04-10T18:04:00Z,78.00,25.00
2026-04-10T18:05:00Z,78.00,25.00
2026-04-10T18:07:00Z,78.00,25.00
2026-04-10T18:10:00Z,78.00,25.00
2026-04-10T18:11:00Z,78.00,24.85
2026-04-10T18:12:00Z,76.00,25.00
2026-04-10T18:14:00Z,76.00,25.00
2026-04-10T18:15:00Z,77.00,25.00
2026-04-10T18:19:00Z,77.00,25.00
2026-04-10T18:21:00Z,78.00,25.00
2026-04-10T18:23:00Z,78.00,25.00
2026-04-10T18:27:00Z,77.00,25.00
2026-04-10T18:29:00Z,77.00,25.00
2026-04-10T18:30:00Z,77.00,25.00
2026-04-10T18:32:00Z,77.00,25.00
2026-04-10T18:33:00Z,77.00,25.00
2026-04-10T18:34:00Z,77.00,24.56
2026-04-10T18:35:00Z,77.00,24.96
2026-04-10T18:36:00Z,77.00,25.00
2026-04-10T18:37:00Z,77.00,25.00
2026-04-10T18:38:00Z,77.00,25.00
2026-04-10T18:40:00Z,77.00,25.00
2026-04-10T18:41:00Z,77.00,25.00
2026-04-10T18:42:00Z,77.00,25.00
2026-04-10T18:44:00Z,77.00,25.00
