# event_ticker=KXATPMATCH-26JUN10BELHAN
# final_score=7-5 6-7(4) 6-2
# score_resolution=5-7 7-6 2-6
# match_winner=Mattia Bellucci
# fav_player=Yannick Hanfmann
# dog_player=Mattia Bellucci
# kalshi_date=2026-06-10
timestamp,Mattia Bellucci,Yannick Hanfmann
2026-06-09T21:16:00Z,,55.00
2026-06-09T21:19:00Z,,55.00
2026-06-09T21:22:00Z,46.00,55.00
2026-06-09T21:24:00Z,46.00,55.00
2026-06-09T21:29:00Z,46.00,55.00
2026-06-09T21:48:00Z,46.00,55.00
2026-06-09T21:55:00Z,46.00,55.00
2026-06-09T22:03:00Z,46.00,55.00
2026-06-09T22:04:00Z,46.00,55.00
2026-06-09T22:07:00Z,46.00,55.00
2026-06-09T22:23:00Z,46.00,55.00
2026-06-09T22:24:00Z,46.00,55.00
2026-06-09T22:27:00Z,46.00,55.00
2026-06-09T22:36:00Z,46.00,55.00
2026-06-09T22:39:00Z,46.00,55.00
2026-06-09T22:46:00Z,46.00,55.00
2026-06-09T22:47:00Z,46.00,56.00
2026-06-09T22:48:00Z,46.00,57.00
2026-06-09T22:49:00Z,46.00,57.00
2026-06-09T22:50:00Z,46.00,57.00
2026-06-09T23:00:00Z,46.00,57.00
2026-06-09T23:10:00Z,46.00,57.00
2026-06-09T23:16:00Z,46.00,57.00
2026-06-09T23:29:00Z,46.00,57.00
2026-06-09T23:41:00Z,46.00,57.00
2026-06-10T00:06:00Z,46.00,56.00
2026-06-10T00:10:00Z,46.00,56.00
2026-06-10T00:34:00Z,46.00,56.00
2026-06-10T00:38:00Z,46.00,56.00
2026-06-10T00:48:00Z,46.00,56.00
2026-06-10T00:55:00Z,46.00,56.00
2026-06-10T00:58:00Z,46.00,56.00
2026-06-10T01:07:00Z,46.00,56.00
2026-06-10T01:12:00Z,46.00,56.00
2026-06-10T01:20:00Z,46.00,56.82
2026-06-10T01:21:00Z,46.00,56.82
2026-06-10T01:37:00Z,46.00,56.00
2026-06-10T01:40:00Z,46.00,56.00
2026-06-10T01:43:00Z,46.00,56.00
2026-06-10T01:47:00Z,46.00,56.00
2026-06-10T01:48:00Z,46.00,56.00
2026-06-10T01:50:00Z,46.00,56.00
2026-06-10T01:52:00Z,46.00,56.00
2026-06-10T01:54:00Z,46.00,56.00
2026-06-10T01:56:00Z,47.00,56.00
2026-06-10T01:58:00Z,47.00,55.00
2026-06-10T02:00:00Z,47.00,52.55
2026-06-10T02:01:00Z,47.00,52.55
2026-06-10T02:03:00Z,47.00,52.55
2026-06-10T02:04:00Z,47.00,52.55
2026-06-10T02:05:00Z,47.00,52.55
2026-06-10T02:06:00Z,47.00,53.00
2026-06-10T02:08:00Z,47.00,53.00
2026-06-10T02:09:00Z,47.00,53.00
2026-06-10T02:10:00Z,47.00,53.00
2026-06-10T02:12:00Z,47.00,53.00
2026-06-10T02:13:00Z,47.00,53.00
2026-06-10T02:20:00Z,47.00,53.00
2026-06-10T02:22:00Z,47.00,53.00
2026-06-10T02:25:00Z,47.00,53.00
2026-06-10T02:26:00Z,47.00,53.00
2026-06-10T02:27:00Z,47.00,53.00
2026-06-10T02:28:00Z,47.35,53.00
2026-06-10T02:31:00Z,47.00,53.00
2026-06-10T02:32:00Z,47.00,53.00
2026-06-10T02:33:00Z,47.00,53.00
2026-06-10T02:44:00Z,47.00,53.00
2026-06-10T02:45:00Z,47.00,52.00
2026-06-10T02:46:00Z,47.00,52.00
2026-06-10T02:47:00Z,47.00,53.99
2026-06-10T02:48:00Z,47.00,52.89
2026-06-10T02:49:00Z,47.00,52.00
2026-06-10T02:54:00Z,47.00,53.99
2026-06-10T02:58:00Z,47.00,53.99
2026-06-10T02:59:00Z,47.12,53.99
2026-06-10T03:04:00Z,47.12,53.00
2026-06-10T03:06:00Z,48.00,53.00
2026-06-10T03:07:00Z,48.00,53.00
2026-06-10T03:08:00Z,48.00,53.00
2026-06-10T03:10:00Z,48.00,53.00
2026-06-10T03:12:00Z,48.00,53.00
2026-06-10T03:13:00Z,48.00,52.00
2026-06-10T03:14:00Z,48.00,53.00
2026-06-10T03:15:00Z,48.00,52.05
2026-06-10T03:19:00Z,47.00,52.05
2026-06-10T03:20:00Z,48.00,53.00
2026-06-10T03:24:00Z,48.00,53.00
2026-06-10T03:26:00Z,48.00,53.00
2026-06-10T03:29:00Z,48.00,53.00
2026-06-10T03:30:00Z,48.00,53.00
2026-06-10T03:32:00Z,48.00,53.00
2026-06-10T03:34:00Z,48.00,53.00
2026-06-10T03:37:00Z,48.00,53.80
2026-06-10T03:41:00Z,47.00,53.80
2026-06-10T03:44:00Z,47.00,54.00
2026-06-10T03:47:00Z,47.00,54.00
2026-06-10T03:48:00Z,48.00,54.00
2026-06-10T03:49:00Z,48.00,54.00
2026-06-10T03:50:00Z,48.00,54.00
2026-06-10T03:51:00Z,48.00,54.00
2026-06-10T03:52:00Z,48.00,54.00
2026-06-10T03:54:00Z,48.00,54.00
2026-06-10T03:57:00Z,48.00,54.00
2026-06-10T03:58:00Z,48.00,54.00
2026-06-10T03:59:00Z,48.00,54.00
2026-06-10T04:01:00Z,48.00,54.00
2026-06-10T04:03:00Z,48.00,54.00
2026-06-10T04:05:00Z,48.00,54.00
2026-06-10T04:07:00Z,48.00,54.00
2026-06-10T04:08:00Z,48.00,54.00
2026-06-10T04:10:00Z,48.00,54.00
2026-06-10T04:12:00Z,48.00,54.00
2026-06-10T04:16:00Z,48.00,54.00
2026-06-10T04:17:00Z,48.00,54.00
2026-06-10T04:19:00Z,48.00,54.00
2026-06-10T04:20:00Z,48.00,54.00
2026-06-10T04:21:00Z,48.00,53.87
2026-06-10T04:24:00Z,48.00,53.87
2026-06-10T04:27:00Z,48.00,53.00
2026-06-10T04:28:00Z,48.00,53.00
2026-06-10T04:29:00Z,48.00,53.00
2026-06-10T04:30:00Z,48.00,53.00
2026-06-10T04:34:00Z,48.00,53.67
2026-06-10T04:35:00Z,48.00,53.67
2026-06-10T04:37:00Z,48.00,53.67
2026-06-10T04:38:00Z,47.00,54.00
2026-06-10T04:40:00Z,47.32,54.00
2026-06-10T04:41:00Z,47.32,54.00
2026-06-10T04:42:00Z,47.00,53.33
2026-06-10T04:43:00Z,47.88,54.00
2026-06-10T04:45:00Z,47.88,54.00
2026-06-10T04:46:00Z,48.00,54.00
2026-06-10T04:47:00Z,48.00,54.00
2026-06-10T04:48:00Z,48.00,54.00
2026-06-10T04:49:00Z,48.00,54.00
2026-06-10T04:50:00Z,48.00,54.00
2026-06-10T04:51:00Z,48.00,54.33
2026-06-10T04:52:00Z,48.00,54.33
2026-06-10T04:53:00Z,48.00,55.00
2026-06-10T04:55:00Z,48.00,53.83
2026-06-10T04:56:00Z,48.00,53.00
2026-06-10T04:57:00Z,48.00,53.00
2026-06-10T04:58:00Z,48.00,54.00
2026-06-10T04:59:00Z,48.00,52.00
2026-06-10T05:03:00Z,48.00,54.97
2026-06-10T05:04:00Z,48.00,55.00
2026-06-10T05:08:00Z,46.00,55.00
2026-06-10T05:10:00Z,47.00,55.00
2026-06-10T05:12:00Z,48.00,55.00
2026-06-10T05:13:00Z,48.00,55.00
2026-06-10T05:14:00Z,48.00,53.00
2026-06-10T05:16:00Z,48.00,53.00
2026-06-10T05:17:00Z,48.00,52.00
2026-06-10T05:20:00Z,48.00,53.00
2026-06-10T05:21:00Z,48.00,53.00
2026-06-10T05:22:00Z,48.00,53.76
2026-06-10T05:23:00Z,48.00,54.00
2026-06-10T05:24:00Z,48.00,54.00
2026-06-10T05:25:00Z,48.00,54.00
2026-06-10T05:26:00Z,48.00,54.00
2026-06-10T05:27:00Z,48.00,54.00
2026-06-10T05:28:00Z,48.00,54.00
2026-06-10T05:29:00Z,48.00,54.00
2026-06-10T05:30:00Z,48.00,54.00
2026-06-10T05:31:00Z,48.00,54.00
2026-06-10T05:32:00Z,46.06,54.00
2026-06-10T05:33:00Z,46.06,54.00
2026-06-10T05:34:00Z,46.00,54.00
2026-06-10T05:35:00Z,47.00,54.00
2026-06-10T05:36:00Z,47.00,54.00
2026-06-10T05:37:00Z,47.00,54.00
