# event_ticker=KXATPMATCH-26FEB11BARDAR
# final_score=6-1 6-3
# score_resolution=1-6 3-6
# match_winner=Luciano Darderi
# fav_player=Marcelo Tomas Barrios Vera
# dog_player=Luciano Darderi
# kalshi_date=2026-02-11
timestamp,Marcelo Tomas Barrios Vera,Luciano Darderi
2026-02-12T14:41:00Z,28.00,74.45
2026-02-12T14:42:00Z,28.00,74.00
2026-02-12T14:45:00Z,28.00,74.00
2026-02-12T14:54:00Z,28.00,74.00
2026-02-12T14:57:00Z,28.00,74.00
2026-02-12T14:58:00Z,28.00,74.00
2026-02-12T14:59:00Z,28.00,75.00
2026-02-12T15:00:00Z,28.00,75.00
2026-02-12T15:02:00Z,28.00,75.00
2026-02-12T15:03:00Z,28.00,75.00
2026-02-12T15:04:00Z,28.00,74.97
2026-02-12T15:06:00Z,28.00,75.00
2026-02-12T15:08:00Z,28.00,75.00
2026-02-12T15:09:00Z,28.00,74.00
2026-02-12T15:11:00Z,28.00,75.00
2026-02-12T15:12:00Z,28.00,75.00
2026-02-12T15:13:00Z,28.00,75.00
2026-02-12T15:15:00Z,28.00,75.00
2026-02-12T15:16:00Z,27.00,75.00
2026-02-12T15:17:00Z,28.00,75.00
2026-02-12T15:18:00Z,28.00,75.00
2026-02-12T15:21:00Z,28.00,75.00
2026-02-12T15:22:00Z,28.00,75.00
2026-02-12T15:24:00Z,28.00,76.00
2026-02-12T15:25:00Z,28.00,76.00
2026-02-12T15:27:00Z,28.00,76.00
2026-02-12T15:29:00Z,28.00,76.00
2026-02-12T15:30:00Z,27.00,76.00
2026-02-12T15:31:00Z,27.00,76.00
2026-02-12T15:33:00Z,27.00,76.00
2026-02-12T15:34:00Z,28.00,76.00
2026-02-12T15:35:00Z,28.00,76.00
2026-02-12T15:36:00Z,28.00,76.00
2026-02-12T15:37:00Z,28.00,76.00
2026-02-12T15:38:00Z,28.00,76.00
2026-02-12T15:39:00Z,28.00,76.00
2026-02-12T15:42:00Z,28.00,76.00
2026-02-12T15:44:00Z,28.00,76.00
2026-02-12T15:45:00Z,28.00,76.00
2026-02-12T15:46:00Z,28.00,76.00
2026-02-12T15:47:00Z,28.00,76.00
2026-02-12T15:50:00Z,28.00,76.00
2026-02-12T15:51:00Z,28.00,75.28
2026-02-12T15:52:00Z,28.00,76.00
2026-02-12T15:53:00Z,28.00,76.00
2026-02-12T15:54:00Z,28.00,76.00
2026-02-12T15:55:00Z,28.00,76.00
2026-02-12T15:56:00Z,28.00,76.00
2026-02-12T15:57:00Z,28.00,76.00
2026-02-12T15:58:00Z,28.00,76.00
2026-02-12T15:59:00Z,27.00,76.40
2026-02-12T16:00:00Z,27.00,77.00
2026-02-12T16:01:00Z,27.00,77.00
2026-02-12T16:02:00Z,27.00,76.00
2026-02-12T16:03:00Z,27.00,77.00
2026-02-12T16:04:00Z,25.99,77.00
2026-02-12T16:05:00Z,25.99,77.00
2026-02-12T16:06:00Z,25.00,77.00
2026-02-12T16:08:00Z,25.00,77.00
2026-02-12T16:09:00Z,25.00,77.96
2026-02-12T16:10:00Z,24.19,76.63
2026-02-12T16:11:00Z,28.15,71.03
2026-02-12T16:12:00Z,29.64,73.52
2026-02-12T16:13:00Z,27.13,72.05
2026-02-12T16:14:00Z,28.98,72.66
2026-02-12T16:15:00Z,27.20,76.00
2026-02-12T16:16:00Z,24.06,77.69
2026-02-12T16:17:00Z,20.77,79.84
2026-02-12T16:18:00Z,16.36,85.21
2026-02-12T16:19:00Z,13.13,87.93
2026-02-12T16:20:00Z,11.07,88.48
2026-02-12T16:21:00Z,10.51,91.02
2026-02-12T16:22:00Z,9.27,91.00
2026-02-12T16:23:00Z,16.34,90.63
2026-02-12T16:24:00Z,11.77,89.72
2026-02-12T16:25:00Z,11.95,90.00
2026-02-12T16:26:00Z,11.00,89.29
2026-02-12T16:27:00Z,12.65,90.11
2026-02-12T16:28:00Z,10.00,90.34
2026-02-12T16:29:00Z,10.99,89.36
2026-02-12T16:30:00Z,10.18,91.01
2026-02-12T16:31:00Z,10.88,91.40
2026-02-12T16:32:00Z,8.11,92.00
2026-02-12T16:33:00Z,7.40,92.94
2026-02-12T16:34:00Z,7.77,93.93
2026-02-12T16:35:00Z,6.98,94.91
2026-02-12T16:36:00Z,5.98,95.00
2026-02-12T16:37:00Z,6.00,95.00
2026-02-12T16:38:00Z,5.23,94.87
2026-02-12T16:39:00Z,4.80,94.96
2026-02-12T16:40:00Z,4.87,94.93
2026-02-12T16:41:00Z,6.69,94.80
2026-02-12T16:42:00Z,7.01,94.87
2026-02-12T16:43:00Z,7.01,93.85
2026-02-12T16:44:00Z,6.98,94.86
2026-02-12T16:45:00Z,6.99,94.04
2026-02-12T16:46:00Z,6.98,94.45
2026-02-12T16:47:00Z,7.00,94.88
2026-02-12T16:48:00Z,6.60,95.00
2026-02-12T16:49:00Z,6.47,95.00
2026-02-12T16:50:00Z,5.58,95.98
2026-02-12T16:51:00Z,3.41,96.64
2026-02-12T16:52:00Z,1.91,97.75
2026-02-12T16:53:00Z,2.80,97.96
2026-02-12T16:54:00Z,2.41,99.00
2026-02-12T16:55:00Z,1.87,98.06
2026-02-12T16:56:00Z,2.93,97.20
2026-02-12T16:57:00Z,3.42,99.00
2026-02-12T16:58:00Z,2.95,97.67
2026-02-12T16:59:00Z,2.87,96.84
2026-02-12T17:00:00Z,2.99,97.55
2026-02-12T17:01:00Z,3.00,96.85
2026-02-12T17:02:00Z,3.75,96.00
2026-02-12T17:03:00Z,3.81,97.05
2026-02-12T17:04:00Z,2.81,97.11
2026-02-12T17:05:00Z,1.93,98.84
2026-02-12T17:06:00Z,1.58,99.00
2026-02-12T17:07:00Z,1.00,99.00
2026-02-12T17:08:00Z,1.00,99.00
2026-02-12T17:09:00Z,1.00,99.00
2026-02-12T17:10:00Z,1.00,99.00
2026-02-12T17:11:00Z,1.00,99.00
2026-02-12T17:12:00Z,1.00,99.00
2026-02-12T17:13:00Z,1.00,99.00
2026-02-12T17:14:00Z,1.00,99.00
2026-02-12T17:15:00Z,1.00,99.00
2026-02-12T17:16:00Z,1.00,99.00
2026-02-12T17:17:00Z,1.92,98.96
2026-02-12T17:18:00Z,1.94,98.96
2026-02-12T17:19:00Z,2.13,98.96
2026-02-12T17:20:00Z,2.82,98.00
2026-02-12T17:21:00Z,2.00,98.00
2026-02-12T17:22:00Z,2.00,98.90
2026-02-12T17:23:00Z,2.00,98.02
2026-02-12T17:24:00Z,2.27,98.00
2026-02-12T17:25:00Z,2.34,97.85
2026-02-12T17:26:00Z,2.00,99.00
2026-02-12T17:27:00Z,1.04,98.00
2026-02-12T17:28:00Z,2.00,99.00
2026-02-12T17:29:00Z,1.62,99.00
2026-02-12T17:30:00Z,1.00,99.00
2026-02-12T17:32:00Z,1.00,99.00
2026-02-12T17:33:00Z,1.00,99.00
2026-02-12T17:34:00Z,1.00,99.00
2026-02-12T17:35:00Z,1.00,99.00
