# event_ticker=KXATPCHALLENGERMATCH-26APR30KOLFOR
# final_score=6-4 6-3
# score_resolution=4-6 3-6
# match_winner=Zdenek Kolar
# fav_player=Jonas Forejtek
# dog_player=Zdenek Kolar
# kalshi_date=2026-04-30
timestamp,Zdenek Kolar,Jonas Forejtek
2026-04-29T22:26:00Z,,56.00
2026-04-30T02:15:00Z,,57.00
2026-04-30T02:50:00Z,44.00,57.00
2026-04-30T02:51:00Z,44.74,57.00
2026-04-30T03:22:00Z,45.00,57.00
2026-04-30T03:30:00Z,45.00,57.00
2026-04-30T04:33:00Z,45.00,56.00
2026-04-30T04:38:00Z,45.00,56.00
2026-04-30T04:44:00Z,46.00,56.00
2026-04-30T05:11:00Z,46.00,56.00
2026-04-30T05:20:00Z,46.00,55.00
2026-04-30T05:22:00Z,46.92,55.00
2026-04-30T05:28:00Z,46.92,55.00
2026-04-30T05:48:00Z,46.00,55.00
2026-04-30T06:04:00Z,46.00,55.00
2026-04-30T06:10:00Z,46.00,55.00
2026-04-30T06:22:00Z,46.00,55.00
2026-04-30T06:52:00Z,46.00,55.00
2026-04-30T06:57:00Z,46.00,55.00
2026-04-30T09:09:00Z,49.00,55.00
2026-04-30T09:15:00Z,49.00,52.00
2026-04-30T09:16:00Z,49.00,52.00
2026-04-30T09:58:00Z,49.00,52.00
2026-04-30T09:59:00Z,49.00,52.00
2026-04-30T10:01:00Z,50.00,52.00
2026-04-30T10:07:00Z,50.00,52.33
2026-04-30T10:08:00Z,50.00,53.85
2026-04-30T10:09:00Z,50.00,53.00
2026-04-30T10:10:00Z,47.00,55.00
2026-04-30T10:11:00Z,44.88,55.00
2026-04-30T10:12:00Z,44.00,57.82
2026-04-30T10:13:00Z,45.00,57.82
2026-04-30T10:14:00Z,49.00,53.00
2026-04-30T10:15:00Z,56.00,45.91
2026-04-30T10:16:00Z,57.00,42.00
2026-04-30T10:17:00Z,62.66,42.08
2026-04-30T10:18:00Z,63.00,38.00
2026-04-30T10:19:00Z,64.00,37.53
2026-04-30T10:20:00Z,64.96,34.00
2026-04-30T10:21:00Z,66.07,34.73
2026-04-30T10:22:00Z,68.00,34.73
2026-04-30T10:23:00Z,69.00,34.73
2026-04-30T10:24:00Z,72.00,28.00
2026-04-30T10:25:00Z,71.00,31.32
2026-04-30T10:26:00Z,70.00,31.32
2026-04-30T10:27:00Z,67.00,35.00
2026-04-30T10:28:00Z,66.00,37.96
2026-04-30T10:29:00Z,66.86,34.30
2026-04-30T10:30:00Z,66.19,34.81
2026-04-30T10:31:00Z,70.12,32.00
2026-04-30T10:32:00Z,70.86,32.00
2026-04-30T10:33:00Z,69.00,32.97
2026-04-30T10:34:00Z,68.00,34.00
2026-04-30T10:35:00Z,68.00,34.00
2026-04-30T10:36:00Z,66.81,37.75
2026-04-30T10:37:00Z,64.74,36.00
2026-04-30T10:38:00Z,67.14,32.45
2026-04-30T10:39:00Z,73.00,29.00
2026-04-30T10:40:00Z,69.82,32.44
2026-04-30T10:41:00Z,68.09,32.03
2026-04-30T10:42:00Z,69.00,33.00
2026-04-30T10:43:00Z,71.88,27.82
2026-04-30T10:44:00Z,73.96,27.82
2026-04-30T10:45:00Z,77.00,25.00
2026-04-30T10:46:00Z,76.00,25.00
2026-04-30T10:47:00Z,76.00,22.27
2026-04-30T10:48:00Z,75.45,25.51
2026-04-30T10:49:00Z,80.29,22.46
2026-04-30T10:50:00Z,79.87,20.93
2026-04-30T10:51:00Z,84.09,13.24
2026-04-30T10:52:00Z,87.05,13.00
2026-04-30T10:53:00Z,87.43,12.33
2026-04-30T10:54:00Z,83.98,15.73
2026-04-30T10:55:00Z,85.12,16.09
2026-04-30T10:56:00Z,86.23,13.56
2026-04-30T10:57:00Z,87.98,12.84
2026-04-30T10:58:00Z,89.18,11.00
2026-04-30T10:59:00Z,89.72,10.63
2026-04-30T11:00:00Z,90.13,10.52
2026-04-30T11:01:00Z,89.50,11.00
2026-04-30T11:02:00Z,93.51,7.03
2026-04-30T11:03:00Z,92.97,6.72
2026-04-30T11:04:00Z,90.94,10.75
2026-04-30T11:05:00Z,89.91,13.00
2026-04-30T11:06:00Z,89.00,13.00
2026-04-30T11:07:00Z,91.29,13.00
2026-04-30T11:08:00Z,92.00,8.52
2026-04-30T11:09:00Z,91.35,10.00
2026-04-30T11:10:00Z,92.00,6.73
2026-04-30T11:11:00Z,95.94,3.43
2026-04-30T11:12:00Z,98.62,3.43
2026-04-30T11:13:00Z,98.07,2.00
2026-04-30T11:14:00Z,96.84,2.07
2026-04-30T11:15:00Z,95.76,2.07
2026-04-30T11:16:00Z,94.56,4.45
2026-04-30T11:17:00Z,94.10,4.00
2026-04-30T11:18:00Z,93.67,9.00
2026-04-30T11:19:00Z,92.00,8.54
2026-04-30T11:20:00Z,92.00,8.77
2026-04-30T11:21:00Z,92.66,8.00
2026-04-30T11:22:00Z,94.73,5.24
2026-04-30T11:23:00Z,95.36,5.51
2026-04-30T11:24:00Z,95.92,3.94
2026-04-30T11:25:00Z,95.44,5.00
2026-04-30T11:26:00Z,98.36,2.00
2026-04-30T11:27:00Z,98.53,1.33
2026-04-30T11:28:00Z,99.00,1.33
2026-04-30T11:29:00Z,99.00,1.33
2026-04-30T11:30:00Z,99.00,1.33
