# event_ticker=KXATPMATCH-25SEP19SONGIR
# final_score=6-4 6-4
# score_resolution=4-6 4-6
# match_winner=Marcos Giron
# fav_player=Lorenzo Sonego
# dog_player=Marcos Giron
# kalshi_date=2025-09-19
timestamp,Lorenzo Sonego,Marcos Giron
2025-09-19T04:44:00Z,54.00,48.00
2025-09-19T04:45:00Z,54.00,48.00
2025-09-19T04:46:00Z,54.00,48.00
2025-09-19T04:50:00Z,54.00,48.00
2025-09-19T04:51:00Z,54.00,47.00
2025-09-19T04:52:00Z,54.00,47.00
2025-09-19T04:53:00Z,54.00,47.00
2025-09-19T04:54:00Z,54.00,47.00
2025-09-19T04:56:00Z,54.00,47.00
2025-09-19T04:57:00Z,54.94,47.00
2025-09-19T04:59:00Z,54.94,46.00
2025-09-19T05:01:00Z,54.94,48.00
2025-09-19T05:02:00Z,54.90,48.00
2025-09-19T05:04:00Z,55.00,48.00
2025-09-19T05:06:00Z,54.00,49.00
2025-09-19T05:08:00Z,54.00,49.00
2025-09-19T05:09:00Z,54.00,48.00
2025-09-19T05:11:00Z,54.22,47.16
2025-09-19T05:12:00Z,55.05,48.00
2025-09-19T05:13:00Z,55.87,47.28
2025-09-19T05:14:00Z,56.32,47.28
2025-09-19T05:15:00Z,53.00,46.14
2025-09-19T05:16:00Z,45.12,57.31
2025-09-19T05:17:00Z,46.13,55.20
2025-09-19T05:18:00Z,51.44,55.20
2025-09-19T05:19:00Z,49.12,51.95
2025-09-19T05:20:00Z,55.96,51.95
2025-09-19T05:21:00Z,55.44,45.82
2025-09-19T05:22:00Z,54.00,48.00
2025-09-19T05:23:00Z,53.93,49.00
2025-09-19T05:24:00Z,52.07,52.47
2025-09-19T05:25:00Z,50.29,51.42
2025-09-19T05:26:00Z,53.93,48.96
2025-09-19T05:27:00Z,54.65,47.00
2025-09-19T05:28:00Z,55.22,47.00
2025-09-19T05:29:00Z,55.22,48.24
2025-09-19T05:30:00Z,53.18,51.53
2025-09-19T05:31:00Z,50.00,51.00
2025-09-19T05:32:00Z,50.48,50.00
2025-09-19T05:33:00Z,52.04,51.07
2025-09-19T05:34:00Z,47.85,54.98
2025-09-19T05:35:00Z,42.07,54.00
2025-09-19T05:36:00Z,45.31,54.00
2025-09-19T05:37:00Z,43.17,55.11
2025-09-19T05:38:00Z,48.04,53.03
2025-09-19T05:39:00Z,50.80,55.82
2025-09-19T05:40:00Z,52.55,50.47
2025-09-19T05:41:00Z,52.40,49.86
2025-09-19T05:42:00Z,52.88,52.03
2025-09-19T05:43:00Z,51.07,52.03
2025-09-19T05:44:00Z,44.98,53.91
2025-09-19T05:45:00Z,47.65,53.91
2025-09-19T05:46:00Z,50.95,52.62
2025-09-19T05:47:00Z,51.64,52.62
2025-09-19T05:48:00Z,51.04,49.81
2025-09-19T05:49:00Z,51.73,51.00
2025-09-19T05:50:00Z,51.28,51.00
2025-09-19T05:51:00Z,55.42,48.00
2025-09-19T05:52:00Z,54.30,45.32
2025-09-19T05:53:00Z,50.00,45.32
2025-09-19T05:54:00Z,51.00,52.00
2025-09-19T05:55:00Z,52.74,51.00
2025-09-19T05:56:00Z,43.95,57.00
2025-09-19T05:57:00Z,45.13,55.44
2025-09-19T05:58:00Z,39.44,67.22
2025-09-19T05:59:00Z,26.60,73.00
2025-09-19T06:00:00Z,26.70,73.00
2025-09-19T06:01:00Z,27.70,74.63
2025-09-19T06:02:00Z,26.19,74.53
2025-09-19T06:03:00Z,35.39,67.32
2025-09-19T06:04:00Z,36.65,70.00
2025-09-19T06:05:00Z,27.44,73.50
2025-09-19T06:06:00Z,31.50,75.00
2025-09-19T06:07:00Z,25.73,75.00
2025-09-19T06:08:00Z,24.00,77.00
2025-09-19T06:09:00Z,24.00,77.00
2025-09-19T06:10:00Z,24.14,77.63
2025-09-19T06:11:00Z,26.69,75.11
2025-09-19T06:12:00Z,30.71,69.42
2025-09-19T06:13:00Z,27.17,77.16
2025-09-19T06:14:00Z,27.24,75.16
2025-09-19T06:15:00Z,28.89,74.80
2025-09-19T06:16:00Z,33.27,72.21
2025-09-19T06:17:00Z,30.14,73.18
2025-09-19T06:18:00Z,31.59,70.00
2025-09-19T06:19:00Z,33.84,73.12
2025-09-19T06:20:00Z,29.10,73.66
2025-09-19T06:21:00Z,27.02,75.67
2025-09-19T06:22:00Z,25.72,75.05
2025-09-19T06:23:00Z,26.07,74.40
2025-09-19T06:24:00Z,21.88,78.68
2025-09-19T06:25:00Z,15.56,85.91
2025-09-19T06:26:00Z,11.12,88.58
2025-09-19T06:27:00Z,10.36,88.58
2025-09-19T06:28:00Z,10.65,90.32
2025-09-19T06:29:00Z,6.13,93.99
2025-09-19T06:30:00Z,7.54,95.00
2025-09-19T06:31:00Z,7.65,93.07
2025-09-19T06:32:00Z,5.36,95.00
2025-09-19T06:33:00Z,7.27,90.58
2025-09-19T06:34:00Z,9.25,92.00
2025-09-19T06:35:00Z,13.06,94.51
2025-09-19T06:38:00Z,11.08,94.51
2025-09-19T06:39:00Z,5.00,94.49
2025-09-19T06:40:00Z,12.00,94.49
2025-09-19T06:41:00Z,16.35,94.00
2025-09-19T06:42:00Z,19.92,89.80
2025-09-19T06:43:00Z,20.88,80.28
2025-09-19T06:44:00Z,19.14,88.41
2025-09-19T06:45:00Z,8.37,88.41
2025-09-19T06:46:00Z,9.48,91.85
2025-09-19T06:47:00Z,5.64,94.00
2025-09-19T06:48:00Z,7.65,95.69
2025-09-19T06:49:00Z,5.45,93.96
2025-09-19T06:50:00Z,6.20,95.88
2025-09-19T06:51:00Z,6.32,95.88
2025-09-19T06:52:00Z,7.09,95.88
2025-09-19T06:53:00Z,8.38,92.95
2025-09-19T06:54:00Z,6.04,97.00
2025-09-19T06:55:00Z,2.86,97.97
2025-09-19T06:56:00Z,2.68,95.00
2025-09-19T06:57:00Z,5.59,94.09
2025-09-19T06:58:00Z,5.59,99.00
2025-09-19T06:59:00Z,1.00,99.00
2025-09-19T07:01:00Z,1.00,99.00
2025-09-19T07:03:00Z,1.00,99.00
2025-09-19T07:05:00Z,1.00,99.00
