# event_ticker=KXATPMATCH-25SEP19SONGIR
# final_score=6-4 6-4
# score_resolution=4-6 4-6
# match_winner=Marcos Giron
# fav_player=Lorenzo Sonego
# dog_player=Marcos Giron
# kalshi_date=2025-09-19
timestamp,Lorenzo Sonego,Marcos Giron
2025-09-18T20:10:00Z,,48.00
2025-09-18T20:59:00Z,,48.00
2025-09-18T21:02:00Z,,48.00
2025-09-18T21:07:00Z,53.00,48.00
2025-09-18T21:14:00Z,53.00,48.00
2025-09-18T21:18:00Z,53.00,48.00
2025-09-18T21:19:00Z,53.00,48.00
2025-09-18T22:02:00Z,53.00,48.00
2025-09-18T22:10:00Z,53.00,48.00
2025-09-18T22:16:00Z,53.00,48.00
2025-09-18T22:23:00Z,53.00,49.00
2025-09-18T22:45:00Z,53.00,50.00
2025-09-18T23:08:00Z,50.00,50.00
2025-09-18T23:35:00Z,50.63,50.00
2025-09-18T23:37:00Z,50.63,50.00
2025-09-18T23:47:00Z,50.63,50.00
2025-09-19T00:30:00Z,50.63,50.00
2025-09-19T00:36:00Z,50.63,50.00
2025-09-19T00:44:00Z,52.00,50.00
2025-09-19T00:45:00Z,52.00,50.00
2025-09-19T00:54:00Z,52.00,50.00
2025-09-19T01:00:00Z,52.00,50.00
2025-09-19T01:03:00Z,52.00,50.00
2025-09-19T01:10:00Z,52.00,48.00
2025-09-19T01:22:00Z,52.00,48.00
2025-09-19T01:23:00Z,52.00,48.00
2025-09-19T01:24:00Z,52.00,48.00
2025-09-19T01:44:00Z,52.00,49.00
2025-09-19T01:47:00Z,52.00,49.00
2025-09-19T01:50:00Z,52.00,49.00
2025-09-19T01:52:00Z,52.00,49.00
2025-09-19T01:54:00Z,52.00,49.00
2025-09-19T02:09:00Z,52.00,49.00
2025-09-19T02:18:00Z,52.00,49.00
2025-09-19T02:21:00Z,52.00,49.00
2025-09-19T02:23:00Z,52.00,49.00
2025-09-19T02:28:00Z,52.00,49.00
2025-09-19T02:32:00Z,52.00,49.00
2025-09-19T02:49:00Z,52.00,49.00
2025-09-19T02:54:00Z,52.00,49.00
2025-09-19T02:55:00Z,52.00,49.00
2025-09-19T02:56:00Z,52.00,49.00
2025-09-19T02:59:00Z,52.00,49.00
2025-09-19T03:02:00Z,52.07,49.00
2025-09-19T03:11:00Z,53.00,49.00
2025-09-19T03:12:00Z,53.00,49.00
2025-09-19T03:14:00Z,53.00,49.00
2025-09-19T03:15:00Z,53.00,49.00
2025-09-19T03:18:00Z,53.00,49.00
2025-09-19T03:23:00Z,53.00,49.00
2025-09-19T03:24:00Z,53.00,49.00
2025-09-19T03:31:00Z,53.00,49.00
2025-09-19T03:32:00Z,52.80,49.00
2025-09-19T03:37:00Z,53.00,49.00
2025-09-19T03:43:00Z,53.00,49.00
2025-09-19T03:46:00Z,53.00,49.00
2025-09-19T03:53:00Z,53.00,49.00
2025-09-19T03:55:00Z,52.75,49.00
2025-09-19T03:57:00Z,53.00,49.00
2025-09-19T03:58:00Z,53.00,49.00
2025-09-19T03:59:00Z,52.00,49.00
2025-09-19T04:00:00Z,52.00,49.00
2025-09-19T04:01:00Z,52.90,49.00
2025-09-19T04:03:00Z,52.00,49.00
2025-09-19T04:04:00Z,52.92,49.00
2025-09-19T04:07:00Z,53.00,49.00
2025-09-19T04:09:00Z,52.70,49.00
2025-09-19T04:11:00Z,53.00,48.00
2025-09-19T04:12:00Z,53.00,48.00
2025-09-19T04:14:00Z,53.00,48.00
2025-09-19T04:16:00Z,53.00,48.00
2025-09-19T04:18:00Z,53.00,48.00
2025-09-19T04:20:00Z,53.00,48.00
2025-09-19T04:22:00Z,53.00,49.00
2025-09-19T04:23:00Z,53.00,49.00
2025-09-19T04:24:00Z,53.59,48.00
2025-09-19T04:25:00Z,53.00,48.00
2025-09-19T04:26:00Z,53.34,48.00
2025-09-19T04:27:00Z,53.00,48.00
2025-09-19T04:28:00Z,53.00,48.00
2025-09-19T04:29:00Z,53.00,48.00
2025-09-19T04:30:00Z,53.00,48.00
2025-09-19T04:31:00Z,53.00,48.00
2025-09-19T04:36:00Z,53.78,48.00
2025-09-19T04:37:00Z,53.74,48.00
2025-09-19T04:40:00Z,54.00,48.00
