# event_ticker=KXATPMATCH-26FEB12PAUKEC
# final_score=5-7 6-4 6-4
# score_resolution=7-5 4-6 4-6
# match_winner=Miomir Kecmanovic
# fav_player=Tommy Paul
# dog_player=Miomir Kecmanovic
# kalshi_date=2026-02-12
timestamp,Tommy Paul,Miomir Kecmanovic
2026-02-12T16:24:00Z,79.00,
2026-02-12T16:28:00Z,79.00,
2026-02-12T16:29:00Z,79.00,
2026-02-12T16:31:00Z,79.00,23.00
2026-02-12T16:34:00Z,79.00,23.00
2026-02-12T16:45:00Z,79.00,23.00
2026-02-12T16:58:00Z,79.00,23.00
2026-02-12T16:59:00Z,79.00,23.00
2026-02-12T17:03:00Z,79.00,23.00
2026-02-12T17:06:00Z,79.00,23.00
2026-02-12T17:21:00Z,79.00,23.00
2026-02-12T17:43:00Z,79.00,22.00
2026-02-12T17:58:00Z,78.00,22.00
2026-02-12T18:13:00Z,78.00,22.00
2026-02-12T18:14:00Z,78.00,22.00
2026-02-12T18:15:00Z,78.00,22.00
2026-02-12T18:17:00Z,78.00,22.00
2026-02-12T18:23:00Z,78.00,22.00
2026-02-12T18:25:00Z,78.00,22.00
2026-02-12T18:47:00Z,79.00,22.00
2026-02-12T18:52:00Z,79.00,22.00
2026-02-12T18:59:00Z,79.00,22.00
2026-02-12T19:06:00Z,79.00,22.00
2026-02-12T19:07:00Z,79.00,22.00
2026-02-12T19:30:00Z,78.00,22.00
2026-02-12T19:31:00Z,79.00,22.00
2026-02-12T19:32:00Z,79.00,22.00
2026-02-12T19:48:00Z,79.00,22.00
2026-02-12T19:50:00Z,79.00,22.00
2026-02-12T19:54:00Z,79.00,22.00
2026-02-12T19:56:00Z,79.00,22.00
2026-02-12T19:59:00Z,79.00,22.00
2026-02-12T20:07:00Z,79.00,22.00
2026-02-12T20:14:00Z,79.00,22.00
2026-02-12T20:18:00Z,79.00,22.00
2026-02-12T20:19:00Z,79.00,22.00
2026-02-12T20:26:00Z,78.00,22.00
2026-02-12T20:28:00Z,79.00,22.00
2026-02-12T20:30:00Z,79.00,22.00
2026-02-12T20:32:00Z,79.00,22.00
2026-02-12T20:36:00Z,79.00,22.00
2026-02-12T20:38:00Z,79.00,22.00
2026-02-12T20:42:00Z,79.00,22.00
2026-02-12T20:43:00Z,79.00,22.00
2026-02-12T20:56:00Z,79.00,22.00
2026-02-12T21:00:00Z,79.00,22.00
2026-02-12T21:02:00Z,79.00,22.02
2026-02-12T21:03:00Z,79.00,22.02
2026-02-12T21:04:00Z,79.00,22.02
2026-02-12T21:05:00Z,79.00,23.00
2026-02-12T21:07:00Z,79.00,23.00
2026-02-12T21:08:00Z,79.00,23.00
2026-02-12T21:09:00Z,78.00,23.00
2026-02-12T21:14:00Z,79.00,23.00
2026-02-12T21:18:00Z,79.00,23.00
2026-02-12T21:20:00Z,79.00,23.00
2026-02-12T21:21:00Z,79.00,23.00
2026-02-12T21:24:00Z,79.00,23.00
2026-02-12T21:34:00Z,79.00,23.00
2026-02-12T21:35:00Z,79.00,23.00
2026-02-12T21:36:00Z,79.00,23.00
2026-02-12T21:37:00Z,79.00,23.00
2026-02-12T21:42:00Z,79.00,23.00
2026-02-12T21:45:00Z,79.00,23.00
2026-02-12T21:47:00Z,79.00,23.00
2026-02-12T21:48:00Z,79.00,23.00
2026-02-12T21:49:00Z,79.00,22.00
