# event_ticker=KXATPMATCH-26MAY10RUULEH
# final_score=6-3 6-4
# match_winner=Casper Ruud
# fav_player=Casper Ruud
# dog_player=Jiri Lehecka
# kalshi_date=2026-05-10
timestamp,Casper Ruud,Jiri Lehecka
2026-05-09T21:16:00Z,,38.00
2026-05-09T21:18:00Z,62.00,38.00
2026-05-09T21:19:00Z,62.00,38.00
2026-05-09T21:23:00Z,63.00,38.00
2026-05-09T21:24:00Z,62.00,38.00
2026-05-09T21:29:00Z,63.00,38.00
2026-05-09T21:30:00Z,63.00,38.00
2026-05-09T21:31:00Z,63.00,38.00
2026-05-09T21:39:00Z,63.00,38.00
2026-05-09T21:53:00Z,63.00,38.00
2026-05-09T21:58:00Z,63.00,38.00
2026-05-09T22:00:00Z,63.00,38.00
2026-05-09T22:09:00Z,63.00,38.00
2026-05-09T22:10:00Z,63.00,38.00
2026-05-09T22:11:00Z,63.00,38.00
2026-05-09T22:16:00Z,63.00,38.00
2026-05-09T22:18:00Z,63.00,38.00
2026-05-09T22:25:00Z,63.00,38.00
2026-05-09T22:26:00Z,63.00,38.00
2026-05-09T22:28:00Z,63.00,38.71
2026-05-09T22:29:00Z,63.00,39.00
2026-05-09T22:34:00Z,63.00,39.00
2026-05-09T22:35:00Z,63.00,39.00
2026-05-09T22:36:00Z,63.00,39.00
2026-05-09T22:38:00Z,63.00,39.00
2026-05-09T22:40:00Z,63.00,39.00
2026-05-09T22:42:00Z,61.38,39.00
2026-05-09T22:44:00Z,62.00,39.00
2026-05-09T22:53:00Z,62.00,39.00
2026-05-09T22:55:00Z,62.00,39.00
2026-05-09T23:01:00Z,62.00,39.00
2026-05-09T23:02:00Z,62.00,39.00
2026-05-09T23:03:00Z,62.00,39.00
2026-05-09T23:05:00Z,62.00,39.00
2026-05-09T23:06:00Z,62.00,39.00
2026-05-09T23:09:00Z,62.00,39.00
2026-05-09T23:10:00Z,62.00,39.00
2026-05-09T23:11:00Z,62.00,39.00
2026-05-09T23:13:00Z,62.00,39.00
2026-05-09T23:14:00Z,62.00,39.00
2026-05-09T23:15:00Z,62.00,39.00
2026-05-09T23:17:00Z,62.00,38.00
2026-05-09T23:22:00Z,62.00,38.00
2026-05-09T23:24:00Z,62.00,38.00
2026-05-09T23:25:00Z,62.00,38.00
2026-05-09T23:27:00Z,62.00,39.00
2026-05-09T23:28:00Z,62.00,39.00
2026-05-09T23:29:00Z,62.00,39.00
2026-05-09T23:31:00Z,62.00,39.00
2026-05-09T23:34:00Z,62.00,39.00
2026-05-09T23:36:00Z,62.00,39.00
