# event_ticker=KXATPCHALLENGERMATCH-26MAR31GOMGAK
# final_score=3-6 6-2 6-1
# match_winner=Ivan Gakhov
# fav_player=Ivan Gakhov
# dog_player=Norbert Gombos
# kalshi_date=2026-03-31
timestamp,Ivan Gakhov,Norbert Gombos
2026-04-01T01:52:00Z,42.00,
2026-04-01T03:43:00Z,42.00,65.00
2026-04-01T07:59:00Z,42.00,59.45
2026-04-01T09:14:00Z,36.17,59.45
2026-04-01T11:02:00Z,40.00,59.45
2026-04-01T11:16:00Z,37.57,59.45
2026-04-01T12:17:00Z,37.57,61.72
2026-04-01T12:19:00Z,37.57,61.71
2026-04-01T12:21:00Z,43.97,58.00
2026-04-01T12:33:00Z,43.97,64.44
2026-04-01T12:36:00Z,43.97,63.61
2026-04-01T12:37:00Z,43.97,66.96
2026-04-01T12:47:00Z,43.97,60.00
2026-04-01T12:50:00Z,38.95,60.00
2026-04-01T12:51:00Z,41.20,60.00
2026-04-01T12:52:00Z,39.00,60.00
2026-04-01T12:53:00Z,39.89,60.00
2026-04-01T12:55:00Z,39.58,66.00
2026-04-01T12:56:00Z,39.58,66.10
2026-04-01T12:57:00Z,30.10,66.43
2026-04-01T12:58:00Z,37.33,66.43
2026-04-01T12:59:00Z,40.64,65.05
2026-04-01T13:00:00Z,40.98,61.03
2026-04-01T13:01:00Z,40.98,61.00
2026-04-01T13:02:00Z,40.12,60.00
2026-04-01T13:03:00Z,40.12,61.00
2026-04-01T13:04:00Z,42.52,59.13
2026-04-01T13:05:00Z,42.52,57.00
2026-04-01T13:06:00Z,43.95,60.07
2026-04-01T13:07:00Z,42.09,58.83
2026-04-01T13:08:00Z,37.85,65.53
2026-04-01T13:09:00Z,37.17,63.93
2026-04-01T13:10:00Z,40.41,63.93
2026-04-01T13:11:00Z,31.10,67.94
2026-04-01T13:12:00Z,24.06,77.00
2026-04-01T13:14:00Z,28.00,71.84
2026-04-01T13:15:00Z,34.59,65.24
2026-04-01T13:16:00Z,31.00,74.12
2026-04-01T13:17:00Z,31.00,71.50
2026-04-01T13:18:00Z,24.95,76.00
2026-04-01T13:19:00Z,23.74,79.00
2026-04-01T13:20:00Z,22.00,79.00
2026-04-01T13:21:00Z,25.01,79.00
2026-04-01T13:22:00Z,26.00,79.00
2026-04-01T13:23:00Z,26.00,76.00
2026-04-01T13:24:00Z,36.15,69.50
2026-04-01T13:25:00Z,33.67,65.00
2026-04-01T13:26:00Z,33.67,72.99
2026-04-01T13:27:00Z,28.00,72.92
2026-04-01T13:28:00Z,23.48,72.98
2026-04-01T13:29:00Z,24.56,79.31
2026-04-01T13:30:00Z,28.24,76.15
2026-04-01T13:31:00Z,29.49,71.86
2026-04-01T13:32:00Z,30.15,71.37
2026-04-01T13:33:00Z,30.61,71.78
2026-04-01T13:34:00Z,35.67,70.16
2026-04-01T13:35:00Z,37.35,66.11
2026-04-01T13:36:00Z,34.17,74.28
2026-04-01T13:37:00Z,31.28,71.23
2026-04-01T13:38:00Z,24.62,76.71
2026-04-01T13:39:00Z,24.43,77.91
2026-04-01T13:40:00Z,23.75,78.04
2026-04-01T13:41:00Z,19.43,81.96
2026-04-01T13:42:00Z,19.43,82.36
2026-04-01T13:43:00Z,18.84,82.25
2026-04-01T13:44:00Z,18.98,82.76
2026-04-01T13:45:00Z,18.84,83.00
2026-04-01T13:46:00Z,19.61,82.38
2026-04-01T13:47:00Z,22.90,79.18
2026-04-01T13:48:00Z,24.36,77.80
2026-04-01T13:49:00Z,30.49,68.92
2026-04-01T13:50:00Z,30.47,65.28
2026-04-01T13:51:00Z,30.40,73.59
2026-04-01T13:52:00Z,33.03,70.97
2026-04-01T13:53:00Z,27.14,75.78
2026-04-01T13:54:00Z,22.03,81.14
2026-04-01T13:55:00Z,24.49,75.35
2026-04-01T13:56:00Z,26.04,75.81
2026-04-01T13:57:00Z,33.30,76.24
2026-04-01T13:58:00Z,34.93,67.30
2026-04-01T13:59:00Z,33.89,71.89
2026-04-01T14:00:00Z,27.60,72.63
2026-04-01T14:01:00Z,35.16,67.78
2026-04-01T14:02:00Z,36.50,64.78
2026-04-01T14:03:00Z,34.20,66.71
2026-04-01T14:04:00Z,30.21,69.61
2026-04-01T14:05:00Z,34.83,69.00
2026-04-01T14:06:00Z,34.24,69.12
2026-04-01T14:07:00Z,38.15,60.80
2026-04-01T14:08:00Z,38.66,63.86
2026-04-01T14:09:00Z,41.79,61.14
2026-04-01T14:10:00Z,46.22,58.94
2026-04-01T14:11:00Z,42.92,60.74
2026-04-01T14:12:00Z,42.91,57.73
2026-04-01T14:13:00Z,46.46,54.81
2026-04-01T14:14:00Z,46.76,54.80
2026-04-01T14:15:00Z,46.21,55.92
2026-04-01T14:16:00Z,48.45,51.36
2026-04-01T14:17:00Z,47.40,52.00
2026-04-01T14:18:00Z,48.46,51.99
2026-04-01T14:19:00Z,48.81,51.92
2026-04-01T14:20:00Z,49.33,51.04
2026-04-01T14:21:00Z,49.77,51.00
2026-04-01T14:22:00Z,49.33,52.00
2026-04-01T14:23:00Z,51.33,52.47
2026-04-01T14:24:00Z,67.99,31.97
2026-04-01T14:25:00Z,72.53,28.55
2026-04-01T14:26:00Z,74.00,27.59
2026-04-01T14:27:00Z,72.60,27.16
2026-04-01T14:28:00Z,67.26,36.30
2026-04-01T14:29:00Z,72.38,27.30
2026-04-01T14:30:00Z,79.33,20.05
2026-04-01T14:31:00Z,83.90,15.99
2026-04-01T14:32:00Z,85.16,13.78
2026-04-01T14:33:00Z,82.17,20.21
2026-04-01T14:34:00Z,88.42,16.64
2026-04-01T14:35:00Z,79.02,22.45
2026-04-01T14:36:00Z,81.66,15.99
2026-04-01T14:37:00Z,83.71,15.65
2026-04-01T14:38:00Z,80.28,21.51
2026-04-01T14:39:00Z,91.48,7.65
2026-04-01T14:40:00Z,93.08,7.52
2026-04-01T14:41:00Z,92.29,8.53
2026-04-01T14:42:00Z,96.65,4.04
2026-04-01T14:43:00Z,96.91,3.38
2026-04-01T14:44:00Z,97.20,2.42
2026-04-01T14:45:00Z,97.81,2.17
2026-04-01T14:46:00Z,98.59,1.00
2026-04-01T14:47:00Z,98.98,1.00
2026-04-01T14:48:00Z,99.00,1.00
2026-04-01T14:49:00Z,98.98,1.36
2026-04-01T14:50:00Z,98.89,2.07
2026-04-01T14:51:00Z,98.74,2.00
2026-04-01T14:52:00Z,98.90,1.45
