# event_ticker=KXATPCHALLENGERMATCH-26MAR27SACCIN
# final_score=6-2 4-6 6-1
# match_winner=Vitaliy Sachko
# fav_player=Vitaliy Sachko
# dog_player=Federico Cina
# kalshi_date=2026-03-27
timestamp,Vitaliy Sachko,Federico Cina
2026-03-26T22:27:00Z,,66.00
2026-03-26T23:21:00Z,37.00,66.00
2026-03-26T23:25:00Z,37.00,66.00
2026-03-26T23:26:00Z,37.00,66.00
2026-03-26T23:44:00Z,37.00,66.00
2026-03-26T23:45:00Z,37.00,66.00
2026-03-27T00:35:00Z,37.00,66.00
2026-03-27T01:26:00Z,37.00,65.00
2026-03-27T01:29:00Z,36.00,63.00
2026-03-27T01:50:00Z,37.00,65.00
2026-03-27T01:54:00Z,37.00,65.00
2026-03-27T01:56:00Z,37.00,65.00
2026-03-27T03:13:00Z,37.00,65.00
2026-03-27T03:46:00Z,37.00,65.00
2026-03-27T03:51:00Z,37.00,63.00
2026-03-27T03:56:00Z,37.00,65.57
2026-03-27T04:05:00Z,37.00,67.00
2026-03-27T04:10:00Z,37.00,67.00
2026-03-27T04:20:00Z,37.00,67.00
2026-03-27T04:21:00Z,33.16,67.00
2026-03-27T04:48:00Z,33.16,67.00
2026-03-27T04:49:00Z,34.00,67.00
2026-03-27T04:50:00Z,34.00,67.00
2026-03-27T04:58:00Z,33.00,67.00
2026-03-27T05:01:00Z,33.00,67.00
2026-03-27T05:14:00Z,33.00,67.00
2026-03-27T05:17:00Z,33.00,67.00
2026-03-27T05:18:00Z,33.00,67.00
2026-03-27T05:23:00Z,35.00,67.00
2026-03-27T05:30:00Z,35.00,67.00
2026-03-27T05:31:00Z,36.89,65.00
2026-03-27T05:34:00Z,37.00,65.00
2026-03-27T05:37:00Z,37.00,65.00
2026-03-27T05:41:00Z,37.00,65.00
2026-03-27T05:43:00Z,37.00,64.00
2026-03-27T05:45:00Z,37.00,64.00
2026-03-27T05:46:00Z,37.00,64.00
2026-03-27T05:47:00Z,37.00,64.00
2026-03-27T05:48:00Z,37.00,64.00
2026-03-27T05:49:00Z,37.00,64.00
2026-03-27T05:51:00Z,37.00,64.00
2026-03-27T05:52:00Z,37.00,64.00
2026-03-27T05:55:00Z,37.00,64.00
2026-03-27T05:58:00Z,37.00,64.00
2026-03-27T06:00:00Z,37.00,64.00
2026-03-27T06:07:00Z,37.00,64.00
2026-03-27T06:08:00Z,37.00,64.00
2026-03-27T06:16:00Z,37.00,64.00
2026-03-27T06:20:00Z,37.00,64.00
2026-03-27T06:21:00Z,37.00,64.00
2026-03-27T06:24:00Z,37.00,64.00
2026-03-27T06:28:00Z,37.00,64.00
2026-03-27T06:31:00Z,37.00,64.00
2026-03-27T06:32:00Z,37.00,64.00
2026-03-27T06:35:00Z,37.00,64.00
2026-03-27T06:38:00Z,37.00,64.00
2026-03-27T06:41:00Z,37.00,64.00
2026-03-27T06:42:00Z,37.00,64.00
2026-03-27T06:44:00Z,37.00,64.00
2026-03-27T06:45:00Z,37.00,64.00
2026-03-27T06:46:00Z,37.00,65.00
2026-03-27T06:50:00Z,37.00,65.00
2026-03-27T06:55:00Z,37.00,65.00
2026-03-27T06:58:00Z,37.00,64.00
2026-03-27T07:01:00Z,37.00,64.00
2026-03-27T07:07:00Z,37.00,64.00
2026-03-27T07:31:00Z,37.00,64.00
2026-03-27T07:32:00Z,36.00,64.00
2026-03-27T07:35:00Z,36.00,64.00
2026-03-27T07:38:00Z,36.00,64.00
2026-03-27T07:40:00Z,36.00,65.00
2026-03-27T07:42:00Z,36.00,65.00
2026-03-27T07:45:00Z,36.00,65.00
2026-03-27T08:05:00Z,35.00,65.00
2026-03-27T08:08:00Z,35.00,65.00
2026-03-27T08:22:00Z,35.00,66.00
2026-03-27T08:48:00Z,35.00,66.00
2026-03-27T08:51:00Z,35.00,66.00
2026-03-27T08:53:00Z,35.00,66.00
2026-03-27T08:56:00Z,35.00,66.00
2026-03-27T09:03:00Z,35.00,66.00
2026-03-27T09:12:00Z,35.00,66.00
2026-03-27T09:13:00Z,35.00,66.00
2026-03-27T09:15:00Z,35.00,66.00
2026-03-27T09:26:00Z,35.00,66.00
2026-03-27T09:29:00Z,35.00,67.00
2026-03-27T09:32:00Z,35.00,67.76
2026-03-27T09:35:00Z,35.00,67.00
2026-03-27T09:38:00Z,35.00,67.00
2026-03-27T09:42:00Z,35.00,67.00
