# event_ticker=KXATPCHALLENGERMATCH-26MAR27SACCIN
# final_score=6-2 4-6 6-1
# match_winner=Vitaliy Sachko
# fav_player=Vitaliy Sachko
# dog_player=Federico Cina
# kalshi_date=2026-03-27
timestamp,Vitaliy Sachko,Federico Cina
2026-03-27T09:44:00Z,34.00,67.00
2026-03-27T09:45:00Z,34.00,67.00
2026-03-27T09:47:00Z,34.00,67.00
2026-03-27T09:53:00Z,34.00,67.00
2026-03-27T09:54:00Z,34.00,67.00
2026-03-27T09:55:00Z,34.00,67.00
2026-03-27T09:57:00Z,34.00,67.00
2026-03-27T09:58:00Z,34.00,67.00
2026-03-27T10:01:00Z,34.00,68.42
2026-03-27T10:03:00Z,34.00,68.42
2026-03-27T10:05:00Z,34.00,68.42
2026-03-27T10:06:00Z,34.00,68.00
2026-03-27T10:08:00Z,33.00,68.96
2026-03-27T10:09:00Z,34.00,68.96
2026-03-27T10:10:00Z,36.41,67.02
2026-03-27T10:11:00Z,36.41,68.11
2026-03-27T10:12:00Z,34.00,67.08
2026-03-27T10:13:00Z,34.00,67.08
2026-03-27T10:14:00Z,36.49,64.00
2026-03-27T10:15:00Z,35.82,66.84
2026-03-27T10:16:00Z,37.43,65.21
2026-03-27T10:17:00Z,36.17,67.50
2026-03-27T10:18:00Z,36.47,65.37
2026-03-27T10:19:00Z,39.03,63.41
2026-03-27T10:20:00Z,42.59,60.69
2026-03-27T10:21:00Z,46.31,53.23
2026-03-27T10:22:00Z,52.28,50.10
2026-03-27T10:23:00Z,54.55,45.59
2026-03-27T10:24:00Z,56.96,45.94
2026-03-27T10:25:00Z,54.11,49.66
2026-03-27T10:26:00Z,52.74,50.35
2026-03-27T10:27:00Z,55.97,45.46
2026-03-27T10:28:00Z,58.79,43.48
2026-03-27T10:29:00Z,55.65,46.94
2026-03-27T10:30:00Z,52.39,47.98
2026-03-27T10:31:00Z,53.17,45.05
2026-03-27T10:32:00Z,58.02,43.92
2026-03-27T10:33:00Z,58.80,43.67
2026-03-27T10:34:00Z,57.80,43.23
2026-03-27T10:35:00Z,54.60,46.32
2026-03-27T10:36:00Z,54.03,46.79
2026-03-27T10:37:00Z,51.65,51.33
2026-03-27T10:38:00Z,50.47,48.08
2026-03-27T10:39:00Z,50.88,50.65
2026-03-27T10:40:00Z,54.38,46.52
2026-03-27T10:41:00Z,53.70,46.56
2026-03-27T10:42:00Z,56.61,45.98
2026-03-27T10:43:00Z,58.77,43.00
2026-03-27T10:44:00Z,60.43,40.94
2026-03-27T10:45:00Z,62.09,35.56
2026-03-27T10:46:00Z,66.91,35.59
2026-03-27T10:47:00Z,68.59,32.30
2026-03-27T10:48:00Z,68.99,32.07
2026-03-27T10:49:00Z,67.78,34.57
2026-03-27T10:50:00Z,67.00,33.95
2026-03-27T10:51:00Z,65.26,36.90
2026-03-27T10:52:00Z,63.89,35.01
2026-03-27T10:53:00Z,64.16,36.91
2026-03-27T10:54:00Z,69.26,34.78
2026-03-27T10:55:00Z,67.09,33.55
2026-03-27T10:56:00Z,68.05,31.98
2026-03-27T10:57:00Z,70.75,30.73
2026-03-27T10:58:00Z,69.46,32.01
2026-03-27T10:59:00Z,71.90,29.96
2026-03-27T11:00:00Z,70.57,30.58
2026-03-27T11:01:00Z,76.06,24.73
2026-03-27T11:02:00Z,75.45,25.86
2026-03-27T11:03:00Z,72.27,28.32
2026-03-27T11:04:00Z,67.35,33.57
2026-03-27T11:05:00Z,71.81,30.65
2026-03-27T11:06:00Z,72.01,27.63
2026-03-27T11:07:00Z,73.10,28.46
2026-03-27T11:08:00Z,73.37,27.59
2026-03-27T11:09:00Z,73.45,29.51
2026-03-27T11:10:00Z,73.35,28.95
2026-03-27T11:11:00Z,71.05,31.85
2026-03-27T11:12:00Z,68.74,32.04
2026-03-27T11:13:00Z,71.18,31.84
2026-03-27T11:14:00Z,68.54,34.27
2026-03-27T11:15:00Z,70.21,31.77
2026-03-27T11:16:00Z,69.38,38.29
2026-03-27T11:17:00Z,54.19,48.10
2026-03-27T11:18:00Z,49.69,49.82
2026-03-27T11:19:00Z,53.97,51.21
2026-03-27T11:20:00Z,55.73,45.29
2026-03-27T11:21:00Z,54.95,43.94
2026-03-27T11:22:00Z,52.82,47.47
2026-03-27T11:23:00Z,51.91,50.09
2026-03-27T11:24:00Z,56.48,40.49
2026-03-27T11:25:00Z,51.22,51.31
2026-03-27T11:26:00Z,56.13,44.90
2026-03-27T11:27:00Z,67.79,30.77
2026-03-27T11:28:00Z,71.63,29.87
2026-03-27T11:29:00Z,76.41,24.45
2026-03-27T11:30:00Z,78.79,23.63
2026-03-27T11:31:00Z,77.57,23.02
2026-03-27T11:32:00Z,73.37,28.83
2026-03-27T11:33:00Z,70.19,31.48
2026-03-27T11:34:00Z,69.53,31.99
2026-03-27T11:35:00Z,62.73,41.38
2026-03-27T11:36:00Z,53.12,46.25
2026-03-27T11:37:00Z,50.13,49.25
2026-03-27T11:38:00Z,47.61,52.36
2026-03-27T11:39:00Z,48.84,52.27
2026-03-27T11:40:00Z,44.62,57.22
2026-03-27T11:41:00Z,41.91,59.29
2026-03-27T11:42:00Z,40.00,60.75
2026-03-27T11:43:00Z,40.83,59.30
2026-03-27T11:44:00Z,41.82,57.89
2026-03-27T11:45:00Z,43.94,59.73
2026-03-27T11:46:00Z,45.02,55.90
2026-03-27T11:47:00Z,49.94,51.63
2026-03-27T11:48:00Z,49.07,52.14
2026-03-27T11:49:00Z,50.06,50.42
2026-03-27T11:50:00Z,50.48,50.17
2026-03-27T11:51:00Z,45.37,60.91
2026-03-27T11:52:00Z,44.19,54.07
2026-03-27T11:53:00Z,44.08,55.75
2026-03-27T11:54:00Z,41.56,60.30
2026-03-27T11:55:00Z,46.82,52.69
2026-03-27T11:56:00Z,45.39,53.64
2026-03-27T11:57:00Z,40.81,60.85
2026-03-27T11:58:00Z,44.64,65.29
2026-03-27T11:59:00Z,50.79,53.22
2026-03-27T12:00:00Z,49.54,52.42
2026-03-27T12:01:00Z,55.47,43.37
2026-03-27T12:02:00Z,60.93,39.94
2026-03-27T12:03:00Z,75.79,23.14
2026-03-27T12:04:00Z,81.21,19.42
2026-03-27T12:05:00Z,85.77,14.42
2026-03-27T12:06:00Z,85.27,13.19
2026-03-27T12:07:00Z,85.26,17.76
2026-03-27T12:08:00Z,86.75,13.97
2026-03-27T12:09:00Z,87.92,12.65
2026-03-27T12:10:00Z,95.45,4.17
2026-03-27T12:11:00Z,96.26,4.91
2026-03-27T12:12:00Z,95.33,6.53
2026-03-27T12:13:00Z,98.26,1.78
2026-03-27T12:14:00Z,98.33,1.31
2026-03-27T12:15:00Z,98.75,1.36
2026-03-27T12:16:00Z,99.00,1.36
2026-03-27T12:17:00Z,99.00,1.36
