# event_ticker=KXATPCHALLENGERMATCH-26JUN07YUNVIR
# final_score=2-6 7-6(3) 6-3
# score_resolution=6-2 6-7 3-6
# match_winner=Yunchaokete Bu
# fav_player=Otto Virtanen
# dog_player=Yunchaokete Bu
# kalshi_date=2026-06-07
timestamp,Yunchaokete Bu,Otto Virtanen
2026-06-07T13:27:00Z,35.00,70.00
2026-06-07T13:34:00Z,35.00,62.00
2026-06-07T13:35:00Z,43.72,62.00
2026-06-07T13:37:00Z,43.72,62.00
2026-06-07T13:40:00Z,43.72,62.00
2026-06-07T13:42:00Z,43.69,62.00
2026-06-07T13:46:00Z,43.69,62.00
2026-06-07T13:56:00Z,44.00,62.00
2026-06-07T13:57:00Z,46.00,62.00
2026-06-07T13:58:00Z,47.52,62.00
2026-06-07T13:59:00Z,48.09,62.00
2026-06-07T14:01:00Z,45.00,62.00
2026-06-07T14:03:00Z,44.13,62.00
2026-06-07T14:05:00Z,45.00,62.00
2026-06-07T14:06:00Z,44.30,59.00
2026-06-07T14:07:00Z,44.22,59.00
2026-06-07T14:08:00Z,46.00,59.00
2026-06-07T14:10:00Z,46.00,59.00
2026-06-07T14:11:00Z,46.00,58.00
2026-06-07T14:12:00Z,46.00,57.00
2026-06-07T14:13:00Z,46.00,57.00
2026-06-07T14:14:00Z,46.00,57.00
2026-06-07T14:15:00Z,45.00,57.00
2026-06-07T14:16:00Z,43.00,57.00
2026-06-07T14:17:00Z,44.62,57.00
2026-06-07T14:18:00Z,46.23,57.00
2026-06-07T14:19:00Z,46.56,57.00
2026-06-07T14:20:00Z,47.89,57.00
2026-06-07T14:23:00Z,47.00,56.92
2026-06-07T14:24:00Z,47.00,56.92
2026-06-07T14:25:00Z,46.00,56.00
2026-06-07T14:26:00Z,47.00,55.00
2026-06-07T14:27:00Z,47.80,55.00
2026-06-07T14:28:00Z,47.80,54.00
2026-06-07T14:31:00Z,45.00,54.00
2026-06-07T14:33:00Z,45.00,54.30
2026-06-07T14:34:00Z,45.00,54.30
2026-06-07T14:36:00Z,48.00,54.30
2026-06-07T14:39:00Z,47.00,56.82
2026-06-07T14:40:00Z,47.00,56.00
2026-06-07T14:41:00Z,47.00,57.00
2026-06-07T14:43:00Z,47.00,57.00
2026-06-07T14:45:00Z,47.00,57.00
2026-06-07T14:47:00Z,48.35,57.00
2026-06-07T14:48:00Z,48.52,56.00
2026-06-07T14:49:00Z,48.52,56.40
2026-06-07T14:50:00Z,48.00,53.00
2026-06-07T14:51:00Z,48.00,53.14
2026-06-07T14:52:00Z,45.99,58.34
2026-06-07T14:53:00Z,45.14,55.94
2026-06-07T14:54:00Z,45.19,56.91
2026-06-07T14:55:00Z,42.05,59.90
2026-06-07T14:56:00Z,35.93,67.90
2026-06-07T14:57:00Z,34.06,68.49
2026-06-07T14:58:00Z,36.12,69.59
2026-06-07T14:59:00Z,28.81,73.31
2026-06-07T15:00:00Z,25.62,74.90
2026-06-07T15:01:00Z,30.84,69.10
2026-06-07T15:02:00Z,31.57,70.58
2026-06-07T15:03:00Z,25.00,75.92
2026-06-07T15:04:00Z,24.98,76.00
2026-06-07T15:05:00Z,25.23,75.00
2026-06-07T15:06:00Z,26.00,73.80
2026-06-07T15:07:00Z,28.62,73.22
2026-06-07T15:08:00Z,29.21,70.65
2026-06-07T15:09:00Z,26.94,75.39
2026-06-07T15:10:00Z,25.00,76.00
2026-06-07T15:11:00Z,25.00,76.06
2026-06-07T15:12:00Z,25.00,76.08
2026-06-07T15:13:00Z,25.67,76.00
2026-06-07T15:14:00Z,29.65,71.97
2026-06-07T15:15:00Z,24.91,74.30
2026-06-07T15:16:00Z,24.00,77.65
2026-06-07T15:17:00Z,24.00,78.00
2026-06-07T15:18:00Z,22.00,78.90
2026-06-07T15:19:00Z,21.98,80.86
2026-06-07T15:20:00Z,19.78,81.00
2026-06-07T15:21:00Z,19.00,81.98
2026-06-07T15:22:00Z,19.18,81.90
2026-06-07T15:23:00Z,20.12,80.90
2026-06-07T15:24:00Z,19.53,81.82
2026-06-07T15:25:00Z,18.11,83.20
2026-06-07T15:26:00Z,16.56,85.77
2026-06-07T15:27:00Z,16.14,85.51
2026-06-07T15:28:00Z,18.60,83.49
2026-06-07T15:29:00Z,19.10,83.62
2026-06-07T15:30:00Z,16.32,84.00
2026-06-07T15:31:00Z,14.00,85.42
2026-06-07T15:32:00Z,14.43,86.75
2026-06-07T15:33:00Z,12.93,85.26
2026-06-07T15:34:00Z,13.79,84.59
2026-06-07T15:35:00Z,16.95,84.64
2026-06-07T15:36:00Z,13.44,86.72
2026-06-07T15:37:00Z,13.98,86.59
2026-06-07T15:38:00Z,15.39,85.64
2026-06-07T15:39:00Z,18.99,84.98
2026-06-07T15:40:00Z,16.34,82.73
2026-06-07T15:41:00Z,16.29,85.58
2026-06-07T15:42:00Z,15.00,85.92
2026-06-07T15:43:00Z,15.26,84.69
2026-06-07T15:44:00Z,16.06,84.00
2026-06-07T15:45:00Z,16.15,84.82
2026-06-07T15:46:00Z,16.13,84.34
2026-06-07T15:47:00Z,16.11,86.27
2026-06-07T15:48:00Z,13.18,86.88
2026-06-07T15:49:00Z,14.92,87.66
2026-06-07T15:50:00Z,15.21,85.12
2026-06-07T15:51:00Z,16.94,85.00
2026-06-07T15:52:00Z,19.92,82.02
2026-06-07T15:53:00Z,27.00,72.48
2026-06-07T15:54:00Z,19.99,82.23
2026-06-07T15:55:00Z,14.09,85.75
2026-06-07T15:56:00Z,13.42,85.86
2026-06-07T15:57:00Z,16.54,84.86
2026-06-07T15:58:00Z,19.32,81.59
2026-06-07T15:59:00Z,18.70,82.20
2026-06-07T16:00:00Z,17.62,83.19
2026-06-07T16:01:00Z,16.97,84.00
2026-06-07T16:02:00Z,13.93,85.69
2026-06-07T16:03:00Z,17.40,84.64
2026-06-07T16:04:00Z,15.09,83.59
2026-06-07T16:05:00Z,25.65,73.73
2026-06-07T16:06:00Z,31.26,72.33
2026-06-07T16:07:00Z,38.21,61.76
2026-06-07T16:08:00Z,35.40,65.60
2026-06-07T16:09:00Z,37.19,64.96
2026-06-07T16:10:00Z,41.48,57.22
2026-06-07T16:11:00Z,43.09,56.86
2026-06-07T16:12:00Z,43.24,55.90
2026-06-07T16:13:00Z,44.30,55.92
2026-06-07T16:14:00Z,44.45,55.89
2026-06-07T16:15:00Z,42.52,57.79
2026-06-07T16:16:00Z,42.75,57.55
2026-06-07T16:17:00Z,38.92,66.06
2026-06-07T16:18:00Z,32.76,64.46
2026-06-07T16:19:00Z,31.55,70.77
2026-06-07T16:20:00Z,35.21,63.20
2026-06-07T16:21:00Z,43.42,58.84
2026-06-07T16:22:00Z,48.50,52.95
2026-06-07T16:23:00Z,47.88,53.08
2026-06-07T16:24:00Z,50.40,50.59
2026-06-07T16:25:00Z,50.44,50.14
2026-06-07T16:26:00Z,45.95,53.14
2026-06-07T16:27:00Z,47.72,52.56
2026-06-07T16:28:00Z,44.62,51.75
2026-06-07T16:29:00Z,43.21,56.39
2026-06-07T16:30:00Z,30.42,67.18
2026-06-07T16:31:00Z,37.86,57.93
2026-06-07T16:32:00Z,44.48,55.43
2026-06-07T16:33:00Z,43.55,56.92
2026-06-07T16:34:00Z,43.55,57.53
2026-06-07T16:35:00Z,41.02,56.01
2026-06-07T16:36:00Z,41.92,57.32
2026-06-07T16:37:00Z,43.81,57.98
2026-06-07T16:38:00Z,41.79,59.57
2026-06-07T16:39:00Z,40.85,59.38
2026-06-07T16:40:00Z,40.16,57.94
2026-06-07T16:41:00Z,40.94,59.17
2026-06-07T16:42:00Z,44.84,55.02
2026-06-07T16:43:00Z,47.45,53.86
2026-06-07T16:44:00Z,46.83,50.72
2026-06-07T16:45:00Z,42.07,58.78
2026-06-07T16:46:00Z,38.78,60.44
2026-06-07T16:47:00Z,44.64,57.16
2026-06-07T16:48:00Z,44.09,58.10
2026-06-07T16:49:00Z,47.07,53.64
2026-06-07T16:50:00Z,51.28,49.25
2026-06-07T16:51:00Z,52.41,45.45
2026-06-07T16:52:00Z,53.31,43.38
2026-06-07T16:53:00Z,77.65,17.10
2026-06-07T16:54:00Z,89.52,9.31
2026-06-07T16:55:00Z,94.09,6.24
2026-06-07T16:56:00Z,94.85,5.40
2026-06-07T16:57:00Z,94.27,5.90
2026-06-07T16:58:00Z,93.53,6.99
2026-06-07T16:59:00Z,89.47,11.39
2026-06-07T17:00:00Z,95.84,4.41
2026-06-07T17:01:00Z,97.00,2.72
2026-06-07T17:02:00Z,97.16,1.75
