# event_ticker=KXATPMATCH-26MAY06TSIMAC
# final_score=6-4 7-6(4)
# score_resolution=6-4 7-6
# match_winner=Tomas Machac
# fav_player=Tomas Machac
# dog_player=Stefanos Tsitsipas
# kalshi_date=2026-05-06
timestamp,Stefanos Tsitsipas,Tomas Machac
2026-05-07T02:48:00Z,,43.00
2026-05-07T02:52:00Z,59.00,43.00
2026-05-07T02:54:00Z,59.00,42.50
2026-05-07T02:55:00Z,58.50,42.50
2026-05-07T03:00:00Z,58.50,43.00
2026-05-07T03:07:00Z,59.00,43.00
2026-05-07T03:08:00Z,58.00,43.00
2026-05-07T03:12:00Z,59.00,43.00
2026-05-07T03:13:00Z,59.00,43.00
2026-05-07T03:29:00Z,59.00,43.00
2026-05-07T03:36:00Z,59.00,43.00
2026-05-07T03:38:00Z,59.00,43.00
2026-05-07T03:39:00Z,59.00,43.00
2026-05-07T03:40:00Z,59.00,43.00
2026-05-07T03:44:00Z,59.00,43.00
2026-05-07T03:45:00Z,59.00,43.00
2026-05-07T03:55:00Z,59.00,43.00
2026-05-07T03:57:00Z,59.00,43.00
2026-05-07T04:00:00Z,59.00,43.00
2026-05-07T04:01:00Z,59.00,42.09
2026-05-07T04:08:00Z,59.00,42.09
2026-05-07T04:10:00Z,59.00,42.09
2026-05-07T04:11:00Z,59.00,43.00
2026-05-07T04:12:00Z,59.00,43.00
2026-05-07T04:15:00Z,59.00,43.00
2026-05-07T04:18:00Z,59.00,43.00
2026-05-07T04:19:00Z,59.00,43.00
2026-05-07T04:21:00Z,59.00,43.00
2026-05-07T04:22:00Z,59.00,43.00
2026-05-07T04:24:00Z,59.00,43.00
2026-05-07T04:27:00Z,59.00,43.00
2026-05-07T04:31:00Z,59.00,43.00
2026-05-07T04:38:00Z,59.00,43.00
2026-05-07T04:39:00Z,59.00,43.00
2026-05-07T04:40:00Z,59.00,43.00
2026-05-07T04:42:00Z,59.00,43.00
2026-05-07T04:43:00Z,59.00,43.00
2026-05-07T04:44:00Z,59.00,43.00
2026-05-07T04:45:00Z,59.00,43.00
2026-05-07T04:47:00Z,59.00,43.00
2026-05-07T04:50:00Z,59.00,43.00
2026-05-07T04:51:00Z,59.00,43.00
2026-05-07T04:52:00Z,59.00,43.00
2026-05-07T04:53:00Z,59.00,43.00
2026-05-07T04:56:00Z,59.00,43.00
2026-05-07T04:57:00Z,59.00,43.00
2026-05-07T05:01:00Z,59.00,43.00
2026-05-07T05:02:00Z,59.00,43.00
2026-05-07T05:03:00Z,59.00,42.00
2026-05-07T05:04:00Z,59.00,42.00
2026-05-07T05:07:00Z,59.00,42.00
2026-05-07T05:09:00Z,59.00,42.00
2026-05-07T05:10:00Z,59.00,42.00
2026-05-07T05:11:00Z,59.00,42.00
2026-05-07T05:13:00Z,59.00,42.00
2026-05-07T05:16:00Z,59.00,43.00
2026-05-07T05:19:00Z,58.31,43.00
2026-05-07T05:23:00Z,58.31,43.00
2026-05-07T05:26:00Z,58.31,42.00
2026-05-07T05:29:00Z,58.00,42.00
2026-05-07T05:30:00Z,58.00,42.00
2026-05-07T05:31:00Z,58.00,42.00
2026-05-07T05:32:00Z,57.00,42.00
2026-05-07T05:40:00Z,58.00,42.00
2026-05-07T05:41:00Z,58.00,42.00
2026-05-07T05:42:00Z,58.00,43.00
2026-05-07T05:43:00Z,58.00,43.00
2026-05-07T05:48:00Z,58.00,43.00
2026-05-07T05:49:00Z,58.00,43.00
2026-05-07T05:52:00Z,58.00,43.00
2026-05-07T05:53:00Z,58.00,43.00
2026-05-07T05:54:00Z,58.00,43.00
2026-05-07T05:55:00Z,58.00,43.00
2026-05-07T05:57:00Z,58.00,43.00
2026-05-07T06:02:00Z,58.00,43.00
2026-05-07T06:03:00Z,58.00,43.00
2026-05-07T06:05:00Z,58.00,43.00
2026-05-07T06:06:00Z,58.00,43.00
2026-05-07T06:14:00Z,58.00,43.00
2026-05-07T06:15:00Z,58.00,43.00
2026-05-07T06:21:00Z,58.00,43.00
2026-05-07T06:25:00Z,58.00,43.00
2026-05-07T06:27:00Z,58.00,43.00
2026-05-07T06:28:00Z,58.00,43.00
2026-05-07T06:29:00Z,58.00,43.00
2026-05-07T06:32:00Z,58.00,43.00
2026-05-07T06:38:00Z,58.00,43.00
2026-05-07T06:39:00Z,58.00,43.00
2026-05-07T06:43:00Z,58.00,43.00
2026-05-07T06:44:00Z,58.00,43.00
2026-05-07T06:45:00Z,58.00,43.00
2026-05-07T06:57:00Z,58.00,43.00
2026-05-07T06:58:00Z,58.00,43.00
2026-05-07T07:00:00Z,58.05,43.00
2026-05-07T09:03:00Z,59.99,43.00
2026-05-07T09:08:00Z,60.00,43.00
2026-05-07T09:17:00Z,60.00,43.00
2026-05-07T09:18:00Z,60.00,43.00
2026-05-07T09:22:00Z,60.00,43.00
2026-05-07T09:37:00Z,60.00,43.00
2026-05-07T09:40:00Z,60.00,43.00
2026-05-07T10:01:00Z,60.00,42.00
2026-05-07T10:04:00Z,59.00,42.00
2026-05-07T10:05:00Z,60.00,42.00
2026-05-07T10:13:00Z,60.00,43.00
2026-05-07T10:14:00Z,60.00,43.00
2026-05-07T10:18:00Z,60.00,43.00
2026-05-07T10:20:00Z,60.00,43.00
2026-05-07T10:23:00Z,60.00,43.00
2026-05-07T10:30:00Z,60.00,43.00
2026-05-07T10:31:00Z,60.00,43.00
2026-05-07T10:33:00Z,59.00,43.00
2026-05-07T10:34:00Z,59.00,43.00
2026-05-07T10:37:00Z,59.00,43.00
2026-05-07T10:41:00Z,59.00,43.00
2026-05-07T10:44:00Z,59.00,43.00
2026-05-07T10:49:00Z,60.00,43.00
2026-05-07T10:52:00Z,60.00,43.00
2026-05-07T10:55:00Z,60.00,43.00
2026-05-07T10:57:00Z,60.00,43.00
2026-05-07T11:07:00Z,60.00,43.00
2026-05-07T11:08:00Z,60.00,43.00
2026-05-07T11:09:00Z,60.00,43.00
2026-05-07T11:16:00Z,60.00,43.00
2026-05-07T11:19:00Z,60.00,43.00
2026-05-07T11:22:00Z,60.00,43.00
2026-05-07T11:23:00Z,60.00,43.00
2026-05-07T11:24:00Z,60.00,41.01
2026-05-07T11:25:00Z,60.00,42.00
2026-05-07T11:30:00Z,60.00,42.00
2026-05-07T11:34:00Z,60.00,42.00
2026-05-07T11:36:00Z,60.00,42.00
2026-05-07T11:37:00Z,60.00,42.00
2026-05-07T11:41:00Z,60.00,42.00
2026-05-07T11:42:00Z,60.00,42.00
2026-05-07T11:45:00Z,60.00,42.00
2026-05-07T11:46:00Z,60.00,42.00
2026-05-07T11:48:00Z,60.00,42.00
2026-05-07T11:49:00Z,60.00,42.00
2026-05-07T11:53:00Z,60.00,42.00
2026-05-07T11:55:00Z,60.00,42.00
2026-05-07T11:56:00Z,60.00,42.00
2026-05-07T11:58:00Z,60.00,42.00
2026-05-07T12:00:00Z,60.00,42.00
2026-05-07T12:05:00Z,60.00,40.00
2026-05-07T12:06:00Z,59.97,40.00
2026-05-07T12:08:00Z,60.00,41.98
2026-05-07T12:09:00Z,60.00,42.00
2026-05-07T12:10:00Z,60.00,42.00
2026-05-07T12:11:00Z,60.00,42.00
2026-05-07T12:12:00Z,60.00,42.00
2026-05-07T12:14:00Z,60.00,42.00
2026-05-07T12:17:00Z,60.00,42.00
