# event_ticker=KXATPMATCH-26MAR09BUBHIJ
# final_score=6-7(3) 7-6(3) 6-3
# score_resolution=7-6 6-7 3-6
# match_winner=Rinky Hijikata
# fav_player=Alexander Bublik
# dog_player=Rinky Hijikata
# kalshi_date=2026-03-09
timestamp,Alexander Bublik,Rinky Hijikata
2026-03-09T08:36:00Z,80.00,
2026-03-09T08:38:00Z,80.00,
2026-03-09T08:40:00Z,80.00,21.00
2026-03-09T08:52:00Z,80.00,21.00
2026-03-09T09:00:00Z,80.00,21.00
2026-03-09T09:43:00Z,80.00,21.00
2026-03-09T09:46:00Z,80.00,21.00
2026-03-09T09:54:00Z,80.00,21.00
2026-03-09T10:09:00Z,80.00,21.00
2026-03-09T10:39:00Z,80.00,21.00
2026-03-09T10:54:00Z,80.14,21.00
2026-03-09T11:01:00Z,81.00,21.00
2026-03-09T11:15:00Z,81.00,21.00
2026-03-09T11:23:00Z,79.00,21.00
2026-03-09T11:24:00Z,81.00,21.00
2026-03-09T11:31:00Z,81.00,21.00
2026-03-09T11:34:00Z,81.00,21.00
2026-03-09T11:36:00Z,81.00,21.00
2026-03-09T11:54:00Z,81.00,21.00
2026-03-09T12:01:00Z,81.00,21.00
2026-03-09T12:10:00Z,81.00,21.00
2026-03-09T12:42:00Z,81.00,21.00
2026-03-09T12:54:00Z,81.00,21.00
2026-03-09T12:56:00Z,81.00,21.00
2026-03-09T13:03:00Z,81.00,21.00
2026-03-09T13:10:00Z,81.00,21.00
2026-03-09T13:12:00Z,81.00,21.00
2026-03-09T13:13:00Z,81.00,21.00
2026-03-09T13:25:00Z,81.00,21.00
2026-03-09T13:26:00Z,81.00,21.00
2026-03-09T13:27:00Z,81.00,21.00
2026-03-09T13:30:00Z,81.00,21.00
2026-03-09T13:31:00Z,81.00,21.00
2026-03-09T13:34:00Z,81.00,21.00
2026-03-09T13:35:00Z,80.00,21.00
2026-03-09T13:44:00Z,81.00,21.00
2026-03-09T13:46:00Z,81.00,21.00
2026-03-09T13:48:00Z,81.00,21.00
2026-03-09T13:49:00Z,81.00,21.00
2026-03-09T13:54:00Z,81.00,21.00
2026-03-09T13:59:00Z,81.00,21.00
2026-03-09T14:09:00Z,81.00,21.00
2026-03-09T14:10:00Z,81.00,21.00
2026-03-09T14:16:00Z,81.00,21.00
2026-03-09T14:19:00Z,81.00,21.00
2026-03-09T14:32:00Z,81.00,21.00
2026-03-09T14:35:00Z,81.00,21.00
2026-03-09T14:41:00Z,81.00,21.00
2026-03-09T14:46:00Z,81.00,21.00
2026-03-09T14:49:00Z,81.00,21.00
2026-03-09T14:58:00Z,81.00,20.00
2026-03-09T14:59:00Z,80.00,20.00
2026-03-09T15:02:00Z,80.00,21.00
2026-03-09T15:04:00Z,81.00,21.00
2026-03-09T15:05:00Z,81.00,21.00
2026-03-09T15:06:00Z,81.00,21.00
2026-03-09T15:14:00Z,81.00,21.00
2026-03-09T15:26:00Z,81.00,20.00
2026-03-09T15:31:00Z,81.00,20.00
2026-03-09T15:33:00Z,81.00,20.00
2026-03-09T15:34:00Z,81.00,20.00
2026-03-09T15:36:00Z,81.00,20.00
2026-03-09T15:37:00Z,81.00,21.00
2026-03-09T15:39:00Z,81.00,21.00
2026-03-09T15:41:00Z,81.00,21.00
2026-03-09T15:47:00Z,81.00,21.00
2026-03-09T15:52:00Z,81.00,21.00
2026-03-09T15:55:00Z,81.00,21.00
2026-03-09T15:56:00Z,81.00,21.00
2026-03-09T15:57:00Z,81.00,20.00
2026-03-09T16:05:00Z,80.00,20.00
2026-03-09T16:07:00Z,80.00,20.00
2026-03-09T16:09:00Z,80.00,20.00
2026-03-09T16:14:00Z,80.00,20.00
2026-03-09T16:17:00Z,80.00,20.00
2026-03-09T16:18:00Z,80.00,21.00
2026-03-09T16:21:00Z,81.00,21.00
2026-03-09T16:22:00Z,81.00,21.00
2026-03-09T16:31:00Z,81.00,21.00
2026-03-09T16:34:00Z,81.00,20.00
2026-03-09T16:37:00Z,81.00,20.00
2026-03-09T16:43:00Z,81.00,21.00
2026-03-09T16:44:00Z,81.00,21.00
2026-03-09T16:46:00Z,81.00,21.00
2026-03-09T16:50:00Z,81.00,20.00
2026-03-09T16:51:00Z,81.00,21.00
2026-03-09T16:54:00Z,81.00,21.00
2026-03-09T17:03:00Z,81.00,21.00
2026-03-09T17:06:00Z,81.00,21.00
2026-03-09T17:08:00Z,81.00,21.00
2026-03-09T17:10:00Z,81.00,21.00
2026-03-09T17:12:00Z,81.00,21.00
2026-03-09T17:18:00Z,81.00,21.00
2026-03-09T17:19:00Z,81.00,21.00
2026-03-09T17:20:00Z,81.00,21.00
2026-03-09T17:26:00Z,81.00,21.00
2026-03-09T17:27:00Z,81.00,21.00
2026-03-09T17:29:00Z,81.00,21.00
2026-03-09T17:32:00Z,80.94,21.00
2026-03-09T17:36:00Z,81.00,21.00
2026-03-09T17:39:00Z,81.00,21.00
2026-03-09T17:40:00Z,81.00,21.00
2026-03-09T17:41:00Z,81.00,21.00
2026-03-09T17:43:00Z,81.00,20.00
2026-03-09T17:46:00Z,81.00,20.00
2026-03-09T17:47:00Z,81.00,20.00
2026-03-09T17:49:00Z,81.00,20.00
2026-03-09T17:50:00Z,81.00,20.00
2026-03-09T17:51:00Z,81.00,20.00
2026-03-09T17:54:00Z,81.00,21.00
2026-03-09T17:55:00Z,81.00,21.00
2026-03-09T17:56:00Z,81.00,21.00
2026-03-09T17:58:00Z,81.00,21.00
2026-03-09T18:01:00Z,81.00,21.00
2026-03-09T18:03:00Z,81.00,20.00
2026-03-09T18:04:00Z,81.00,21.00
2026-03-09T18:07:00Z,81.00,21.00
2026-03-09T18:09:00Z,81.00,21.00
2026-03-09T18:10:00Z,81.00,21.00
2026-03-09T18:11:00Z,81.00,21.00
2026-03-09T18:17:00Z,81.00,21.00
2026-03-09T18:22:00Z,81.00,21.00
2026-03-09T18:25:00Z,80.00,21.00
2026-03-09T18:26:00Z,80.00,21.00
2026-03-09T18:28:00Z,80.00,21.00
2026-03-09T18:29:00Z,80.26,21.00
2026-03-09T18:30:00Z,81.00,21.00
2026-03-09T18:39:00Z,81.00,21.00
2026-03-09T18:40:00Z,81.00,21.00
2026-03-09T18:41:00Z,81.00,21.00
2026-03-09T18:43:00Z,81.00,21.00
2026-03-09T18:44:00Z,81.00,21.00
2026-03-09T18:45:00Z,81.00,21.00
2026-03-09T18:47:00Z,81.00,21.00
2026-03-09T18:49:00Z,81.00,21.00
2026-03-09T18:58:00Z,80.00,21.00
2026-03-09T18:59:00Z,81.00,21.00
2026-03-09T19:02:00Z,81.00,21.00
2026-03-09T19:03:00Z,81.00,21.00
2026-03-09T19:05:00Z,81.00,21.00
2026-03-09T19:06:00Z,80.17,21.00
2026-03-09T19:07:00Z,80.17,21.00
2026-03-09T19:13:00Z,80.00,21.00
2026-03-09T19:14:00Z,80.00,20.00
2026-03-09T19:16:00Z,80.00,20.00
2026-03-09T19:19:00Z,81.00,20.00
2026-03-09T19:21:00Z,81.00,20.00
2026-03-09T19:25:00Z,81.00,20.00
2026-03-09T19:27:00Z,81.00,20.00
2026-03-09T19:29:00Z,80.00,20.00
2026-03-09T19:32:00Z,80.00,19.00
2026-03-09T19:35:00Z,81.00,19.00
2026-03-09T19:36:00Z,81.00,19.00
2026-03-09T19:37:00Z,81.00,19.00
2026-03-09T19:39:00Z,81.00,19.00
2026-03-09T19:40:00Z,81.00,20.00
