# event_ticker=KXATPCHALLENGERMATCH-26MAR26PACGOJ
# final_score=7-6(3) 6-4
# score_resolution=6-7 4-6
# match_winner=Borna Gojo
# fav_player=Rodrigo Pacheco Mendez
# dog_player=Borna Gojo
# kalshi_date=2026-03-26
timestamp,Rodrigo Pacheco Mendez,Borna Gojo
2026-03-27T00:29:00Z,34.52,65.77
2026-03-27T00:30:00Z,33.00,67.46
2026-03-27T00:31:00Z,33.00,67.30
2026-03-27T00:32:00Z,33.71,67.00
2026-03-27T00:33:00Z,34.63,63.97
2026-03-27T00:34:00Z,38.77,63.52
2026-03-27T00:35:00Z,39.62,63.79
2026-03-27T00:36:00Z,48.13,48.75
2026-03-27T00:37:00Z,51.79,51.80
2026-03-27T00:38:00Z,42.32,60.05
2026-03-27T00:39:00Z,45.64,61.72
2026-03-27T00:40:00Z,36.16,63.04
2026-03-27T00:41:00Z,36.00,64.88
2026-03-27T00:42:00Z,37.93,63.07
2026-03-27T00:43:00Z,39.41,58.42
2026-03-27T00:44:00Z,45.78,55.78
2026-03-27T00:45:00Z,52.54,47.52
2026-03-27T00:46:00Z,41.98,56.57
2026-03-27T00:47:00Z,39.17,62.00
2026-03-27T00:48:00Z,37.52,62.59
2026-03-27T00:49:00Z,38.95,66.47
2026-03-27T00:50:00Z,41.94,59.93
2026-03-27T00:51:00Z,36.74,63.54
2026-03-27T00:52:00Z,40.81,59.89
2026-03-27T00:53:00Z,39.57,65.62
2026-03-27T00:54:00Z,31.59,69.40
2026-03-27T00:55:00Z,34.48,69.06
2026-03-27T00:56:00Z,26.14,74.41
2026-03-27T00:57:00Z,26.28,72.71
2026-03-27T00:58:00Z,30.09,71.06
2026-03-27T00:59:00Z,29.28,69.07
2026-03-27T01:00:00Z,26.63,76.63
2026-03-27T01:01:00Z,19.79,80.50
2026-03-27T01:02:00Z,18.94,80.98
2026-03-27T01:03:00Z,19.00,80.75
2026-03-27T01:04:00Z,21.89,79.49
2026-03-27T01:05:00Z,22.04,80.14
2026-03-27T01:06:00Z,23.88,77.68
2026-03-27T01:07:00Z,26.31,75.71
2026-03-27T01:08:00Z,26.22,75.63
2026-03-27T01:09:00Z,25.64,75.57
2026-03-27T01:10:00Z,26.63,71.39
2026-03-27T01:11:00Z,25.74,74.10
2026-03-27T01:12:00Z,25.44,74.06
2026-03-27T01:13:00Z,26.63,74.42
2026-03-27T01:14:00Z,28.40,73.26
2026-03-27T01:15:00Z,27.77,74.00
2026-03-27T01:16:00Z,24.37,74.66
2026-03-27T01:17:00Z,24.03,76.34
2026-03-27T01:18:00Z,24.61,76.74
2026-03-27T01:19:00Z,26.58,73.69
2026-03-27T01:20:00Z,26.45,74.00
2026-03-27T01:21:00Z,30.16,70.86
2026-03-27T01:22:00Z,33.44,67.45
2026-03-27T01:23:00Z,37.57,63.31
2026-03-27T01:24:00Z,32.86,69.81
2026-03-27T01:25:00Z,24.18,75.13
2026-03-27T01:26:00Z,26.22,74.26
2026-03-27T01:27:00Z,28.08,73.23
2026-03-27T01:28:00Z,27.38,73.82
2026-03-27T01:29:00Z,25.77,74.95
2026-03-27T01:30:00Z,26.72,74.47
2026-03-27T01:31:00Z,27.18,74.10
2026-03-27T01:32:00Z,26.74,73.17
2026-03-27T01:33:00Z,26.40,74.50
2026-03-27T01:34:00Z,21.82,79.87
2026-03-27T01:35:00Z,21.52,80.56
2026-03-27T01:36:00Z,17.04,83.37
2026-03-27T01:37:00Z,7.92,94.82
2026-03-27T01:38:00Z,2.98,97.06
2026-03-27T01:39:00Z,2.59,97.96
2026-03-27T01:40:00Z,1.56,98.50
2026-03-27T01:41:00Z,1.07,98.51
2026-03-27T01:42:00Z,1.06,96.71
2026-03-27T01:43:00Z,3.00,98.00
2026-03-27T01:44:00Z,3.00,99.00
2026-03-27T01:45:00Z,3.00,99.00
2026-03-27T01:46:00Z,3.00,99.00
2026-03-27T01:47:00Z,1.00,99.00
2026-03-27T01:49:00Z,1.00,99.00
2026-03-27T01:50:00Z,1.00,99.00
