# event_ticker=KXATPCHALLENGERMATCH-26MAR26PACGOJ
# final_score=7-6(3) 6-4
# score_resolution=6-7 4-6
# match_winner=Borna Gojo
# fav_player=Rodrigo Pacheco Mendez
# dog_player=Borna Gojo
# kalshi_date=2026-03-26
timestamp,Rodrigo Pacheco Mendez,Borna Gojo
2026-03-26T12:19:00Z,49.75,
2026-03-26T12:20:00Z,49.75,72.00
2026-03-26T12:31:00Z,39.00,72.00
2026-03-26T12:58:00Z,39.00,62.00
2026-03-26T13:00:00Z,39.00,65.00
2026-03-26T13:11:00Z,39.00,62.00
2026-03-26T13:13:00Z,39.00,65.00
2026-03-26T13:22:00Z,39.00,65.00
2026-03-26T13:32:00Z,39.00,62.00
2026-03-26T13:33:00Z,39.00,64.00
2026-03-26T13:40:00Z,39.00,62.00
2026-03-26T13:42:00Z,39.00,64.00
2026-03-26T13:51:00Z,39.00,62.00
2026-03-26T13:52:00Z,39.00,62.00
2026-03-26T13:53:00Z,39.00,62.00
2026-03-26T13:54:00Z,39.00,62.00
2026-03-26T13:57:00Z,39.00,64.00
2026-03-26T14:32:00Z,36.00,64.00
2026-03-26T14:38:00Z,36.00,65.00
2026-03-26T14:41:00Z,36.00,65.00
2026-03-26T15:18:00Z,36.00,65.00
2026-03-26T15:47:00Z,37.00,65.00
2026-03-26T16:00:00Z,37.00,64.00
2026-03-26T16:09:00Z,37.00,64.00
2026-03-26T16:23:00Z,37.00,64.00
2026-03-26T16:29:00Z,37.00,64.00
2026-03-26T16:52:00Z,37.00,64.00
2026-03-26T20:43:00Z,37.00,63.00
2026-03-26T21:09:00Z,37.00,63.00
2026-03-26T21:14:00Z,38.00,63.00
2026-03-26T21:18:00Z,38.00,63.68
2026-03-26T21:41:00Z,38.00,65.00
2026-03-26T21:44:00Z,38.00,65.00
2026-03-26T21:48:00Z,36.00,65.00
2026-03-26T21:52:00Z,36.00,65.00
2026-03-26T21:58:00Z,36.00,65.00
2026-03-26T22:08:00Z,36.00,65.00
2026-03-26T22:17:00Z,36.00,65.00
2026-03-26T22:32:00Z,36.00,65.00
2026-03-26T22:40:00Z,36.00,65.00
2026-03-26T22:42:00Z,36.00,65.00
2026-03-26T22:43:00Z,36.00,65.00
2026-03-26T22:45:00Z,36.00,65.00
2026-03-26T22:48:00Z,36.00,65.00
2026-03-26T22:50:00Z,36.00,65.00
2026-03-26T23:00:00Z,36.00,65.00
2026-03-26T23:01:00Z,36.00,65.00
2026-03-26T23:02:00Z,36.00,65.00
2026-03-26T23:06:00Z,36.00,64.00
2026-03-26T23:07:00Z,36.48,64.00
2026-03-26T23:09:00Z,36.48,62.00
2026-03-26T23:10:00Z,36.48,62.00
2026-03-26T23:12:00Z,36.48,63.00
2026-03-26T23:20:00Z,36.48,62.00
2026-03-26T23:22:00Z,37.00,62.00
2026-03-26T23:26:00Z,37.00,63.00
2026-03-26T23:28:00Z,37.00,64.00
2026-03-26T23:30:00Z,37.00,64.00
2026-03-26T23:31:00Z,37.00,64.00
2026-03-26T23:39:00Z,37.00,64.00
2026-03-26T23:43:00Z,37.00,64.16
2026-03-26T23:44:00Z,37.00,65.00
2026-03-26T23:45:00Z,37.00,65.00
2026-03-26T23:50:00Z,37.00,64.00
2026-03-26T23:51:00Z,37.00,64.00
2026-03-26T23:57:00Z,37.00,64.04
2026-03-27T00:01:00Z,37.00,64.04
2026-03-27T00:02:00Z,37.00,64.29
2026-03-27T00:05:00Z,37.00,64.00
2026-03-27T00:06:00Z,37.00,64.00
2026-03-27T00:07:00Z,37.95,65.00
2026-03-27T00:08:00Z,38.74,64.61
2026-03-27T00:09:00Z,34.00,65.28
2026-03-27T00:10:00Z,33.00,67.44
2026-03-27T00:11:00Z,32.32,68.37
2026-03-27T00:12:00Z,32.73,66.04
2026-03-27T00:13:00Z,34.57,66.85
2026-03-27T00:14:00Z,34.01,66.51
2026-03-27T00:15:00Z,39.96,63.01
2026-03-27T00:16:00Z,35.13,65.97
2026-03-27T00:17:00Z,34.00,67.98
2026-03-27T00:18:00Z,32.45,69.47
2026-03-27T00:19:00Z,34.46,63.00
2026-03-27T00:20:00Z,36.79,64.00
2026-03-27T00:21:00Z,36.65,63.62
2026-03-27T00:22:00Z,35.99,64.24
2026-03-27T00:23:00Z,35.13,66.62
2026-03-27T00:24:00Z,35.00,66.04
2026-03-27T00:25:00Z,33.17,66.86
2026-03-27T00:26:00Z,33.21,65.43
2026-03-27T00:27:00Z,38.64,62.00
2026-03-27T00:28:00Z,39.78,61.94
