# event_ticker=KXATPCHALLENGERMATCH-26MAY01VISBAX
# final_score=7-6(4) 6-3
# score_resolution=7-6 6-3
# match_winner=Niels Visker
# fav_player=Niels Visker
# dog_player=Florent Bax
# kalshi_date=2026-05-01
timestamp,Niels Visker,Florent Bax
2026-05-01T09:43:00Z,,48.11
2026-05-01T09:45:00Z,,50.00
2026-05-01T10:09:00Z,,50.00
2026-05-01T11:00:00Z,51.00,50.00
2026-05-01T12:42:00Z,51.00,51.00
2026-05-01T12:58:00Z,49.00,51.00
2026-05-01T13:01:00Z,49.00,51.00
2026-05-01T13:51:00Z,49.00,51.00
2026-05-01T13:52:00Z,49.00,51.00
2026-05-01T14:02:00Z,48.00,51.00
2026-05-01T14:12:00Z,48.00,51.00
2026-05-01T15:00:00Z,48.00,53.00
2026-05-01T15:30:00Z,48.00,53.00
2026-05-01T15:36:00Z,48.00,53.00
2026-05-01T15:54:00Z,48.00,53.00
2026-05-01T15:55:00Z,48.00,53.00
2026-05-01T15:56:00Z,48.00,53.00
2026-05-01T16:00:00Z,47.00,53.00
2026-05-01T16:14:00Z,48.00,53.00
2026-05-01T16:19:00Z,48.00,53.00
2026-05-01T16:28:00Z,48.00,53.00
2026-05-01T16:38:00Z,48.00,53.00
2026-05-01T16:42:00Z,48.00,53.00
2026-05-01T16:43:00Z,48.00,53.00
2026-05-01T17:00:00Z,48.00,53.00
2026-05-01T17:10:00Z,48.00,52.00
2026-05-01T17:12:00Z,48.00,52.00
2026-05-01T17:15:00Z,48.00,53.00
2026-05-01T17:27:00Z,48.00,53.00
2026-05-01T17:28:00Z,48.00,53.00
2026-05-01T17:31:00Z,48.00,53.00
2026-05-01T17:33:00Z,48.00,53.00
2026-05-01T17:37:00Z,48.00,53.00
2026-05-01T17:39:00Z,48.00,53.00
2026-05-01T17:43:00Z,48.00,53.00
2026-05-01T17:45:00Z,48.00,53.00
2026-05-01T17:47:00Z,48.00,53.00
2026-05-01T17:50:00Z,48.00,53.00
2026-05-01T17:55:00Z,48.00,53.96
2026-05-01T17:56:00Z,46.00,53.96
2026-05-01T17:57:00Z,46.00,54.00
2026-05-01T18:02:00Z,46.00,54.00
2026-05-01T18:03:00Z,48.00,54.00
2026-05-01T18:04:00Z,48.00,54.00
2026-05-01T18:06:00Z,48.00,54.00
2026-05-01T18:07:00Z,48.00,54.00
2026-05-01T18:16:00Z,48.00,54.00
2026-05-01T18:17:00Z,48.00,54.00
