# event_ticker=KXATPCHALLENGERMATCH-26APR15MIGSEY
# final_score=6-0 6-3
# score_resolution=0-6 3-6
# match_winner=Thiago Seyboth Wild
# fav_player=Luis Guto Miguel
# dog_player=Thiago Seyboth Wild
# kalshi_date=2026-04-15
timestamp,Luis Guto Miguel,Thiago Seyboth Wild
2026-04-15T22:35:00Z,29.00,72.00
2026-04-15T22:41:00Z,29.00,72.00
2026-04-15T22:42:00Z,29.00,72.00
2026-04-15T22:43:00Z,29.00,72.00
2026-04-15T22:48:00Z,29.00,72.00
2026-04-15T22:49:00Z,29.00,72.00
2026-04-15T22:52:00Z,29.00,71.23
2026-04-15T23:00:00Z,29.00,72.00
2026-04-15T23:03:00Z,29.00,72.00
2026-04-15T23:06:00Z,29.00,72.00
2026-04-15T23:08:00Z,29.00,72.00
2026-04-15T23:13:00Z,29.00,72.00
2026-04-15T23:16:00Z,29.00,72.00
2026-04-15T23:19:00Z,29.00,72.00
2026-04-15T23:23:00Z,29.00,72.00
2026-04-15T23:25:00Z,30.00,72.00
2026-04-15T23:30:00Z,30.00,72.00
2026-04-15T23:32:00Z,30.00,72.00
2026-04-15T23:39:00Z,30.00,72.00
2026-04-15T23:43:00Z,30.00,72.00
2026-04-15T23:46:00Z,30.00,72.00
2026-04-15T23:48:00Z,30.00,72.00
2026-04-15T23:50:00Z,29.00,72.00
2026-04-15T23:52:00Z,29.00,71.00
2026-04-15T23:53:00Z,29.00,72.00
2026-04-15T23:54:00Z,29.00,72.00
2026-04-15T23:58:00Z,29.00,72.00
2026-04-16T00:03:00Z,29.00,72.00
2026-04-16T00:04:00Z,29.00,72.00
2026-04-16T00:06:00Z,29.00,72.00
2026-04-16T00:08:00Z,30.00,72.00
2026-04-16T00:09:00Z,30.00,72.00
2026-04-16T00:15:00Z,30.00,72.00
2026-04-16T00:17:00Z,29.00,72.00
2026-04-16T00:19:00Z,29.00,72.00
2026-04-16T00:20:00Z,29.00,72.00
2026-04-16T00:21:00Z,29.00,72.00
2026-04-16T00:23:00Z,30.00,72.00
2026-04-16T00:25:00Z,30.00,72.00
2026-04-16T00:26:00Z,30.00,72.00
2026-04-16T00:29:00Z,30.00,72.00
2026-04-16T00:30:00Z,30.00,72.00
2026-04-16T00:31:00Z,30.00,72.85
2026-04-16T00:33:00Z,30.00,73.00
2026-04-16T00:34:00Z,29.00,73.00
2026-04-16T00:35:00Z,27.00,73.00
2026-04-16T00:36:00Z,27.00,73.00
2026-04-16T00:38:00Z,27.00,73.00
2026-04-16T00:47:00Z,27.00,73.00
2026-04-16T00:49:00Z,27.00,73.00
2026-04-16T00:54:00Z,28.00,73.00
2026-04-16T00:57:00Z,28.00,73.00
2026-04-16T00:58:00Z,28.00,73.00
2026-04-16T01:01:00Z,28.00,73.00
2026-04-16T01:04:00Z,28.00,73.00
2026-04-16T01:07:00Z,28.00,73.00
2026-04-16T01:08:00Z,28.00,73.00
2026-04-16T01:09:00Z,28.00,73.00
2026-04-16T01:10:00Z,26.00,73.00
2026-04-16T01:11:00Z,26.00,73.00
2026-04-16T01:12:00Z,26.00,73.00
2026-04-16T01:13:00Z,28.35,73.00
2026-04-16T01:15:00Z,28.35,73.00
2026-04-16T01:16:00Z,28.00,73.00
2026-04-16T01:17:00Z,29.00,73.00
2026-04-16T01:19:00Z,29.00,73.00
2026-04-16T01:21:00Z,26.76,73.00
2026-04-16T01:23:00Z,26.76,73.00
2026-04-16T01:24:00Z,26.76,73.00
2026-04-16T01:27:00Z,28.00,72.00
2026-04-16T01:28:00Z,29.00,72.00
2026-04-16T01:37:00Z,27.00,72.00
2026-04-16T01:40:00Z,27.00,71.00
2026-04-16T01:41:00Z,27.00,73.00
2026-04-16T01:43:00Z,27.00,73.00
2026-04-16T01:44:00Z,28.00,73.00
2026-04-16T01:45:00Z,28.00,72.00
2026-04-16T01:48:00Z,28.00,73.00
2026-04-16T01:49:00Z,28.00,73.00
2026-04-16T01:51:00Z,28.00,73.00
2026-04-16T01:52:00Z,28.00,73.00
2026-04-16T01:53:00Z,28.00,73.00
2026-04-16T01:55:00Z,27.03,73.00
2026-04-16T01:59:00Z,28.00,73.00
2026-04-16T02:02:00Z,28.00,73.00
2026-04-16T02:03:00Z,28.00,73.00
2026-04-16T02:04:00Z,28.00,73.00
2026-04-16T02:06:00Z,28.00,73.00
2026-04-16T02:08:00Z,28.00,73.00
2026-04-16T02:09:00Z,28.00,73.00
2026-04-16T02:10:00Z,28.00,73.00
2026-04-16T02:12:00Z,28.00,73.00
2026-04-16T02:14:00Z,28.00,73.00
2026-04-16T02:15:00Z,28.00,73.00
2026-04-16T02:17:00Z,28.00,73.00
2026-04-16T02:19:00Z,28.00,73.00
2026-04-16T02:21:00Z,28.00,73.00
2026-04-16T02:22:00Z,28.00,73.00
2026-04-16T02:23:00Z,28.00,73.19
2026-04-16T02:24:00Z,28.54,73.19
2026-04-16T02:25:00Z,28.02,74.50
2026-04-16T02:26:00Z,28.66,74.15
2026-04-16T02:27:00Z,28.42,74.15
2026-04-16T02:28:00Z,29.87,73.38
2026-04-16T02:29:00Z,28.99,73.42
2026-04-16T02:30:00Z,25.91,75.18
2026-04-16T02:31:00Z,19.97,80.93
2026-04-16T02:32:00Z,19.92,80.92
2026-04-16T02:33:00Z,20.00,82.95
2026-04-16T02:34:00Z,17.89,83.00
2026-04-16T02:35:00Z,19.12,81.91
2026-04-16T02:36:00Z,17.94,83.00
2026-04-16T02:37:00Z,18.88,80.74
2026-04-16T02:38:00Z,19.89,81.56
2026-04-16T02:39:00Z,16.06,84.02
2026-04-16T02:40:00Z,16.41,85.02
2026-04-16T02:41:00Z,12.09,88.39
2026-04-16T02:42:00Z,10.34,89.54
2026-04-16T02:43:00Z,10.13,90.00
2026-04-16T02:44:00Z,9.94,90.00
2026-04-16T02:45:00Z,10.59,90.71
2026-04-16T02:46:00Z,9.69,91.03
2026-04-16T02:47:00Z,8.95,91.99
2026-04-16T02:48:00Z,9.11,91.00
2026-04-16T02:49:00Z,10.00,91.13
2026-04-16T02:50:00Z,9.87,92.00
2026-04-16T02:51:00Z,7.91,92.75
2026-04-16T02:52:00Z,7.09,94.00
2026-04-16T02:53:00Z,6.09,94.00
2026-04-16T02:54:00Z,6.96,93.87
2026-04-16T02:55:00Z,6.11,94.00
2026-04-16T02:56:00Z,5.92,94.95
2026-04-16T02:57:00Z,6.00,95.00
2026-04-16T02:58:00Z,5.91,95.00
2026-04-16T02:59:00Z,5.92,94.90
2026-04-16T03:00:00Z,6.00,95.00
2026-04-16T03:01:00Z,4.70,96.41
2026-04-16T03:02:00Z,3.83,96.93
2026-04-16T03:03:00Z,3.46,97.94
2026-04-16T03:04:00Z,2.49,98.00
2026-04-16T03:05:00Z,3.64,96.82
2026-04-16T03:06:00Z,4.76,96.03
2026-04-16T03:07:00Z,5.91,96.86
2026-04-16T03:08:00Z,4.86,95.54
2026-04-16T03:09:00Z,4.33,95.42
2026-04-16T03:10:00Z,6.38,94.07
2026-04-16T03:11:00Z,9.04,91.86
2026-04-16T03:12:00Z,8.47,92.88
2026-04-16T03:13:00Z,7.90,93.55
2026-04-16T03:14:00Z,10.61,91.45
2026-04-16T03:15:00Z,9.62,91.32
2026-04-16T03:16:00Z,8.31,92.83
2026-04-16T03:17:00Z,5.80,95.14
2026-04-16T03:18:00Z,4.09,96.64
2026-04-16T03:19:00Z,6.50,94.61
2026-04-16T03:20:00Z,5.53,94.40
2026-04-16T03:21:00Z,2.48,97.04
2026-04-16T03:22:00Z,2.85,97.46
2026-04-16T03:23:00Z,2.81,97.21
2026-04-16T03:24:00Z,4.02,96.75
2026-04-16T03:25:00Z,3.94,96.97
2026-04-16T03:26:00Z,1.75,98.72
2026-04-16T03:27:00Z,1.97,98.07
2026-04-16T03:28:00Z,2.00,98.91
2026-04-16T03:29:00Z,2.35,98.17
2026-04-16T03:30:00Z,1.98,98.26
2026-04-16T03:31:00Z,1.38,99.00
2026-04-16T03:32:00Z,1.02,99.00
2026-04-16T03:33:00Z,2.49,98.85
2026-04-16T03:34:00Z,2.74,98.00
2026-04-16T03:35:00Z,3.00,96.37
2026-04-16T03:36:00Z,3.82,97.13
2026-04-16T03:37:00Z,2.64,97.57
2026-04-16T03:38:00Z,3.17,97.30
2026-04-16T03:39:00Z,3.96,97.21
2026-04-16T03:40:00Z,6.42,95.35
2026-04-16T03:41:00Z,4.55,96.84
2026-04-16T03:42:00Z,2.55,97.92
2026-04-16T03:43:00Z,1.57,98.88
2026-04-16T03:44:00Z,1.25,95.02
2026-04-16T03:45:00Z,1.00,98.00
2026-04-16T03:46:00Z,1.00,99.00
