# event_ticker=KXATPCHALLENGERMATCH-26FEB26LAJHER
# final_score=6-4 7-6(1)
# score_resolution=4-6 6-7
# match_winner=Pierre-Hugues Herbert
# fav_player=Mark Lajal
# dog_player=Pierre-Hugues Herbert
# kalshi_date=2026-02-26
timestamp,Mark Lajal,Pierre-Hugues Herbert
2026-02-26T04:26:00Z,,43.00
2026-02-26T05:17:00Z,61.00,43.00
2026-02-26T05:45:00Z,61.00,39.00
2026-02-26T06:24:00Z,60.00,39.00
2026-02-26T06:27:00Z,60.00,43.00
2026-02-26T06:29:00Z,60.00,43.00
2026-02-26T06:41:00Z,60.00,43.00
2026-02-26T06:42:00Z,60.00,43.00
2026-02-26T07:21:00Z,60.00,41.00
2026-02-26T11:48:00Z,62.00,41.00
2026-02-26T11:55:00Z,62.00,40.00
2026-02-26T11:56:00Z,62.00,40.00
2026-02-26T11:59:00Z,63.00,40.00
2026-02-26T12:00:00Z,63.00,40.00
2026-02-26T12:09:00Z,63.00,40.00
2026-02-26T12:13:00Z,63.00,40.00
2026-02-26T12:15:00Z,63.00,40.00
2026-02-26T12:36:00Z,63.00,40.00
2026-02-26T12:37:00Z,63.00,40.00
2026-02-26T12:41:00Z,63.00,39.00
2026-02-26T12:44:00Z,62.00,39.00
2026-02-26T12:47:00Z,62.00,39.00
2026-02-26T13:01:00Z,62.00,39.00
2026-02-26T13:05:00Z,62.00,39.00
2026-02-26T13:09:00Z,62.00,39.00
2026-02-26T13:11:00Z,62.00,39.00
2026-02-26T13:48:00Z,62.00,39.00
2026-02-26T13:52:00Z,63.00,39.00
2026-02-26T14:02:00Z,62.00,38.00
2026-02-26T14:04:00Z,62.00,38.00
2026-02-26T14:07:00Z,62.00,38.00
2026-02-26T14:18:00Z,62.00,38.00
2026-02-26T14:19:00Z,62.00,38.00
2026-02-26T14:20:00Z,62.00,38.00
2026-02-26T14:22:00Z,62.00,38.00
2026-02-26T14:23:00Z,62.00,39.00
2026-02-26T14:24:00Z,62.00,39.00
2026-02-26T14:25:00Z,62.00,39.00
2026-02-26T14:26:00Z,62.00,39.00
2026-02-26T14:27:00Z,62.00,39.00
2026-02-26T14:28:00Z,62.00,39.00
2026-02-26T14:29:00Z,62.00,39.00
2026-02-26T14:30:00Z,62.00,39.00
2026-02-26T14:31:00Z,62.00,39.00
2026-02-26T14:34:00Z,62.89,39.00
2026-02-26T14:39:00Z,63.00,39.00
2026-02-26T14:42:00Z,63.00,39.00
2026-02-26T14:45:00Z,63.00,40.00
2026-02-26T14:46:00Z,63.00,40.00
2026-02-26T14:47:00Z,62.00,40.00
2026-02-26T14:48:00Z,63.00,40.00
2026-02-26T14:49:00Z,60.00,40.00
2026-02-26T14:50:00Z,60.00,40.00
2026-02-26T14:51:00Z,60.00,40.00
2026-02-26T14:52:00Z,60.06,41.00
2026-02-26T14:53:00Z,60.06,41.00
2026-02-26T14:54:00Z,61.00,41.00
2026-02-26T14:56:00Z,61.00,41.00
2026-02-26T14:58:00Z,61.00,41.00
2026-02-26T14:59:00Z,61.00,41.00
2026-02-26T15:00:00Z,61.00,41.00
2026-02-26T15:01:00Z,61.00,41.00
2026-02-26T15:03:00Z,61.00,41.00
2026-02-26T15:05:00Z,61.00,41.00
2026-02-26T15:06:00Z,61.00,41.00
2026-02-26T15:07:00Z,61.00,41.00
2026-02-26T15:08:00Z,61.00,41.00
2026-02-26T15:09:00Z,61.00,41.00
2026-02-26T15:10:00Z,61.00,41.00
2026-02-26T15:11:00Z,61.00,41.00
2026-02-26T15:13:00Z,61.00,41.00
2026-02-26T15:14:00Z,61.00,40.00
2026-02-26T15:15:00Z,61.00,40.00
2026-02-26T15:18:00Z,61.00,40.00
2026-02-26T15:20:00Z,61.00,41.00
2026-02-26T15:21:00Z,61.00,41.00
2026-02-26T15:23:00Z,61.00,41.00
2026-02-26T15:24:00Z,61.00,41.00
2026-02-26T15:27:00Z,61.00,41.00
2026-02-26T15:28:00Z,60.44,41.00
2026-02-26T15:31:00Z,61.00,41.00
2026-02-26T15:32:00Z,61.67,41.00
2026-02-26T15:33:00Z,73.09,38.67
2026-02-26T15:34:00Z,63.41,39.84
2026-02-26T15:35:00Z,63.88,38.63
2026-02-26T15:36:00Z,61.00,40.01
2026-02-26T15:37:00Z,60.10,43.28
2026-02-26T15:38:00Z,56.66,45.78
2026-02-26T15:39:00Z,60.00,41.85
2026-02-26T15:40:00Z,61.93,40.10
2026-02-26T15:41:00Z,65.23,34.93
2026-02-26T15:42:00Z,65.60,35.67
2026-02-26T15:43:00Z,65.51,37.11
2026-02-26T15:44:00Z,67.08,33.68
2026-02-26T15:45:00Z,62.87,38.55
2026-02-26T15:46:00Z,57.95,45.41
2026-02-26T15:47:00Z,60.37,41.34
2026-02-26T15:48:00Z,49.96,52.61
2026-02-26T15:49:00Z,40.80,59.54
2026-02-26T15:50:00Z,42.03,62.89
2026-02-26T15:51:00Z,38.90,63.71
2026-02-26T15:52:00Z,38.63,63.36
2026-02-26T15:53:00Z,37.61,64.71
2026-02-26T15:54:00Z,32.16,66.68
2026-02-26T15:55:00Z,25.45,72.95
2026-02-26T15:56:00Z,24.60,74.59
2026-02-26T15:57:00Z,24.00,77.05
2026-02-26T15:58:00Z,26.13,74.28
2026-02-26T15:59:00Z,27.02,74.24
2026-02-26T16:00:00Z,29.11,73.90
2026-02-26T16:01:00Z,34.91,66.00
2026-02-26T16:02:00Z,30.18,68.52
2026-02-26T16:03:00Z,29.09,71.03
2026-02-26T16:04:00Z,29.30,70.33
2026-02-26T16:05:00Z,34.38,69.65
2026-02-26T16:06:00Z,35.24,67.00
2026-02-26T16:07:00Z,33.51,66.65
2026-02-26T16:08:00Z,38.08,64.17
2026-02-26T16:09:00Z,37.67,65.03
2026-02-26T16:10:00Z,31.14,69.81
2026-02-26T16:11:00Z,31.27,70.46
2026-02-26T16:12:00Z,29.04,68.03
2026-02-26T16:13:00Z,27.02,73.93
2026-02-26T16:14:00Z,30.60,71.87
2026-02-26T16:15:00Z,32.30,63.76
2026-02-26T16:16:00Z,31.49,69.13
2026-02-26T16:17:00Z,37.01,65.80
2026-02-26T16:18:00Z,29.72,69.68
2026-02-26T16:19:00Z,34.04,69.22
2026-02-26T16:20:00Z,33.61,68.73
2026-02-26T16:21:00Z,32.17,69.30
2026-02-26T16:22:00Z,33.93,67.62
2026-02-26T16:23:00Z,33.39,67.62
2026-02-26T16:24:00Z,36.73,69.02
2026-02-26T16:25:00Z,37.61,58.14
2026-02-26T16:26:00Z,37.24,63.83
2026-02-26T16:27:00Z,31.06,71.48
2026-02-26T16:28:00Z,30.20,73.50
2026-02-26T16:29:00Z,31.59,70.64
2026-02-26T16:30:00Z,31.88,66.59
2026-02-26T16:31:00Z,30.07,72.84
2026-02-26T16:32:00Z,27.00,74.48
2026-02-26T16:33:00Z,25.25,76.01
2026-02-26T16:34:00Z,30.42,69.63
2026-02-26T16:35:00Z,31.97,68.58
2026-02-26T16:36:00Z,35.64,66.53
2026-02-26T16:37:00Z,32.87,65.31
2026-02-26T16:38:00Z,30.96,71.54
2026-02-26T16:39:00Z,26.63,73.33
2026-02-26T16:40:00Z,20.22,80.21
2026-02-26T16:41:00Z,22.83,76.97
2026-02-26T16:42:00Z,28.73,75.27
2026-02-26T16:43:00Z,30.07,70.28
2026-02-26T16:44:00Z,30.49,70.31
2026-02-26T16:45:00Z,27.77,75.56
2026-02-26T16:46:00Z,25.89,75.89
2026-02-26T16:47:00Z,25.31,76.71
2026-02-26T16:48:00Z,25.16,76.41
2026-02-26T16:49:00Z,20.80,83.93
2026-02-26T16:50:00Z,17.93,83.86
2026-02-26T16:51:00Z,8.35,94.66
2026-02-26T16:52:00Z,7.00,93.46
2026-02-26T16:53:00Z,9.34,91.00
2026-02-26T16:54:00Z,18.16,86.06
2026-02-26T16:55:00Z,25.91,74.74
2026-02-26T16:56:00Z,24.93,77.61
2026-02-26T16:57:00Z,30.42,68.62
2026-02-26T16:58:00Z,33.93,67.57
2026-02-26T16:59:00Z,37.26,63.77
2026-02-26T17:00:00Z,39.86,62.41
2026-02-26T17:01:00Z,34.08,64.24
2026-02-26T17:02:00Z,27.83,73.72
2026-02-26T17:03:00Z,26.50,74.19
2026-02-26T17:04:00Z,30.70,72.01
2026-02-26T17:05:00Z,32.62,69.99
2026-02-26T17:06:00Z,32.63,68.02
2026-02-26T17:07:00Z,36.53,61.68
2026-02-26T17:08:00Z,28.00,68.78
2026-02-26T17:09:00Z,26.92,75.52
2026-02-26T17:10:00Z,13.76,84.98
2026-02-26T17:11:00Z,5.39,94.64
2026-02-26T17:12:00Z,4.10,96.21
2026-02-26T17:13:00Z,2.98,97.59
2026-02-26T17:14:00Z,1.44,98.59
2026-02-26T17:15:00Z,1.44,99.00
2026-02-26T17:16:00Z,1.00,99.00
