# event_ticker=KXATPCHALLENGERMATCH-26FEB12MAEGEN
# final_score=6-4 6-4
# score_resolution=4-6 4-6
# match_winner=Tom Gentzsch
# fav_player=Francesco Maestrelli
# dog_player=Tom Gentzsch
# kalshi_date=2026-02-12
timestamp,Francesco Maestrelli,Tom Gentzsch
2026-02-12T05:53:00Z,75.00,
2026-02-12T06:13:00Z,75.00,25.00
2026-02-12T06:43:00Z,75.00,25.00
2026-02-12T06:58:00Z,75.00,25.00
2026-02-12T07:07:00Z,75.00,25.00
2026-02-12T07:25:00Z,72.00,25.00
2026-02-12T07:35:00Z,72.00,25.00
2026-02-12T07:47:00Z,72.00,25.00
2026-02-12T10:39:00Z,72.00,25.00
2026-02-12T10:42:00Z,72.00,25.00
2026-02-12T10:54:00Z,72.00,31.00
2026-02-12T11:37:00Z,72.00,31.00
2026-02-12T11:54:00Z,72.00,31.00
2026-02-12T11:59:00Z,72.00,31.00
2026-02-12T12:03:00Z,72.00,31.00
2026-02-12T12:06:00Z,72.00,31.00
2026-02-12T12:19:00Z,72.00,31.00
2026-02-12T12:31:00Z,72.00,31.00
2026-02-12T12:33:00Z,72.00,31.00
2026-02-12T12:34:00Z,72.00,31.00
2026-02-12T12:40:00Z,72.00,31.00
2026-02-12T12:47:00Z,72.00,31.00
2026-02-12T12:48:00Z,72.00,31.00
2026-02-12T12:50:00Z,72.00,31.00
2026-02-12T13:03:00Z,72.00,31.00
2026-02-12T13:04:00Z,72.00,31.00
2026-02-12T13:06:00Z,72.00,31.00
2026-02-12T13:16:00Z,72.00,30.00
2026-02-12T13:18:00Z,72.00,30.00
2026-02-12T13:19:00Z,72.00,30.00
2026-02-12T13:27:00Z,72.00,30.00
2026-02-12T13:29:00Z,72.00,30.00
2026-02-12T13:35:00Z,72.00,28.00
2026-02-12T13:45:00Z,72.00,28.00
2026-02-12T13:46:00Z,72.00,28.00
2026-02-12T13:50:00Z,72.00,28.00
2026-02-12T13:52:00Z,72.00,28.00
2026-02-12T13:55:00Z,72.00,30.00
2026-02-12T13:58:00Z,72.00,30.00
2026-02-12T13:59:00Z,72.00,30.00
2026-02-12T14:00:00Z,72.00,30.00
2026-02-12T14:01:00Z,72.00,30.00
2026-02-12T14:04:00Z,72.00,30.97
2026-02-12T14:05:00Z,72.00,30.97
2026-02-12T14:07:00Z,72.00,31.00
2026-02-12T14:08:00Z,72.40,31.00
2026-02-12T14:14:00Z,72.92,31.00
2026-02-12T14:19:00Z,72.00,31.00
2026-02-12T14:20:00Z,72.19,31.00
2026-02-12T14:24:00Z,73.00,31.00
2026-02-12T14:26:00Z,73.00,31.00
2026-02-12T14:28:00Z,73.00,31.00
2026-02-12T14:29:00Z,73.00,31.00
2026-02-12T14:33:00Z,73.00,30.55
2026-02-12T14:39:00Z,73.00,30.55
2026-02-12T14:40:00Z,73.00,30.55
2026-02-12T14:41:00Z,73.00,30.55
2026-02-12T14:43:00Z,73.00,30.55
2026-02-12T14:44:00Z,73.00,30.55
2026-02-12T14:48:00Z,73.99,30.55
2026-02-12T14:49:00Z,74.00,30.00
2026-02-12T14:50:00Z,74.00,30.00
2026-02-12T14:51:00Z,74.00,30.00
2026-02-12T14:52:00Z,74.00,30.00
2026-02-12T14:53:00Z,74.00,30.00
2026-02-12T14:54:00Z,74.75,28.01
2026-02-12T14:55:00Z,73.35,25.72
2026-02-12T14:56:00Z,73.99,29.06
2026-02-12T14:57:00Z,72.00,29.07
2026-02-12T14:58:00Z,74.50,28.00
2026-02-12T14:59:00Z,76.98,24.61
2026-02-12T15:00:00Z,74.74,27.00
2026-02-12T15:01:00Z,74.06,29.00
2026-02-12T15:02:00Z,73.55,28.31
2026-02-12T15:03:00Z,75.95,26.00
2026-02-12T15:04:00Z,73.02,27.71
2026-02-12T15:05:00Z,74.59,27.62
2026-02-12T15:06:00Z,75.00,27.62
2026-02-12T15:07:00Z,73.26,27.43
2026-02-12T15:08:00Z,78.11,24.58
2026-02-12T15:09:00Z,79.25,22.33
2026-02-12T15:10:00Z,76.91,24.55
2026-02-12T15:11:00Z,76.96,24.86
2026-02-12T15:12:00Z,72.56,28.76
2026-02-12T15:13:00Z,70.27,33.30
2026-02-12T15:14:00Z,60.82,42.11
2026-02-12T15:15:00Z,53.65,47.01
2026-02-12T15:16:00Z,54.42,43.41
2026-02-12T15:17:00Z,63.27,38.38
2026-02-12T15:18:00Z,59.96,43.13
2026-02-12T15:19:00Z,57.17,47.92
2026-02-12T15:20:00Z,55.10,46.76
2026-02-12T15:21:00Z,56.21,45.04
2026-02-12T15:22:00Z,58.79,42.52
2026-02-12T15:23:00Z,61.85,39.37
2026-02-12T15:24:00Z,60.25,41.99
2026-02-12T15:25:00Z,56.34,46.88
2026-02-12T15:26:00Z,63.17,40.98
2026-02-12T15:27:00Z,65.23,36.38
2026-02-12T15:28:00Z,64.75,40.51
2026-02-12T15:29:00Z,72.93,28.33
2026-02-12T15:30:00Z,75.32,25.02
2026-02-12T15:31:00Z,76.35,25.09
2026-02-12T15:32:00Z,77.20,24.85
2026-02-12T15:33:00Z,77.01,21.66
2026-02-12T15:34:00Z,76.08,22.80
2026-02-12T15:35:00Z,76.13,23.20
2026-02-12T15:36:00Z,76.51,24.54
2026-02-12T15:37:00Z,76.24,24.29
2026-02-12T15:38:00Z,73.00,25.23
2026-02-12T15:39:00Z,70.36,28.19
2026-02-12T15:40:00Z,66.15,35.12
2026-02-12T15:41:00Z,61.04,39.59
2026-02-12T15:42:00Z,66.00,38.42
2026-02-12T15:43:00Z,53.07,46.05
2026-02-12T15:44:00Z,50.19,48.70
2026-02-12T15:45:00Z,52.98,48.90
2026-02-12T15:46:00Z,59.74,40.17
2026-02-12T15:47:00Z,50.63,49.76
2026-02-12T15:48:00Z,46.76,54.55
2026-02-12T15:49:00Z,47.60,54.23
2026-02-12T15:50:00Z,46.50,55.17
2026-02-12T15:51:00Z,50.43,52.47
2026-02-12T15:52:00Z,52.20,47.22
