# event_ticker=KXATPCHALLENGERMATCH-26FEB12MAEGEN
# final_score=6-4 6-4
# score_resolution=4-6 4-6
# match_winner=Tom Gentzsch
# fav_player=Francesco Maestrelli
# dog_player=Tom Gentzsch
# kalshi_date=2026-02-12
timestamp,Francesco Maestrelli,Tom Gentzsch
2026-02-12T15:53:00Z,53.60,48.78
2026-02-12T15:54:00Z,50.41,49.14
2026-02-12T15:55:00Z,48.88,50.13
2026-02-12T15:56:00Z,58.31,40.90
2026-02-12T15:57:00Z,56.89,43.83
2026-02-12T15:58:00Z,52.45,46.00
2026-02-12T15:59:00Z,53.53,47.17
2026-02-12T16:00:00Z,55.80,44.00
2026-02-12T16:01:00Z,50.48,48.06
2026-02-12T16:02:00Z,42.76,57.19
2026-02-12T16:03:00Z,34.23,62.59
2026-02-12T16:04:00Z,34.61,63.08
2026-02-12T16:05:00Z,44.51,56.68
2026-02-12T16:06:00Z,46.47,52.01
2026-02-12T16:07:00Z,48.17,53.93
2026-02-12T16:08:00Z,50.97,48.84
2026-02-12T16:09:00Z,50.90,48.77
2026-02-12T16:10:00Z,49.00,51.83
2026-02-12T16:11:00Z,48.98,53.50
2026-02-12T16:12:00Z,44.96,56.38
2026-02-12T16:13:00Z,49.24,54.47
2026-02-12T16:14:00Z,51.37,45.81
2026-02-12T16:15:00Z,54.54,47.99
2026-02-12T16:16:00Z,54.27,48.56
2026-02-12T16:17:00Z,50.01,51.83
2026-02-12T16:18:00Z,46.54,54.75
2026-02-12T16:19:00Z,45.12,56.98
2026-02-12T16:20:00Z,44.34,57.13
2026-02-12T16:21:00Z,43.94,56.57
2026-02-12T16:22:00Z,41.88,59.55
2026-02-12T16:23:00Z,45.34,54.70
2026-02-12T16:24:00Z,47.89,52.98
2026-02-12T16:25:00Z,46.79,55.93
2026-02-12T16:26:00Z,42.10,58.53
2026-02-12T16:27:00Z,44.74,57.45
2026-02-12T16:28:00Z,43.28,58.76
2026-02-12T16:29:00Z,37.87,65.87
2026-02-12T16:30:00Z,28.79,69.28
2026-02-12T16:31:00Z,10.77,90.61
2026-02-12T16:32:00Z,7.47,92.84
2026-02-12T16:33:00Z,3.30,96.30
2026-02-12T16:34:00Z,2.34,99.00
2026-02-12T16:35:00Z,2.34,99.00
2026-02-12T16:36:00Z,2.34,99.00
2026-02-12T16:37:00Z,2.34,99.00
