# event_ticker=KXATPCHALLENGERMATCH-26JUN05DRASHI
# final_score=6-2 6-3
# score_resolution=2-6 3-6
# match_winner=Liam Draxl
# fav_player=Braden Shick
# dog_player=Liam Draxl
# kalshi_date=2026-06-05
timestamp,Liam Draxl,Braden Shick
2026-06-05T04:26:00Z,73.00,
2026-06-05T04:49:00Z,73.00,
2026-06-05T05:05:00Z,73.00,
2026-06-05T05:06:00Z,73.00,27.00
2026-06-05T05:08:00Z,73.00,27.00
2026-06-05T05:33:00Z,73.00,28.00
2026-06-05T05:35:00Z,73.00,28.00
2026-06-05T05:47:00Z,73.00,28.00
2026-06-05T07:08:00Z,73.00,29.00
2026-06-05T07:22:00Z,73.00,29.00
2026-06-05T07:30:00Z,73.00,29.00
2026-06-05T07:42:00Z,73.00,29.00
2026-06-05T07:52:00Z,73.00,29.00
2026-06-05T08:08:00Z,73.00,29.00
2026-06-05T08:25:00Z,73.00,29.00
2026-06-05T09:04:00Z,73.00,29.00
2026-06-05T09:05:00Z,73.00,29.00
2026-06-05T10:42:00Z,73.00,29.00
2026-06-05T10:54:00Z,73.00,29.00
2026-06-05T11:36:00Z,73.00,29.00
2026-06-05T11:46:00Z,73.00,29.00
2026-06-05T12:02:00Z,73.00,29.00
2026-06-05T12:04:00Z,73.00,29.00
2026-06-05T12:05:00Z,73.00,29.00
2026-06-05T12:06:00Z,73.00,29.00
2026-06-05T12:13:00Z,73.00,29.00
2026-06-05T12:25:00Z,73.00,29.00
2026-06-05T12:26:00Z,73.00,29.00
2026-06-05T12:35:00Z,73.00,29.00
2026-06-05T12:42:00Z,73.00,29.00
2026-06-05T13:02:00Z,73.00,29.00
2026-06-05T13:16:00Z,73.00,29.00
2026-06-05T13:20:00Z,73.00,29.00
2026-06-05T13:25:00Z,73.00,29.00
2026-06-05T13:31:00Z,73.00,29.00
2026-06-05T13:34:00Z,73.00,29.00
2026-06-05T13:38:00Z,73.00,29.00
2026-06-05T13:42:00Z,73.00,29.00
2026-06-05T13:47:00Z,73.00,29.00
2026-06-05T13:51:00Z,73.00,29.00
2026-06-05T13:53:00Z,73.00,29.00
2026-06-05T13:54:00Z,73.00,29.00
2026-06-05T13:55:00Z,73.00,29.00
2026-06-05T13:56:00Z,73.00,29.00
2026-06-05T14:01:00Z,73.00,30.00
2026-06-05T14:03:00Z,73.00,30.00
2026-06-05T14:04:00Z,74.00,30.00
2026-06-05T14:06:00Z,73.00,30.00
2026-06-05T14:07:00Z,73.00,30.00
2026-06-05T14:08:00Z,73.00,30.00
2026-06-05T14:09:00Z,73.00,30.00
2026-06-05T14:10:00Z,73.00,30.00
2026-06-05T14:11:00Z,73.00,30.00
2026-06-05T14:12:00Z,73.00,30.00
2026-06-05T14:14:00Z,73.63,30.00
2026-06-05T14:15:00Z,73.00,30.00
2026-06-05T14:16:00Z,73.00,32.29
2026-06-05T14:17:00Z,65.97,37.00
2026-06-05T14:18:00Z,64.16,40.00
2026-06-05T14:19:00Z,64.16,32.58
2026-06-05T14:20:00Z,67.00,32.58
2026-06-05T14:23:00Z,67.00,34.30
2026-06-05T14:24:00Z,67.00,37.49
2026-06-05T14:25:00Z,67.00,70.06
2026-06-05T14:26:00Z,67.00,35.00
2026-06-05T14:27:00Z,67.00,35.00
2026-06-05T14:28:00Z,36.89,55.73
2026-06-05T14:29:00Z,36.89,38.54
2026-06-05T14:30:00Z,68.77,45.85
2026-06-05T14:31:00Z,61.41,44.00
2026-06-05T14:32:00Z,65.43,44.00
2026-06-05T14:33:00Z,65.43,38.00
2026-06-05T14:34:00Z,65.43,42.28
2026-06-05T14:35:00Z,61.00,43.00
2026-06-05T14:36:00Z,63.38,43.13
2026-06-05T14:37:00Z,60.00,43.13
2026-06-05T14:38:00Z,60.00,43.13
2026-06-05T14:40:00Z,60.00,39.00
2026-06-05T14:41:00Z,66.41,39.82
2026-06-05T14:42:00Z,69.00,34.13
2026-06-05T14:43:00Z,69.00,35.32
2026-06-05T14:44:00Z,70.29,36.80
2026-06-05T14:45:00Z,67.12,36.94
2026-06-05T14:46:00Z,67.12,37.99
2026-06-05T14:47:00Z,61.50,37.99
2026-06-05T14:48:00Z,66.66,37.99
2026-06-05T14:49:00Z,71.96,37.99
2026-06-05T14:50:00Z,72.85,37.99
2026-06-05T14:51:00Z,72.85,38.96
