# event_ticker=KXATPMATCH-25OCT02VANBOR
# final_score=7-6(5) 7-6(5)
# score_resolution=7-6 7-6
# match_winner=Nuno Borges
# fav_player=Nuno Borges
# dog_player=Botic Van de Zandschulp
# kalshi_date=2025-10-02
timestamp,Nuno Borges,Botic Van de Zandschulp
2025-10-01T18:42:00Z,,60.00
2025-10-01T19:29:00Z,52.00,60.00
2025-10-01T19:36:00Z,52.00,49.00
2025-10-01T20:04:00Z,51.50,49.00
2025-10-01T20:18:00Z,51.50,49.00
2025-10-01T20:25:00Z,52.00,49.00
2025-10-01T20:26:00Z,52.00,49.00
2025-10-01T20:40:00Z,52.00,49.00
2025-10-01T20:44:00Z,52.00,49.00
2025-10-01T20:52:00Z,52.00,49.00
2025-10-01T20:58:00Z,52.00,49.00
2025-10-01T21:01:00Z,52.00,49.00
2025-10-01T21:17:00Z,52.00,49.00
2025-10-01T21:18:00Z,52.00,49.00
2025-10-01T21:19:00Z,52.00,49.00
2025-10-01T21:23:00Z,52.00,49.00
2025-10-01T21:28:00Z,52.00,49.00
2025-10-01T21:40:00Z,52.00,48.00
2025-10-01T21:47:00Z,54.00,48.00
2025-10-01T21:55:00Z,54.00,47.00
2025-10-01T22:11:00Z,54.00,47.00
2025-10-01T22:17:00Z,54.00,47.00
2025-10-01T22:23:00Z,53.52,47.00
2025-10-01T22:24:00Z,53.00,49.00
2025-10-01T22:31:00Z,53.00,49.00
2025-10-01T22:39:00Z,54.00,49.00
2025-10-01T22:44:00Z,54.00,49.00
2025-10-01T22:46:00Z,54.00,48.00
2025-10-01T22:47:00Z,54.00,48.00
2025-10-01T22:57:00Z,54.00,48.00
2025-10-01T23:04:00Z,53.84,48.00
2025-10-01T23:15:00Z,53.84,48.00
2025-10-01T23:20:00Z,53.00,48.00
2025-10-01T23:34:00Z,53.00,48.00
2025-10-01T23:56:00Z,54.00,48.00
2025-10-01T23:59:00Z,54.00,48.00
2025-10-02T00:18:00Z,54.00,48.00
2025-10-02T00:19:00Z,53.60,48.00
2025-10-02T00:23:00Z,53.00,48.00
2025-10-02T00:25:00Z,54.00,48.00
2025-10-02T00:29:00Z,54.00,48.00
2025-10-02T00:31:00Z,53.00,48.00
2025-10-02T00:39:00Z,53.00,48.00
2025-10-02T01:04:00Z,54.00,48.00
2025-10-02T01:09:00Z,54.00,48.00
2025-10-02T01:10:00Z,53.00,48.00
2025-10-02T01:13:00Z,53.00,48.00
2025-10-02T01:15:00Z,53.00,48.00
2025-10-02T01:19:00Z,53.00,48.00
2025-10-02T01:25:00Z,53.00,48.00
2025-10-02T01:26:00Z,53.00,48.00
2025-10-02T01:37:00Z,53.00,48.00
2025-10-02T01:39:00Z,53.00,48.00
2025-10-02T01:43:00Z,53.00,48.00
2025-10-02T01:44:00Z,52.00,48.00
2025-10-02T01:51:00Z,53.00,48.00
2025-10-02T01:56:00Z,52.00,48.00
2025-10-02T01:59:00Z,53.00,48.00
2025-10-02T02:02:00Z,53.00,48.00
2025-10-02T02:03:00Z,53.00,48.00
2025-10-02T02:04:00Z,53.00,48.00
2025-10-02T02:12:00Z,53.00,48.00
2025-10-02T02:14:00Z,53.00,48.00
2025-10-02T02:16:00Z,53.00,48.00
2025-10-02T02:21:00Z,53.00,48.00
2025-10-02T02:23:00Z,53.00,48.00
2025-10-02T02:25:00Z,53.00,48.00
2025-10-02T02:27:00Z,53.00,48.00
2025-10-02T02:28:00Z,53.00,48.00
2025-10-02T02:32:00Z,53.00,48.00
2025-10-02T02:34:00Z,53.00,48.00
2025-10-02T02:36:00Z,53.00,48.00
2025-10-02T02:39:00Z,53.00,48.00
2025-10-02T02:41:00Z,53.00,48.00
2025-10-02T02:42:00Z,53.00,48.00
2025-10-02T02:46:00Z,53.00,48.00
2025-10-02T02:49:00Z,53.00,48.00
2025-10-02T02:53:00Z,53.00,48.00
2025-10-02T02:54:00Z,53.00,48.00
2025-10-02T02:55:00Z,53.00,48.00
2025-10-02T02:58:00Z,53.00,48.00
2025-10-02T03:01:00Z,53.00,48.00
2025-10-02T03:02:00Z,53.00,48.00
2025-10-02T03:04:00Z,53.00,48.00
2025-10-02T03:05:00Z,53.00,48.00
2025-10-02T03:06:00Z,53.00,48.00
2025-10-02T03:08:00Z,53.48,48.00
2025-10-02T03:09:00Z,54.00,48.00
2025-10-02T03:13:00Z,54.00,48.00
2025-10-02T03:15:00Z,53.00,48.00
2025-10-02T03:16:00Z,53.00,48.00
2025-10-02T03:17:00Z,53.00,48.00
2025-10-02T03:18:00Z,53.00,48.00
2025-10-02T03:22:00Z,53.00,48.00
2025-10-02T03:23:00Z,53.00,48.00
