# event_ticker=KXATPMATCH-26FEB01KECCAR
# final_score=4-6 6-3 7-6(4)
# score_resolution=6-4 3-6 6-7
# match_winner=Pablo Carreno Busta
# fav_player=Miomir Kecmanovic
# dog_player=Pablo Carreno Busta
# kalshi_date=2026-02-01
timestamp,Miomir Kecmanovic,Pablo Carreno Busta
2026-02-03T00:19:00Z,56.00,
2026-02-03T00:22:00Z,56.00,
2026-02-03T00:23:00Z,56.00,
2026-02-03T00:27:00Z,56.00,45.00
2026-02-03T00:45:00Z,56.00,45.00
2026-02-03T00:50:00Z,56.00,45.00
2026-02-03T00:51:00Z,54.64,45.00
2026-02-03T01:16:00Z,54.64,45.00
2026-02-03T01:18:00Z,56.00,45.00
2026-02-03T01:33:00Z,56.00,45.00
2026-02-03T01:35:00Z,56.00,45.00
2026-02-03T01:40:00Z,56.00,44.00
2026-02-03T01:41:00Z,56.00,44.00
2026-02-03T01:48:00Z,56.00,45.00
2026-02-03T01:53:00Z,56.00,44.00
2026-02-03T01:55:00Z,56.00,45.00
2026-02-03T02:03:00Z,56.00,45.00
2026-02-03T02:04:00Z,56.00,45.00
2026-02-03T02:12:00Z,56.00,45.00
2026-02-03T02:20:00Z,56.00,45.00
2026-02-03T02:35:00Z,56.00,45.00
2026-02-03T02:44:00Z,56.00,45.00
2026-02-03T02:53:00Z,56.00,45.00
2026-02-03T02:54:00Z,56.00,45.00
2026-02-03T02:55:00Z,56.00,45.00
2026-02-03T03:07:00Z,56.00,45.00
2026-02-03T03:12:00Z,56.00,45.00
2026-02-03T03:14:00Z,56.00,45.00
2026-02-03T03:18:00Z,56.00,45.00
2026-02-03T03:19:00Z,56.00,45.00
2026-02-03T03:20:00Z,56.00,45.00
2026-02-03T03:31:00Z,56.00,45.00
2026-02-03T03:34:00Z,56.00,45.00
2026-02-03T03:35:00Z,56.00,45.00
2026-02-03T03:39:00Z,56.00,45.00
2026-02-03T03:48:00Z,56.11,45.00
2026-02-03T03:49:00Z,57.00,45.00
2026-02-03T03:50:00Z,56.69,45.00
2026-02-03T03:52:00Z,57.00,45.00
2026-02-03T03:54:00Z,57.00,45.00
2026-02-03T03:56:00Z,57.00,45.00
2026-02-03T04:12:00Z,57.00,45.00
2026-02-03T04:14:00Z,57.00,45.00
2026-02-03T04:15:00Z,57.00,45.00
2026-02-03T04:18:00Z,57.00,45.00
2026-02-03T04:19:00Z,57.00,45.00
2026-02-03T04:21:00Z,57.00,45.00
2026-02-03T04:22:00Z,57.00,45.00
2026-02-03T04:23:00Z,57.00,45.48
2026-02-03T04:27:00Z,55.05,45.48
2026-02-03T04:28:00Z,56.00,45.48
2026-02-03T04:32:00Z,57.00,45.48
2026-02-03T04:39:00Z,57.00,45.48
2026-02-03T04:41:00Z,57.00,45.00
2026-02-03T04:43:00Z,56.38,45.00
2026-02-03T04:45:00Z,57.00,45.00
2026-02-03T04:46:00Z,57.00,45.00
2026-02-03T04:47:00Z,57.00,45.00
2026-02-03T04:48:00Z,57.00,45.00
2026-02-03T04:49:00Z,57.00,45.00
2026-02-03T04:51:00Z,56.31,45.00
2026-02-03T04:52:00Z,57.00,45.00
2026-02-03T04:53:00Z,57.00,45.00
2026-02-03T04:54:00Z,57.00,45.00
2026-02-03T04:56:00Z,57.00,45.00
2026-02-03T04:59:00Z,57.00,45.00
2026-02-03T05:00:00Z,57.00,45.00
2026-02-03T05:01:00Z,57.00,45.00
