# event_ticker=KXATPCHALLENGERMATCH-26APR28FORBAR
# final_score=6-7(4) 6-1 7-6(5)
# score_resolution=7-6 1-6 6-7
# match_winner=Jonas Forejtek
# fav_player=Hynek Barton
# dog_player=Jonas Forejtek
# kalshi_date=2026-04-28
timestamp,Jonas Forejtek,Hynek Barton
2026-04-28T06:12:00Z,,53.00
2026-04-28T08:14:00Z,,54.00
2026-04-28T11:26:00Z,,53.00
2026-04-28T11:41:00Z,,53.00
2026-04-28T11:56:00Z,,54.00
2026-04-28T12:06:00Z,48.00,54.00
2026-04-28T12:16:00Z,48.00,54.00
2026-04-28T12:34:00Z,47.00,54.00
2026-04-28T13:29:00Z,47.00,57.00
2026-04-28T13:47:00Z,45.00,57.00
2026-04-28T13:52:00Z,45.00,57.00
2026-04-28T13:55:00Z,44.00,57.00
2026-04-28T13:56:00Z,44.00,57.00
2026-04-28T14:04:00Z,44.00,57.96
2026-04-28T14:13:00Z,44.00,57.94
2026-04-28T14:37:00Z,42.00,58.00
2026-04-28T14:47:00Z,42.00,59.00
2026-04-28T14:59:00Z,42.00,59.00
2026-04-28T15:01:00Z,42.00,59.00
2026-04-28T15:03:00Z,42.00,59.00
2026-04-28T15:15:00Z,42.00,59.00
2026-04-28T15:19:00Z,42.00,59.00
2026-04-28T15:25:00Z,42.00,59.00
2026-04-28T15:29:00Z,44.27,58.00
2026-04-28T15:33:00Z,43.00,58.00
2026-04-28T15:40:00Z,46.02,58.00
2026-04-28T15:41:00Z,48.00,58.00
2026-04-28T15:42:00Z,50.00,51.00
2026-04-28T15:43:00Z,47.00,52.24
2026-04-28T15:44:00Z,47.01,52.24
2026-04-28T15:45:00Z,47.00,52.00
2026-04-28T15:46:00Z,46.83,55.00
2026-04-28T15:47:00Z,45.00,55.00
2026-04-28T15:48:00Z,48.00,55.00
2026-04-28T15:49:00Z,52.00,49.00
2026-04-28T15:50:00Z,52.00,49.00
2026-04-28T15:51:00Z,50.00,52.49
2026-04-28T15:52:00Z,47.08,53.05
2026-04-28T15:53:00Z,48.00,52.31
2026-04-28T15:54:00Z,47.51,54.30
2026-04-28T15:55:00Z,47.51,50.02
2026-04-28T15:56:00Z,50.08,49.98
2026-04-28T15:57:00Z,50.65,51.08
2026-04-28T15:58:00Z,48.00,53.32
2026-04-28T15:59:00Z,47.00,52.00
2026-04-28T16:00:00Z,48.00,53.58
2026-04-28T16:01:00Z,48.76,52.16
2026-04-28T16:02:00Z,51.63,49.36
2026-04-28T16:03:00Z,52.00,47.48
2026-04-28T16:04:00Z,51.51,49.61
2026-04-28T16:05:00Z,50.54,49.98
2026-04-28T16:06:00Z,49.18,51.07
2026-04-28T16:07:00Z,52.88,48.98
2026-04-28T16:08:00Z,52.88,46.00
2026-04-28T16:09:00Z,57.00,42.43
2026-04-28T16:10:00Z,57.00,45.28
2026-04-28T16:11:00Z,54.00,47.00
2026-04-28T16:12:00Z,59.59,41.29
2026-04-28T16:13:00Z,58.59,42.48
2026-04-28T16:14:00Z,59.86,40.55
2026-04-28T16:15:00Z,54.89,43.99
2026-04-28T16:16:00Z,51.98,50.63
2026-04-28T16:17:00Z,52.16,47.22
2026-04-28T16:18:00Z,53.96,47.14
2026-04-28T16:19:00Z,54.59,44.12
2026-04-28T16:20:00Z,57.00,43.98
2026-04-28T16:21:00Z,55.48,45.32
2026-04-28T16:22:00Z,50.68,49.00
2026-04-28T16:23:00Z,45.81,54.33
2026-04-28T16:24:00Z,37.68,65.58
2026-04-28T16:25:00Z,36.32,63.25
2026-04-28T16:26:00Z,36.28,65.54
2026-04-28T16:27:00Z,33.16,69.00
2026-04-28T16:28:00Z,28.77,71.40
2026-04-28T16:29:00Z,23.51,74.56
2026-04-28T16:30:00Z,24.90,74.40
2026-04-28T16:31:00Z,24.47,75.00
2026-04-28T16:32:00Z,25.63,74.30
2026-04-28T16:33:00Z,24.56,75.86
2026-04-28T16:34:00Z,24.32,77.00
2026-04-28T16:35:00Z,21.33,78.53
2026-04-28T16:36:00Z,20.15,80.82
2026-04-28T16:37:00Z,25.07,76.00
2026-04-28T16:38:00Z,25.88,75.97
2026-04-28T16:39:00Z,25.06,74.92
2026-04-28T16:40:00Z,30.05,72.59
2026-04-28T16:41:00Z,40.01,60.67
2026-04-28T16:42:00Z,42.00,58.48
2026-04-28T16:43:00Z,39.47,61.88
2026-04-28T16:44:00Z,42.86,59.61
2026-04-28T16:45:00Z,35.31,65.05
2026-04-28T16:46:00Z,40.13,66.07
2026-04-28T16:47:00Z,39.76,62.29
2026-04-28T16:48:00Z,37.08,64.46
2026-04-28T16:49:00Z,39.61,60.05
2026-04-28T16:50:00Z,42.37,58.35
2026-04-28T16:51:00Z,44.53,56.88
2026-04-28T16:52:00Z,47.64,53.57
2026-04-28T16:53:00Z,50.62,49.80
2026-04-28T16:54:00Z,51.32,49.03
2026-04-28T16:55:00Z,50.33,50.72
2026-04-28T16:56:00Z,52.43,48.60
2026-04-28T16:57:00Z,53.02,47.34
2026-04-28T16:58:00Z,54.65,45.64
2026-04-28T16:59:00Z,56.49,44.98
2026-04-28T17:00:00Z,56.29,44.97
2026-04-28T17:01:00Z,55.04,43.99
2026-04-28T17:02:00Z,55.39,44.00
2026-04-28T17:03:00Z,58.04,42.79
2026-04-28T17:04:00Z,61.13,39.30
2026-04-28T17:05:00Z,60.68,39.60
2026-04-28T17:06:00Z,63.82,37.78
2026-04-28T17:07:00Z,59.74,42.49
2026-04-28T17:08:00Z,56.82,44.24
2026-04-28T17:09:00Z,57.86,42.07
2026-04-28T17:10:00Z,60.74,39.31
2026-04-28T17:11:00Z,63.00,38.69
2026-04-28T17:12:00Z,61.25,38.22
2026-04-28T17:13:00Z,56.47,43.02
2026-04-28T17:14:00Z,55.99,43.33
2026-04-28T17:15:00Z,52.99,48.45
2026-04-28T17:16:00Z,58.32,42.85
2026-04-28T17:17:00Z,60.14,39.49
2026-04-28T17:18:00Z,61.82,39.08
2026-04-28T17:19:00Z,56.67,40.15
2026-04-28T17:20:00Z,56.13,44.83
2026-04-28T17:21:00Z,55.78,44.85
2026-04-28T17:22:00Z,56.30,44.33
2026-04-28T17:23:00Z,58.98,43.02
2026-04-28T17:24:00Z,58.84,41.10
2026-04-28T17:25:00Z,57.95,42.53
2026-04-28T17:26:00Z,54.39,45.45
