# event_ticker=KXATPMATCH-26APR24STRMIC
# final_score=6-2 6-1
# match_winner=Alex Michelsen
# fav_player=Alex Michelsen
# dog_player=Jan-Lennard Struff
# kalshi_date=2026-04-24
timestamp,Jan-Lennard Struff,Alex Michelsen
2026-04-24T04:22:00Z,59.00,
2026-04-24T04:30:00Z,57.00,
2026-04-24T04:32:00Z,57.00,47.00
2026-04-24T04:33:00Z,57.00,46.80
2026-04-24T04:34:00Z,54.00,48.51
2026-04-24T04:35:00Z,54.00,49.00
2026-04-24T04:36:00Z,54.00,49.00
2026-04-24T04:37:00Z,54.00,49.00
2026-04-24T04:38:00Z,54.00,47.00
2026-04-24T04:39:00Z,54.00,47.00
2026-04-24T04:40:00Z,53.70,49.00
2026-04-24T04:41:00Z,54.00,49.00
2026-04-24T04:42:00Z,54.00,49.00
2026-04-24T04:43:00Z,54.00,49.00
2026-04-24T04:45:00Z,54.00,48.00
2026-04-24T04:46:00Z,54.00,48.53
2026-04-24T04:48:00Z,54.00,48.28
2026-04-24T04:49:00Z,54.00,48.28
2026-04-24T04:50:00Z,54.00,47.27
2026-04-24T04:51:00Z,54.00,46.83
2026-04-24T04:52:00Z,54.00,49.00
2026-04-24T04:53:00Z,54.00,46.00
2026-04-24T04:54:00Z,53.00,46.00
2026-04-24T04:55:00Z,53.00,48.00
2026-04-24T04:56:00Z,53.00,48.00
2026-04-24T04:57:00Z,54.00,48.00
2026-04-24T04:58:00Z,54.00,48.00
2026-04-24T04:59:00Z,54.00,48.00
2026-04-24T05:00:00Z,54.00,48.00
2026-04-24T05:01:00Z,54.21,47.00
2026-04-24T05:02:00Z,54.00,47.00
2026-04-24T05:04:00Z,54.00,47.00
2026-04-24T05:05:00Z,54.00,47.00
2026-04-24T05:09:00Z,54.00,47.00
2026-04-24T05:10:00Z,54.00,48.43
2026-04-24T05:11:00Z,54.00,49.00
2026-04-24T05:12:00Z,54.00,49.00
2026-04-24T05:13:00Z,54.00,49.00
2026-04-24T05:15:00Z,54.00,49.00
2026-04-24T05:16:00Z,54.00,49.00
2026-04-24T05:18:00Z,54.00,49.00
2026-04-24T05:19:00Z,54.00,49.00
2026-04-24T05:20:00Z,54.00,48.54
2026-04-24T05:21:00Z,54.00,49.00
2026-04-24T05:22:00Z,53.00,49.00
2026-04-24T05:23:00Z,54.00,49.00
2026-04-24T05:24:00Z,54.00,49.00
2026-04-24T05:26:00Z,54.00,48.00
2026-04-24T05:27:00Z,54.00,48.00
2026-04-24T05:28:00Z,53.00,48.00
2026-04-24T05:29:00Z,53.00,49.00
2026-04-24T05:30:00Z,53.00,49.00
2026-04-24T05:31:00Z,53.00,49.00
2026-04-24T05:33:00Z,54.00,49.00
2026-04-24T05:39:00Z,54.00,49.00
2026-04-24T05:40:00Z,54.00,49.00
2026-04-24T05:41:00Z,54.00,49.00
2026-04-24T05:42:00Z,54.00,49.00
2026-04-24T05:43:00Z,54.00,49.00
2026-04-24T05:47:00Z,54.00,48.00
2026-04-24T05:48:00Z,54.00,48.00
2026-04-24T05:52:00Z,54.00,48.00
2026-04-24T05:53:00Z,54.00,48.00
2026-04-24T05:54:00Z,53.00,48.00
2026-04-24T05:56:00Z,54.00,48.00
2026-04-24T06:00:00Z,54.00,47.33
2026-04-24T06:01:00Z,54.00,47.33
2026-04-24T06:02:00Z,54.00,48.00
2026-04-24T06:03:00Z,54.00,48.00
2026-04-24T06:04:00Z,54.00,48.00
2026-04-24T06:05:00Z,54.00,48.00
2026-04-24T06:06:00Z,54.00,48.00
2026-04-24T06:10:00Z,54.00,48.00
2026-04-24T06:11:00Z,54.00,48.00
2026-04-24T06:13:00Z,54.00,48.00
2026-04-24T06:14:00Z,54.00,48.00
2026-04-24T06:16:00Z,54.00,48.00
2026-04-24T06:17:00Z,54.00,48.00
2026-04-24T06:18:00Z,54.00,48.00
2026-04-24T06:24:00Z,54.00,48.00
2026-04-24T06:25:00Z,54.00,46.11
2026-04-24T06:28:00Z,54.00,47.00
2026-04-24T06:30:00Z,54.00,47.00
2026-04-24T06:31:00Z,54.00,47.00
2026-04-24T06:32:00Z,54.00,47.00
2026-04-24T06:33:00Z,54.00,47.00
2026-04-24T06:34:00Z,55.00,47.00
2026-04-24T06:39:00Z,55.00,46.22
2026-04-24T06:40:00Z,55.00,46.22
2026-04-24T06:41:00Z,55.00,46.00
2026-04-24T06:42:00Z,55.00,46.00
2026-04-24T06:43:00Z,55.00,47.00
2026-04-24T06:44:00Z,55.00,47.00
2026-04-24T06:48:00Z,55.00,47.00
2026-04-24T06:49:00Z,55.70,47.00
2026-04-24T06:50:00Z,56.98,46.00
2026-04-24T06:51:00Z,57.00,46.00
2026-04-24T06:53:00Z,55.00,47.00
2026-04-24T06:54:00Z,57.00,46.00
2026-04-24T06:55:00Z,58.00,46.55
2026-04-24T06:56:00Z,58.00,45.56
2026-04-24T06:57:00Z,57.00,46.00
2026-04-24T06:59:00Z,57.00,46.00
2026-04-24T07:00:00Z,57.00,46.00
2026-04-24T07:02:00Z,58.00,45.91
2026-04-24T07:04:00Z,58.00,46.00
2026-04-24T07:05:00Z,58.00,46.00
2026-04-24T07:07:00Z,58.00,46.00
2026-04-24T07:09:00Z,58.00,46.00
2026-04-24T07:21:00Z,58.00,46.00
2026-04-24T07:22:00Z,56.28,46.00
2026-04-24T07:23:00Z,57.00,46.00
2026-04-24T07:24:00Z,57.00,46.00
2026-04-24T07:25:00Z,57.00,46.00
2026-04-24T07:27:00Z,57.00,46.00
2026-04-24T07:30:00Z,57.00,46.00
2026-04-24T07:31:00Z,56.00,46.00
2026-04-24T07:32:00Z,56.00,46.00
2026-04-24T07:33:00Z,56.00,46.00
2026-04-24T07:37:00Z,57.00,46.00
2026-04-24T07:38:00Z,57.00,46.00
2026-04-24T07:39:00Z,57.00,46.00
2026-04-24T07:41:00Z,58.00,46.00
2026-04-24T07:43:00Z,58.00,46.00
2026-04-24T07:44:00Z,58.00,46.00
2026-04-24T07:48:00Z,57.00,46.00
2026-04-24T07:51:00Z,56.00,46.00
2026-04-24T07:54:00Z,56.00,46.00
2026-04-24T07:55:00Z,56.00,46.00
2026-04-24T07:56:00Z,57.00,46.00
2026-04-24T07:58:00Z,57.00,46.00
2026-04-24T07:59:00Z,57.00,46.00
2026-04-24T08:02:00Z,57.00,45.00
2026-04-24T08:06:00Z,57.00,46.00
2026-04-24T08:07:00Z,55.07,46.00
2026-04-24T08:08:00Z,57.00,46.00
2026-04-24T08:09:00Z,57.00,46.00
2026-04-24T08:10:00Z,57.00,46.00
2026-04-24T08:11:00Z,57.00,46.00
