# event_ticker=KXATPMATCH-26APR24STRMIC
# final_score=6-2 6-1
# match_winner=Alex Michelsen
# fav_player=Alex Michelsen
# dog_player=Jan-Lennard Struff
# kalshi_date=2026-04-24
timestamp,Jan-Lennard Struff,Alex Michelsen
2026-04-24T08:12:00Z,57.00,46.00
2026-04-24T08:13:00Z,57.00,46.00
2026-04-24T08:14:00Z,57.00,45.00
2026-04-24T08:15:00Z,58.00,45.00
2026-04-24T08:17:00Z,58.00,44.14
2026-04-24T08:18:00Z,59.00,45.00
2026-04-24T08:19:00Z,59.00,45.00
2026-04-24T08:20:00Z,59.00,45.00
2026-04-24T08:21:00Z,59.00,45.00
2026-04-24T08:22:00Z,59.00,45.00
2026-04-24T08:23:00Z,59.00,45.00
2026-04-24T08:25:00Z,58.00,45.00
2026-04-24T08:26:00Z,58.00,45.00
2026-04-24T08:30:00Z,58.00,45.00
2026-04-24T08:32:00Z,56.00,45.00
2026-04-24T08:35:00Z,56.00,45.00
2026-04-24T08:36:00Z,58.00,45.00
2026-04-24T08:37:00Z,58.00,45.00
2026-04-24T08:39:00Z,58.00,45.00
2026-04-24T08:40:00Z,58.00,45.00
2026-04-24T08:41:00Z,58.00,45.00
2026-04-24T08:42:00Z,58.00,45.00
2026-04-24T08:43:00Z,57.00,43.12
2026-04-24T08:44:00Z,57.00,43.00
2026-04-24T08:45:00Z,57.00,43.69
2026-04-24T08:46:00Z,57.00,43.69
2026-04-24T08:47:00Z,57.00,44.00
2026-04-24T08:48:00Z,57.00,44.00
2026-04-24T08:49:00Z,57.00,44.00
2026-04-24T08:50:00Z,57.00,44.00
2026-04-24T08:51:00Z,57.00,44.00
2026-04-24T08:52:00Z,57.00,44.00
2026-04-24T08:53:00Z,57.00,44.00
2026-04-24T08:55:00Z,57.00,44.00
2026-04-24T08:57:00Z,57.00,44.00
2026-04-24T08:58:00Z,57.96,44.00
2026-04-24T08:59:00Z,57.96,44.00
2026-04-24T09:00:00Z,58.00,44.00
2026-04-24T09:01:00Z,57.00,45.00
2026-04-24T09:02:00Z,56.00,45.07
2026-04-24T09:03:00Z,56.04,46.00
2026-04-24T09:04:00Z,56.00,46.99
2026-04-24T09:05:00Z,56.00,47.00
2026-04-24T09:06:00Z,55.02,47.24
2026-04-24T09:07:00Z,55.05,46.75
2026-04-24T09:08:00Z,54.03,48.33
2026-04-24T09:09:00Z,53.00,48.75
2026-04-24T09:10:00Z,53.57,48.92
2026-04-24T09:11:00Z,51.52,49.80
2026-04-24T09:12:00Z,53.10,47.93
2026-04-24T09:13:00Z,57.57,46.27
2026-04-24T09:14:00Z,55.65,47.79
2026-04-24T09:15:00Z,54.00,49.08
2026-04-24T09:16:00Z,51.82,49.98
2026-04-24T09:17:00Z,48.43,50.63
2026-04-24T09:18:00Z,44.11,54.65
2026-04-24T09:19:00Z,41.50,60.59
2026-04-24T09:20:00Z,43.45,56.76
2026-04-24T09:21:00Z,46.06,54.56
2026-04-24T09:22:00Z,43.95,57.62
2026-04-24T09:23:00Z,46.84,57.77
2026-04-24T09:24:00Z,32.50,67.44
2026-04-24T09:25:00Z,27.94,71.47
2026-04-24T09:26:00Z,27.35,73.72
2026-04-24T09:27:00Z,28.00,72.07
2026-04-24T09:28:00Z,27.04,72.53
2026-04-24T09:29:00Z,28.41,73.57
2026-04-24T09:30:00Z,28.71,72.52
2026-04-24T09:31:00Z,30.57,72.13
2026-04-24T09:32:00Z,25.00,73.66
2026-04-24T09:33:00Z,24.56,76.66
2026-04-24T09:34:00Z,24.17,77.00
2026-04-24T09:35:00Z,22.17,81.00
2026-04-24T09:36:00Z,21.40,79.61
2026-04-24T09:37:00Z,19.04,79.64
2026-04-24T09:38:00Z,18.54,82.20
2026-04-24T09:39:00Z,17.88,83.00
2026-04-24T09:40:00Z,17.96,82.68
2026-04-24T09:41:00Z,17.42,83.03
2026-04-24T09:42:00Z,18.21,81.10
2026-04-24T09:43:00Z,17.40,83.51
2026-04-24T09:44:00Z,14.81,85.40
2026-04-24T09:45:00Z,16.71,86.37
2026-04-24T09:46:00Z,13.99,86.24
2026-04-24T09:47:00Z,14.29,89.40
2026-04-24T09:48:00Z,14.58,87.36
2026-04-24T09:49:00Z,6.01,92.75
2026-04-24T09:50:00Z,3.42,96.52
2026-04-24T09:51:00Z,3.45,96.71
2026-04-24T09:52:00Z,4.00,96.29
2026-04-24T09:53:00Z,3.09,96.91
2026-04-24T09:54:00Z,3.28,97.71
2026-04-24T09:55:00Z,2.19,97.73
2026-04-24T09:56:00Z,1.00,98.59
2026-04-24T09:57:00Z,1.00,99.00
2026-04-24T09:58:00Z,1.00,99.00
2026-04-24T09:59:00Z,1.00,99.00
2026-04-24T10:00:00Z,1.00,99.00
2026-04-24T10:01:00Z,1.00,99.00
2026-04-24T10:02:00Z,1.00,99.00
2026-04-24T10:03:00Z,1.00,99.00
2026-04-24T10:04:00Z,1.00,99.00
2026-04-24T10:05:00Z,1.00,99.00
2026-04-24T10:06:00Z,1.00,99.00
