# event_ticker=KXATPMATCH-26MAR20FILBLA
# final_score=6-2 6-3
# match_winner=Arthur Fils
# fav_player=Arthur Fils
# dog_player=Darwin Blanch
# kalshi_date=2026-03-20
timestamp,Arthur Fils,Darwin Blanch
2026-03-20T12:02:00Z,,17.00
2026-03-20T12:09:00Z,,17.00
2026-03-20T12:31:00Z,,17.00
2026-03-20T12:32:00Z,84.00,17.00
2026-03-20T12:42:00Z,84.02,17.00
2026-03-20T12:47:00Z,84.00,17.00
2026-03-20T12:53:00Z,84.00,16.00
2026-03-20T12:55:00Z,84.00,16.00
2026-03-20T13:00:00Z,84.00,16.59
2026-03-20T13:04:00Z,84.00,16.59
2026-03-20T13:05:00Z,84.00,17.00
2026-03-20T13:12:00Z,83.00,17.00
2026-03-20T13:13:00Z,83.00,17.00
2026-03-20T13:21:00Z,84.00,17.00
2026-03-20T13:29:00Z,84.00,17.00
2026-03-20T13:30:00Z,84.00,17.00
2026-03-20T13:52:00Z,84.00,17.00
2026-03-20T13:56:00Z,85.00,17.00
2026-03-20T13:58:00Z,85.00,17.00
2026-03-20T14:04:00Z,85.00,17.00
2026-03-20T14:17:00Z,85.00,17.00
2026-03-20T14:24:00Z,85.00,17.00
2026-03-20T14:48:00Z,85.00,17.00
2026-03-20T15:26:00Z,85.00,17.00
2026-03-20T15:39:00Z,85.00,17.00
2026-03-20T15:40:00Z,85.00,17.00
2026-03-20T15:50:00Z,85.00,17.00
2026-03-20T15:57:00Z,85.00,17.00
2026-03-20T16:39:00Z,85.00,17.00
2026-03-20T16:45:00Z,85.00,17.00
2026-03-20T16:55:00Z,85.00,16.00
2026-03-20T17:25:00Z,85.00,16.00
2026-03-20T17:58:00Z,85.00,16.00
2026-03-20T18:01:00Z,85.00,16.00
2026-03-20T18:02:00Z,85.00,16.00
2026-03-20T18:11:00Z,85.00,16.00
2026-03-20T18:18:00Z,85.00,16.00
2026-03-20T18:22:00Z,85.00,16.00
2026-03-20T18:23:00Z,86.00,16.00
2026-03-20T18:46:00Z,86.00,16.00
2026-03-20T18:51:00Z,86.00,16.00
2026-03-20T18:55:00Z,86.00,16.00
2026-03-20T19:01:00Z,86.00,16.00
2026-03-20T19:08:00Z,86.00,16.00
2026-03-20T19:20:00Z,86.00,16.00
2026-03-20T20:06:00Z,86.00,16.00
2026-03-20T20:12:00Z,84.75,16.00
2026-03-20T20:23:00Z,84.75,15.00
2026-03-20T20:36:00Z,86.00,15.00
2026-03-20T20:45:00Z,86.00,15.00
2026-03-20T20:50:00Z,86.00,15.00
2026-03-20T20:54:00Z,86.00,15.00
2026-03-20T20:55:00Z,86.00,15.00
2026-03-20T20:58:00Z,86.00,15.00
2026-03-20T21:01:00Z,86.00,15.00
2026-03-20T21:03:00Z,86.00,15.00
2026-03-20T21:04:00Z,85.00,15.00
2026-03-20T21:05:00Z,85.00,14.00
2026-03-20T21:07:00Z,85.00,15.00
2026-03-20T21:11:00Z,85.00,15.00
2026-03-20T21:15:00Z,86.00,15.00
2026-03-20T21:23:00Z,86.00,15.00
2026-03-20T21:24:00Z,86.00,15.00
2026-03-20T21:25:00Z,86.00,15.00
2026-03-20T21:26:00Z,86.00,15.00
2026-03-20T21:28:00Z,86.00,15.00
2026-03-20T21:29:00Z,86.00,15.00
2026-03-20T21:31:00Z,86.00,15.00
2026-03-20T21:33:00Z,86.00,15.00
2026-03-20T21:36:00Z,86.00,15.00
2026-03-20T21:37:00Z,86.00,15.00
2026-03-20T21:38:00Z,86.00,15.00
2026-03-20T21:39:00Z,86.00,15.00
2026-03-20T21:41:00Z,86.00,15.00
2026-03-20T21:46:00Z,86.00,15.00
2026-03-20T21:53:00Z,86.00,15.00
2026-03-20T21:55:00Z,85.00,16.00
2026-03-20T22:01:00Z,86.00,16.00
2026-03-20T22:02:00Z,86.00,15.00
2026-03-20T22:04:00Z,86.00,15.00
2026-03-20T22:06:00Z,86.00,15.00
2026-03-20T22:14:00Z,86.00,15.00
2026-03-20T22:16:00Z,86.00,15.00
2026-03-20T22:17:00Z,86.00,15.00
2026-03-20T22:18:00Z,86.00,15.00
2026-03-20T22:21:00Z,86.00,15.00
2026-03-20T22:22:00Z,86.00,15.00
2026-03-20T22:23:00Z,86.00,15.00
2026-03-20T22:25:00Z,86.00,15.00
2026-03-20T22:26:00Z,86.00,14.00
2026-03-20T22:28:00Z,86.00,14.00
2026-03-20T22:30:00Z,86.00,14.00
2026-03-20T22:32:00Z,86.00,14.00
2026-03-20T22:35:00Z,86.75,14.00
2026-03-20T22:37:00Z,86.75,15.00
2026-03-20T22:38:00Z,86.00,15.00
2026-03-20T22:41:00Z,86.95,15.00
2026-03-20T22:46:00Z,86.95,14.00
2026-03-20T22:49:00Z,86.00,14.00
2026-03-20T22:55:00Z,86.00,14.00
2026-03-20T22:56:00Z,86.00,14.00
2026-03-20T22:57:00Z,86.00,14.00
2026-03-20T22:59:00Z,87.00,14.00
2026-03-20T23:02:00Z,87.00,14.00
2026-03-20T23:09:00Z,87.00,14.00
2026-03-20T23:12:00Z,85.09,14.00
2026-03-20T23:15:00Z,85.09,14.00
2026-03-20T23:17:00Z,87.60,14.00
2026-03-20T23:18:00Z,88.00,14.00
2026-03-20T23:20:00Z,86.00,14.00
2026-03-20T23:22:00Z,87.00,14.00
2026-03-20T23:23:00Z,87.00,14.00
2026-03-20T23:24:00Z,87.00,14.00
2026-03-20T23:25:00Z,88.00,12.43
2026-03-20T23:26:00Z,88.19,12.00
2026-03-20T23:27:00Z,91.00,11.31
2026-03-20T23:28:00Z,91.61,7.83
2026-03-20T23:29:00Z,91.00,9.06
2026-03-20T23:30:00Z,89.00,9.23
2026-03-20T23:31:00Z,89.00,6.00
2026-03-20T23:32:00Z,95.00,5.66
2026-03-20T23:33:00Z,95.00,5.30
2026-03-20T23:34:00Z,94.01,5.00
2026-03-20T23:35:00Z,94.00,6.00
2026-03-20T23:36:00Z,94.00,6.53
2026-03-20T23:37:00Z,92.00,7.44
2026-03-20T23:38:00Z,93.00,8.55
2026-03-20T23:39:00Z,92.89,7.60
2026-03-20T23:40:00Z,93.00,8.00
2026-03-20T23:42:00Z,93.00,7.00
2026-03-20T23:43:00Z,93.65,7.19
2026-03-20T23:44:00Z,93.00,8.30
2026-03-20T23:45:00Z,93.00,8.05
2026-03-20T23:46:00Z,93.66,7.00
2026-03-20T23:47:00Z,94.00,6.01
2026-03-20T23:48:00Z,94.00,6.00
2026-03-20T23:49:00Z,93.89,7.73
2026-03-20T23:50:00Z,93.89,7.00
2026-03-20T23:51:00Z,94.79,6.06
2026-03-20T23:52:00Z,95.00,4.99
2026-03-20T23:53:00Z,95.00,4.99
2026-03-20T23:54:00Z,94.25,5.12
2026-03-20T23:55:00Z,95.05,5.83
2026-03-20T23:56:00Z,95.00,5.00
2026-03-20T23:57:00Z,93.40,6.37
2026-03-20T23:58:00Z,93.40,5.00
2026-03-20T23:59:00Z,95.96,4.62
2026-03-21T00:00:00Z,96.17,3.00
2026-03-21T00:01:00Z,95.52,4.43
2026-03-21T00:02:00Z,95.00,5.78
2026-03-21T00:03:00Z,96.00,4.70
2026-03-21T00:04:00Z,96.00,5.00
2026-03-21T00:05:00Z,96.73,3.96
2026-03-21T00:06:00Z,98.80,2.01
2026-03-21T00:07:00Z,98.43,2.51
2026-03-21T00:08:00Z,96.65,4.00
2026-03-21T00:09:00Z,97.53,4.08
2026-03-21T00:10:00Z,96.34,4.34
2026-03-21T00:11:00Z,96.44,5.02
2026-03-21T00:12:00Z,95.65,5.09
2026-03-21T00:13:00Z,95.46,5.76
2026-03-21T00:14:00Z,96.00,4.42
2026-03-21T00:15:00Z,96.00,4.27
2026-03-21T00:16:00Z,96.00,4.09
2026-03-21T00:17:00Z,96.00,5.00
2026-03-21T00:18:00Z,98.12,2.37
2026-03-21T00:19:00Z,99.00,1.08
2026-03-21T00:20:00Z,99.00,1.02
2026-03-21T00:21:00Z,99.00,1.00
2026-03-21T00:22:00Z,99.00,1.00
2026-03-21T00:23:00Z,99.00,1.00
2026-03-21T00:24:00Z,99.00,1.00
2026-03-21T00:26:00Z,99.00,1.00
2026-03-21T00:27:00Z,99.00,1.00
2026-03-21T00:28:00Z,99.00,1.00
2026-03-21T00:29:00Z,99.00,1.00
2026-03-21T00:30:00Z,99.00,1.00
2026-03-21T00:31:00Z,99.00,1.00
2026-03-21T00:32:00Z,99.00,1.00
