# event_ticker=KXATPCHALLENGERMATCH-26MAR17ALCCER
# final_score=6-2 6-2
# match_winner=Max Alcala Gurri
# fav_player=Max Alcala Gurri
# dog_player=Matyas Cerny
# kalshi_date=2026-03-17
timestamp,Max Alcala Gurri,Matyas Cerny
2026-03-17T00:47:00Z,72.00,
2026-03-17T01:35:00Z,72.00,
2026-03-17T01:51:00Z,73.00,
2026-03-17T02:24:00Z,73.00,
2026-03-17T02:42:00Z,73.00,28.00
2026-03-17T02:56:00Z,72.00,28.00
2026-03-17T02:59:00Z,73.11,28.00
2026-03-17T03:00:00Z,74.00,28.00
2026-03-17T03:08:00Z,74.00,28.00
2026-03-17T03:09:00Z,74.00,29.00
2026-03-17T03:16:00Z,73.00,29.00
2026-03-17T03:23:00Z,73.00,29.00
2026-03-17T03:28:00Z,73.00,29.00
2026-03-17T03:29:00Z,73.00,29.00
2026-03-17T03:33:00Z,73.00,29.00
2026-03-17T04:00:00Z,73.00,29.00
2026-03-17T04:06:00Z,73.00,28.95
2026-03-17T04:10:00Z,72.00,28.95
2026-03-17T04:25:00Z,72.00,28.95
2026-03-17T04:27:00Z,72.00,27.25
2026-03-17T04:31:00Z,72.34,27.25
2026-03-17T04:32:00Z,72.34,29.00
2026-03-17T04:40:00Z,72.34,29.00
2026-03-17T04:45:00Z,73.00,29.00
2026-03-17T04:46:00Z,73.00,29.00
2026-03-17T04:51:00Z,73.00,29.00
2026-03-17T04:52:00Z,73.00,29.00
2026-03-17T04:54:00Z,73.00,29.00
2026-03-17T05:08:00Z,73.00,29.00
2026-03-17T05:14:00Z,74.00,29.00
2026-03-17T05:17:00Z,74.00,29.00
2026-03-17T05:30:00Z,74.00,29.00
2026-03-17T05:48:00Z,74.00,29.00
2026-03-17T06:24:00Z,73.97,29.00
2026-03-17T06:30:00Z,74.00,29.00
2026-03-17T06:38:00Z,74.00,29.00
2026-03-17T06:40:00Z,73.00,29.00
2026-03-17T06:45:00Z,73.83,29.00
2026-03-17T06:52:00Z,74.00,29.00
2026-03-17T06:58:00Z,74.00,29.00
2026-03-17T07:12:00Z,73.85,29.00
2026-03-17T07:15:00Z,73.85,28.00
2026-03-17T07:25:00Z,73.85,28.00
2026-03-17T07:27:00Z,73.85,27.00
2026-03-17T07:42:00Z,73.85,28.00
2026-03-17T07:58:00Z,73.85,28.00
2026-03-17T08:05:00Z,73.00,28.00
2026-03-17T08:07:00Z,73.00,28.00
2026-03-17T08:10:00Z,73.85,28.00
2026-03-17T08:12:00Z,74.00,28.00
2026-03-17T08:15:00Z,74.00,28.00
2026-03-17T08:16:00Z,74.00,28.00
2026-03-17T08:17:00Z,74.00,28.00
2026-03-17T08:29:00Z,74.00,28.00
2026-03-17T08:33:00Z,74.00,28.00
2026-03-17T08:37:00Z,74.00,28.00
2026-03-17T08:38:00Z,74.00,28.00
2026-03-17T08:45:00Z,74.00,28.00
2026-03-17T08:46:00Z,74.00,28.00
2026-03-17T08:47:00Z,74.00,28.00
2026-03-17T08:48:00Z,74.00,28.00
2026-03-17T08:58:00Z,74.00,28.00
2026-03-17T09:04:00Z,74.00,27.00
2026-03-17T09:06:00Z,74.00,27.00
2026-03-17T09:07:00Z,74.00,27.00
2026-03-17T09:08:00Z,74.00,27.00
2026-03-17T09:09:00Z,74.00,26.00
2026-03-17T09:10:00Z,75.00,26.00
2026-03-17T09:11:00Z,76.92,24.57
2026-03-17T09:12:00Z,78.20,23.14
2026-03-17T09:13:00Z,80.38,22.14
2026-03-17T09:14:00Z,83.32,22.00
2026-03-17T09:15:00Z,83.16,18.10
2026-03-17T09:16:00Z,85.00,17.00
2026-03-17T09:17:00Z,86.78,13.87
2026-03-17T09:18:00Z,90.79,11.03
2026-03-17T09:19:00Z,91.63,10.37
2026-03-17T09:20:00Z,91.63,10.44
2026-03-17T09:21:00Z,91.15,9.24
2026-03-17T09:22:00Z,91.15,8.87
2026-03-17T09:23:00Z,93.00,8.21
2026-03-17T09:24:00Z,94.95,7.08
2026-03-17T09:25:00Z,94.95,7.00
2026-03-17T09:26:00Z,93.97,7.02
2026-03-17T09:27:00Z,93.97,8.91
2026-03-17T09:28:00Z,94.00,7.15
2026-03-17T09:29:00Z,93.00,7.95
2026-03-17T09:30:00Z,93.00,8.00
2026-03-17T09:31:00Z,94.00,7.03
2026-03-17T09:32:00Z,94.00,7.33
2026-03-17T09:33:00Z,92.00,9.54
2026-03-17T09:34:00Z,90.92,10.00
2026-03-17T09:35:00Z,90.00,11.88
2026-03-17T09:36:00Z,90.00,10.01
2026-03-17T09:37:00Z,89.28,12.14
2026-03-17T09:38:00Z,89.28,9.73
2026-03-17T09:39:00Z,92.00,9.73
2026-03-17T09:40:00Z,92.00,8.77
2026-03-17T09:41:00Z,91.92,8.34
2026-03-17T09:42:00Z,92.00,7.02
2026-03-17T09:43:00Z,93.05,6.13
2026-03-17T09:44:00Z,93.05,6.00
2026-03-17T09:45:00Z,92.67,7.57
2026-03-17T09:47:00Z,94.00,8.00
2026-03-17T09:48:00Z,94.00,7.95
2026-03-17T09:49:00Z,94.00,8.00
2026-03-17T09:50:00Z,93.98,6.08
2026-03-17T09:51:00Z,95.00,8.28
2026-03-17T09:52:00Z,93.09,8.96
2026-03-17T09:53:00Z,93.02,8.43
2026-03-17T09:54:00Z,93.95,8.38
2026-03-17T09:55:00Z,91.31,10.47
2026-03-17T09:56:00Z,91.00,10.15
2026-03-17T09:57:00Z,92.00,8.33
2026-03-17T09:58:00Z,92.32,7.63
2026-03-17T09:59:00Z,95.00,4.58
2026-03-17T10:00:00Z,96.00,3.56
2026-03-17T10:01:00Z,96.86,3.77
2026-03-17T10:02:00Z,98.00,2.33
2026-03-17T10:03:00Z,98.88,2.46
2026-03-17T10:04:00Z,98.88,3.01
2026-03-17T10:05:00Z,98.00,3.00
2026-03-17T10:06:00Z,98.86,1.71
2026-03-17T10:07:00Z,98.00,2.60
2026-03-17T10:08:00Z,98.00,3.00
2026-03-17T10:09:00Z,99.00,2.00
2026-03-17T10:10:00Z,99.00,3.00
2026-03-17T10:11:00Z,97.04,3.00
2026-03-17T10:12:00Z,97.00,2.86
2026-03-17T10:13:00Z,97.00,3.00
2026-03-17T10:14:00Z,97.00,3.00
2026-03-17T10:15:00Z,97.00,3.00
2026-03-17T10:16:00Z,99.00,2.00
2026-03-17T10:17:00Z,98.06,2.00
2026-03-17T10:18:00Z,98.25,3.00
2026-03-17T10:19:00Z,98.25,1.49
2026-03-17T10:20:00Z,98.25,1.00
2026-03-17T10:21:00Z,99.00,1.00
2026-03-17T10:25:00Z,99.00,1.00
2026-03-17T10:26:00Z,99.00,1.00
2026-03-17T10:29:00Z,99.00,1.00
2026-03-17T10:32:00Z,99.00,1.00
