# event_ticker=KXATPMATCH-25OCT23MUNSHE
# final_score=6-3 6-4
# score_resolution=3-6 4-6
# match_winner=Jaume Munar
# fav_player=Ben Shelton
# dog_player=Jaume Munar
# kalshi_date=2025-10-23
timestamp,Ben Shelton,Jaume Munar
2025-10-23T03:20:00Z,54.00,
2025-10-23T03:30:00Z,54.00,46.00
2025-10-23T03:37:00Z,54.00,35.00
2025-10-23T03:38:00Z,64.00,35.00
2025-10-23T03:51:00Z,65.97,35.00
2025-10-23T03:58:00Z,66.00,35.00
2025-10-23T04:11:00Z,66.00,35.00
2025-10-23T04:19:00Z,65.00,35.00
2025-10-23T04:24:00Z,65.00,35.00
2025-10-23T04:37:00Z,65.00,35.00
2025-10-23T04:40:00Z,65.00,35.00
2025-10-23T04:43:00Z,65.00,35.00
2025-10-23T04:45:00Z,65.00,35.00
2025-10-23T04:48:00Z,65.00,35.00
2025-10-23T04:50:00Z,65.00,37.00
2025-10-23T04:51:00Z,65.00,37.00
2025-10-23T05:04:00Z,65.00,37.00
2025-10-23T05:05:00Z,65.00,37.00
2025-10-23T05:10:00Z,65.00,37.00
2025-10-23T05:14:00Z,65.00,37.00
2025-10-23T05:16:00Z,65.00,37.00
2025-10-23T05:17:00Z,65.00,37.00
2025-10-23T05:19:00Z,65.00,37.00
2025-10-23T05:24:00Z,65.00,37.00
2025-10-23T05:32:00Z,65.00,37.00
2025-10-23T05:38:00Z,65.00,36.00
2025-10-23T05:39:00Z,65.00,35.00
2025-10-23T05:41:00Z,65.00,36.00
2025-10-23T05:50:00Z,65.00,36.00
2025-10-23T05:56:00Z,66.00,36.00
2025-10-23T05:59:00Z,66.00,36.00
2025-10-23T06:05:00Z,66.00,36.00
2025-10-23T06:13:00Z,66.00,36.00
2025-10-23T06:14:00Z,66.00,36.00
2025-10-23T06:16:00Z,66.00,36.00
2025-10-23T06:20:00Z,66.00,36.00
2025-10-23T06:23:00Z,66.00,36.00
2025-10-23T06:25:00Z,66.00,36.00
2025-10-23T06:26:00Z,66.00,36.00
2025-10-23T06:30:00Z,66.00,36.00
2025-10-23T06:31:00Z,66.00,36.00
2025-10-23T06:33:00Z,66.00,35.00
2025-10-23T06:36:00Z,66.00,36.00
2025-10-23T06:40:00Z,66.00,36.00
2025-10-23T06:41:00Z,66.00,36.00
2025-10-23T06:44:00Z,66.00,36.00
2025-10-23T06:46:00Z,66.00,36.00
2025-10-23T06:48:00Z,66.00,35.00
2025-10-23T06:50:00Z,66.00,35.00
2025-10-23T06:51:00Z,66.00,35.00
2025-10-23T06:57:00Z,66.00,36.00
2025-10-23T07:00:00Z,66.00,36.00
2025-10-23T09:19:00Z,67.00,36.00
2025-10-23T09:25:00Z,67.00,35.00
2025-10-23T09:26:00Z,67.00,35.00
2025-10-23T09:30:00Z,67.00,35.00
2025-10-23T09:39:00Z,67.00,35.00
2025-10-23T09:41:00Z,67.00,35.00
2025-10-23T09:42:00Z,67.00,35.00
2025-10-23T09:45:00Z,67.00,35.00
2025-10-23T09:50:00Z,67.00,35.00
2025-10-23T09:53:00Z,67.00,35.00
