# event_ticker=KXATPCHALLENGERMATCH-26MAY04KUKZHA
# final_score=7-6(4) 6-3
# score_resolution=7-6 6-3
# match_winner=Mikhail Kukushkin
# fav_player=Mikhail Kukushkin
# dog_player=Tianhui Zhang
# kalshi_date=2026-05-04
timestamp,Mikhail Kukushkin,Tianhui Zhang
2026-05-03T21:19:00Z,94.00,9.00
2026-05-03T21:21:00Z,94.00,9.00
2026-05-03T22:04:00Z,94.00,13.00
2026-05-03T22:07:00Z,94.00,14.55
2026-05-03T23:08:00Z,95.77,5.40
2026-05-03T23:10:00Z,95.77,4.00
2026-05-03T23:11:00Z,96.00,3.81
2026-05-03T23:32:00Z,96.00,4.00
2026-05-03T23:36:00Z,96.00,5.00
2026-05-03T23:45:00Z,96.00,5.00
2026-05-04T00:02:00Z,97.00,5.00
2026-05-04T00:18:00Z,97.00,5.00
2026-05-04T00:31:00Z,97.00,4.00
2026-05-04T00:39:00Z,97.00,4.00
2026-05-04T00:46:00Z,97.00,4.00
2026-05-04T00:52:00Z,97.00,5.00
2026-05-04T01:56:00Z,97.00,5.00
2026-05-04T01:57:00Z,97.00,4.00
2026-05-04T02:01:00Z,97.00,4.00
2026-05-04T02:02:00Z,97.00,4.00
2026-05-04T02:08:00Z,97.00,4.00
2026-05-04T02:18:00Z,97.00,4.00
2026-05-04T02:19:00Z,97.00,4.00
2026-05-04T02:41:00Z,97.00,4.95
2026-05-04T02:43:00Z,97.00,5.68
2026-05-04T02:52:00Z,97.00,5.00
2026-05-04T02:55:00Z,97.00,4.00
2026-05-04T02:59:00Z,97.00,5.67
2026-05-04T03:05:00Z,97.00,5.00
2026-05-04T03:13:00Z,97.00,5.00
2026-05-04T03:19:00Z,97.00,5.00
2026-05-04T03:25:00Z,97.00,4.00
2026-05-04T03:33:00Z,97.00,4.00
2026-05-04T03:46:00Z,97.00,4.00
2026-05-04T03:51:00Z,97.00,4.00
2026-05-04T03:53:00Z,97.00,4.67
2026-05-04T04:00:00Z,97.00,6.00
2026-05-04T04:01:00Z,97.00,6.00
2026-05-04T04:26:00Z,97.00,6.00
2026-05-04T04:32:00Z,97.00,6.53
2026-05-04T04:39:00Z,97.00,5.79
2026-05-04T04:48:00Z,97.00,6.00
2026-05-04T05:25:00Z,97.00,6.91
2026-05-04T05:26:00Z,94.00,7.53
2026-05-04T05:27:00Z,94.00,7.41
2026-05-04T05:28:00Z,93.00,8.53
2026-05-04T05:29:00Z,92.00,8.79
2026-05-04T05:30:00Z,93.55,8.79
2026-05-04T05:31:00Z,93.20,8.79
2026-05-04T05:37:00Z,93.20,7.87
2026-05-04T05:41:00Z,93.00,7.87
2026-05-04T05:42:00Z,93.00,7.87
2026-05-04T05:48:00Z,93.00,7.87
2026-05-04T05:53:00Z,93.00,8.00
2026-05-04T06:00:00Z,92.00,8.00
2026-05-04T06:08:00Z,92.00,7.00
2026-05-04T06:10:00Z,92.00,7.00
2026-05-04T06:14:00Z,92.00,7.00
2026-05-04T06:17:00Z,92.00,7.00
2026-05-04T06:24:00Z,92.00,7.00
2026-05-04T06:25:00Z,92.00,7.00
2026-05-04T06:26:00Z,92.00,7.00
2026-05-04T06:34:00Z,92.00,7.00
2026-05-04T06:37:00Z,92.00,7.00
2026-05-04T06:38:00Z,94.00,7.00
2026-05-04T06:40:00Z,94.00,7.00
2026-05-04T06:41:00Z,94.00,7.64
2026-05-04T06:42:00Z,94.00,8.00
2026-05-04T06:44:00Z,94.00,8.00
2026-05-04T06:45:00Z,94.00,7.69
2026-05-04T06:46:00Z,94.00,7.49
2026-05-04T06:47:00Z,93.00,7.49
2026-05-04T06:48:00Z,94.00,6.00
2026-05-04T06:49:00Z,93.99,6.00
2026-05-04T06:53:00Z,93.99,7.00
2026-05-04T06:54:00Z,93.00,7.00
2026-05-04T07:00:00Z,93.00,7.41
2026-05-04T07:01:00Z,93.00,7.00
2026-05-04T07:02:00Z,93.00,7.00
2026-05-04T07:03:00Z,93.00,7.00
2026-05-04T07:04:00Z,93.00,7.00
2026-05-04T07:07:00Z,93.00,7.00
2026-05-04T07:15:00Z,93.00,7.00
2026-05-04T07:18:00Z,93.00,7.00
2026-05-04T07:23:00Z,93.00,7.00
2026-05-04T07:26:00Z,93.00,7.00
2026-05-04T07:27:00Z,93.00,7.00
2026-05-04T07:28:00Z,93.00,7.00
2026-05-04T07:34:00Z,93.00,7.00
2026-05-04T07:38:00Z,93.00,7.00
2026-05-04T07:40:00Z,93.00,7.00
2026-05-04T07:42:00Z,93.00,7.00
2026-05-04T07:45:00Z,95.00,7.00
2026-05-04T07:47:00Z,95.00,7.00
2026-05-04T07:49:00Z,95.00,7.00
2026-05-04T07:50:00Z,95.00,7.00
2026-05-04T07:52:00Z,95.00,7.00
2026-05-04T08:01:00Z,95.00,7.00
2026-05-04T08:03:00Z,95.00,7.00
2026-05-04T08:05:00Z,95.00,7.00
2026-05-04T08:08:00Z,95.00,7.00
2026-05-04T08:37:00Z,95.00,7.00
2026-05-04T08:39:00Z,95.00,7.00
2026-05-04T08:46:00Z,95.00,7.00
2026-05-04T08:47:00Z,95.00,7.00
2026-05-04T08:48:00Z,95.00,7.00
2026-05-04T08:51:00Z,95.00,8.02
2026-05-04T08:52:00Z,94.00,7.09
2026-05-04T08:53:00Z,94.00,7.09
2026-05-04T08:54:00Z,94.00,7.00
2026-05-04T08:57:00Z,94.00,7.00
2026-05-04T08:58:00Z,94.00,7.00
2026-05-04T08:59:00Z,95.00,5.11
2026-05-04T09:00:00Z,95.00,4.65
2026-05-04T09:01:00Z,95.00,4.12
2026-05-04T09:02:00Z,95.00,5.00
2026-05-04T09:03:00Z,95.00,5.37
2026-05-04T09:04:00Z,95.00,5.00
2026-05-04T09:05:00Z,95.00,4.00
2026-05-04T09:06:00Z,96.00,4.00
2026-05-04T09:07:00Z,97.95,2.13
2026-05-04T09:08:00Z,97.95,2.02
2026-05-04T09:09:00Z,97.95,2.73
2026-05-04T09:10:00Z,97.95,3.70
2026-05-04T09:11:00Z,97.95,4.95
2026-05-04T09:12:00Z,97.95,5.00
2026-05-04T09:13:00Z,95.00,5.91
2026-05-04T09:15:00Z,93.00,6.87
2026-05-04T09:16:00Z,93.00,7.62
2026-05-04T09:17:00Z,93.00,7.03
2026-05-04T09:18:00Z,94.00,7.00
2026-05-04T09:19:00Z,94.00,7.00
2026-05-04T09:20:00Z,94.00,7.00
2026-05-04T09:21:00Z,94.00,5.23
2026-05-04T09:22:00Z,94.00,8.42
2026-05-04T09:23:00Z,94.00,10.00
2026-05-04T09:24:00Z,94.00,10.00
2026-05-04T09:25:00Z,91.00,8.85
2026-05-04T09:26:00Z,91.00,8.19
2026-05-04T09:27:00Z,91.00,9.00
2026-05-04T09:28:00Z,91.69,9.00
2026-05-04T09:29:00Z,91.69,7.84
2026-05-04T09:30:00Z,90.00,10.00
2026-05-04T09:31:00Z,90.00,10.00
2026-05-04T09:32:00Z,89.00,9.99
2026-05-04T09:33:00Z,87.41,11.77
2026-05-04T09:34:00Z,90.00,11.77
2026-05-04T09:35:00Z,90.00,9.00
2026-05-04T09:36:00Z,90.00,9.43
2026-05-04T09:37:00Z,92.49,8.54
2026-05-04T09:38:00Z,92.49,7.23
2026-05-04T09:39:00Z,88.82,13.59
2026-05-04T09:40:00Z,84.94,17.93
2026-05-04T09:41:00Z,80.55,18.35
2026-05-04T09:42:00Z,71.67,28.82
2026-05-04T09:43:00Z,69.00,30.72
2026-05-04T09:44:00Z,74.76,22.54
2026-05-04T09:45:00Z,80.15,16.64
2026-05-04T09:46:00Z,85.24,16.96
2026-05-04T09:47:00Z,86.12,13.00
2026-05-04T09:48:00Z,86.38,14.80
2026-05-04T09:49:00Z,89.15,12.12
2026-05-04T09:50:00Z,93.59,7.21
2026-05-04T09:51:00Z,94.64,6.00
2026-05-04T09:52:00Z,94.64,5.06
2026-05-04T09:53:00Z,95.00,5.00
2026-05-04T09:54:00Z,93.00,6.46
2026-05-04T09:55:00Z,95.00,5.02
2026-05-04T09:56:00Z,96.00,6.00
2026-05-04T09:57:00Z,95.91,6.00
2026-05-04T09:58:00Z,95.00,6.00
2026-05-04T09:59:00Z,95.00,5.97
2026-05-04T10:00:00Z,97.90,2.51
2026-05-04T10:01:00Z,98.00,3.00
2026-05-04T10:02:00Z,97.98,3.00
2026-05-04T10:03:00Z,98.00,2.08
2026-05-04T10:04:00Z,98.00,3.00
2026-05-04T10:05:00Z,97.00,3.00
2026-05-04T10:06:00Z,97.00,3.62
2026-05-04T10:07:00Z,98.00,3.98
2026-05-04T10:08:00Z,98.00,2.28
2026-05-04T10:09:00Z,96.00,4.06
2026-05-04T10:10:00Z,96.00,5.00
2026-05-04T10:11:00Z,96.00,5.00
2026-05-04T10:12:00Z,97.00,2.40
2026-05-04T10:13:00Z,97.00,3.00
2026-05-04T10:14:00Z,96.02,3.20
2026-05-04T10:15:00Z,97.00,4.00
2026-05-04T10:16:00Z,97.00,5.00
2026-05-04T10:17:00Z,94.99,5.03
2026-05-04T10:18:00Z,94.00,6.83
2026-05-04T10:19:00Z,92.00,8.41
2026-05-04T10:20:00Z,92.62,7.43
2026-05-04T10:21:00Z,93.95,6.61
2026-05-04T10:22:00Z,96.15,4.03
2026-05-04T10:23:00Z,94.14,4.00
2026-05-04T10:24:00Z,96.00,4.87
2026-05-04T10:25:00Z,95.29,4.31
2026-05-04T10:26:00Z,96.00,4.17
2026-05-04T10:27:00Z,97.01,3.35
2026-05-04T10:28:00Z,98.05,2.27
2026-05-04T10:29:00Z,99.00,1.70
2026-05-04T10:30:00Z,99.00,1.95
2026-05-04T10:31:00Z,99.00,1.02
2026-05-04T10:32:00Z,99.00,1.15
2026-05-04T10:34:00Z,99.00,1.00
2026-05-04T10:41:00Z,99.00,1.00
