# event_ticker=KXATPCHALLENGERMATCH-26APR09FATAGA
# final_score=6-3 4-6 7-6(1)
# score_resolution=3-6 6-4 6-7
# match_winner=Nerman Fatic
# fav_player=Franco Agamenone
# dog_player=Nerman Fatic
# kalshi_date=2026-04-09
timestamp,Franco Agamenone,Nerman Fatic
2026-04-08T23:13:00Z,43.00,
2026-04-08T23:17:00Z,43.00,59.00
2026-04-08T23:21:00Z,43.00,60.00
2026-04-08T23:35:00Z,43.00,60.00
2026-04-08T23:48:00Z,43.00,58.00
2026-04-09T01:06:00Z,43.00,59.00
2026-04-09T02:51:00Z,43.00,59.00
2026-04-09T02:52:00Z,43.00,59.00
2026-04-09T03:47:00Z,43.00,59.00
2026-04-09T04:29:00Z,43.00,59.00
2026-04-09T04:31:00Z,43.00,59.00
2026-04-09T04:34:00Z,42.00,59.00
2026-04-09T04:35:00Z,42.00,59.00
2026-04-09T04:36:00Z,42.00,60.00
2026-04-09T04:48:00Z,42.00,60.00
2026-04-09T05:03:00Z,42.00,60.00
2026-04-09T05:07:00Z,42.00,58.00
2026-04-09T05:11:00Z,42.00,59.00
2026-04-09T05:17:00Z,42.00,59.00
2026-04-09T05:21:00Z,42.00,59.00
2026-04-09T05:32:00Z,42.00,59.00
2026-04-09T05:33:00Z,42.00,60.00
2026-04-09T05:35:00Z,42.00,60.00
2026-04-09T05:38:00Z,42.00,60.00
2026-04-09T05:42:00Z,42.00,60.00
2026-04-09T05:46:00Z,42.00,60.00
2026-04-09T05:53:00Z,42.00,59.00
2026-04-09T06:05:00Z,42.00,60.00
2026-04-09T06:09:00Z,42.50,60.00
2026-04-09T06:21:00Z,42.50,60.00
2026-04-09T06:40:00Z,42.50,60.00
2026-04-09T09:07:00Z,42.50,60.00
2026-04-09T09:29:00Z,42.50,60.00
2026-04-09T09:51:00Z,42.50,60.00
2026-04-09T09:54:00Z,41.00,60.00
2026-04-09T09:57:00Z,41.21,60.00
2026-04-09T09:58:00Z,42.64,60.00
2026-04-09T10:05:00Z,42.64,60.00
2026-04-09T10:21:00Z,42.64,60.00
2026-04-09T10:22:00Z,42.64,60.00
2026-04-09T10:28:00Z,42.95,60.00
2026-04-09T10:29:00Z,42.91,60.00
2026-04-09T10:30:00Z,43.00,60.00
2026-04-09T10:31:00Z,43.89,59.00
2026-04-09T10:32:00Z,43.89,60.00
2026-04-09T10:33:00Z,43.89,60.00
2026-04-09T10:34:00Z,42.51,60.01
2026-04-09T10:35:00Z,40.14,64.30
2026-04-09T10:36:00Z,41.94,62.69
2026-04-09T10:37:00Z,43.37,57.48
2026-04-09T10:38:00Z,44.28,56.00
2026-04-09T10:40:00Z,46.44,56.00
2026-04-09T10:41:00Z,46.57,53.00
2026-04-09T10:42:00Z,46.22,55.95
2026-04-09T10:44:00Z,49.59,50.57
2026-04-09T10:45:00Z,54.00,49.00
2026-04-09T10:46:00Z,47.23,51.94
2026-04-09T10:47:00Z,45.85,57.25
2026-04-09T10:48:00Z,45.85,52.00
2026-04-09T10:49:00Z,49.00,52.23
2026-04-09T10:50:00Z,47.32,54.48
2026-04-09T10:51:00Z,42.84,57.56
2026-04-09T10:52:00Z,47.03,57.23
2026-04-09T10:53:00Z,47.03,56.10
2026-04-09T10:54:00Z,35.00,66.26
2026-04-09T10:55:00Z,29.02,72.00
2026-04-09T10:56:00Z,29.84,72.00
2026-04-09T10:57:00Z,27.65,72.17
2026-04-09T10:58:00Z,33.77,67.95
2026-04-09T10:59:00Z,32.27,63.00
2026-04-09T11:00:00Z,38.44,65.04
2026-04-09T11:01:00Z,29.63,70.00
2026-04-09T11:02:00Z,25.46,73.00
2026-04-09T11:03:00Z,25.46,76.00
2026-04-09T11:04:00Z,23.35,79.00
2026-04-09T11:05:00Z,31.00,74.00
2026-04-09T11:06:00Z,30.00,71.00
2026-04-09T11:07:00Z,32.00,70.00
2026-04-09T11:08:00Z,32.00,71.95
2026-04-09T11:09:00Z,34.00,69.14
2026-04-09T11:10:00Z,31.00,72.59
2026-04-09T11:11:00Z,33.00,69.77
2026-04-09T11:12:00Z,29.00,74.00
2026-04-09T11:13:00Z,29.00,71.13
2026-04-09T11:14:00Z,29.00,72.29
2026-04-09T11:15:00Z,30.42,71.00
2026-04-09T11:17:00Z,35.00,66.00
2026-04-09T11:18:00Z,30.35,70.58
2026-04-09T11:19:00Z,33.00,70.58
2026-04-09T11:20:00Z,36.93,62.89
2026-04-09T11:21:00Z,35.02,66.84
2026-04-09T11:22:00Z,31.34,65.33
2026-04-09T11:23:00Z,39.48,61.35
2026-04-09T11:24:00Z,38.00,61.91
2026-04-09T11:25:00Z,37.00,63.01
2026-04-09T11:26:00Z,30.00,67.01
2026-04-09T11:27:00Z,32.68,69.36
2026-04-09T11:28:00Z,30.79,68.00
2026-04-09T11:29:00Z,32.08,68.71
2026-04-09T11:30:00Z,35.19,70.64
2026-04-09T11:31:00Z,34.65,67.93
2026-04-09T11:32:00Z,30.20,67.14
2026-04-09T11:33:00Z,27.54,74.15
2026-04-09T11:34:00Z,29.99,75.36
2026-04-09T11:35:00Z,30.68,79.02
2026-04-09T11:36:00Z,30.39,71.71
2026-04-09T11:37:00Z,31.00,72.07
2026-04-09T11:38:00Z,29.09,73.40
2026-04-09T11:39:00Z,31.63,73.21
2026-04-09T11:40:00Z,35.77,67.11
2026-04-09T11:41:00Z,28.54,73.24
2026-04-09T11:42:00Z,27.36,73.93
2026-04-09T11:43:00Z,34.17,66.44
2026-04-09T11:44:00Z,31.57,70.40
2026-04-09T11:45:00Z,31.01,67.08
2026-04-09T11:46:00Z,31.00,67.05
2026-04-09T11:47:00Z,29.93,72.43
2026-04-09T11:48:00Z,25.96,75.27
2026-04-09T11:49:00Z,24.63,74.66
2026-04-09T11:50:00Z,31.18,72.28
2026-04-09T11:51:00Z,32.14,66.12
2026-04-09T11:52:00Z,34.51,66.23
2026-04-09T11:53:00Z,30.00,68.44
2026-04-09T11:54:00Z,31.54,71.12
2026-04-09T11:55:00Z,29.91,71.00
2026-04-09T11:56:00Z,29.57,69.31
2026-04-09T11:57:00Z,28.51,72.16
2026-04-09T11:58:00Z,32.53,67.16
2026-04-09T11:59:00Z,39.51,63.96
2026-04-09T12:00:00Z,36.30,67.50
2026-04-09T12:01:00Z,34.33,66.38
2026-04-09T12:02:00Z,35.06,69.10
2026-04-09T12:03:00Z,34.30,68.42
2026-04-09T12:04:00Z,39.73,61.88
2026-04-09T12:05:00Z,32.02,69.44
2026-04-09T12:06:00Z,29.57,71.35
2026-04-09T12:07:00Z,32.81,68.70
2026-04-09T12:08:00Z,24.61,75.01
2026-04-09T12:09:00Z,30.78,73.87
2026-04-09T12:10:00Z,28.00,77.09
2026-04-09T12:11:00Z,26.81,72.60
2026-04-09T12:12:00Z,33.75,67.15
2026-04-09T12:13:00Z,34.88,67.71
2026-04-09T12:14:00Z,39.33,62.93
2026-04-09T12:15:00Z,35.65,65.05
2026-04-09T12:16:00Z,42.02,62.56
2026-04-09T12:17:00Z,34.83,70.34
2026-04-09T12:18:00Z,32.35,68.24
2026-04-09T12:19:00Z,34.57,66.32
2026-04-09T12:20:00Z,34.09,71.77
2026-04-09T12:21:00Z,26.59,73.94
2026-04-09T12:22:00Z,26.90,74.00
2026-04-09T12:23:00Z,31.66,73.43
2026-04-09T12:24:00Z,29.96,70.04
2026-04-09T12:25:00Z,35.17,66.00
2026-04-09T12:26:00Z,37.53,63.29
2026-04-09T12:27:00Z,35.87,65.49
2026-04-09T12:28:00Z,41.06,64.40
2026-04-09T12:29:00Z,47.65,51.41
2026-04-09T12:30:00Z,52.82,46.50
2026-04-09T12:31:00Z,58.15,45.38
2026-04-09T12:32:00Z,62.25,38.45
2026-04-09T12:33:00Z,64.51,39.70
2026-04-09T12:34:00Z,60.80,41.07
2026-04-09T12:35:00Z,59.21,42.33
2026-04-09T12:36:00Z,59.43,43.20
2026-04-09T12:37:00Z,57.33,45.75
2026-04-09T12:38:00Z,63.70,35.95
2026-04-09T12:39:00Z,65.11,37.28
2026-04-09T12:40:00Z,59.24,45.05
2026-04-09T12:41:00Z,49.21,50.50
2026-04-09T12:42:00Z,53.18,49.36
2026-04-09T12:43:00Z,58.55,45.09
2026-04-09T12:44:00Z,60.74,40.31
2026-04-09T12:45:00Z,64.68,37.18
2026-04-09T12:46:00Z,60.77,41.91
2026-04-09T12:47:00Z,58.99,41.45
2026-04-09T12:48:00Z,67.72,35.14
2026-04-09T12:49:00Z,66.65,33.01
2026-04-09T12:50:00Z,75.35,27.76
2026-04-09T12:51:00Z,82.51,17.49
2026-04-09T12:52:00Z,84.23,16.61
2026-04-09T12:53:00Z,89.12,10.72
2026-04-09T12:54:00Z,89.91,7.48
2026-04-09T12:55:00Z,90.66,9.81
2026-04-09T12:56:00Z,86.76,12.57
2026-04-09T12:57:00Z,87.72,10.75
2026-04-09T12:58:00Z,89.93,10.73
2026-04-09T12:59:00Z,90.59,11.12
2026-04-09T13:00:00Z,87.26,11.73
2026-04-09T13:01:00Z,88.04,11.90
2026-04-09T13:02:00Z,84.63,14.77
2026-04-09T13:03:00Z,84.52,16.43
2026-04-09T13:04:00Z,85.03,16.31
2026-04-09T13:05:00Z,88.37,11.95
2026-04-09T13:06:00Z,81.70,18.42
2026-04-09T13:07:00Z,70.59,29.68
2026-04-09T13:08:00Z,55.66,39.63
2026-04-09T13:09:00Z,50.31,49.08
2026-04-09T13:10:00Z,49.45,50.37
2026-04-09T13:11:00Z,45.59,55.26
2026-04-09T13:12:00Z,46.45,55.44
2026-04-09T13:13:00Z,44.14,56.11
2026-04-09T13:14:00Z,45.15,57.60
2026-04-09T13:15:00Z,47.76,51.64
2026-04-09T13:16:00Z,44.20,56.14
2026-04-09T13:17:00Z,40.50,57.81
2026-04-09T13:18:00Z,44.72,56.78
2026-04-09T13:19:00Z,47.82,51.44
2026-04-09T13:20:00Z,42.25,58.39
2026-04-09T13:21:00Z,50.21,54.31
2026-04-09T13:22:00Z,38.93,61.55
2026-04-09T13:23:00Z,37.83,61.47
2026-04-09T13:24:00Z,36.44,64.76
2026-04-09T13:25:00Z,33.56,68.05
2026-04-09T13:26:00Z,44.47,57.46
2026-04-09T13:27:00Z,48.47,50.28
