# event_ticker=KXATPMATCH-25SEP26MOUGRI
# final_score=6-4 7-5
# match_winner=Corentin Moutet
# fav_player=Corentin Moutet
# dog_player=Tallon Griekspoor
# kalshi_date=2025-09-26
timestamp,Corentin Moutet,Tallon Griekspoor
2025-09-26T06:30:00Z,56.00,45.00
2025-09-26T06:33:00Z,55.20,45.42
2025-09-26T06:35:00Z,55.20,45.90
2025-09-26T06:39:00Z,55.20,47.00
2025-09-26T06:43:00Z,55.20,47.00
2025-09-26T06:45:00Z,57.07,47.00
2025-09-26T06:49:00Z,57.00,47.00
2025-09-26T06:53:00Z,57.00,45.00
2025-09-26T06:55:00Z,57.00,45.00
2025-09-26T06:59:00Z,57.00,45.00
2025-09-26T07:00:00Z,57.00,45.37
2025-09-26T07:01:00Z,57.00,45.00
2025-09-26T07:02:00Z,57.00,45.00
2025-09-26T07:03:00Z,57.00,45.00
2025-09-26T07:04:00Z,57.00,45.00
2025-09-26T07:05:00Z,57.00,45.00
2025-09-26T07:07:00Z,54.00,45.00
2025-09-26T07:08:00Z,54.00,45.40
2025-09-26T07:12:00Z,56.00,45.40
2025-09-26T07:13:00Z,56.00,45.40
2025-09-26T07:20:00Z,56.00,45.40
2025-09-26T07:24:00Z,56.00,45.40
2025-09-26T07:25:00Z,56.00,46.00
2025-09-26T07:26:00Z,56.00,46.68
2025-09-26T07:27:00Z,56.00,47.00
2025-09-26T07:30:00Z,56.00,47.00
2025-09-26T07:35:00Z,55.00,47.00
2025-09-26T07:39:00Z,55.00,47.00
2025-09-26T07:51:00Z,55.00,47.44
2025-09-26T07:53:00Z,55.00,47.34
2025-09-26T07:59:00Z,55.00,47.34
2025-09-26T08:02:00Z,55.00,47.00
2025-09-26T08:03:00Z,55.00,47.00
2025-09-26T08:05:00Z,55.00,47.00
2025-09-26T08:06:00Z,55.00,47.00
2025-09-26T08:07:00Z,55.00,47.82
2025-09-26T08:15:00Z,55.00,47.82
2025-09-26T08:16:00Z,55.00,47.82
2025-09-26T08:17:00Z,55.00,47.82
2025-09-26T08:18:00Z,55.00,47.82
2025-09-26T08:19:00Z,55.00,48.00
2025-09-26T08:20:00Z,55.00,48.77
2025-09-26T08:21:00Z,55.00,48.50
2025-09-26T08:22:00Z,55.00,49.00
2025-09-26T08:24:00Z,55.00,48.15
2025-09-26T08:25:00Z,55.00,49.00
2025-09-26T08:26:00Z,55.00,48.00
2025-09-26T08:28:00Z,53.05,50.00
2025-09-26T08:29:00Z,65.86,52.05
2025-09-26T08:30:00Z,53.50,49.60
2025-09-26T08:31:00Z,54.22,49.00
2025-09-26T08:32:00Z,54.22,49.00
2025-09-26T08:33:00Z,54.00,48.66
2025-09-26T08:34:00Z,54.00,48.97
2025-09-26T08:35:00Z,53.95,48.97
2025-09-26T08:36:00Z,53.10,50.25
2025-09-26T08:37:00Z,52.00,50.25
2025-09-26T08:38:00Z,52.00,50.54
2025-09-26T08:39:00Z,51.00,49.37
2025-09-26T08:40:00Z,52.00,49.37
2025-09-26T08:41:00Z,52.00,50.00
2025-09-26T08:42:00Z,47.00,52.02
2025-09-26T08:44:00Z,48.00,53.00
2025-09-26T08:47:00Z,53.19,46.00
2025-09-26T08:48:00Z,53.83,47.97
2025-09-26T08:49:00Z,56.84,42.00
2025-09-26T08:50:00Z,58.00,46.35
2025-09-26T08:51:00Z,54.00,46.35
2025-09-26T08:52:00Z,52.00,46.35
2025-09-26T08:53:00Z,53.00,49.08
2025-09-26T08:54:00Z,51.00,49.03
2025-09-26T08:55:00Z,50.00,49.03
2025-09-26T08:56:00Z,47.00,51.93
2025-09-26T08:57:00Z,45.31,55.75
2025-09-26T08:58:00Z,45.31,49.61
2025-09-26T08:59:00Z,45.31,46.39
2025-09-26T09:00:00Z,59.74,44.94
2025-09-26T09:01:00Z,54.00,44.94
2025-09-26T09:02:00Z,53.00,47.00
2025-09-26T09:03:00Z,53.00,49.00
2025-09-26T09:04:00Z,52.42,49.00
2025-09-26T09:05:00Z,50.52,51.65
2025-09-26T09:06:00Z,49.63,50.44
2025-09-26T09:07:00Z,41.26,58.66
2025-09-26T09:08:00Z,49.67,57.81
2025-09-26T09:09:00Z,49.79,50.11
2025-09-26T09:10:00Z,48.74,53.00
2025-09-26T09:11:00Z,43.66,51.19
2025-09-26T09:12:00Z,51.50,49.57
2025-09-26T09:13:00Z,51.49,49.25
2025-09-26T09:14:00Z,51.49,51.89
2025-09-26T09:15:00Z,51.00,51.89
2025-09-26T09:16:00Z,51.00,62.41
2025-09-26T09:17:00Z,51.00,51.35
2025-09-26T09:18:00Z,55.00,48.27
2025-09-26T09:19:00Z,59.62,38.09
2025-09-26T09:20:00Z,72.95,30.83
2025-09-26T09:21:00Z,75.00,26.43
2025-09-26T09:22:00Z,71.50,29.81
2025-09-26T09:23:00Z,73.66,27.60
2025-09-26T09:24:00Z,76.82,23.06
2025-09-26T09:25:00Z,79.58,21.03
2025-09-26T09:26:00Z,79.58,21.40
2025-09-26T09:27:00Z,80.36,21.40
2025-09-26T09:28:00Z,81.20,18.74
2025-09-26T09:29:00Z,77.00,22.62
2025-09-26T09:30:00Z,76.00,24.31
2025-09-26T09:31:00Z,76.00,25.72
2025-09-26T09:32:00Z,76.04,25.72
2025-09-26T09:33:00Z,78.20,24.00
2025-09-26T09:34:00Z,77.00,23.03
2025-09-26T09:35:00Z,76.50,23.59
2025-09-26T09:36:00Z,75.00,23.59
2025-09-26T09:37:00Z,75.00,28.00
2025-09-26T09:38:00Z,74.00,25.00
2025-09-26T09:39:00Z,71.07,29.00
2025-09-26T09:40:00Z,70.00,29.00
2025-09-26T09:41:00Z,70.00,31.00
2025-09-26T09:42:00Z,70.00,25.53
2025-09-26T09:43:00Z,73.00,28.00
2025-09-26T09:44:00Z,72.42,31.00
2025-09-26T09:45:00Z,72.42,32.00
2025-09-26T09:46:00Z,69.00,32.00
2025-09-26T09:47:00Z,68.00,31.43
2025-09-26T09:48:00Z,73.00,31.00
2025-09-26T09:49:00Z,75.02,31.00
2025-09-26T09:50:00Z,76.29,23.00
2025-09-26T09:51:00Z,74.90,24.93
2025-09-26T09:52:00Z,73.15,29.00
2025-09-26T09:53:00Z,73.00,30.00
2025-09-26T09:54:00Z,73.38,30.38
2025-09-26T09:55:00Z,73.23,29.00
2025-09-26T09:56:00Z,70.94,31.00
2025-09-26T09:57:00Z,71.00,31.00
2025-09-26T09:58:00Z,71.00,25.00
2025-09-26T09:59:00Z,79.98,23.73
2025-09-26T10:00:00Z,83.87,15.15
2025-09-26T10:01:00Z,79.42,21.67
2025-09-26T10:03:00Z,73.61,29.00
2025-09-26T10:04:00Z,74.00,28.98
2025-09-26T10:05:00Z,70.01,30.03
2025-09-26T10:06:00Z,68.79,32.37
2025-09-26T10:07:00Z,72.45,27.86
2025-09-26T10:08:00Z,77.00,20.37
2025-09-26T10:09:00Z,86.72,13.42
2025-09-26T10:10:00Z,94.51,6.76
2025-09-26T10:11:00Z,94.51,3.53
2025-09-26T10:12:00Z,94.51,7.02
2025-09-26T10:13:00Z,94.51,3.33
2025-09-26T10:14:00Z,95.30,4.41
2025-09-26T10:15:00Z,92.81,5.54
2025-09-26T10:16:00Z,90.31,8.23
2025-09-26T10:17:00Z,96.70,6.39
2025-09-26T10:18:00Z,97.00,4.07
2025-09-26T10:19:00Z,92.68,9.21
2025-09-26T10:20:00Z,89.00,14.92
2025-09-26T10:21:00Z,93.09,6.34
2025-09-26T10:22:00Z,97.09,3.00
2025-09-26T10:23:00Z,99.00,1.00
2025-09-26T10:25:00Z,99.00,1.00
2025-09-26T10:26:00Z,99.00,1.00
