# event_ticker=KXATPMATCH-25OCT21KECWAW
# final_score=6-1 7-6(3)
# score_resolution=1-6 6-7
# match_winner=Stan Wawrinka
# fav_player=Miomir Kecmanovic
# dog_player=Stan Wawrinka
# kalshi_date=2025-10-21
timestamp,Miomir Kecmanovic,Stan Wawrinka
2025-10-21T08:22:00Z,63.00,
2025-10-21T08:45:00Z,63.00,
2025-10-21T09:38:00Z,63.00,39.00
2025-10-21T09:53:00Z,63.00,38.00
2025-10-21T10:11:00Z,63.00,38.00
2025-10-21T10:12:00Z,63.00,38.00
2025-10-21T10:45:00Z,63.00,38.00
2025-10-21T10:51:00Z,63.00,38.00
2025-10-21T10:54:00Z,63.00,38.00
2025-10-21T11:06:00Z,63.00,38.00
2025-10-21T11:15:00Z,63.00,38.00
2025-10-21T11:29:00Z,63.00,38.00
2025-10-21T11:39:00Z,63.00,38.00
2025-10-21T11:41:00Z,63.00,38.00
2025-10-21T11:46:00Z,63.00,38.00
2025-10-21T12:13:00Z,63.00,38.00
2025-10-21T12:27:00Z,63.00,38.00
2025-10-21T12:34:00Z,63.00,38.00
2025-10-21T12:42:00Z,63.00,38.00
2025-10-21T12:45:00Z,63.00,38.00
2025-10-21T12:56:00Z,63.00,38.00
2025-10-21T13:00:00Z,63.00,38.00
2025-10-21T13:15:00Z,63.00,38.00
2025-10-21T13:19:00Z,63.00,38.00
2025-10-21T13:29:00Z,63.00,38.00
2025-10-21T13:42:00Z,63.00,38.00
2025-10-21T13:54:00Z,63.00,38.00
2025-10-21T13:58:00Z,63.00,38.00
2025-10-21T14:02:00Z,63.46,38.00
2025-10-21T14:11:00Z,64.00,38.00
2025-10-21T14:13:00Z,64.00,38.00
2025-10-21T14:16:00Z,64.00,38.00
2025-10-21T14:23:00Z,64.00,38.00
2025-10-21T14:28:00Z,64.00,38.00
2025-10-21T14:31:00Z,64.00,38.00
2025-10-21T15:21:00Z,63.00,38.00
2025-10-21T15:28:00Z,63.00,38.00
2025-10-21T15:32:00Z,63.35,38.00
2025-10-21T15:36:00Z,63.00,38.00
2025-10-21T15:42:00Z,63.00,38.00
2025-10-21T15:43:00Z,63.00,38.00
2025-10-21T15:47:00Z,63.00,38.00
2025-10-21T15:48:00Z,63.00,38.00
2025-10-21T15:49:00Z,63.00,38.00
2025-10-21T15:55:00Z,63.00,38.00
2025-10-21T15:56:00Z,63.00,38.00
2025-10-21T16:05:00Z,64.00,38.00
2025-10-21T16:08:00Z,64.00,38.00
2025-10-21T16:10:00Z,64.00,38.00
2025-10-21T16:12:00Z,64.00,36.00
2025-10-21T16:13:00Z,64.00,37.00
2025-10-21T16:26:00Z,64.00,38.00
2025-10-21T16:30:00Z,64.00,38.00
2025-10-21T16:33:00Z,64.00,38.00
2025-10-21T16:34:00Z,64.00,38.00
2025-10-21T16:36:00Z,64.00,38.00
2025-10-21T16:37:00Z,64.00,38.00
2025-10-21T16:38:00Z,64.00,38.00
2025-10-21T16:40:00Z,64.00,38.00
2025-10-21T16:41:00Z,64.00,38.00
2025-10-21T16:44:00Z,64.00,38.00
2025-10-21T16:46:00Z,64.00,38.23
2025-10-21T16:50:00Z,63.00,38.23
2025-10-21T16:53:00Z,63.00,38.26
2025-10-21T16:54:00Z,63.00,38.26
2025-10-21T16:58:00Z,63.00,38.26
2025-10-21T16:59:00Z,63.00,38.93
2025-10-21T17:00:00Z,63.00,38.93
2025-10-21T17:01:00Z,62.00,38.93
2025-10-21T17:02:00Z,62.00,38.93
2025-10-21T17:04:00Z,62.93,38.93
2025-10-21T17:05:00Z,63.69,38.93
2025-10-21T17:07:00Z,64.00,38.93
2025-10-21T17:08:00Z,64.00,38.00
2025-10-21T17:11:00Z,64.00,38.00
2025-10-21T17:13:00Z,64.00,38.00
2025-10-21T17:15:00Z,64.00,38.00
2025-10-21T17:16:00Z,64.00,39.00
2025-10-21T17:17:00Z,64.00,39.00
2025-10-21T17:18:00Z,64.00,39.00
2025-10-21T17:20:00Z,64.00,39.00
2025-10-21T17:21:00Z,64.00,38.00
2025-10-21T17:23:00Z,64.00,38.00
2025-10-21T17:26:00Z,64.00,38.00
2025-10-21T17:28:00Z,64.00,38.00
2025-10-21T17:29:00Z,64.00,38.00
2025-10-21T17:32:00Z,64.00,38.00
2025-10-21T17:33:00Z,64.00,38.00
2025-10-21T17:34:00Z,64.00,38.00
2025-10-21T17:37:00Z,64.00,38.00
2025-10-21T17:38:00Z,64.00,38.00
2025-10-21T17:39:00Z,64.00,38.00
2025-10-21T17:40:00Z,64.00,38.00
2025-10-21T17:46:00Z,64.00,38.00
2025-10-21T17:47:00Z,64.00,38.00
2025-10-21T17:50:00Z,64.00,38.00
2025-10-21T17:51:00Z,64.00,38.00
2025-10-21T17:52:00Z,62.00,37.00
2025-10-21T17:53:00Z,64.00,37.00
2025-10-21T17:54:00Z,64.00,37.00
2025-10-21T17:55:00Z,64.00,37.78
2025-10-21T17:56:00Z,64.00,38.00
2025-10-21T17:57:00Z,64.00,38.00
2025-10-21T17:58:00Z,64.00,38.00
2025-10-21T17:59:00Z,64.00,38.00
2025-10-21T18:00:00Z,64.00,38.00
2025-10-21T18:01:00Z,64.00,38.00
2025-10-21T18:02:00Z,63.85,38.00
2025-10-21T18:03:00Z,64.00,38.00
2025-10-21T18:04:00Z,64.00,38.00
2025-10-21T18:05:00Z,64.00,38.00
2025-10-21T18:06:00Z,64.00,38.00
2025-10-21T18:07:00Z,64.00,38.00
2025-10-21T18:08:00Z,62.00,38.00
2025-10-21T18:10:00Z,64.00,38.00
2025-10-21T18:11:00Z,64.00,38.00
2025-10-21T18:15:00Z,64.00,38.00
2025-10-21T18:17:00Z,64.00,38.00
2025-10-21T18:18:00Z,64.00,38.00
2025-10-21T18:20:00Z,64.00,38.00
2025-10-21T18:22:00Z,63.39,38.00
2025-10-21T18:23:00Z,63.00,38.00
2025-10-21T18:24:00Z,63.00,38.00
2025-10-21T18:27:00Z,63.00,38.00
2025-10-21T18:28:00Z,63.00,38.00
2025-10-21T18:29:00Z,63.00,38.00
2025-10-21T18:32:00Z,63.00,38.21
2025-10-21T18:33:00Z,63.00,38.21
