# event_ticker=KXATPMATCH-25OCT21KECWAW
# final_score=6-1 7-6(3)
# score_resolution=1-6 6-7
# match_winner=Stan Wawrinka
# fav_player=Miomir Kecmanovic
# dog_player=Stan Wawrinka
# kalshi_date=2025-10-21
timestamp,Miomir Kecmanovic,Stan Wawrinka
2025-10-21T18:34:00Z,63.00,38.21
2025-10-21T18:37:00Z,63.00,38.21
2025-10-21T18:39:00Z,63.00,38.00
2025-10-21T18:40:00Z,63.00,38.00
2025-10-21T18:43:00Z,63.00,38.00
2025-10-21T18:44:00Z,63.00,38.00
2025-10-21T18:45:00Z,63.27,38.00
2025-10-21T18:46:00Z,63.12,38.00
2025-10-21T18:48:00Z,63.00,38.00
2025-10-21T18:49:00Z,63.00,38.00
2025-10-21T18:50:00Z,63.00,38.00
2025-10-21T18:51:00Z,63.00,38.00
2025-10-21T18:53:00Z,63.00,38.00
2025-10-21T18:54:00Z,63.00,38.00
2025-10-21T18:55:00Z,63.00,38.18
2025-10-21T18:56:00Z,62.51,39.00
2025-10-21T18:57:00Z,63.29,39.00
2025-10-21T18:58:00Z,64.27,39.00
2025-10-21T18:59:00Z,64.00,38.00
2025-10-21T19:00:00Z,65.03,38.00
2025-10-21T19:01:00Z,66.00,38.00
2025-10-21T19:02:00Z,66.00,38.00
2025-10-21T19:03:00Z,66.00,38.00
2025-10-21T19:04:00Z,65.00,38.01
2025-10-21T19:05:00Z,66.65,37.15
2025-10-21T19:06:00Z,67.33,37.17
2025-10-21T19:07:00Z,67.00,38.00
2025-10-21T19:08:00Z,67.00,37.63
2025-10-21T19:09:00Z,66.00,37.00
2025-10-21T19:10:00Z,68.00,34.40
2025-10-21T19:11:00Z,67.00,34.00
2025-10-21T19:12:00Z,67.52,34.00
2025-10-21T19:13:00Z,67.52,34.14
2025-10-21T19:14:00Z,68.55,34.00
2025-10-21T19:15:00Z,66.93,34.76
2025-10-21T19:16:00Z,66.38,35.83
2025-10-21T19:17:00Z,64.33,37.92
2025-10-21T19:18:00Z,65.14,36.96
2025-10-21T19:19:00Z,68.37,33.17
2025-10-21T19:20:00Z,69.34,33.69
2025-10-21T19:21:00Z,67.00,34.34
2025-10-21T19:22:00Z,66.88,35.94
2025-10-21T19:23:00Z,65.10,36.93
2025-10-21T19:24:00Z,63.01,38.40
2025-10-21T19:25:00Z,56.05,51.56
2025-10-21T19:26:00Z,49.59,50.39
2025-10-21T19:27:00Z,43.46,54.06
2025-10-21T19:28:00Z,41.69,60.46
2025-10-21T19:29:00Z,39.19,59.95
2025-10-21T19:30:00Z,38.85,59.95
2025-10-21T19:31:00Z,39.58,61.91
2025-10-21T19:32:00Z,35.64,64.30
2025-10-21T19:33:00Z,34.27,65.56
2025-10-21T19:34:00Z,37.33,63.91
2025-10-21T19:35:00Z,38.16,63.63
2025-10-21T19:36:00Z,39.00,63.06
2025-10-21T19:37:00Z,33.95,66.58
2025-10-21T19:38:00Z,30.88,69.67
2025-10-21T19:39:00Z,30.95,69.40
2025-10-21T19:40:00Z,31.45,69.00
2025-10-21T19:41:00Z,31.55,69.22
2025-10-21T19:42:00Z,32.20,70.27
2025-10-21T19:43:00Z,30.13,69.30
2025-10-21T19:44:00Z,29.58,71.42
2025-10-21T19:45:00Z,30.04,71.63
2025-10-21T19:46:00Z,34.28,67.85
2025-10-21T19:47:00Z,33.82,67.62
2025-10-21T19:48:00Z,33.84,69.84
2025-10-21T19:49:00Z,43.01,61.79
2025-10-21T19:50:00Z,51.21,48.84
2025-10-21T19:51:00Z,51.65,50.73
2025-10-21T19:52:00Z,56.51,44.48
2025-10-21T19:53:00Z,55.32,45.13
2025-10-21T19:54:00Z,56.28,45.11
2025-10-21T19:55:00Z,54.00,45.00
2025-10-21T19:56:00Z,51.43,47.80
2025-10-21T19:57:00Z,51.43,47.19
2025-10-21T19:58:00Z,54.19,46.13
2025-10-21T19:59:00Z,56.49,46.00
2025-10-21T20:00:00Z,56.00,46.00
2025-10-21T20:01:00Z,55.86,45.00
2025-10-21T20:02:00Z,56.69,45.00
2025-10-21T20:03:00Z,56.02,44.00
2025-10-21T20:04:00Z,58.85,43.71
2025-10-21T20:05:00Z,58.36,43.05
2025-10-21T20:06:00Z,56.13,44.87
2025-10-21T20:07:00Z,50.02,47.00
2025-10-21T20:08:00Z,44.71,55.33
2025-10-21T20:09:00Z,44.21,59.10
2025-10-21T20:10:00Z,41.25,65.11
2025-10-21T20:11:00Z,34.39,63.77
2025-10-21T20:12:00Z,37.80,67.16
2025-10-21T20:13:00Z,30.71,67.79
2025-10-21T20:14:00Z,31.20,70.83
2025-10-21T20:15:00Z,30.15,70.19
2025-10-21T20:16:00Z,33.54,66.59
2025-10-21T20:17:00Z,37.31,63.19
2025-10-21T20:18:00Z,35.56,64.64
2025-10-21T20:19:00Z,36.95,61.57
2025-10-21T20:20:00Z,32.28,65.00
2025-10-21T20:21:00Z,35.35,65.99
2025-10-21T20:22:00Z,33.00,69.69
2025-10-21T20:23:00Z,34.65,66.91
2025-10-21T20:24:00Z,33.44,71.65
2025-10-21T20:25:00Z,34.58,69.62
2025-10-21T20:26:00Z,36.18,64.75
2025-10-21T20:27:00Z,35.12,65.47
2025-10-21T20:28:00Z,33.49,67.43
2025-10-21T20:29:00Z,29.72,68.00
2025-10-21T20:30:00Z,30.04,68.87
2025-10-21T20:31:00Z,19.88,80.64
2025-10-21T20:32:00Z,20.26,82.60
2025-10-21T20:33:00Z,28.78,74.76
2025-10-21T20:34:00Z,20.60,80.46
2025-10-21T20:35:00Z,9.86,91.37
2025-10-21T20:36:00Z,3.33,98.10
2025-10-21T20:37:00Z,2.34,98.21
2025-10-21T20:38:00Z,2.34,99.00
2025-10-21T20:39:00Z,2.34,99.00
2025-10-21T20:41:00Z,2.34,99.00
2025-10-21T20:42:00Z,2.34,99.00
2025-10-21T20:43:00Z,2.34,99.00
2025-10-21T20:44:00Z,2.34,99.00
2025-10-21T20:45:00Z,2.34,99.00
