# event_ticker=KXATPCHALLENGERMATCH-26APR09PRIHAR
# final_score=6-3 6-4
# score_resolution=3-6 4-6
# match_winner=Dino Prizmic
# fav_player=Billy Harris
# dog_player=Dino Prizmic
# kalshi_date=2026-04-09
timestamp,Billy Harris,Dino Prizmic
2026-04-08T23:53:00Z,,84.00
2026-04-09T00:03:00Z,,84.00
2026-04-09T00:38:00Z,17.00,84.00
2026-04-09T00:42:00Z,17.00,84.00
2026-04-09T01:05:00Z,17.00,84.00
2026-04-09T01:52:00Z,16.00,84.00
2026-04-09T02:13:00Z,16.00,84.00
2026-04-09T02:19:00Z,16.45,84.00
2026-04-09T02:25:00Z,17.00,84.00
2026-04-09T02:31:00Z,17.00,84.00
2026-04-09T02:35:00Z,17.00,85.00
2026-04-09T02:42:00Z,17.00,83.00
2026-04-09T02:47:00Z,17.00,85.00
2026-04-09T03:09:00Z,17.00,85.00
2026-04-09T03:25:00Z,17.00,85.00
2026-04-09T03:32:00Z,17.00,84.00
2026-04-09T03:45:00Z,17.00,84.00
2026-04-09T03:48:00Z,17.00,84.00
2026-04-09T04:05:00Z,17.00,84.00
2026-04-09T04:19:00Z,17.00,84.00
2026-04-09T04:27:00Z,17.00,84.00
2026-04-09T04:46:00Z,18.00,84.00
2026-04-09T04:50:00Z,18.00,84.00
2026-04-09T04:54:00Z,18.00,84.00
2026-04-09T04:58:00Z,18.00,84.00
2026-04-09T04:59:00Z,18.00,84.00
2026-04-09T05:00:00Z,18.00,84.00
2026-04-09T05:03:00Z,18.00,84.00
2026-04-09T05:05:00Z,18.00,82.02
2026-04-09T05:11:00Z,18.00,82.02
2026-04-09T05:31:00Z,18.00,83.00
2026-04-09T05:32:00Z,18.00,83.00
2026-04-09T05:36:00Z,18.00,83.00
2026-04-09T05:50:00Z,18.00,84.00
2026-04-09T05:55:00Z,18.00,84.00
2026-04-09T06:02:00Z,18.00,84.00
2026-04-09T06:03:00Z,18.00,84.00
2026-04-09T06:08:00Z,17.00,84.00
2026-04-09T06:16:00Z,17.00,84.00
2026-04-09T06:17:00Z,17.00,84.00
2026-04-09T06:40:00Z,17.00,84.00
2026-04-09T06:43:00Z,17.00,84.00
2026-04-09T06:53:00Z,17.00,84.50
2026-04-09T09:05:00Z,17.00,84.50
2026-04-09T09:12:00Z,17.00,86.25
2026-04-09T09:18:00Z,17.00,87.00
2026-04-09T09:24:00Z,17.00,87.00
2026-04-09T09:28:00Z,17.00,87.00
2026-04-09T09:31:00Z,17.00,87.00
2026-04-09T09:36:00Z,16.00,86.32
2026-04-09T09:46:00Z,15.00,86.32
2026-04-09T09:53:00Z,15.00,86.32
2026-04-09T09:55:00Z,15.00,87.00
2026-04-09T09:59:00Z,15.00,87.00
2026-04-09T10:00:00Z,15.00,87.00
2026-04-09T10:04:00Z,15.00,87.00
2026-04-09T10:11:00Z,14.26,87.00
2026-04-09T10:13:00Z,15.00,87.00
2026-04-09T10:19:00Z,15.00,87.00
2026-04-09T10:21:00Z,15.00,86.29
2026-04-09T10:24:00Z,15.00,86.00
2026-04-09T10:29:00Z,15.00,86.00
2026-04-09T10:34:00Z,15.00,86.00
2026-04-09T10:36:00Z,15.00,87.00
2026-04-09T10:38:00Z,14.00,87.00
2026-04-09T10:39:00Z,14.00,87.00
2026-04-09T10:40:00Z,14.00,87.00
2026-04-09T10:41:00Z,15.00,87.00
2026-04-09T10:42:00Z,14.98,87.00
2026-04-09T10:44:00Z,11.20,87.00
2026-04-09T10:45:00Z,11.20,89.00
2026-04-09T10:46:00Z,12.00,89.00
2026-04-09T10:47:00Z,9.08,89.00
2026-04-09T10:48:00Z,10.00,90.00
2026-04-09T10:49:00Z,10.00,89.00
2026-04-09T10:50:00Z,13.93,89.00
2026-04-09T10:51:00Z,14.00,89.00
2026-04-09T10:52:00Z,13.00,89.00
2026-04-09T10:53:00Z,12.00,88.00
2026-04-09T10:55:00Z,11.00,88.00
2026-04-09T10:56:00Z,11.37,88.00
2026-04-09T10:57:00Z,10.90,91.97
2026-04-09T10:58:00Z,8.92,92.94
2026-04-09T10:59:00Z,11.00,90.00
2026-04-09T11:00:00Z,13.00,90.00
2026-04-09T11:01:00Z,13.17,86.44
2026-04-09T11:02:00Z,14.48,86.34
2026-04-09T11:03:00Z,16.92,86.00
2026-04-09T11:04:00Z,13.90,86.00
2026-04-09T11:05:00Z,13.00,86.00
2026-04-09T11:06:00Z,9.78,86.00
2026-04-09T11:07:00Z,10.49,86.00
2026-04-09T11:08:00Z,6.53,86.00
2026-04-09T11:09:00Z,8.91,93.63
2026-04-09T11:10:00Z,6.04,94.92
2026-04-09T11:11:00Z,8.30,94.00
2026-04-09T11:12:00Z,5.53,94.00
2026-04-09T11:13:00Z,5.00,95.00
2026-04-09T11:14:00Z,6.14,96.00
2026-04-09T11:15:00Z,4.52,95.03
2026-04-09T11:16:00Z,5.00,96.00
2026-04-09T11:17:00Z,5.87,96.00
2026-04-09T11:18:00Z,6.00,95.00
2026-04-09T11:19:00Z,6.00,95.00
2026-04-09T11:20:00Z,4.69,95.00
2026-04-09T11:21:00Z,6.00,95.00
2026-04-09T11:22:00Z,4.41,94.10
2026-04-09T11:23:00Z,5.06,96.00
2026-04-09T11:24:00Z,5.00,96.00
2026-04-09T11:25:00Z,5.00,96.00
2026-04-09T11:26:00Z,5.00,96.00
2026-04-09T11:27:00Z,5.00,95.02
2026-04-09T11:28:00Z,5.94,95.02
2026-04-09T11:29:00Z,6.00,95.00
2026-04-09T11:30:00Z,6.47,95.00
2026-04-09T11:31:00Z,5.97,95.00
2026-04-09T11:32:00Z,6.96,94.00
2026-04-09T11:33:00Z,8.13,92.97
2026-04-09T11:34:00Z,6.92,92.50
2026-04-09T11:35:00Z,7.37,93.58
2026-04-09T11:36:00Z,6.00,93.58
2026-04-09T11:37:00Z,9.83,94.09
2026-04-09T11:38:00Z,7.62,94.02
2026-04-09T11:39:00Z,3.30,95.89
2026-04-09T11:40:00Z,5.50,95.00
2026-04-09T11:41:00Z,5.28,95.00
2026-04-09T11:42:00Z,6.00,95.24
2026-04-09T11:43:00Z,6.37,95.00
2026-04-09T11:44:00Z,8.00,93.83
2026-04-09T11:45:00Z,7.60,96.50
2026-04-09T11:46:00Z,5.89,94.06
2026-04-09T11:47:00Z,7.85,93.00
2026-04-09T11:48:00Z,6.07,95.00
2026-04-09T11:49:00Z,4.26,96.00
2026-04-09T11:50:00Z,3.97,97.00
2026-04-09T11:51:00Z,5.00,96.00
2026-04-09T11:52:00Z,6.72,95.31
2026-04-09T11:53:00Z,7.62,93.80
2026-04-09T11:54:00Z,8.00,93.00
2026-04-09T11:55:00Z,7.46,93.00
2026-04-09T11:56:00Z,7.14,94.00
2026-04-09T11:57:00Z,5.66,94.69
2026-04-09T11:58:00Z,5.54,95.00
2026-04-09T11:59:00Z,8.24,94.02
2026-04-09T12:00:00Z,8.25,92.23
2026-04-09T12:01:00Z,9.00,91.21
2026-04-09T12:02:00Z,12.38,90.56
2026-04-09T12:03:00Z,8.70,91.00
2026-04-09T12:04:00Z,9.00,92.00
2026-04-09T12:05:00Z,6.55,93.57
2026-04-09T12:06:00Z,5.45,96.30
2026-04-09T12:07:00Z,4.02,96.04
2026-04-09T12:08:00Z,3.47,96.99
2026-04-09T12:09:00Z,2.30,98.95
2026-04-09T12:10:00Z,2.23,99.00
2026-04-09T12:11:00Z,1.91,99.00
2026-04-09T12:12:00Z,1.09,99.00
2026-04-09T12:13:00Z,1.00,99.00
2026-04-09T12:14:00Z,1.00,99.00
