# event_ticker=KXATPCHALLENGERMATCH-26MAR30TAGJUB
# final_score=4-6 6-1 6-4
# match_winner=Paul Jubb
# fav_player=Paul Jubb
# dog_player=Ryotaro Taguchi
# kalshi_date=2026-03-30
timestamp,Paul Jubb,Ryotaro Taguchi
2026-03-31T04:09:00Z,90.00,7.50
2026-03-31T04:10:00Z,90.00,6.39
2026-03-31T04:11:00Z,92.71,7.77
2026-03-31T04:12:00Z,93.98,7.93
2026-03-31T04:13:00Z,90.99,8.67
2026-03-31T04:14:00Z,89.52,11.95
2026-03-31T04:15:00Z,88.72,11.35
2026-03-31T04:16:00Z,86.66,13.73
2026-03-31T04:17:00Z,86.01,12.97
2026-03-31T04:18:00Z,86.01,11.95
2026-03-31T04:19:00Z,86.01,12.00
2026-03-31T04:20:00Z,86.01,14.57
2026-03-31T04:21:00Z,86.00,14.22
2026-03-31T04:22:00Z,85.00,14.01
2026-03-31T04:23:00Z,85.81,14.75
2026-03-31T04:24:00Z,85.81,13.28
2026-03-31T04:25:00Z,85.80,14.26
2026-03-31T04:26:00Z,85.40,14.47
2026-03-31T04:27:00Z,87.64,14.00
2026-03-31T04:28:00Z,85.00,14.25
2026-03-31T04:29:00Z,87.02,11.44
2026-03-31T04:30:00Z,90.63,7.77
2026-03-31T04:31:00Z,92.88,6.66
2026-03-31T04:32:00Z,92.21,8.02
2026-03-31T04:33:00Z,88.50,14.58
2026-03-31T04:34:00Z,88.50,15.76
2026-03-31T04:35:00Z,83.04,17.25
2026-03-31T04:36:00Z,83.94,17.35
2026-03-31T04:37:00Z,84.57,15.64
2026-03-31T04:38:00Z,83.92,15.63
2026-03-31T04:39:00Z,82.03,18.64
2026-03-31T04:40:00Z,77.10,23.65
2026-03-31T04:41:00Z,76.80,26.52
2026-03-31T04:42:00Z,79.13,22.08
2026-03-31T04:43:00Z,75.22,22.83
2026-03-31T04:44:00Z,81.00,26.73
2026-03-31T04:45:00Z,65.68,33.78
2026-03-31T04:46:00Z,59.04,42.06
2026-03-31T04:47:00Z,59.47,42.66
2026-03-31T04:48:00Z,58.69,44.65
2026-03-31T04:49:00Z,50.41,50.73
2026-03-31T04:50:00Z,51.58,46.49
2026-03-31T04:51:00Z,51.92,47.82
2026-03-31T04:52:00Z,47.42,54.19
2026-03-31T04:53:00Z,50.21,49.31
2026-03-31T04:54:00Z,56.12,43.70
2026-03-31T04:55:00Z,60.85,43.73
2026-03-31T04:56:00Z,61.41,43.31
2026-03-31T04:57:00Z,64.94,32.83
2026-03-31T04:58:00Z,71.72,28.62
2026-03-31T04:59:00Z,74.27,25.83
2026-03-31T05:00:00Z,74.92,25.82
2026-03-31T05:01:00Z,76.53,25.76
2026-03-31T05:02:00Z,76.55,25.70
2026-03-31T05:03:00Z,76.51,25.05
2026-03-31T05:04:00Z,75.89,25.12
2026-03-31T05:05:00Z,73.38,26.54
2026-03-31T05:06:00Z,75.02,25.23
2026-03-31T05:07:00Z,72.31,26.94
2026-03-31T05:08:00Z,75.37,25.92
2026-03-31T05:09:00Z,73.06,28.34
2026-03-31T05:10:00Z,70.17,31.77
2026-03-31T05:11:00Z,70.96,32.25
2026-03-31T05:12:00Z,68.54,32.65
2026-03-31T05:13:00Z,69.06,32.44
2026-03-31T05:14:00Z,73.54,27.92
2026-03-31T05:15:00Z,74.00,26.79
2026-03-31T05:16:00Z,76.78,23.93
2026-03-31T05:17:00Z,73.37,27.31
2026-03-31T05:18:00Z,72.12,28.14
2026-03-31T05:19:00Z,75.73,24.18
2026-03-31T05:20:00Z,78.71,20.98
2026-03-31T05:21:00Z,83.47,18.99
2026-03-31T05:22:00Z,82.28,17.14
2026-03-31T05:23:00Z,82.44,18.27
2026-03-31T05:24:00Z,82.80,19.17
2026-03-31T05:25:00Z,82.48,18.87
2026-03-31T05:26:00Z,82.67,19.00
2026-03-31T05:27:00Z,83.00,18.73
2026-03-31T05:28:00Z,82.87,18.81
2026-03-31T05:29:00Z,82.80,19.10
2026-03-31T05:30:00Z,81.07,19.00
2026-03-31T05:31:00Z,79.88,23.31
2026-03-31T05:32:00Z,79.85,20.48
2026-03-31T05:33:00Z,76.98,24.18
2026-03-31T05:34:00Z,73.12,28.69
2026-03-31T05:35:00Z,55.05,48.75
2026-03-31T05:36:00Z,46.91,53.41
2026-03-31T05:37:00Z,50.90,48.95
2026-03-31T05:38:00Z,42.71,58.65
2026-03-31T05:39:00Z,36.86,64.51
2026-03-31T05:40:00Z,39.40,58.00
2026-03-31T05:41:00Z,43.59,61.48
2026-03-31T05:42:00Z,33.73,66.37
2026-03-31T05:43:00Z,40.48,61.65
2026-03-31T05:44:00Z,43.26,57.25
2026-03-31T05:45:00Z,46.62,54.51
2026-03-31T05:46:00Z,53.04,49.91
2026-03-31T05:47:00Z,47.91,49.98
2026-03-31T05:48:00Z,45.53,54.45
2026-03-31T05:49:00Z,54.22,44.57
2026-03-31T05:50:00Z,51.67,49.52
2026-03-31T05:51:00Z,61.83,36.08
2026-03-31T05:52:00Z,69.97,32.79
2026-03-31T05:53:00Z,65.65,35.92
2026-03-31T05:54:00Z,71.91,27.89
2026-03-31T05:55:00Z,75.48,26.33
2026-03-31T05:56:00Z,70.92,30.87
2026-03-31T05:57:00Z,70.92,31.06
2026-03-31T05:58:00Z,78.32,22.71
2026-03-31T05:59:00Z,79.83,21.61
2026-03-31T06:00:00Z,87.74,12.41
2026-03-31T06:01:00Z,92.47,8.38
2026-03-31T06:02:00Z,89.36,10.82
2026-03-31T06:03:00Z,78.41,21.28
2026-03-31T06:04:00Z,75.86,25.60
2026-03-31T06:05:00Z,83.25,15.59
2026-03-31T06:06:00Z,93.67,7.27
2026-03-31T06:07:00Z,94.55,4.37
2026-03-31T06:08:00Z,95.97,3.97
2026-03-31T06:09:00Z,97.42,3.09
2026-03-31T06:10:00Z,98.32,1.50
2026-03-31T06:11:00Z,97.66,2.71
2026-03-31T06:12:00Z,93.86,6.66
2026-03-31T06:13:00Z,94.28,9.67
2026-03-31T06:14:00Z,94.14,5.78
2026-03-31T06:15:00Z,97.83,1.66
2026-03-31T06:16:00Z,99.00,1.00
2026-03-31T06:17:00Z,99.00,1.00
2026-03-31T06:18:00Z,99.00,1.00
2026-03-31T06:19:00Z,99.00,1.00
2026-03-31T06:20:00Z,99.00,1.00
2026-03-31T06:21:00Z,99.00,1.00
2026-03-31T06:22:00Z,99.00,1.00
