# event_ticker=KXATPMATCH-26MAR20DZUSIN
# final_score=6-3 6-3
# score_resolution=3-6 3-6
# match_winner=Jannik Sinner
# fav_player=Damir Dzumhur
# dog_player=Jannik Sinner
# kalshi_date=2026-03-20
timestamp,Damir Dzumhur,Jannik Sinner
2026-03-21T05:33:00Z,3.00,
2026-03-21T05:40:00Z,3.00,
2026-03-21T05:50:00Z,3.00,98.00
2026-03-21T05:56:00Z,3.00,98.00
2026-03-21T06:03:00Z,3.00,98.00
2026-03-21T06:04:00Z,3.00,98.00
2026-03-21T06:05:00Z,3.00,98.00
2026-03-21T06:10:00Z,3.00,98.00
2026-03-21T06:29:00Z,3.00,98.00
2026-03-21T07:00:00Z,3.00,98.00
2026-03-21T07:04:00Z,3.00,98.00
2026-03-21T07:19:00Z,3.00,98.00
2026-03-21T07:23:00Z,3.00,98.00
2026-03-21T07:24:00Z,3.00,98.00
2026-03-21T07:55:00Z,3.00,98.00
2026-03-21T08:41:00Z,3.00,98.00
2026-03-21T08:42:00Z,3.00,98.00
2026-03-21T09:07:00Z,3.00,98.00
2026-03-21T09:10:00Z,3.00,98.00
2026-03-21T09:22:00Z,3.00,98.00
2026-03-21T09:24:00Z,2.00,98.00
2026-03-21T09:44:00Z,3.00,98.00
2026-03-21T09:46:00Z,3.00,98.00
2026-03-21T09:49:00Z,3.00,98.00
2026-03-21T10:01:00Z,3.00,98.00
2026-03-21T10:09:00Z,3.00,98.00
2026-03-21T10:13:00Z,3.00,98.00
2026-03-21T10:16:00Z,3.00,98.00
2026-03-21T10:38:00Z,3.00,98.00
2026-03-21T11:01:00Z,3.00,98.00
2026-03-21T11:09:00Z,3.00,98.00
2026-03-21T11:12:00Z,3.00,98.00
2026-03-21T11:13:00Z,3.00,98.00
2026-03-21T11:26:00Z,3.00,98.00
2026-03-21T11:27:00Z,3.00,98.00
2026-03-21T11:30:00Z,3.00,98.00
2026-03-21T11:38:00Z,3.00,98.00
2026-03-21T11:54:00Z,3.00,98.00
2026-03-21T12:13:00Z,3.00,98.00
2026-03-21T12:21:00Z,3.00,98.00
2026-03-21T12:29:00Z,3.00,98.00
2026-03-21T12:33:00Z,3.00,98.00
2026-03-21T12:37:00Z,3.00,98.00
2026-03-21T12:45:00Z,3.00,98.00
2026-03-21T13:02:00Z,3.00,98.00
2026-03-21T13:09:00Z,3.00,98.00
2026-03-21T13:10:00Z,3.00,98.00
2026-03-21T13:15:00Z,3.00,98.00
2026-03-21T13:16:00Z,3.00,98.00
2026-03-21T13:21:00Z,2.00,98.00
