# event_ticker=KXATPCHALLENGERMATCH-26FEB25SIMGRA
# final_score=4-6 7-6(7) 7-5
# score_resolution=4-6 7-6 7-5
# match_winner=Alastair Gray
# fav_player=Alastair Gray
# dog_player=Ilia Simakin
# kalshi_date=2026-02-25
timestamp,Alastair Gray,Ilia Simakin
2026-02-24T19:33:00Z,,59.00
2026-02-24T19:34:00Z,,60.00
2026-02-24T19:35:00Z,,59.00
2026-02-24T19:36:00Z,40.00,57.00
2026-02-24T20:15:00Z,40.00,61.00
2026-02-24T22:09:00Z,43.00,61.00
2026-02-24T22:30:00Z,43.00,59.00
2026-02-25T00:01:00Z,43.00,58.00
2026-02-25T01:48:00Z,43.00,58.00
2026-02-25T01:51:00Z,43.00,57.00
2026-02-25T01:59:00Z,43.00,58.00
2026-02-25T02:10:00Z,43.00,57.00
2026-02-25T02:34:00Z,43.00,58.00
2026-02-25T02:35:00Z,44.00,58.00
2026-02-25T02:44:00Z,44.00,58.00
2026-02-25T02:45:00Z,44.00,58.00
2026-02-25T02:53:00Z,42.00,58.00
2026-02-25T02:54:00Z,44.00,58.00
2026-02-25T02:58:00Z,42.00,58.00
2026-02-25T03:22:00Z,44.00,58.00
2026-02-25T04:05:00Z,44.00,56.00
2026-02-25T04:08:00Z,44.00,56.00
2026-02-25T04:09:00Z,43.00,56.00
2026-02-25T04:16:00Z,43.00,56.00
2026-02-25T04:17:00Z,43.00,56.00
2026-02-25T04:18:00Z,43.00,56.00
2026-02-25T04:19:00Z,43.00,56.00
2026-02-25T04:26:00Z,44.00,56.00
2026-02-25T04:29:00Z,44.00,56.00
2026-02-25T04:31:00Z,44.00,56.00
2026-02-25T04:32:00Z,44.00,56.00
2026-02-25T04:33:00Z,44.00,56.00
2026-02-25T04:34:00Z,44.00,56.00
2026-02-25T04:36:00Z,44.00,56.00
2026-02-25T04:40:00Z,44.00,56.00
2026-02-25T04:41:00Z,44.00,56.00
2026-02-25T04:43:00Z,44.00,56.00
2026-02-25T04:47:00Z,44.00,56.00
2026-02-25T04:52:00Z,44.00,56.00
2026-02-25T04:56:00Z,44.00,56.00
2026-02-25T05:00:00Z,44.00,56.00
2026-02-25T05:02:00Z,44.00,56.00
2026-02-25T05:07:00Z,44.00,56.00
2026-02-25T05:09:00Z,44.00,56.00
2026-02-25T05:11:00Z,44.00,56.00
2026-02-25T05:15:00Z,44.00,56.00
2026-02-25T05:16:00Z,44.00,56.83
2026-02-25T05:17:00Z,44.00,57.00
2026-02-25T05:18:00Z,44.00,57.00
2026-02-25T05:19:00Z,44.00,57.00
2026-02-25T05:23:00Z,44.00,57.48
2026-02-25T05:26:00Z,44.00,57.59
2026-02-25T05:31:00Z,44.00,57.00
2026-02-25T05:32:00Z,44.00,57.00
2026-02-25T05:33:00Z,44.00,58.00
2026-02-25T05:34:00Z,44.00,57.00
2026-02-25T05:36:00Z,44.00,57.00
2026-02-25T05:37:00Z,44.00,57.00
2026-02-25T05:40:00Z,44.00,58.00
2026-02-25T05:42:00Z,44.00,57.94
2026-02-25T05:43:00Z,43.00,57.94
2026-02-25T05:49:00Z,43.00,58.00
2026-02-25T05:50:00Z,43.00,58.00
2026-02-25T05:51:00Z,43.00,58.00
2026-02-25T05:52:00Z,43.00,59.00
2026-02-25T06:00:00Z,42.00,59.00
2026-02-25T06:01:00Z,43.00,59.00
2026-02-25T06:02:00Z,43.00,58.00
2026-02-25T06:03:00Z,43.00,58.00
2026-02-25T06:04:00Z,43.00,58.00
2026-02-25T06:05:00Z,43.00,58.00
2026-02-25T06:06:00Z,43.00,58.00
2026-02-25T06:08:00Z,43.00,58.00
2026-02-25T06:09:00Z,42.00,58.00
2026-02-25T06:10:00Z,42.00,58.00
2026-02-25T06:11:00Z,42.00,58.97
2026-02-25T06:12:00Z,43.00,58.00
2026-02-25T06:13:00Z,43.00,58.10
2026-02-25T06:14:00Z,43.00,59.00
2026-02-25T06:15:00Z,43.50,59.00
2026-02-25T06:16:00Z,43.50,59.00
2026-02-25T06:17:00Z,43.00,58.97
2026-02-25T06:18:00Z,43.00,59.00
2026-02-25T06:19:00Z,43.00,59.00
2026-02-25T06:20:00Z,43.00,59.00
2026-02-25T06:21:00Z,43.82,59.00
2026-02-25T06:22:00Z,43.82,58.42
2026-02-25T06:23:00Z,43.00,59.00
2026-02-25T06:24:00Z,43.45,58.49
2026-02-25T06:25:00Z,43.45,58.99
2026-02-25T06:26:00Z,43.00,59.00
2026-02-25T06:27:00Z,43.00,59.00
2026-02-25T06:28:00Z,43.00,59.00
2026-02-25T06:29:00Z,42.02,58.03
2026-02-25T06:30:00Z,43.00,59.00
2026-02-25T06:31:00Z,43.00,59.00
2026-02-25T06:32:00Z,43.00,59.87
2026-02-25T06:33:00Z,42.00,59.00
2026-02-25T06:34:00Z,43.00,59.00
2026-02-25T06:35:00Z,41.69,59.00
2026-02-25T06:36:00Z,42.51,59.00
2026-02-25T06:37:00Z,43.00,59.00
2026-02-25T06:38:00Z,43.00,59.00
2026-02-25T06:39:00Z,43.00,59.00
2026-02-25T06:40:00Z,43.00,59.00
2026-02-25T06:41:00Z,43.00,59.00
2026-02-25T06:42:00Z,43.00,59.00
2026-02-25T06:43:00Z,43.00,59.00
2026-02-25T06:44:00Z,43.00,59.00
2026-02-25T06:45:00Z,43.00,59.00
2026-02-25T06:46:00Z,43.00,59.00
2026-02-25T06:47:00Z,41.00,60.00
2026-02-25T06:48:00Z,42.00,60.00
2026-02-25T06:49:00Z,42.00,60.00
2026-02-25T06:50:00Z,42.00,60.00
2026-02-25T06:51:00Z,42.00,60.00
2026-02-25T06:52:00Z,42.00,59.47
2026-02-25T06:53:00Z,42.00,59.95
2026-02-25T06:54:00Z,42.00,59.95
2026-02-25T06:55:00Z,42.00,60.00
2026-02-25T06:56:00Z,42.00,60.00
2026-02-25T06:57:00Z,41.30,59.94
2026-02-25T06:58:00Z,41.73,59.49
2026-02-25T06:59:00Z,42.00,60.00
2026-02-25T07:00:00Z,42.00,59.65
2026-02-25T07:01:00Z,42.50,58.57
2026-02-25T07:02:00Z,42.00,59.98
2026-02-25T07:03:00Z,42.00,60.00
2026-02-25T07:04:00Z,41.83,60.56
2026-02-25T07:05:00Z,41.93,60.92
2026-02-25T07:06:00Z,41.93,61.00
2026-02-25T07:07:00Z,41.90,61.00
2026-02-25T07:08:00Z,41.83,60.94
2026-02-25T07:09:00Z,42.85,58.30
2026-02-25T07:10:00Z,44.91,56.51
2026-02-25T07:11:00Z,47.84,54.00
2026-02-25T07:12:00Z,45.80,56.53
2026-02-25T07:13:00Z,48.09,53.99
2026-02-25T07:14:00Z,50.99,49.89
2026-02-25T07:15:00Z,50.30,48.27
2026-02-25T07:16:00Z,51.83,50.76
2026-02-25T07:17:00Z,49.74,51.40
2026-02-25T07:18:00Z,47.65,55.55
2026-02-25T07:19:00Z,39.75,61.96
2026-02-25T07:20:00Z,38.39,61.19
2026-02-25T07:21:00Z,32.96,65.88
2026-02-25T07:22:00Z,28.55,72.46
2026-02-25T07:23:00Z,27.97,70.97
2026-02-25T07:24:00Z,36.39,65.67
2026-02-25T07:25:00Z,42.02,62.80
2026-02-25T07:26:00Z,30.16,70.76
2026-02-25T07:27:00Z,30.37,71.58
2026-02-25T07:28:00Z,30.32,70.50
2026-02-25T07:29:00Z,27.95,72.74
2026-02-25T07:30:00Z,24.36,74.27
2026-02-25T07:31:00Z,27.16,73.28
2026-02-25T07:32:00Z,27.65,73.97
2026-02-25T07:33:00Z,26.46,73.71
2026-02-25T07:34:00Z,28.83,73.97
2026-02-25T07:35:00Z,28.99,72.99
2026-02-25T07:36:00Z,27.93,73.77
2026-02-25T07:37:00Z,26.86,74.70
2026-02-25T07:38:00Z,25.07,76.91
2026-02-25T07:39:00Z,25.21,77.53
2026-02-25T07:40:00Z,21.01,79.27
2026-02-25T07:41:00Z,18.48,81.58
2026-02-25T07:42:00Z,19.07,78.48
2026-02-25T07:43:00Z,20.88,80.40
2026-02-25T07:44:00Z,24.00,77.52
2026-02-25T07:45:00Z,25.21,76.93
2026-02-25T07:46:00Z,21.89,78.93
2026-02-25T07:47:00Z,19.86,81.78
2026-02-25T07:48:00Z,24.69,76.17
2026-02-25T07:49:00Z,21.35,80.93
2026-02-25T07:50:00Z,23.82,79.02
2026-02-25T07:51:00Z,24.62,76.07
2026-02-25T07:52:00Z,23.85,77.84
2026-02-25T07:53:00Z,20.14,78.98
