# event_ticker=KXATPCHALLENGERMATCH-26APR06OSTSUN
# final_score=7-6(3) 6-4
# score_resolution=6-7 4-6
# match_winner=Daniil Ostapenkov
# fav_player=Qian Sun
# dog_player=Daniil Ostapenkov
# kalshi_date=2026-04-06
timestamp,Qian Sun,Daniil Ostapenkov
2026-04-06T17:01:00Z,,75.00
2026-04-06T17:16:00Z,,75.00
2026-04-06T17:25:00Z,,75.00
2026-04-06T17:34:00Z,,75.00
2026-04-06T17:39:00Z,,75.00
2026-04-06T18:46:00Z,,75.00
2026-04-06T19:15:00Z,,75.00
2026-04-06T19:48:00Z,25.28,75.00
2026-04-06T20:03:00Z,25.28,75.00
2026-04-06T20:14:00Z,25.28,75.00
2026-04-06T20:15:00Z,25.28,75.00
2026-04-06T20:19:00Z,25.28,74.00
2026-04-06T20:32:00Z,25.00,74.00
2026-04-06T20:35:00Z,25.00,75.00
2026-04-06T20:42:00Z,25.00,74.00
2026-04-06T20:52:00Z,25.00,75.00
2026-04-06T21:19:00Z,25.00,74.00
2026-04-06T21:20:00Z,25.00,74.00
2026-04-06T21:22:00Z,25.00,74.00
2026-04-06T21:23:00Z,25.00,75.00
2026-04-06T21:32:00Z,25.00,75.00
2026-04-06T21:37:00Z,25.00,75.00
2026-04-06T21:41:00Z,25.00,75.00
2026-04-06T21:56:00Z,25.00,75.00
2026-04-06T22:04:00Z,25.00,75.00
2026-04-06T22:22:00Z,25.00,75.00
2026-04-06T22:36:00Z,25.00,74.00
2026-04-06T22:40:00Z,25.00,75.00
2026-04-06T22:44:00Z,25.00,75.00
2026-04-06T23:03:00Z,25.00,74.00
2026-04-06T23:14:00Z,25.00,75.00
2026-04-06T23:28:00Z,25.00,75.00
2026-04-06T23:43:00Z,25.00,75.00
2026-04-06T23:45:00Z,25.00,75.00
2026-04-06T23:54:00Z,25.75,75.00
2026-04-07T00:16:00Z,25.75,75.00
2026-04-07T00:29:00Z,25.00,75.00
2026-04-07T00:31:00Z,25.00,75.00
2026-04-07T00:33:00Z,25.00,75.00
2026-04-07T00:37:00Z,23.00,75.00
2026-04-07T00:39:00Z,23.00,74.93
2026-04-07T00:40:00Z,25.00,74.93
2026-04-07T00:43:00Z,25.00,75.00
2026-04-07T00:48:00Z,24.00,75.00
2026-04-07T00:49:00Z,24.00,75.00
2026-04-07T00:58:00Z,24.00,75.00
2026-04-07T00:59:00Z,25.00,75.00
2026-04-07T01:06:00Z,25.00,75.00
2026-04-07T01:08:00Z,25.00,75.00
2026-04-07T01:18:00Z,25.00,74.00
2026-04-07T01:19:00Z,25.00,74.00
2026-04-07T01:22:00Z,25.00,75.00
2026-04-07T01:24:00Z,24.00,75.00
2026-04-07T01:25:00Z,24.00,75.38
2026-04-07T01:31:00Z,24.00,76.00
2026-04-07T01:40:00Z,24.00,76.00
2026-04-07T01:41:00Z,22.00,76.00
2026-04-07T01:42:00Z,25.00,76.00
2026-04-07T01:43:00Z,25.00,76.00
2026-04-07T01:44:00Z,25.00,76.00
2026-04-07T01:45:00Z,25.00,76.00
2026-04-07T01:46:00Z,26.00,76.00
2026-04-07T01:50:00Z,26.00,76.00
2026-04-07T01:59:00Z,26.00,76.00
2026-04-07T02:04:00Z,26.00,76.00
2026-04-07T02:05:00Z,26.00,76.00
2026-04-07T02:06:00Z,26.00,76.00
2026-04-07T02:11:00Z,25.00,76.00
2026-04-07T02:14:00Z,25.00,76.00
2026-04-07T02:15:00Z,25.00,76.00
2026-04-07T02:18:00Z,25.00,76.00
2026-04-07T02:22:00Z,25.00,76.00
2026-04-07T02:26:00Z,25.00,76.00
2026-04-07T02:31:00Z,25.00,76.00
2026-04-07T02:32:00Z,23.00,76.00
2026-04-07T02:38:00Z,23.00,76.00
2026-04-07T02:40:00Z,26.00,76.00
2026-04-07T02:41:00Z,26.00,76.00
2026-04-07T02:43:00Z,26.00,76.00
2026-04-07T02:45:00Z,26.00,76.00
2026-04-07T02:46:00Z,25.00,76.00
2026-04-07T02:49:00Z,25.00,76.00
2026-04-07T02:50:00Z,25.00,76.00
2026-04-07T02:51:00Z,25.00,75.00
2026-04-07T02:52:00Z,26.05,75.95
2026-04-07T02:54:00Z,26.05,75.00
2026-04-07T02:55:00Z,26.00,75.01
2026-04-07T02:56:00Z,26.00,75.01
2026-04-07T02:57:00Z,26.00,75.00
2026-04-07T02:58:00Z,26.00,75.00
2026-04-07T02:59:00Z,25.00,75.00
2026-04-07T03:00:00Z,25.00,75.00
2026-04-07T03:01:00Z,25.64,77.22
2026-04-07T03:02:00Z,25.28,80.73
2026-04-07T03:04:00Z,25.28,80.00
2026-04-07T03:05:00Z,26.00,80.00
2026-04-07T03:06:00Z,26.00,80.00
2026-04-07T03:07:00Z,25.00,80.00
2026-04-07T03:08:00Z,25.00,80.00
2026-04-07T03:09:00Z,25.00,78.82
2026-04-07T03:10:00Z,25.00,78.82
2026-04-07T03:11:00Z,24.65,78.26
2026-04-07T03:12:00Z,23.00,78.82
2026-04-07T03:13:00Z,26.00,75.71
2026-04-07T03:14:00Z,25.27,76.00
2026-04-07T03:15:00Z,24.79,78.40
2026-04-07T03:16:00Z,23.33,80.11
2026-04-07T03:17:00Z,24.99,80.00
2026-04-07T03:18:00Z,27.02,73.43
2026-04-07T03:19:00Z,32.33,71.19
2026-04-07T03:20:00Z,32.99,70.61
2026-04-07T03:21:00Z,27.00,75.75
2026-04-07T03:22:00Z,22.99,78.31
2026-04-07T03:23:00Z,18.72,82.54
2026-04-07T03:24:00Z,28.06,73.03
2026-04-07T03:25:00Z,32.32,69.83
2026-04-07T03:26:00Z,30.93,70.15
2026-04-07T03:27:00Z,28.41,73.42
2026-04-07T03:28:00Z,34.98,73.71
2026-04-07T03:29:00Z,25.42,77.00
2026-04-07T03:30:00Z,26.11,77.00
2026-04-07T03:31:00Z,26.78,80.81
2026-04-07T03:32:00Z,24.05,79.49
2026-04-07T03:33:00Z,29.02,74.98
2026-04-07T03:34:00Z,27.12,78.81
2026-04-07T03:35:00Z,24.11,77.15
2026-04-07T03:36:00Z,24.99,78.00
2026-04-07T03:37:00Z,30.88,75.40
2026-04-07T03:38:00Z,31.02,70.00
2026-04-07T03:39:00Z,30.84,70.43
2026-04-07T03:40:00Z,25.89,76.56
2026-04-07T03:41:00Z,25.00,77.90
2026-04-07T03:42:00Z,26.99,77.82
2026-04-07T03:43:00Z,33.10,70.91
2026-04-07T03:44:00Z,31.98,73.27
2026-04-07T03:45:00Z,26.64,77.23
2026-04-07T03:46:00Z,27.98,76.23
2026-04-07T03:47:00Z,30.95,73.00
2026-04-07T03:48:00Z,32.36,73.77
2026-04-07T03:49:00Z,31.64,72.14
2026-04-07T03:50:00Z,26.27,76.93
2026-04-07T03:51:00Z,27.13,73.89
2026-04-07T03:52:00Z,28.77,72.55
2026-04-07T03:53:00Z,28.01,75.29
2026-04-07T03:54:00Z,33.07,68.40
2026-04-07T03:55:00Z,27.45,76.55
2026-04-07T03:56:00Z,22.74,79.33
2026-04-07T03:57:00Z,18.93,83.32
2026-04-07T03:58:00Z,20.64,81.00
2026-04-07T03:59:00Z,21.86,79.23
2026-04-07T04:00:00Z,18.37,83.48
2026-04-07T04:01:00Z,12.61,87.23
2026-04-07T04:02:00Z,13.59,88.18
2026-04-07T04:03:00Z,13.65,86.31
2026-04-07T04:04:00Z,13.99,86.12
2026-04-07T04:05:00Z,13.92,89.10
2026-04-07T04:06:00Z,13.55,88.06
2026-04-07T04:07:00Z,10.50,91.80
2026-04-07T04:08:00Z,6.93,92.22
2026-04-07T04:09:00Z,8.50,91.04
2026-04-07T04:10:00Z,10.70,91.09
2026-04-07T04:11:00Z,11.69,90.96
2026-04-07T04:12:00Z,15.06,87.54
2026-04-07T04:13:00Z,17.00,84.67
2026-04-07T04:14:00Z,18.20,85.43
2026-04-07T04:15:00Z,16.34,86.00
2026-04-07T04:16:00Z,16.52,85.23
2026-04-07T04:17:00Z,14.51,84.86
2026-04-07T04:18:00Z,16.29,85.01
2026-04-07T04:19:00Z,18.00,84.64
2026-04-07T04:20:00Z,19.43,82.64
2026-04-07T04:21:00Z,21.25,80.80
2026-04-07T04:22:00Z,16.45,82.84
2026-04-07T04:23:00Z,18.17,82.87
2026-04-07T04:24:00Z,20.39,81.10
2026-04-07T04:25:00Z,19.04,81.20
2026-04-07T04:26:00Z,16.37,81.44
2026-04-07T04:27:00Z,15.57,84.95
2026-04-07T04:28:00Z,16.37,84.36
2026-04-07T04:29:00Z,18.44,82.02
2026-04-07T04:30:00Z,18.81,83.24
2026-04-07T04:31:00Z,8.41,91.11
2026-04-07T04:32:00Z,5.88,95.67
2026-04-07T04:33:00Z,4.84,96.11
2026-04-07T04:34:00Z,6.76,93.83
2026-04-07T04:35:00Z,5.78,95.80
2026-04-07T04:36:00Z,2.73,97.60
2026-04-07T04:37:00Z,3.70,97.32
2026-04-07T04:38:00Z,2.31,98.04
2026-04-07T04:39:00Z,3.17,98.07
2026-04-07T04:40:00Z,3.42,97.71
2026-04-07T04:41:00Z,2.77,97.34
2026-04-07T04:42:00Z,1.44,98.64
2026-04-07T04:43:00Z,1.00,99.00
2026-04-07T04:44:00Z,1.00,99.00
2026-04-07T04:45:00Z,1.00,99.00
2026-04-07T04:46:00Z,1.00,99.00
2026-04-07T04:47:00Z,1.00,99.00
2026-04-07T04:48:00Z,1.00,99.00
2026-04-07T04:51:00Z,1.00,99.00
2026-04-07T04:52:00Z,1.00,99.00
2026-04-07T04:53:00Z,1.00,99.00
