# event_ticker=KXATPCHALLENGERMATCH-26APR03DUCZHU
# final_score=4-6 6-3 6-4
# score_resolution=6-4 3-6 4-6
# match_winner=James Duckworth
# fav_player=Beibit Zhukayev
# dog_player=James Duckworth
# kalshi_date=2026-04-03
timestamp,Beibit Zhukayev,James Duckworth
2026-04-03T15:28:00Z,,78.00
2026-04-03T15:30:00Z,24.00,78.00
2026-04-03T15:48:00Z,24.00,78.00
2026-04-03T15:55:00Z,24.00,78.00
2026-04-03T15:58:00Z,24.00,78.00
2026-04-03T16:01:00Z,24.00,78.00
2026-04-03T16:29:00Z,24.00,78.00
2026-04-03T16:33:00Z,24.00,78.00
2026-04-03T17:03:00Z,24.00,78.00
2026-04-03T17:04:00Z,24.00,78.00
2026-04-03T17:19:00Z,24.00,78.00
2026-04-03T17:23:00Z,24.00,78.00
2026-04-03T17:42:00Z,24.00,78.00
2026-04-03T17:57:00Z,24.00,78.00
2026-04-03T18:09:00Z,24.00,78.00
2026-04-03T18:56:00Z,24.00,78.00
2026-04-03T20:13:00Z,24.00,78.00
2026-04-03T20:16:00Z,24.00,78.00
2026-04-03T20:17:00Z,24.00,78.00
2026-04-03T20:42:00Z,24.00,78.00
2026-04-03T20:57:00Z,24.00,78.00
2026-04-03T21:08:00Z,24.00,78.00
2026-04-03T21:45:00Z,24.00,78.00
2026-04-03T21:49:00Z,24.00,78.00
2026-04-03T21:50:00Z,24.00,78.00
2026-04-03T21:51:00Z,24.00,78.00
2026-04-03T21:55:00Z,22.00,78.00
2026-04-03T22:00:00Z,23.00,78.00
2026-04-03T22:02:00Z,23.00,78.00
2026-04-03T22:12:00Z,23.00,78.00
2026-04-03T22:22:00Z,23.00,78.00
2026-04-03T22:35:00Z,24.00,78.00
2026-04-03T22:40:00Z,24.00,78.00
2026-04-03T22:41:00Z,24.00,78.00
2026-04-03T22:59:00Z,24.00,78.00
2026-04-03T23:10:00Z,24.00,78.00
2026-04-03T23:13:00Z,23.00,78.00
2026-04-03T23:17:00Z,23.00,78.00
2026-04-03T23:31:00Z,23.00,78.00
2026-04-03T23:35:00Z,23.00,78.00
2026-04-03T23:38:00Z,23.00,78.00
2026-04-03T23:40:00Z,23.00,78.00
2026-04-03T23:42:00Z,23.00,78.00
2026-04-03T23:48:00Z,23.00,79.00
2026-04-03T23:58:00Z,23.00,79.00
2026-04-03T23:59:00Z,23.00,79.00
2026-04-04T00:01:00Z,23.00,79.00
2026-04-04T00:02:00Z,23.00,79.00
2026-04-04T00:10:00Z,23.00,79.00
2026-04-04T00:11:00Z,23.00,79.00
2026-04-04T00:17:00Z,23.00,79.00
2026-04-04T00:30:00Z,23.00,79.00
2026-04-04T00:33:00Z,23.00,79.00
2026-04-04T00:34:00Z,23.00,79.00
2026-04-04T00:39:00Z,23.00,79.00
2026-04-04T00:41:00Z,23.00,79.00
2026-04-04T00:42:00Z,23.00,79.00
2026-04-04T01:04:00Z,23.00,79.00
2026-04-04T01:07:00Z,23.00,79.00
2026-04-04T01:09:00Z,23.00,79.00
2026-04-04T01:10:00Z,23.00,79.00
2026-04-04T01:13:00Z,23.00,79.00
2026-04-04T01:17:00Z,23.00,79.00
2026-04-04T01:18:00Z,23.00,79.00
2026-04-04T01:20:00Z,23.00,79.00
2026-04-04T01:21:00Z,23.00,79.00
2026-04-04T01:24:00Z,23.00,79.00
2026-04-04T01:25:00Z,22.00,79.00
2026-04-04T01:28:00Z,22.00,79.00
2026-04-04T01:29:00Z,23.00,79.00
2026-04-04T01:32:00Z,23.00,79.00
2026-04-04T01:34:00Z,23.00,79.00
2026-04-04T01:36:00Z,23.00,79.00
2026-04-04T01:38:00Z,23.00,79.00
2026-04-04T01:43:00Z,23.00,79.00
2026-04-04T01:46:00Z,23.00,76.80
2026-04-04T01:47:00Z,23.00,76.80
2026-04-04T01:50:00Z,23.00,78.00
2026-04-04T01:54:00Z,23.00,78.00
2026-04-04T01:55:00Z,23.00,78.00
2026-04-04T01:56:00Z,24.00,78.00
2026-04-04T02:00:00Z,24.00,78.00
2026-04-04T02:04:00Z,24.00,78.00
