# event_ticker=KXATPCHALLENGERMATCH-26MAR13MOUBAS
# final_score=7-6(5) 6-4
# score_resolution=7-6 6-4
# match_winner=Corentin Moutet
# fav_player=Corentin Moutet
# dog_player=Nikoloz Basilashvili
# kalshi_date=2026-03-13
timestamp,Corentin Moutet,Nikoloz Basilashvili
2026-03-14T00:33:00Z,77.00,25.00
2026-03-14T00:34:00Z,77.00,25.00
2026-03-14T00:35:00Z,77.00,25.00
2026-03-14T00:36:00Z,77.00,25.86
2026-03-14T00:37:00Z,77.07,25.00
2026-03-14T00:38:00Z,77.98,25.00
2026-03-14T00:39:00Z,77.98,24.00
2026-03-14T00:40:00Z,78.00,24.00
2026-03-14T00:41:00Z,78.00,24.92
2026-03-14T00:42:00Z,77.90,24.02
2026-03-14T00:43:00Z,77.99,24.00
2026-03-14T00:44:00Z,77.01,24.41
2026-03-14T00:45:00Z,74.53,26.26
2026-03-14T00:46:00Z,77.10,24.86
2026-03-14T00:47:00Z,78.69,21.33
2026-03-14T00:48:00Z,78.62,22.70
2026-03-14T00:49:00Z,74.55,28.11
2026-03-14T00:50:00Z,73.26,26.65
2026-03-14T00:51:00Z,73.89,26.91
2026-03-14T00:52:00Z,74.05,28.21
2026-03-14T00:53:00Z,70.29,33.77
2026-03-14T00:54:00Z,70.87,30.56
2026-03-14T00:55:00Z,72.34,29.56
2026-03-14T00:56:00Z,71.45,28.97
2026-03-14T00:57:00Z,64.53,34.34
2026-03-14T00:58:00Z,59.57,42.46
2026-03-14T00:59:00Z,57.99,42.99
2026-03-14T01:00:00Z,56.97,44.68
2026-03-14T01:01:00Z,65.60,33.96
2026-03-14T01:02:00Z,71.34,29.19
2026-03-14T01:03:00Z,74.52,25.83
2026-03-14T01:04:00Z,76.84,22.19
2026-03-14T01:05:00Z,76.84,23.90
2026-03-14T01:06:00Z,80.00,21.71
2026-03-14T01:07:00Z,82.40,17.80
2026-03-14T01:08:00Z,79.86,22.07
2026-03-14T01:09:00Z,72.88,30.04
2026-03-14T01:10:00Z,73.30,28.33
2026-03-14T01:11:00Z,75.76,25.73
2026-03-14T01:12:00Z,75.15,24.18
2026-03-14T01:13:00Z,77.00,23.91
2026-03-14T01:14:00Z,78.43,23.09
2026-03-14T01:15:00Z,80.52,21.26
2026-03-14T01:16:00Z,81.86,21.17
2026-03-14T01:17:00Z,81.48,20.80
2026-03-14T01:18:00Z,75.33,23.53
2026-03-14T01:19:00Z,73.41,27.02
2026-03-14T01:20:00Z,74.71,25.00
2026-03-14T01:21:00Z,75.94,24.99
2026-03-14T01:22:00Z,77.00,23.93
2026-03-14T01:23:00Z,79.14,21.82
2026-03-14T01:24:00Z,77.37,21.95
2026-03-14T01:25:00Z,84.91,15.84
2026-03-14T01:26:00Z,80.86,19.84
2026-03-14T01:27:00Z,81.71,19.90
2026-03-14T01:28:00Z,75.74,25.78
2026-03-14T01:29:00Z,72.12,30.67
2026-03-14T01:30:00Z,62.61,34.08
2026-03-14T01:31:00Z,55.19,44.40
2026-03-14T01:32:00Z,57.73,46.52
2026-03-14T01:33:00Z,50.58,49.63
2026-03-14T01:34:00Z,54.79,47.38
2026-03-14T01:35:00Z,59.10,35.37
2026-03-14T01:36:00Z,70.05,30.13
2026-03-14T01:37:00Z,64.87,36.05
2026-03-14T01:38:00Z,59.80,41.00
2026-03-14T01:39:00Z,66.81,33.38
2026-03-14T01:40:00Z,71.94,28.48
2026-03-14T01:41:00Z,74.15,35.89
2026-03-14T01:42:00Z,79.23,20.99
2026-03-14T01:43:00Z,79.70,21.51
2026-03-14T01:44:00Z,72.52,30.96
2026-03-14T01:45:00Z,78.49,27.13
2026-03-14T01:46:00Z,85.00,15.23
2026-03-14T01:47:00Z,87.47,12.95
2026-03-14T01:48:00Z,87.19,13.00
2026-03-14T01:49:00Z,85.18,13.24
2026-03-14T01:50:00Z,90.43,10.33
2026-03-14T01:51:00Z,93.71,8.18
2026-03-14T01:52:00Z,94.50,5.51
2026-03-14T01:53:00Z,94.96,5.82
2026-03-14T01:54:00Z,93.02,7.34
2026-03-14T01:55:00Z,94.96,6.36
2026-03-14T01:56:00Z,94.95,5.11
2026-03-14T01:57:00Z,95.01,4.89
2026-03-14T01:58:00Z,94.00,6.06
2026-03-14T01:59:00Z,93.97,7.00
2026-03-14T02:00:00Z,94.00,7.59
2026-03-14T02:01:00Z,95.34,4.75
2026-03-14T02:02:00Z,95.72,4.07
2026-03-14T02:03:00Z,97.93,1.96
2026-03-14T02:04:00Z,98.00,1.92
2026-03-14T02:05:00Z,98.53,1.58
2026-03-14T02:06:00Z,99.00,2.30
2026-03-14T02:07:00Z,98.95,2.39
2026-03-14T02:08:00Z,98.52,3.43
2026-03-14T02:09:00Z,98.73,2.59
2026-03-14T02:10:00Z,97.74,2.62
2026-03-14T02:11:00Z,97.74,3.19
2026-03-14T02:12:00Z,99.00,1.00
2026-03-14T02:13:00Z,99.00,1.00
2026-03-14T02:14:00Z,99.00,1.00
2026-03-14T02:15:00Z,99.00,1.00
2026-03-14T02:16:00Z,99.00,1.37
2026-03-14T02:17:00Z,99.00,1.37
2026-03-14T02:18:00Z,98.98,1.45
2026-03-14T02:19:00Z,99.00,2.29
2026-03-14T02:20:00Z,97.61,3.00
2026-03-14T02:21:00Z,97.61,3.00
2026-03-14T02:22:00Z,97.15,3.06
2026-03-14T02:23:00Z,97.00,3.15
2026-03-14T02:24:00Z,96.20,3.98
2026-03-14T02:25:00Z,97.00,3.00
2026-03-14T02:26:00Z,98.68,3.00
2026-03-14T02:27:00Z,99.00,3.00
2026-03-14T02:30:00Z,99.00,3.00
2026-03-14T02:33:00Z,99.00,3.00
2026-03-14T02:34:00Z,99.00,3.00
