# event_ticker=KXATPCHALLENGERMATCH-26MAR13MOUBAS
# final_score=7-6(5) 6-4
# score_resolution=7-6 6-4
# match_winner=Corentin Moutet
# fav_player=Corentin Moutet
# dog_player=Nikoloz Basilashvili
# kalshi_date=2026-03-13
timestamp,Corentin Moutet,Nikoloz Basilashvili
2026-03-13T12:59:00Z,76.00,
2026-03-13T13:00:00Z,76.00,24.00
2026-03-13T13:17:00Z,74.00,24.00
2026-03-13T13:20:00Z,74.00,24.00
2026-03-13T13:25:00Z,74.00,26.00
2026-03-13T13:33:00Z,75.00,26.00
2026-03-13T13:48:00Z,75.00,26.00
2026-03-13T14:01:00Z,76.00,26.00
2026-03-13T14:03:00Z,76.34,26.00
2026-03-13T14:30:00Z,76.00,26.00
2026-03-13T14:32:00Z,76.00,26.00
2026-03-13T14:33:00Z,76.00,26.00
2026-03-13T14:38:00Z,76.00,25.06
2026-03-13T14:46:00Z,77.00,25.06
2026-03-13T14:52:00Z,77.00,26.00
2026-03-13T15:10:00Z,77.00,26.00
2026-03-13T15:13:00Z,76.00,26.00
2026-03-13T15:18:00Z,76.00,26.00
2026-03-13T15:37:00Z,74.00,26.00
2026-03-13T15:45:00Z,75.00,26.00
2026-03-13T15:50:00Z,75.00,26.00
2026-03-13T16:19:00Z,75.00,26.00
2026-03-13T16:23:00Z,76.00,26.00
2026-03-13T17:12:00Z,75.94,26.00
2026-03-13T17:15:00Z,75.94,25.00
2026-03-13T17:39:00Z,76.00,25.00
2026-03-13T17:40:00Z,77.00,25.00
2026-03-13T17:57:00Z,76.00,25.00
2026-03-13T17:58:00Z,76.00,25.00
2026-03-13T18:13:00Z,74.00,25.00
2026-03-13T18:15:00Z,74.00,26.00
2026-03-13T18:16:00Z,74.00,26.00
2026-03-13T18:18:00Z,74.00,26.00
2026-03-13T18:27:00Z,74.00,26.00
2026-03-13T18:41:00Z,74.00,26.00
2026-03-13T18:42:00Z,74.00,26.00
2026-03-13T18:43:00Z,74.00,26.00
2026-03-13T18:44:00Z,74.00,26.00
2026-03-13T18:45:00Z,74.00,26.00
2026-03-13T18:54:00Z,75.99,26.00
2026-03-13T18:58:00Z,74.00,26.00
2026-03-13T18:59:00Z,74.00,26.00
2026-03-13T19:01:00Z,77.00,26.00
2026-03-13T19:36:00Z,76.00,26.00
2026-03-13T19:42:00Z,76.00,26.00
2026-03-13T19:43:00Z,76.00,26.00
2026-03-13T19:47:00Z,76.00,26.00
2026-03-13T19:52:00Z,76.00,26.00
2026-03-13T20:02:00Z,74.00,26.00
2026-03-13T20:22:00Z,74.00,26.00
2026-03-13T20:24:00Z,74.00,26.00
2026-03-13T20:25:00Z,74.00,26.00
2026-03-13T20:28:00Z,74.15,26.00
2026-03-13T20:30:00Z,74.00,26.00
2026-03-13T20:37:00Z,75.00,26.00
2026-03-13T20:38:00Z,74.00,26.00
2026-03-13T20:39:00Z,74.00,26.00
2026-03-13T20:43:00Z,74.00,26.00
2026-03-13T20:44:00Z,74.00,26.00
2026-03-13T21:07:00Z,74.00,26.00
2026-03-13T21:08:00Z,74.00,26.00
2026-03-13T21:09:00Z,74.00,26.00
2026-03-13T21:12:00Z,74.00,26.00
2026-03-13T21:13:00Z,74.00,26.00
2026-03-13T21:15:00Z,74.00,26.00
2026-03-13T21:17:00Z,74.00,26.00
2026-03-13T21:19:00Z,74.00,26.00
2026-03-13T21:32:00Z,76.00,26.00
2026-03-13T21:34:00Z,76.00,26.00
2026-03-13T21:45:00Z,76.00,26.00
2026-03-13T21:48:00Z,75.00,26.00
2026-03-13T21:56:00Z,76.00,26.00
2026-03-13T21:57:00Z,76.00,26.00
2026-03-13T22:12:00Z,76.00,26.00
2026-03-13T22:20:00Z,76.00,26.00
2026-03-13T22:26:00Z,76.00,26.00
2026-03-13T22:28:00Z,76.00,26.00
2026-03-13T22:30:00Z,76.00,26.00
2026-03-13T22:32:00Z,74.00,26.00
2026-03-13T22:38:00Z,74.00,26.00
2026-03-13T22:41:00Z,74.00,26.00
2026-03-13T22:45:00Z,76.00,26.00
2026-03-13T22:54:00Z,76.80,26.00
2026-03-13T22:59:00Z,76.80,24.00
2026-03-13T23:01:00Z,76.80,26.00
2026-03-13T23:06:00Z,76.80,26.00
2026-03-13T23:15:00Z,76.00,26.00
2026-03-13T23:20:00Z,76.00,26.00
2026-03-13T23:22:00Z,76.00,26.00
2026-03-13T23:23:00Z,76.00,24.00
2026-03-13T23:28:00Z,76.00,25.97
2026-03-13T23:29:00Z,76.00,25.67
2026-03-13T23:32:00Z,77.00,25.67
2026-03-13T23:37:00Z,77.00,25.67
2026-03-13T23:41:00Z,77.00,25.67
2026-03-13T23:43:00Z,77.00,25.99
2026-03-13T23:45:00Z,77.00,25.99
2026-03-13T23:46:00Z,77.00,25.99
2026-03-13T23:54:00Z,77.00,25.99
2026-03-13T23:59:00Z,77.00,25.99
2026-03-14T00:15:00Z,77.00,24.00
2026-03-14T00:16:00Z,77.00,24.00
2026-03-14T00:17:00Z,77.00,25.00
2026-03-14T00:21:00Z,77.00,25.00
2026-03-14T00:26:00Z,77.00,25.00
2026-03-14T00:30:00Z,77.00,25.00
