# event_ticker=KXATPMATCH-25AUG07ETCSHA
# final_score=6-7(5) 7-6(4) 6-4
# score_resolution=6-7 7-6 6-4
# match_winner=Tomas Martin Etcheverry
# fav_player=Tomas Martin Etcheverry
# dog_player=Juncheng Shang
# kalshi_date=2025-08-07
timestamp,Tomas Martin Etcheverry,Juncheng Shang
2025-08-07T20:25:00Z,56.00,41.52
2025-08-07T20:26:00Z,56.00,46.00
2025-08-07T20:27:00Z,55.97,46.00
2025-08-07T20:28:00Z,60.00,46.00
2025-08-07T20:29:00Z,60.00,42.00
2025-08-07T20:30:00Z,60.00,42.00
2025-08-07T20:31:00Z,61.00,42.00
2025-08-07T20:32:00Z,61.00,44.91
2025-08-07T20:33:00Z,61.00,46.00
2025-08-07T20:34:00Z,56.00,46.00
2025-08-07T20:35:00Z,56.00,46.85
2025-08-07T20:36:00Z,58.19,41.33
2025-08-07T20:37:00Z,57.00,43.00
2025-08-07T20:38:00Z,61.00,35.75
2025-08-07T20:39:00Z,70.00,32.00
2025-08-07T20:40:00Z,71.66,30.44
2025-08-07T20:41:00Z,76.21,20.00
2025-08-07T20:42:00Z,74.69,28.00
2025-08-07T20:43:00Z,75.00,28.91
2025-08-07T20:44:00Z,75.00,26.19
2025-08-07T20:45:00Z,68.63,30.52
2025-08-07T20:46:00Z,61.33,44.75
2025-08-07T20:47:00Z,32.52,64.66
2025-08-07T20:48:00Z,33.56,67.00
2025-08-07T20:49:00Z,32.85,67.00
2025-08-07T20:50:00Z,33.36,67.00
2025-08-07T20:51:00Z,31.08,67.00
2025-08-07T20:52:00Z,33.94,67.00
2025-08-07T20:53:00Z,35.63,65.60
2025-08-07T20:54:00Z,36.01,65.60
2025-08-07T20:55:00Z,38.49,65.60
2025-08-07T20:56:00Z,38.00,65.60
2025-08-07T20:57:00Z,33.12,65.00
2025-08-07T20:58:00Z,35.57,67.00
2025-08-07T20:59:00Z,36.02,64.27
2025-08-07T21:00:00Z,38.00,61.32
2025-08-07T21:01:00Z,55.95,61.32
2025-08-07T21:02:00Z,43.00,61.32
2025-08-07T21:03:00Z,43.00,62.00
2025-08-07T21:04:00Z,48.08,56.42
2025-08-07T21:05:00Z,38.00,58.33
2025-08-07T21:06:00Z,38.00,57.17
2025-08-07T21:07:00Z,39.94,60.96
2025-08-07T21:08:00Z,40.80,63.39
2025-08-07T21:09:00Z,31.53,67.06
2025-08-07T21:10:00Z,29.30,75.70
2025-08-07T21:11:00Z,36.25,67.76
2025-08-07T21:12:00Z,27.74,76.60
2025-08-07T21:13:00Z,32.54,77.00
2025-08-07T21:14:00Z,20.62,84.99
2025-08-07T21:15:00Z,14.84,88.04
2025-08-07T21:16:00Z,16.60,89.00
2025-08-07T21:17:00Z,12.01,94.17
2025-08-07T21:18:00Z,6.00,94.69
2025-08-07T21:19:00Z,6.57,96.57
2025-08-07T21:20:00Z,1.61,97.89
2025-08-07T21:21:00Z,4.59,97.76
2025-08-07T21:22:00Z,2.40,98.55
2025-08-07T21:23:00Z,1.00,99.00
2025-08-07T21:24:00Z,1.00,99.00
2025-08-07T21:25:00Z,1.00,99.00
2025-08-07T21:27:00Z,1.91,98.81
2025-08-07T21:28:00Z,3.57,98.81
2025-08-07T21:29:00Z,2.94,98.00
2025-08-07T21:30:00Z,2.94,97.15
2025-08-07T21:31:00Z,5.22,94.41
2025-08-07T21:32:00Z,5.00,93.19
2025-08-07T21:33:00Z,8.43,98.11
2025-08-07T21:34:00Z,3.39,93.00
2025-08-07T21:35:00Z,6.65,94.62
2025-08-07T21:36:00Z,13.02,91.32
2025-08-07T21:37:00Z,11.91,87.40
2025-08-07T21:38:00Z,12.91,90.44
2025-08-07T21:39:00Z,18.49,83.23
2025-08-07T21:40:00Z,36.58,65.93
2025-08-07T21:41:00Z,36.00,65.38
2025-08-07T21:42:00Z,53.50,86.00
2025-08-07T21:44:00Z,25.00,86.00
2025-08-07T21:45:00Z,25.00,73.88
2025-08-07T21:46:00Z,48.46,73.88
2025-08-07T21:47:00Z,34.10,73.88
2025-08-07T21:48:00Z,32.70,67.72
2025-08-07T21:49:00Z,28.42,67.80
2025-08-07T21:50:00Z,33.48,64.57
2025-08-07T21:51:00Z,35.07,66.49
2025-08-07T21:52:00Z,35.07,68.00
2025-08-07T21:53:00Z,32.00,65.70
2025-08-07T21:54:00Z,32.00,68.00
2025-08-07T21:56:00Z,35.00,68.00
2025-08-07T21:57:00Z,35.00,65.00
2025-08-07T21:58:00Z,35.00,65.00
2025-08-07T21:59:00Z,35.00,65.12
2025-08-07T22:00:00Z,32.01,65.00
2025-08-07T22:01:00Z,35.00,65.00
2025-08-07T22:02:00Z,31.43,68.00
2025-08-07T22:03:00Z,32.02,68.00
2025-08-07T22:04:00Z,32.02,68.00
2025-08-07T22:05:00Z,31.00,68.00
2025-08-07T22:06:00Z,34.98,68.00
2025-08-07T22:07:00Z,35.00,66.00
2025-08-07T22:08:00Z,34.95,67.00
2025-08-07T22:09:00Z,34.95,65.14
2025-08-07T22:10:00Z,31.00,65.14
2025-08-07T22:11:00Z,31.00,67.00
2025-08-07T22:12:00Z,31.00,65.13
2025-08-07T22:13:00Z,34.00,66.48
2025-08-07T22:14:00Z,34.00,67.00
2025-08-07T22:15:00Z,34.00,64.49
2025-08-07T22:16:00Z,31.27,68.00
2025-08-07T22:17:00Z,31.27,64.44
2025-08-07T22:18:00Z,31.27,68.00
2025-08-07T22:19:00Z,35.00,68.00
2025-08-07T22:20:00Z,35.00,68.00
2025-08-07T22:21:00Z,32.00,68.00
2025-08-07T22:23:00Z,32.00,68.00
2025-08-07T22:25:00Z,35.00,68.00
2025-08-07T22:26:00Z,34.00,68.00
2025-08-07T22:27:00Z,34.00,65.22
2025-08-07T22:28:00Z,32.00,65.22
2025-08-07T22:29:00Z,32.00,64.00
2025-08-07T22:30:00Z,31.00,64.00
2025-08-07T22:31:00Z,32.02,64.00
2025-08-07T22:33:00Z,33.00,64.00
2025-08-07T22:34:00Z,33.00,68.00
2025-08-07T22:35:00Z,33.00,68.00
2025-08-07T22:36:00Z,33.00,66.00
2025-08-07T22:37:00Z,34.00,68.00
2025-08-07T22:38:00Z,32.00,68.00
2025-08-07T22:39:00Z,31.00,65.00
2025-08-07T22:40:00Z,31.00,65.00
2025-08-07T22:42:00Z,31.07,64.00
2025-08-07T22:43:00Z,35.00,65.00
2025-08-07T22:44:00Z,35.00,65.00
2025-08-07T22:45:00Z,38.65,62.33
2025-08-07T22:46:00Z,42.88,62.33
2025-08-07T22:47:00Z,40.17,62.33
2025-08-07T22:48:00Z,47.83,55.01
2025-08-07T22:49:00Z,47.50,55.01
2025-08-07T22:50:00Z,47.50,62.00
2025-08-07T22:51:00Z,46.71,53.47
2025-08-07T22:52:00Z,41.00,62.15
2025-08-07T22:53:00Z,40.00,63.13
2025-08-07T22:54:00Z,29.01,68.18
2025-08-07T22:55:00Z,23.79,72.20
2025-08-07T22:56:00Z,33.54,70.04
2025-08-07T22:57:00Z,33.34,69.25
2025-08-07T22:58:00Z,36.56,69.15
2025-08-07T22:59:00Z,33.00,68.33
2025-08-07T23:00:00Z,42.94,58.61
2025-08-07T23:01:00Z,50.99,47.84
2025-08-07T23:02:00Z,42.85,53.30
2025-08-07T23:03:00Z,50.82,52.40
2025-08-07T23:04:00Z,56.89,35.62
2025-08-07T23:05:00Z,56.99,40.00
2025-08-07T23:06:00Z,63.12,40.00
2025-08-07T23:07:00Z,66.00,33.93
2025-08-07T23:08:00Z,62.00,35.27
2025-08-07T23:09:00Z,57.25,43.50
2025-08-07T23:10:00Z,53.00,47.21
2025-08-07T23:11:00Z,53.00,47.00
2025-08-07T23:12:00Z,58.18,45.00
2025-08-07T23:13:00Z,58.18,41.58
2025-08-07T23:14:00Z,68.57,32.00
2025-08-07T23:15:00Z,67.00,34.00
2025-08-07T23:16:00Z,66.28,41.68
2025-08-07T23:17:00Z,57.00,41.00
2025-08-07T23:18:00Z,58.41,41.00
2025-08-07T23:19:00Z,57.96,41.00
2025-08-07T23:20:00Z,57.96,47.00
2025-08-07T23:21:00Z,56.76,44.28
2025-08-07T23:22:00Z,64.12,44.00
2025-08-07T23:24:00Z,64.00,36.08
2025-08-07T23:25:00Z,71.92,32.00
2025-08-07T23:26:00Z,62.00,38.00
2025-08-07T23:27:00Z,56.00,45.38
2025-08-07T23:28:00Z,56.00,47.83
2025-08-07T23:29:00Z,53.00,47.83
2025-08-07T23:30:00Z,53.46,46.00
2025-08-07T23:31:00Z,57.00,43.24
2025-08-07T23:33:00Z,55.00,43.24
2025-08-07T23:34:00Z,50.03,52.71
2025-08-07T23:35:00Z,50.98,54.00
2025-08-07T23:36:00Z,50.61,52.05
2025-08-07T23:37:00Z,57.76,42.82
2025-08-07T23:38:00Z,60.98,41.14
2025-08-07T23:39:00Z,55.00,66.00
2025-08-07T23:40:00Z,81.00,66.00
2025-08-07T23:41:00Z,55.00,46.98
2025-08-07T23:42:00Z,55.00,46.98
2025-08-07T23:43:00Z,55.00,46.00
2025-08-07T23:44:00Z,29.85,48.80
2025-08-07T23:45:00Z,63.79,34.60
2025-08-07T23:46:00Z,75.59,21.15
2025-08-07T23:47:00Z,75.05,32.04
2025-08-07T23:48:00Z,63.60,34.93
2025-08-07T23:49:00Z,67.95,25.04
2025-08-07T23:50:00Z,61.00,39.79
2025-08-07T23:51:00Z,23.41,69.88
2025-08-07T23:52:00Z,80.92,69.88
2025-08-07T23:53:00Z,82.61,69.00
2025-08-07T23:54:00Z,58.85,47.79
2025-08-07T23:55:00Z,57.97,47.93
2025-08-07T23:56:00Z,48.75,50.76
2025-08-07T23:57:00Z,57.99,44.12
2025-08-07T23:58:00Z,53.03,47.00
2025-08-07T23:59:00Z,49.00,50.14
2025-08-08T00:00:00Z,56.80,44.31
2025-08-08T00:01:00Z,61.00,40.17
2025-08-08T00:02:00Z,61.00,39.87
2025-08-08T00:03:00Z,69.38,34.20
2025-08-08T00:04:00Z,92.02,10.66
2025-08-08T00:05:00Z,94.00,1.85
2025-08-08T00:06:00Z,94.00,1.85
2025-08-08T00:07:00Z,90.89,16.46
2025-08-08T00:08:00Z,84.65,20.55
2025-08-08T00:09:00Z,91.49,10.22
2025-08-08T00:10:00Z,88.66,9.83
2025-08-08T00:11:00Z,88.79,15.82
2025-08-08T00:12:00Z,98.12,1.75
2025-08-08T00:13:00Z,99.00,1.75
2025-08-08T00:14:00Z,99.00,1.75
2025-08-08T00:15:00Z,99.00,1.75
2025-08-08T00:16:00Z,99.00,1.75
