# event_ticker=KXATPMATCH-26JUN09HALSHI
# final_score=6-4 6-2
# match_winner=Sho Shimabukuro
# fav_player=Sho Shimabukuro
# dog_player=Quentin Halys
# kalshi_date=2026-06-09
timestamp,Quentin Halys,Sho Shimabukuro
2026-06-08T21:59:00Z,60.00,
2026-06-08T22:01:00Z,60.00,
2026-06-08T22:08:00Z,60.00,
2026-06-08T22:15:00Z,60.00,
2026-06-08T22:27:00Z,60.00,
2026-06-08T22:31:00Z,60.00,
2026-06-08T22:49:00Z,60.00,
2026-06-08T23:01:00Z,60.00,
2026-06-08T23:03:00Z,60.00,
2026-06-08T23:20:00Z,60.00,
2026-06-08T23:27:00Z,60.00,41.00
2026-06-08T23:43:00Z,60.00,40.50
2026-06-08T23:56:00Z,60.00,40.50
2026-06-09T00:02:00Z,60.00,40.50
2026-06-09T00:07:00Z,60.00,40.00
2026-06-09T00:10:00Z,60.00,40.00
2026-06-09T00:31:00Z,60.00,40.00
2026-06-09T00:34:00Z,60.00,40.00
2026-06-09T00:52:00Z,60.00,40.00
2026-06-09T00:53:00Z,60.00,41.00
2026-06-09T00:59:00Z,60.00,41.00
2026-06-09T01:15:00Z,59.00,41.00
2026-06-09T01:25:00Z,60.00,41.00
2026-06-09T01:36:00Z,60.00,41.00
2026-06-09T01:37:00Z,60.00,41.00
2026-06-09T01:42:00Z,60.00,41.00
2026-06-09T01:43:00Z,59.00,41.00
2026-06-09T01:45:00Z,58.00,42.00
2026-06-09T01:57:00Z,58.00,42.00
2026-06-09T02:02:00Z,58.00,42.00
2026-06-09T02:08:00Z,58.00,42.00
2026-06-09T02:15:00Z,58.00,42.00
2026-06-09T02:16:00Z,58.00,42.00
2026-06-09T02:19:00Z,58.00,42.00
2026-06-09T02:27:00Z,58.00,42.00
2026-06-09T02:32:00Z,58.00,42.00
2026-06-09T02:33:00Z,58.00,42.00
2026-06-09T02:37:00Z,58.00,42.00
2026-06-09T02:38:00Z,58.00,42.00
2026-06-09T02:40:00Z,58.00,42.00
2026-06-09T02:43:00Z,58.00,42.00
2026-06-09T02:44:00Z,58.00,42.00
2026-06-09T02:46:00Z,58.00,42.00
2026-06-09T02:47:00Z,58.00,42.00
2026-06-09T02:51:00Z,58.00,42.00
2026-06-09T02:52:00Z,57.11,42.00
2026-06-09T02:54:00Z,58.00,42.00
2026-06-09T02:55:00Z,58.00,42.00
2026-06-09T03:00:00Z,58.00,42.00
2026-06-09T03:01:00Z,58.00,42.00
2026-06-09T03:07:00Z,58.00,42.00
2026-06-09T03:11:00Z,58.00,42.00
2026-06-09T03:24:00Z,58.00,42.00
2026-06-09T03:26:00Z,58.00,42.00
2026-06-09T03:32:00Z,58.00,42.00
2026-06-09T03:33:00Z,58.00,42.00
2026-06-09T03:43:00Z,58.00,42.00
2026-06-09T03:44:00Z,58.00,42.00
2026-06-09T03:45:00Z,58.00,42.00
2026-06-09T03:46:00Z,58.00,42.00
2026-06-09T03:47:00Z,58.00,42.00
2026-06-09T03:48:00Z,58.67,42.00
2026-06-09T03:49:00Z,59.00,42.00
2026-06-09T03:51:00Z,58.00,42.00
2026-06-09T03:52:00Z,58.00,42.00
2026-06-09T03:53:00Z,58.00,42.00
2026-06-09T03:54:00Z,58.00,42.00
2026-06-09T03:55:00Z,58.00,42.00
2026-06-09T03:57:00Z,58.15,42.00
2026-06-09T03:59:00Z,59.00,42.00
2026-06-09T04:00:00Z,59.00,42.00
2026-06-09T04:01:00Z,59.00,42.00
2026-06-09T04:04:00Z,59.00,42.00
2026-06-09T04:06:00Z,59.00,42.00
2026-06-09T04:07:00Z,59.00,42.00
2026-06-09T04:08:00Z,59.00,42.00
2026-06-09T04:09:00Z,59.00,42.00
2026-06-09T04:10:00Z,59.11,42.00
2026-06-09T04:11:00Z,59.00,42.00
2026-06-09T04:12:00Z,60.00,42.00
2026-06-09T04:13:00Z,59.00,42.00
2026-06-09T04:14:00Z,59.00,42.00
2026-06-09T04:15:00Z,59.00,42.00
2026-06-09T04:17:00Z,59.00,42.00
2026-06-09T04:20:00Z,59.00,42.00
2026-06-09T04:21:00Z,58.00,42.00
2026-06-09T04:22:00Z,58.00,42.00
2026-06-09T04:23:00Z,58.00,42.00
2026-06-09T04:24:00Z,58.00,42.00
2026-06-09T04:25:00Z,58.00,43.00
2026-06-09T04:26:00Z,58.00,42.00
2026-06-09T04:28:00Z,58.00,42.00
2026-06-09T04:29:00Z,57.00,42.00
2026-06-09T04:30:00Z,58.00,42.00
2026-06-09T04:31:00Z,58.00,42.00
2026-06-09T04:32:00Z,58.60,42.00
2026-06-09T04:35:00Z,58.00,42.00
2026-06-09T04:37:00Z,59.00,42.00
2026-06-09T04:38:00Z,59.00,42.00
2026-06-09T04:44:00Z,59.00,43.00
