# event_ticker=KXATPMATCH-25AUG09MICMOU
# final_score=3-6 6-3 6-4
# match_winner=Alex Michelsen
# fav_player=Alex Michelsen
# dog_player=Corentin Moutet
# kalshi_date=2025-08-09
timestamp,Alex Michelsen,Corentin Moutet
2025-08-09T05:11:00Z,57.00,
2025-08-09T05:24:00Z,55.00,
2025-08-09T05:26:00Z,55.00,50.28
2025-08-09T05:27:00Z,55.00,49.00
2025-08-09T05:37:00Z,55.00,50.00
2025-08-09T05:50:00Z,55.00,48.00
2025-08-09T05:52:00Z,53.00,48.00
2025-08-09T05:59:00Z,53.00,48.00
2025-08-09T06:04:00Z,53.00,48.00
2025-08-09T06:12:00Z,52.33,48.00
2025-08-09T06:18:00Z,52.33,48.00
2025-08-09T06:24:00Z,52.00,48.00
2025-08-09T06:27:00Z,52.00,48.00
2025-08-09T06:29:00Z,53.00,48.00
2025-08-09T06:33:00Z,53.00,49.00
2025-08-09T06:52:00Z,53.93,49.00
2025-08-09T06:54:00Z,53.00,49.00
2025-08-09T07:13:00Z,53.00,49.00
2025-08-09T07:16:00Z,54.00,49.00
2025-08-09T07:22:00Z,53.00,49.00
2025-08-09T08:07:00Z,54.00,49.00
2025-08-09T08:53:00Z,54.00,48.00
2025-08-09T09:03:00Z,55.00,48.00
2025-08-09T09:05:00Z,55.00,48.00
2025-08-09T09:23:00Z,55.00,48.00
2025-08-09T09:57:00Z,55.00,48.00
2025-08-09T10:08:00Z,55.00,48.61
2025-08-09T10:16:00Z,54.00,48.61
2025-08-09T10:20:00Z,54.00,48.61
2025-08-09T10:29:00Z,52.00,52.00
2025-08-09T11:12:00Z,52.00,51.00
2025-08-09T11:21:00Z,55.00,51.00
2025-08-09T11:36:00Z,57.52,51.00
2025-08-09T11:52:00Z,57.00,49.00
2025-08-09T12:01:00Z,57.00,51.00
2025-08-09T12:07:00Z,58.00,51.00
2025-08-09T12:17:00Z,58.00,51.00
2025-08-09T12:27:00Z,52.00,51.00
2025-08-09T12:42:00Z,52.00,51.00
2025-08-09T13:07:00Z,52.00,49.00
2025-08-09T13:13:00Z,52.00,49.00
2025-08-09T13:15:00Z,52.00,49.00
2025-08-09T13:16:00Z,52.00,49.00
2025-08-09T13:28:00Z,52.00,49.77
2025-08-09T13:32:00Z,52.00,49.77
2025-08-09T13:35:00Z,52.00,49.77
2025-08-09T13:36:00Z,52.00,49.77
2025-08-09T13:39:00Z,52.00,50.00
2025-08-09T13:40:00Z,52.00,50.00
2025-08-09T13:42:00Z,52.00,50.00
2025-08-09T13:43:00Z,52.00,50.00
2025-08-09T13:45:00Z,52.00,50.00
2025-08-09T13:46:00Z,52.00,50.00
2025-08-09T13:53:00Z,52.00,50.00
2025-08-09T13:57:00Z,52.63,50.00
2025-08-09T13:58:00Z,52.63,49.00
2025-08-09T14:05:00Z,52.63,49.00
2025-08-09T14:06:00Z,53.00,49.00
2025-08-09T14:09:00Z,53.00,49.00
2025-08-09T14:10:00Z,53.00,49.00
2025-08-09T14:13:00Z,53.00,49.00
2025-08-09T14:21:00Z,53.00,50.00
2025-08-09T14:24:00Z,53.00,50.00
2025-08-09T14:25:00Z,53.00,50.00
2025-08-09T14:26:00Z,52.00,50.00
2025-08-09T14:30:00Z,53.31,50.00
2025-08-09T14:31:00Z,53.31,47.21
2025-08-09T14:32:00Z,54.59,47.21
2025-08-09T14:36:00Z,55.00,47.21
2025-08-09T14:37:00Z,55.00,47.21
2025-08-09T14:43:00Z,55.00,46.98
2025-08-09T14:46:00Z,55.00,46.98
2025-08-09T14:47:00Z,55.00,46.98
2025-08-09T14:48:00Z,55.00,46.98
2025-08-09T14:49:00Z,55.00,46.98
2025-08-09T14:51:00Z,55.00,45.00
2025-08-09T14:53:00Z,55.00,46.00
2025-08-09T14:55:00Z,56.00,46.00
2025-08-09T14:57:00Z,56.00,46.43
2025-08-09T14:58:00Z,55.00,46.43
2025-08-09T14:59:00Z,55.00,47.00
2025-08-09T15:02:00Z,55.00,60.00
2025-08-09T15:05:00Z,55.00,52.84
2025-08-09T15:07:00Z,66.99,52.84
2025-08-09T15:10:00Z,54.18,46.00
2025-08-09T15:12:00Z,56.00,46.00
2025-08-09T15:13:00Z,56.00,46.00
2025-08-09T15:14:00Z,56.00,47.00
2025-08-09T15:17:00Z,61.79,38.30
2025-08-09T15:18:00Z,66.45,34.25
2025-08-09T15:19:00Z,61.92,40.00
2025-08-09T15:20:00Z,56.63,48.47
2025-08-09T15:21:00Z,55.00,48.47
2025-08-09T15:22:00Z,55.00,48.47
2025-08-09T15:23:00Z,52.63,48.00
2025-08-09T15:25:00Z,52.63,50.00
2025-08-09T15:26:00Z,51.00,48.00
2025-08-09T15:27:00Z,55.00,47.77
2025-08-09T15:28:00Z,52.46,52.00
2025-08-09T15:29:00Z,52.62,52.00
2025-08-09T15:30:00Z,47.40,55.60
2025-08-09T15:31:00Z,34.97,65.00
2025-08-09T15:32:00Z,35.81,67.00
2025-08-09T15:33:00Z,32.94,70.14
2025-08-09T15:34:00Z,32.00,73.84
2025-08-09T15:35:00Z,30.00,73.84
2025-08-09T15:36:00Z,30.00,71.00
2025-08-09T15:37:00Z,31.20,69.00
2025-08-09T15:38:00Z,32.18,68.00
2025-08-09T15:39:00Z,31.84,69.00
2025-08-09T15:40:00Z,31.84,72.00
2025-08-09T15:41:00Z,32.33,67.00
2025-08-09T15:42:00Z,30.00,72.64
2025-08-09T15:43:00Z,30.00,73.00
2025-08-09T15:44:00Z,30.00,73.00
2025-08-09T15:45:00Z,31.71,70.62
2025-08-09T15:46:00Z,33.00,70.00
2025-08-09T15:47:00Z,33.00,69.94
2025-08-09T15:48:00Z,29.46,71.00
2025-08-09T15:49:00Z,34.46,71.00
2025-08-09T15:50:00Z,35.29,69.08
2025-08-09T15:51:00Z,31.76,69.08
2025-08-09T15:52:00Z,32.00,69.00
2025-08-09T15:53:00Z,29.15,74.00
2025-08-09T15:54:00Z,26.91,77.82
2025-08-09T15:55:00Z,26.00,72.88
2025-08-09T15:56:00Z,27.06,68.12
2025-08-09T15:57:00Z,33.00,67.00
2025-08-09T15:58:00Z,33.00,67.00
2025-08-09T15:59:00Z,37.02,62.14
2025-08-09T16:00:00Z,47.51,57.15
2025-08-09T16:01:00Z,49.78,49.00
2025-08-09T16:02:00Z,43.00,49.00
2025-08-09T16:03:00Z,48.00,57.91
2025-08-09T16:04:00Z,48.00,50.00
2025-08-09T16:05:00Z,53.00,50.00
2025-08-09T16:06:00Z,54.00,50.00
2025-08-09T16:07:00Z,55.00,47.00
2025-08-09T16:08:00Z,55.00,48.00
2025-08-09T16:09:00Z,53.00,49.95
2025-08-09T16:10:00Z,50.22,50.00
2025-08-09T16:11:00Z,51.00,48.88
2025-08-09T16:12:00Z,55.51,48.88
2025-08-09T16:14:00Z,55.51,46.00
2025-08-09T16:15:00Z,56.96,48.00
2025-08-09T16:16:00Z,55.00,48.00
2025-08-09T16:17:00Z,54.00,49.51
2025-08-09T16:18:00Z,44.66,54.00
2025-08-09T16:19:00Z,44.66,55.00
2025-08-09T16:20:00Z,39.97,58.27
2025-08-09T16:21:00Z,35.87,58.27
2025-08-09T16:22:00Z,32.00,63.21
2025-08-09T16:23:00Z,47.70,58.21
2025-08-09T16:24:00Z,51.81,51.71
2025-08-09T16:25:00Z,58.68,49.00
2025-08-09T16:26:00Z,58.00,43.00
2025-08-09T16:27:00Z,57.98,46.25
2025-08-09T16:28:00Z,57.98,44.35
2025-08-09T16:29:00Z,59.00,40.73
2025-08-09T16:30:00Z,62.86,39.81
2025-08-09T16:31:00Z,59.00,41.00
2025-08-09T16:32:00Z,61.00,41.00
2025-08-09T16:33:00Z,61.00,41.00
2025-08-09T16:34:00Z,61.00,42.00
2025-08-09T16:35:00Z,60.00,42.00
2025-08-09T16:37:00Z,60.00,42.78
2025-08-09T16:38:00Z,57.00,42.00
2025-08-09T16:39:00Z,52.00,43.66
2025-08-09T16:40:00Z,61.39,35.26
2025-08-09T16:41:00Z,65.50,35.19
2025-08-09T16:42:00Z,67.21,30.45
2025-08-09T16:43:00Z,62.23,36.79
2025-08-09T16:44:00Z,63.54,40.91
2025-08-09T16:45:00Z,57.50,42.94
2025-08-09T16:46:00Z,50.00,52.77
2025-08-09T16:47:00Z,44.27,53.59
2025-08-09T16:48:00Z,57.00,45.00
2025-08-09T16:49:00Z,53.48,46.33
2025-08-09T16:50:00Z,54.56,49.00
2025-08-09T16:51:00Z,57.46,46.86
2025-08-09T16:52:00Z,57.46,38.00
2025-08-09T16:54:00Z,65.10,35.86
2025-08-09T16:55:00Z,64.50,35.04
2025-08-09T16:56:00Z,70.67,33.56
2025-08-09T16:57:00Z,66.41,31.40
2025-08-09T16:58:00Z,69.33,33.00
2025-08-09T16:59:00Z,74.72,17.00
2025-08-09T17:00:00Z,81.00,20.00
2025-08-09T17:01:00Z,81.00,16.34
2025-08-09T17:02:00Z,87.00,14.71
2025-08-09T17:03:00Z,83.00,23.00
2025-08-09T17:04:00Z,78.41,28.87
2025-08-09T17:05:00Z,73.41,32.97
2025-08-09T17:06:00Z,85.96,15.60
2025-08-09T17:07:00Z,89.06,14.68
2025-08-09T17:08:00Z,89.06,16.00
2025-08-09T17:09:00Z,88.00,12.93
2025-08-09T17:10:00Z,93.17,9.50
2025-08-09T17:11:00Z,93.17,9.82
2025-08-09T17:12:00Z,87.00,15.00
2025-08-09T17:13:00Z,85.03,15.00
2025-08-09T17:14:00Z,85.84,14.83
2025-08-09T17:15:00Z,81.39,17.00
2025-08-09T17:16:00Z,91.97,12.85
2025-08-09T17:17:00Z,89.76,12.00
2025-08-09T17:18:00Z,91.75,12.00
2025-08-09T17:19:00Z,94.00,7.06
2025-08-09T17:20:00Z,87.43,14.63
2025-08-09T17:21:00Z,87.00,14.00
2025-08-09T17:22:00Z,88.05,14.00
2025-08-09T17:23:00Z,86.00,14.00
2025-08-09T17:24:00Z,86.18,14.00
2025-08-09T17:25:00Z,88.00,15.00
2025-08-09T17:26:00Z,80.20,19.74
2025-08-09T17:27:00Z,85.74,15.81
2025-08-09T17:28:00Z,88.42,10.83
2025-08-09T17:29:00Z,90.77,11.03
2025-08-09T17:30:00Z,89.97,11.79
2025-08-09T17:31:00Z,19.42,23.00
2025-08-09T17:32:00Z,85.00,23.00
2025-08-09T17:33:00Z,70.24,32.20
2025-08-09T17:34:00Z,70.24,43.16
2025-08-09T17:35:00Z,70.24,42.00
