# event_ticker=KXATPCHALLENGERMATCH-26MAR13BORGIR
# final_score=7-6(8) 6-2
# score_resolution=7-6 6-2
# match_winner=Marcos Giron
# fav_player=Marcos Giron
# dog_player=Nuno Borges
# kalshi_date=2026-03-13
timestamp,Marcos Giron,Nuno Borges
2026-03-13T15:09:00Z,,51.00
2026-03-13T15:19:00Z,,51.00
2026-03-13T15:26:00Z,51.00,51.00
2026-03-13T15:46:00Z,51.00,51.00
2026-03-13T16:13:00Z,51.00,51.00
2026-03-13T16:20:00Z,51.00,53.00
2026-03-13T16:23:00Z,51.00,53.00
2026-03-13T16:32:00Z,51.00,54.00
2026-03-13T16:35:00Z,49.00,54.00
2026-03-13T16:55:00Z,49.00,54.00
2026-03-13T17:01:00Z,49.00,53.00
2026-03-13T17:32:00Z,49.00,53.00
2026-03-13T17:47:00Z,49.00,53.00
2026-03-13T17:58:00Z,49.00,53.00
2026-03-13T18:09:00Z,49.00,53.00
2026-03-13T18:50:00Z,49.00,53.00
2026-03-13T18:54:00Z,49.00,53.00
2026-03-13T18:55:00Z,49.00,53.00
2026-03-13T18:56:00Z,49.00,53.00
2026-03-13T19:18:00Z,49.00,53.00
2026-03-13T19:23:00Z,49.00,53.00
2026-03-13T19:36:00Z,49.00,52.00
2026-03-13T19:40:00Z,49.00,52.00
2026-03-13T19:42:00Z,49.00,52.00
2026-03-13T19:43:00Z,49.00,51.00
2026-03-13T19:48:00Z,49.00,51.00
2026-03-13T20:05:00Z,49.00,52.00
2026-03-13T20:18:00Z,51.00,52.00
2026-03-13T20:19:00Z,48.00,52.00
2026-03-13T20:22:00Z,48.00,51.00
2026-03-13T20:26:00Z,48.00,51.00
2026-03-13T20:29:00Z,48.00,51.00
2026-03-13T20:33:00Z,48.00,51.00
2026-03-13T20:37:00Z,51.00,51.00
2026-03-13T20:38:00Z,51.00,52.00
2026-03-13T20:56:00Z,51.00,52.00
2026-03-13T21:00:00Z,51.00,52.00
2026-03-13T21:13:00Z,51.00,52.00
2026-03-13T21:46:00Z,51.00,52.00
2026-03-13T21:48:00Z,51.00,52.00
2026-03-13T21:52:00Z,51.00,52.00
2026-03-13T21:55:00Z,51.00,52.00
2026-03-13T22:14:00Z,51.00,52.00
2026-03-13T22:20:00Z,51.00,52.00
2026-03-13T22:27:00Z,51.00,52.00
2026-03-13T22:29:00Z,51.00,52.00
2026-03-13T22:30:00Z,51.00,52.00
2026-03-13T22:32:00Z,51.00,51.97
2026-03-13T22:35:00Z,51.00,51.97
2026-03-13T22:36:00Z,51.00,52.00
2026-03-13T22:43:00Z,51.00,52.00
2026-03-13T22:44:00Z,51.00,52.00
2026-03-13T22:50:00Z,51.00,52.00
2026-03-13T22:51:00Z,51.00,52.00
2026-03-13T23:03:00Z,51.00,51.00
2026-03-13T23:05:00Z,51.00,51.00
2026-03-13T23:06:00Z,51.00,52.00
2026-03-13T23:10:00Z,51.00,52.00
2026-03-13T23:11:00Z,51.00,52.00
2026-03-13T23:13:00Z,51.00,51.00
2026-03-13T23:15:00Z,51.00,51.00
2026-03-13T23:19:00Z,51.00,51.00
2026-03-13T23:25:00Z,51.00,51.00
2026-03-13T23:30:00Z,51.00,51.00
2026-03-13T23:33:00Z,51.00,51.00
2026-03-13T23:57:00Z,51.00,51.00
2026-03-14T00:03:00Z,51.00,51.00
2026-03-14T00:21:00Z,51.00,51.00
2026-03-14T00:23:00Z,51.00,51.00
