# event_ticker=KXATPCHALLENGERMATCH-26FEB23GRAMIC
# final_score=6-3 3-6 6-3
# match_winner=Alastair Gray
# fav_player=Alastair Gray
# dog_player=Daniel Michalski
# kalshi_date=2026-02-23
timestamp,Alastair Gray,Daniel Michalski
2026-02-22T22:21:00Z,,49.00
2026-02-22T22:30:00Z,,49.00
2026-02-22T22:47:00Z,55.00,49.00
2026-02-22T22:50:00Z,55.00,49.00
2026-02-22T23:20:00Z,55.00,49.00
2026-02-22T23:38:00Z,55.00,49.00
2026-02-22T23:42:00Z,55.00,50.00
2026-02-23T00:34:00Z,54.51,50.00
2026-02-23T01:11:00Z,54.51,50.00
2026-02-23T01:51:00Z,54.51,46.00
2026-02-23T02:34:00Z,55.00,46.00
2026-02-23T02:40:00Z,55.00,50.00
2026-02-23T02:47:00Z,55.00,50.00
2026-02-23T02:52:00Z,55.00,50.00
2026-02-23T02:53:00Z,55.00,50.00
2026-02-23T03:00:00Z,55.00,50.00
2026-02-23T03:10:00Z,53.00,50.00
2026-02-23T03:15:00Z,53.00,50.00
2026-02-23T03:18:00Z,53.00,50.00
2026-02-23T03:28:00Z,53.00,50.00
2026-02-23T03:29:00Z,53.00,50.00
2026-02-23T03:30:00Z,53.00,50.00
2026-02-23T03:43:00Z,53.00,50.00
2026-02-23T03:44:00Z,53.00,50.00
2026-02-23T03:45:00Z,53.00,50.00
2026-02-23T03:47:00Z,53.00,50.00
2026-02-23T03:55:00Z,53.00,50.00
2026-02-23T03:56:00Z,53.00,50.00
2026-02-23T03:59:00Z,53.00,50.00
2026-02-23T04:03:00Z,53.00,47.04
2026-02-23T04:04:00Z,53.00,47.04
2026-02-23T04:22:00Z,53.00,50.00
2026-02-23T04:35:00Z,53.00,50.00
2026-02-23T04:37:00Z,53.00,50.00
2026-02-23T04:38:00Z,53.00,50.00
2026-02-23T04:39:00Z,53.00,50.00
2026-02-23T04:40:00Z,53.00,50.00
2026-02-23T04:43:00Z,53.00,50.00
2026-02-23T04:44:00Z,50.00,50.00
2026-02-23T04:45:00Z,53.00,50.00
2026-02-23T04:46:00Z,53.00,50.00
2026-02-23T04:50:00Z,53.00,50.00
2026-02-23T04:53:00Z,53.95,50.00
2026-02-23T04:54:00Z,50.00,46.11
2026-02-23T04:56:00Z,54.00,48.00
2026-02-23T04:57:00Z,54.00,50.00
2026-02-23T04:58:00Z,50.00,50.00
2026-02-23T04:59:00Z,50.00,50.00
2026-02-23T05:00:00Z,57.07,44.72
2026-02-23T05:01:00Z,56.77,42.52
2026-02-23T05:02:00Z,56.00,42.52
2026-02-23T05:03:00Z,59.24,42.29
2026-02-23T05:04:00Z,60.12,40.99
2026-02-23T05:05:00Z,61.38,37.79
2026-02-23T05:06:00Z,60.59,40.10
2026-02-23T05:07:00Z,60.59,38.82
2026-02-23T05:08:00Z,60.59,39.07
2026-02-23T05:09:00Z,61.00,40.00
2026-02-23T05:10:00Z,61.00,40.30
2026-02-23T05:11:00Z,61.46,39.78
2026-02-23T05:12:00Z,61.00,37.97
2026-02-23T05:13:00Z,62.00,40.11
2026-02-23T05:14:00Z,61.84,38.00
2026-02-23T05:15:00Z,62.17,35.81
2026-02-23T05:17:00Z,62.00,35.81
2026-02-23T05:18:00Z,62.00,35.81
2026-02-23T05:19:00Z,62.00,39.52
2026-02-23T05:20:00Z,62.00,41.00
2026-02-23T05:21:00Z,62.00,41.00
2026-02-23T05:23:00Z,62.00,41.00
2026-02-23T05:24:00Z,62.00,41.00
2026-02-23T05:25:00Z,62.00,41.00
2026-02-23T05:27:00Z,62.00,41.00
2026-02-23T05:28:00Z,62.00,41.00
2026-02-23T05:29:00Z,62.00,41.00
2026-02-23T05:30:00Z,62.00,41.00
2026-02-23T05:31:00Z,59.00,41.00
2026-02-23T05:32:00Z,59.00,41.00
2026-02-23T05:34:00Z,59.00,42.00
2026-02-23T05:35:00Z,63.05,42.00
2026-02-23T05:36:00Z,63.05,41.00
2026-02-23T05:40:00Z,63.05,41.00
2026-02-23T05:41:00Z,63.05,37.79
2026-02-23T05:42:00Z,63.05,41.00
2026-02-23T05:45:00Z,62.00,41.00
2026-02-23T05:47:00Z,62.00,41.00
2026-02-23T05:51:00Z,62.00,41.00
2026-02-23T05:53:00Z,62.00,41.00
2026-02-23T05:54:00Z,62.00,40.00
2026-02-23T05:55:00Z,63.00,40.85
2026-02-23T05:57:00Z,62.00,40.85
2026-02-23T05:58:00Z,62.00,40.00
2026-02-23T05:59:00Z,62.00,41.00
2026-02-23T06:02:00Z,62.00,41.00
2026-02-23T06:03:00Z,62.50,41.00
2026-02-23T06:04:00Z,63.00,41.00
2026-02-23T06:05:00Z,63.00,41.00
2026-02-23T06:07:00Z,63.00,41.00
2026-02-23T06:10:00Z,63.00,41.00
2026-02-23T06:12:00Z,63.00,41.00
2026-02-23T06:13:00Z,63.00,41.00
2026-02-23T06:19:00Z,63.00,37.59
2026-02-23T06:22:00Z,63.00,37.59
2026-02-23T06:23:00Z,63.00,40.45
2026-02-23T06:26:00Z,63.00,40.45
2026-02-23T06:27:00Z,62.00,40.45
2026-02-23T06:28:00Z,62.00,41.00
2026-02-23T06:29:00Z,62.00,41.00
2026-02-23T06:33:00Z,62.00,41.00
2026-02-23T06:34:00Z,62.00,41.00
2026-02-23T06:36:00Z,62.00,41.00
2026-02-23T06:39:00Z,62.00,41.00
2026-02-23T06:42:00Z,62.00,41.00
2026-02-23T06:43:00Z,62.00,41.00
2026-02-23T06:44:00Z,62.00,41.00
2026-02-23T06:45:00Z,62.00,41.00
2026-02-23T06:49:00Z,62.00,41.00
2026-02-23T06:50:00Z,61.00,41.00
2026-02-23T06:51:00Z,61.00,41.00
2026-02-23T06:52:00Z,61.00,41.00
2026-02-23T06:55:00Z,61.00,41.00
2026-02-23T06:56:00Z,61.00,41.00
2026-02-23T07:01:00Z,61.00,41.00
2026-02-23T07:04:00Z,61.00,41.00
2026-02-23T07:07:00Z,61.00,41.00
2026-02-23T07:08:00Z,61.00,41.00
2026-02-23T07:09:00Z,61.00,41.00
2026-02-23T07:11:00Z,61.00,41.00
2026-02-23T07:13:00Z,59.00,41.00
2026-02-23T07:14:00Z,59.00,41.00
2026-02-23T07:16:00Z,59.00,41.00
2026-02-23T07:18:00Z,62.00,41.00
2026-02-23T07:20:00Z,62.00,41.00
2026-02-23T07:21:00Z,62.00,41.00
2026-02-23T07:25:00Z,62.00,41.00
2026-02-23T07:26:00Z,62.86,41.00
2026-02-23T07:29:00Z,63.00,41.65
2026-02-23T07:30:00Z,62.00,41.65
2026-02-23T07:32:00Z,62.00,41.00
2026-02-23T07:33:00Z,62.00,41.00
2026-02-23T07:36:00Z,62.00,41.00
2026-02-23T07:37:00Z,62.00,41.00
2026-02-23T07:38:00Z,62.00,41.00
2026-02-23T07:39:00Z,62.00,41.00
2026-02-23T07:42:00Z,62.00,41.00
2026-02-23T07:44:00Z,61.00,41.00
2026-02-23T07:45:00Z,61.00,41.00
2026-02-23T07:49:00Z,61.00,41.00
2026-02-23T07:50:00Z,61.00,41.00
2026-02-23T07:51:00Z,61.00,41.00
2026-02-23T07:53:00Z,61.00,41.00
2026-02-23T07:54:00Z,59.00,41.00
2026-02-23T07:55:00Z,61.00,41.00
2026-02-23T07:57:00Z,61.00,40.95
2026-02-23T07:59:00Z,61.00,41.99
2026-02-23T08:00:00Z,59.61,41.99
2026-02-23T08:01:00Z,59.61,40.31
2026-02-23T08:02:00Z,61.00,40.38
2026-02-23T08:03:00Z,60.97,42.00
2026-02-23T08:05:00Z,58.57,42.00
2026-02-23T08:06:00Z,58.67,43.00
2026-02-23T08:07:00Z,58.67,43.00
2026-02-23T08:08:00Z,60.67,43.00
2026-02-23T08:09:00Z,60.67,42.00
2026-02-23T08:10:00Z,60.96,42.00
2026-02-23T08:11:00Z,60.95,42.27
2026-02-23T08:12:00Z,60.67,43.00
2026-02-23T08:13:00Z,60.67,42.04
2026-02-23T08:14:00Z,60.67,43.69
2026-02-23T08:15:00Z,60.67,43.00
2026-02-23T08:16:00Z,60.67,43.81
2026-02-23T08:17:00Z,58.58,44.40
2026-02-23T08:18:00Z,59.00,44.00
2026-02-23T08:19:00Z,59.48,44.00
2026-02-23T08:20:00Z,59.00,44.35
2026-02-23T08:21:00Z,59.00,44.00
2026-02-23T08:22:00Z,58.69,43.22
2026-02-23T08:23:00Z,61.93,41.05
2026-02-23T08:24:00Z,61.72,40.00
2026-02-23T08:25:00Z,58.67,43.42
2026-02-23T08:26:00Z,59.43,43.60
2026-02-23T08:27:00Z,61.23,40.59
2026-02-23T08:28:00Z,60.90,40.00
2026-02-23T08:29:00Z,65.11,37.30
2026-02-23T08:30:00Z,63.47,38.20
2026-02-23T08:31:00Z,58.05,43.00
2026-02-23T08:32:00Z,57.00,44.29
2026-02-23T08:33:00Z,57.91,46.15
2026-02-23T08:34:00Z,60.37,40.02
2026-02-23T08:35:00Z,63.19,40.00
2026-02-23T08:36:00Z,62.23,38.63
2026-02-23T08:37:00Z,63.00,39.00
2026-02-23T08:38:00Z,63.65,40.00
2026-02-23T08:39:00Z,59.83,41.13
2026-02-23T08:40:00Z,65.01,31.76
2026-02-23T08:41:00Z,70.48,31.30
2026-02-23T08:42:00Z,73.53,26.11
2026-02-23T08:43:00Z,78.09,21.63
2026-02-23T08:44:00Z,78.06,21.27
2026-02-23T08:45:00Z,78.17,23.08
2026-02-23T08:46:00Z,75.54,30.23
2026-02-23T08:47:00Z,79.46,21.07
2026-02-23T08:48:00Z,80.99,21.00
2026-02-23T08:49:00Z,79.98,21.62
2026-02-23T08:50:00Z,80.00,22.89
2026-02-23T08:51:00Z,79.81,21.82
2026-02-23T08:52:00Z,79.99,26.32
2026-02-23T08:53:00Z,83.82,16.73
2026-02-23T08:54:00Z,82.47,22.29
2026-02-23T08:55:00Z,79.08,21.20
2026-02-23T08:56:00Z,81.91,20.68
2026-02-23T08:57:00Z,84.61,15.57
2026-02-23T08:58:00Z,85.00,16.00
2026-02-23T08:59:00Z,85.17,14.44
2026-02-23T09:00:00Z,88.45,13.78
