# event_ticker=KXATPCHALLENGERMATCH-26APR26KENBAS
# final_score=6-3 6-0
# score_resolution=3-6 0-6
# match_winner=Nishesh Basavareddy
# fav_player=Jack Kennedy
# dog_player=Nishesh Basavareddy
# kalshi_date=2026-04-26
timestamp,Jack Kennedy,Nishesh Basavareddy
2026-04-26T10:00:00Z,32.00,69.00
2026-04-26T10:08:00Z,33.00,69.00
2026-04-26T10:12:00Z,33.00,69.00
2026-04-26T10:13:00Z,33.00,69.00
2026-04-26T10:26:00Z,33.00,69.00
2026-04-26T10:28:00Z,33.00,69.00
2026-04-26T10:29:00Z,33.00,69.00
2026-04-26T10:33:00Z,33.00,69.00
2026-04-26T10:38:00Z,33.00,69.00
2026-04-26T10:43:00Z,33.00,69.00
2026-04-26T10:52:00Z,33.00,69.00
2026-04-26T11:23:00Z,33.00,69.00
2026-04-26T11:31:00Z,33.00,69.00
2026-04-26T11:40:00Z,33.00,69.00
2026-04-26T11:44:00Z,33.00,69.00
2026-04-26T11:45:00Z,33.00,69.00
2026-04-26T11:55:00Z,33.00,69.00
2026-04-26T12:14:00Z,33.00,69.00
2026-04-26T12:15:00Z,33.00,69.00
2026-04-26T12:22:00Z,33.00,69.00
2026-04-26T12:29:00Z,33.00,69.00
2026-04-26T12:35:00Z,33.00,69.00
2026-04-26T12:44:00Z,33.00,69.00
2026-04-26T12:45:00Z,33.00,69.00
2026-04-26T12:48:00Z,33.00,69.00
2026-04-26T12:53:00Z,33.00,69.00
2026-04-26T12:56:00Z,33.00,70.00
2026-04-26T12:57:00Z,33.00,70.00
2026-04-26T13:00:00Z,33.00,70.00
2026-04-26T13:02:00Z,33.00,70.00
2026-04-26T13:03:00Z,33.00,70.00
2026-04-26T13:09:00Z,33.00,70.00
2026-04-26T13:11:00Z,33.00,70.00
2026-04-26T13:12:00Z,33.00,70.00
2026-04-26T13:14:00Z,33.00,70.00
2026-04-26T13:20:00Z,33.00,70.00
2026-04-26T13:30:00Z,33.00,70.00
2026-04-26T13:31:00Z,33.00,70.00
2026-04-26T13:37:00Z,33.00,70.00
2026-04-26T13:42:00Z,33.00,70.00
2026-04-26T13:43:00Z,33.00,71.00
2026-04-26T13:45:00Z,33.00,71.00
2026-04-26T13:54:00Z,33.00,71.00
2026-04-26T13:59:00Z,33.00,71.00
2026-04-26T14:00:00Z,33.00,71.00
2026-04-26T14:02:00Z,33.00,71.00
2026-04-26T14:07:00Z,33.00,71.00
2026-04-26T14:08:00Z,33.00,71.00
2026-04-26T14:11:00Z,33.00,71.00
2026-04-26T14:12:00Z,33.00,71.00
2026-04-26T14:13:00Z,33.00,71.00
2026-04-26T14:17:00Z,33.00,71.00
2026-04-26T14:18:00Z,33.00,71.00
2026-04-26T14:19:00Z,33.00,71.00
2026-04-26T14:22:00Z,33.00,70.00
2026-04-26T14:26:00Z,33.00,71.00
2026-04-26T14:27:00Z,33.00,71.00
2026-04-26T14:31:00Z,33.00,71.00
2026-04-26T14:34:00Z,33.00,71.00
2026-04-26T14:35:00Z,32.51,71.00
2026-04-26T14:36:00Z,33.00,71.00
2026-04-26T14:37:00Z,33.00,71.00
2026-04-26T14:39:00Z,33.00,71.00
2026-04-26T14:45:00Z,33.00,71.00
2026-04-26T14:47:00Z,33.00,71.00
2026-04-26T14:51:00Z,33.00,71.00
2026-04-26T14:54:00Z,33.00,71.00
2026-04-26T14:55:00Z,33.00,71.00
2026-04-26T14:58:00Z,33.00,71.00
2026-04-26T15:01:00Z,33.00,71.00
2026-04-26T15:02:00Z,33.00,71.00
2026-04-26T15:03:00Z,33.00,71.00
2026-04-26T15:04:00Z,33.00,71.00
2026-04-26T15:05:00Z,33.00,71.00
2026-04-26T15:06:00Z,33.00,71.00
2026-04-26T15:08:00Z,33.00,71.00
2026-04-26T15:09:00Z,33.00,71.00
2026-04-26T15:11:00Z,33.00,71.00
2026-04-26T15:15:00Z,33.00,71.00
2026-04-26T15:19:00Z,33.00,71.00
2026-04-26T15:21:00Z,33.00,71.00
2026-04-26T15:22:00Z,31.02,71.00
2026-04-26T15:23:00Z,33.21,69.48
2026-04-26T15:24:00Z,31.00,69.48
2026-04-26T15:25:00Z,31.00,69.48
2026-04-26T15:26:00Z,31.00,69.48
2026-04-26T15:30:00Z,31.00,69.00
2026-04-26T15:32:00Z,31.00,69.00
2026-04-26T15:34:00Z,31.44,69.00
2026-04-26T15:35:00Z,31.00,69.00
2026-04-26T15:36:00Z,31.00,70.00
2026-04-26T15:37:00Z,31.00,70.00
2026-04-26T15:38:00Z,31.00,70.00
2026-04-26T15:39:00Z,31.00,70.00
2026-04-26T15:40:00Z,32.42,70.00
2026-04-26T15:41:00Z,31.00,70.00
2026-04-26T15:42:00Z,31.96,70.00
2026-04-26T15:43:00Z,31.00,70.00
2026-04-26T15:44:00Z,31.00,70.00
2026-04-26T15:45:00Z,31.26,70.00
2026-04-26T15:46:00Z,31.00,70.00
2026-04-26T15:47:00Z,31.00,70.00
2026-04-26T15:48:00Z,31.53,70.00
2026-04-26T15:49:00Z,32.00,70.00
2026-04-26T15:50:00Z,32.00,70.00
2026-04-26T15:51:00Z,32.00,70.00
2026-04-26T15:52:00Z,32.00,70.00
2026-04-26T15:53:00Z,32.95,70.00
2026-04-26T15:54:00Z,33.00,67.74
2026-04-26T15:55:00Z,33.06,67.74
2026-04-26T15:56:00Z,33.00,67.74
2026-04-26T15:57:00Z,33.02,69.00
2026-04-26T15:58:00Z,34.00,69.00
2026-04-26T15:59:00Z,34.00,69.00
2026-04-26T16:00:00Z,33.97,69.88
2026-04-26T16:01:00Z,34.07,69.06
2026-04-26T16:02:00Z,33.89,70.00
2026-04-26T16:03:00Z,33.89,69.25
2026-04-26T16:04:00Z,34.33,69.00
2026-04-26T16:05:00Z,34.43,68.78
2026-04-26T16:06:00Z,32.00,69.00
2026-04-26T16:07:00Z,33.16,69.00
2026-04-26T16:08:00Z,33.89,68.47
2026-04-26T16:09:00Z,33.14,69.00
2026-04-26T16:10:00Z,34.00,68.71
2026-04-26T16:11:00Z,34.84,68.10
2026-04-26T16:12:00Z,39.36,67.14
2026-04-26T16:13:00Z,43.57,61.39
2026-04-26T16:14:00Z,43.04,58.02
2026-04-26T16:15:00Z,45.01,59.06
2026-04-26T16:16:00Z,36.38,64.07
2026-04-26T16:17:00Z,32.07,67.39
2026-04-26T16:18:00Z,33.85,67.09
2026-04-26T16:19:00Z,33.14,68.35
2026-04-26T16:20:00Z,36.12,64.53
2026-04-26T16:21:00Z,38.69,61.43
2026-04-26T16:22:00Z,42.74,58.69
2026-04-26T16:23:00Z,43.05,57.89
2026-04-26T16:24:00Z,40.72,59.67
2026-04-26T16:25:00Z,43.47,55.41
2026-04-26T16:26:00Z,45.49,56.43
2026-04-26T16:27:00Z,39.56,61.09
2026-04-26T16:28:00Z,43.69,57.57
2026-04-26T16:29:00Z,37.41,64.73
2026-04-26T16:30:00Z,30.72,71.65
2026-04-26T16:31:00Z,26.37,74.75
2026-04-26T16:32:00Z,27.08,76.32
2026-04-26T16:33:00Z,24.80,77.93
2026-04-26T16:34:00Z,23.76,77.65
2026-04-26T16:35:00Z,21.05,79.59
2026-04-26T16:36:00Z,26.40,74.70
2026-04-26T16:37:00Z,29.00,72.16
2026-04-26T16:38:00Z,26.75,74.52
2026-04-26T16:39:00Z,27.54,72.95
2026-04-26T16:40:00Z,26.29,74.61
2026-04-26T16:41:00Z,29.29,73.67
2026-04-26T16:42:00Z,28.49,74.98
2026-04-26T16:43:00Z,25.00,76.00
2026-04-26T16:44:00Z,22.95,78.30
2026-04-26T16:45:00Z,22.01,79.39
2026-04-26T16:46:00Z,17.25,83.00
2026-04-26T16:47:00Z,13.32,87.38
2026-04-26T16:48:00Z,11.88,90.14
2026-04-26T16:49:00Z,10.92,90.20
2026-04-26T16:50:00Z,10.98,90.03
2026-04-26T16:51:00Z,10.43,88.90
2026-04-26T16:52:00Z,10.87,89.71
2026-04-26T16:53:00Z,10.99,89.66
2026-04-26T16:54:00Z,10.99,89.93
2026-04-26T16:55:00Z,10.17,91.66
2026-04-26T16:56:00Z,6.88,93.42
2026-04-26T16:57:00Z,4.35,95.00
2026-04-26T16:58:00Z,6.00,94.06
2026-04-26T16:59:00Z,7.10,92.91
2026-04-26T17:00:00Z,6.95,93.94
2026-04-26T17:01:00Z,5.71,96.24
2026-04-26T17:02:00Z,3.86,96.85
2026-04-26T17:03:00Z,4.22,95.92
2026-04-26T17:04:00Z,3.11,98.19
2026-04-26T17:05:00Z,1.59,98.02
2026-04-26T17:06:00Z,1.08,99.00
2026-04-26T17:07:00Z,1.00,99.00
2026-04-26T17:08:00Z,1.00,99.00
2026-04-26T17:09:00Z,1.00,99.00
2026-04-26T17:10:00Z,1.00,99.00
2026-04-26T17:11:00Z,1.00,99.00
2026-04-26T17:12:00Z,1.00,99.00
2026-04-26T17:13:00Z,1.00,99.00
2026-04-26T17:14:00Z,1.00,99.00
2026-04-26T17:15:00Z,1.00,99.00
2026-04-26T17:16:00Z,1.00,99.00
2026-04-26T17:17:00Z,1.00,99.00
2026-04-26T17:19:00Z,1.00,99.00
2026-04-26T17:20:00Z,1.00,99.00
2026-04-26T17:21:00Z,1.00,99.00
2026-04-26T17:23:00Z,1.00,99.00
