# event_ticker=KXATPCHALLENGERMATCH-26FEB22KOUDRO
# final_score=7-6(3) 6-4
# score_resolution=6-7 4-6
# match_winner=Titouan Droguet
# fav_player=Moise Kouame
# dog_player=Titouan Droguet
# kalshi_date=2026-02-22
timestamp,Moise Kouame,Titouan Droguet
2026-02-25T06:54:00Z,35.51,
2026-02-25T06:55:00Z,35.51,67.00
2026-02-25T08:27:00Z,36.00,67.00
2026-02-25T10:01:00Z,36.00,65.00
2026-02-25T10:07:00Z,35.00,65.00
2026-02-25T11:15:00Z,35.00,67.00
2026-02-25T11:30:00Z,35.00,67.00
2026-02-25T11:56:00Z,35.00,67.00
2026-02-25T12:21:00Z,35.00,67.00
2026-02-25T12:30:00Z,35.00,67.00
2026-02-25T12:31:00Z,35.00,65.00
2026-02-25T12:53:00Z,35.00,67.00
2026-02-25T12:56:00Z,35.00,67.36
2026-02-25T12:58:00Z,35.00,65.00
2026-02-25T13:20:00Z,35.00,65.00
2026-02-25T13:50:00Z,35.00,67.00
2026-02-25T13:59:00Z,35.00,67.00
2026-02-25T14:05:00Z,35.00,68.00
2026-02-25T14:07:00Z,35.00,65.00
2026-02-25T14:18:00Z,35.00,67.00
2026-02-25T14:29:00Z,35.00,67.00
2026-02-25T14:34:00Z,35.00,67.00
2026-02-25T14:37:00Z,35.00,67.00
2026-02-25T14:45:00Z,35.00,67.00
2026-02-25T14:48:00Z,35.00,67.00
2026-02-25T14:59:00Z,33.00,67.00
2026-02-25T15:04:00Z,33.00,67.00
2026-02-25T15:10:00Z,33.00,68.00
2026-02-25T15:11:00Z,33.00,65.00
2026-02-25T15:13:00Z,33.00,68.00
2026-02-25T15:22:00Z,33.00,68.00
2026-02-25T15:37:00Z,33.00,68.00
2026-02-25T16:05:00Z,35.00,68.00
2026-02-25T16:07:00Z,35.00,67.00
2026-02-25T16:11:00Z,35.00,67.00
2026-02-25T16:14:00Z,35.00,67.00
2026-02-25T16:17:00Z,35.00,66.00
2026-02-25T16:19:00Z,35.00,66.00
2026-02-25T16:21:00Z,35.00,66.00
2026-02-25T16:23:00Z,35.00,66.00
2026-02-25T16:24:00Z,35.00,66.00
2026-02-25T16:29:00Z,35.00,66.00
2026-02-25T16:31:00Z,33.00,66.00
2026-02-25T16:32:00Z,35.00,66.00
2026-02-25T16:33:00Z,35.00,66.00
2026-02-25T16:38:00Z,35.00,66.00
2026-02-25T16:40:00Z,35.00,66.00
2026-02-25T16:42:00Z,35.00,66.00
2026-02-25T16:43:00Z,35.00,66.62
2026-02-25T16:45:00Z,35.00,67.00
2026-02-25T16:46:00Z,35.00,68.00
2026-02-25T16:47:00Z,35.00,68.00
2026-02-25T16:48:00Z,35.00,68.00
2026-02-25T16:52:00Z,32.00,68.00
2026-02-25T16:53:00Z,32.00,70.00
2026-02-25T16:55:00Z,30.00,71.00
2026-02-25T17:02:00Z,30.00,71.00
2026-02-25T17:03:00Z,30.00,71.00
2026-02-25T17:04:00Z,30.00,71.00
2026-02-25T17:16:00Z,30.00,72.00
2026-02-25T17:18:00Z,30.00,73.00
2026-02-25T17:21:00Z,30.00,73.00
2026-02-25T17:23:00Z,30.00,73.00
2026-02-25T17:26:00Z,29.00,73.00
2026-02-25T17:29:00Z,29.00,73.00
2026-02-25T17:30:00Z,29.00,73.00
2026-02-25T17:31:00Z,29.00,73.00
2026-02-25T17:33:00Z,29.00,73.00
2026-02-25T17:34:00Z,29.00,73.00
2026-02-25T17:36:00Z,29.00,73.00
2026-02-25T17:38:00Z,29.00,73.00
2026-02-25T17:41:00Z,29.00,71.00
2026-02-25T17:42:00Z,29.00,73.00
2026-02-25T17:43:00Z,29.00,73.00
2026-02-25T17:46:00Z,29.00,73.00
2026-02-25T17:47:00Z,29.00,73.00
2026-02-25T17:51:00Z,29.00,73.00
2026-02-25T17:52:00Z,29.00,73.00
2026-02-25T17:53:00Z,29.00,73.00
2026-02-25T17:55:00Z,29.00,73.00
2026-02-25T17:58:00Z,29.00,73.00
2026-02-25T17:59:00Z,29.00,73.00
2026-02-25T18:01:00Z,29.00,73.00
2026-02-25T18:03:00Z,29.00,73.00
2026-02-25T18:04:00Z,29.00,73.00
2026-02-25T18:12:00Z,29.00,73.00
2026-02-25T18:15:00Z,29.00,74.00
2026-02-25T18:19:00Z,29.00,74.00
2026-02-25T18:21:00Z,29.00,74.00
2026-02-25T18:27:00Z,29.00,73.00
2026-02-25T18:29:00Z,29.00,73.00
2026-02-25T18:30:00Z,29.00,73.00
2026-02-25T18:31:00Z,29.00,73.00
2026-02-25T18:35:00Z,28.00,73.00
2026-02-25T18:36:00Z,28.00,73.00
2026-02-25T18:38:00Z,28.00,73.00
2026-02-25T18:39:00Z,29.00,74.00
2026-02-25T18:40:00Z,29.00,74.00
2026-02-25T18:41:00Z,29.00,74.00
2026-02-25T18:43:00Z,28.04,75.16
2026-02-25T18:44:00Z,26.00,73.33
2026-02-25T18:45:00Z,24.00,76.23
2026-02-25T18:46:00Z,23.41,78.15
2026-02-25T18:47:00Z,24.48,74.31
2026-02-25T18:48:00Z,25.22,72.94
2026-02-25T18:49:00Z,29.00,69.00
2026-02-25T18:50:00Z,31.00,67.24
2026-02-25T18:51:00Z,35.28,67.27
2026-02-25T18:52:00Z,35.00,65.45
