# event_ticker=KXATPMATCH-25OCT14LAJETC
# final_score=7-6(5) 6-7(5) 6-3
# score_resolution=6-7 7-6 3-6
# match_winner=Tomas Martin Etcheverry
# fav_player=Mark Lajal
# dog_player=Tomas Martin Etcheverry
# kalshi_date=2025-10-14
timestamp,Mark Lajal,Tomas Martin Etcheverry
2025-10-14T12:05:00Z,49.39,49.60
2025-10-14T12:06:00Z,39.11,58.49
2025-10-14T12:07:00Z,49.00,61.00
2025-10-14T12:08:00Z,35.22,66.35
2025-10-14T12:09:00Z,39.19,60.58
2025-10-14T12:10:00Z,40.90,64.25
2025-10-14T12:11:00Z,46.69,56.80
2025-10-14T12:12:00Z,29.00,71.06
2025-10-14T12:13:00Z,29.72,71.71
2025-10-14T12:14:00Z,28.90,73.86
2025-10-14T12:15:00Z,30.01,72.00
2025-10-14T12:16:00Z,29.03,72.40
2025-10-14T12:17:00Z,29.59,73.04
2025-10-14T12:18:00Z,29.00,72.28
2025-10-14T12:19:00Z,27.00,72.28
2025-10-14T12:20:00Z,29.00,72.00
2025-10-14T12:21:00Z,28.99,74.00
2025-10-14T12:22:00Z,26.69,75.00
2025-10-14T12:23:00Z,25.04,74.15
2025-10-14T12:24:00Z,25.77,75.26
2025-10-14T12:25:00Z,27.00,73.26
2025-10-14T12:26:00Z,27.91,72.66
2025-10-14T12:27:00Z,29.05,71.69
2025-10-14T12:28:00Z,29.20,74.04
2025-10-14T12:29:00Z,26.98,75.86
2025-10-14T12:30:00Z,26.74,75.03
2025-10-14T12:31:00Z,24.24,77.30
2025-10-14T12:32:00Z,23.90,77.00
2025-10-14T12:33:00Z,27.00,75.00
2025-10-14T12:34:00Z,26.08,74.54
2025-10-14T12:35:00Z,26.65,77.49
2025-10-14T12:36:00Z,23.28,78.00
2025-10-14T12:37:00Z,22.50,78.32
2025-10-14T12:38:00Z,23.13,79.42
2025-10-14T12:39:00Z,20.86,80.49
2025-10-14T12:40:00Z,18.81,81.69
2025-10-14T12:41:00Z,20.67,83.59
2025-10-14T12:42:00Z,24.61,77.67
2025-10-14T12:43:00Z,25.66,76.69
2025-10-14T12:44:00Z,35.30,76.65
2025-10-14T12:45:00Z,28.28,74.33
2025-10-14T12:46:00Z,33.45,69.34
2025-10-14T12:47:00Z,29.00,76.94
2025-10-14T12:48:00Z,25.61,75.56
2025-10-14T12:49:00Z,26.00,72.93
2025-10-14T12:50:00Z,31.60,77.00
2025-10-14T12:51:00Z,25.70,73.78
2025-10-14T12:52:00Z,23.03,77.83
2025-10-14T12:53:00Z,23.00,79.03
2025-10-14T12:54:00Z,24.19,81.90
2025-10-14T12:55:00Z,29.06,74.00
2025-10-14T12:56:00Z,29.06,73.00
2025-10-14T12:57:00Z,35.21,63.37
2025-10-14T12:58:00Z,45.85,54.06
2025-10-14T12:59:00Z,46.44,53.29
2025-10-14T13:00:00Z,55.59,51.26
2025-10-14T13:01:00Z,52.08,45.30
2025-10-14T13:02:00Z,56.75,45.30
2025-10-14T13:03:00Z,58.48,44.00
2025-10-14T13:04:00Z,49.22,54.39
2025-10-14T13:05:00Z,37.60,60.38
2025-10-14T13:06:00Z,27.39,72.82
2025-10-14T13:07:00Z,24.36,78.16
2025-10-14T13:08:00Z,21.81,77.15
2025-10-14T13:09:00Z,23.35,80.40
2025-10-14T13:10:00Z,22.96,80.14
2025-10-14T13:11:00Z,19.87,81.09
2025-10-14T13:12:00Z,19.19,81.46
2025-10-14T13:13:00Z,25.77,76.16
2025-10-14T13:14:00Z,28.33,73.94
2025-10-14T13:15:00Z,14.82,82.68
2025-10-14T13:16:00Z,13.78,85.25
2025-10-14T13:17:00Z,25.19,79.87
2025-10-14T13:18:00Z,26.94,73.69
2025-10-14T13:19:00Z,28.94,68.93
2025-10-14T13:20:00Z,37.09,75.13
2025-10-14T13:21:00Z,60.72,47.35
2025-10-14T13:22:00Z,61.91,47.01
2025-10-14T13:23:00Z,42.25,55.98
2025-10-14T13:24:00Z,63.00,53.97
2025-10-14T13:25:00Z,52.06,45.05
2025-10-14T13:26:00Z,52.64,47.30
2025-10-14T13:27:00Z,56.38,51.18
2025-10-14T13:28:00Z,57.47,49.04
2025-10-14T13:29:00Z,58.68,49.61
2025-10-14T13:30:00Z,62.20,36.18
2025-10-14T13:31:00Z,57.47,42.05
2025-10-14T13:32:00Z,63.86,32.63
2025-10-14T13:33:00Z,58.12,41.00
2025-10-14T13:34:00Z,65.08,40.80
2025-10-14T13:35:00Z,80.01,25.17
2025-10-14T13:36:00Z,85.31,13.10
2025-10-14T13:37:00Z,87.02,11.32
2025-10-14T13:38:00Z,91.13,8.00
2025-10-14T13:39:00Z,92.00,9.59
2025-10-14T13:40:00Z,90.81,11.16
2025-10-14T13:41:00Z,86.91,14.58
2025-10-14T13:42:00Z,90.14,13.17
2025-10-14T13:43:00Z,88.81,14.48
2025-10-14T13:44:00Z,93.11,18.05
2025-10-14T13:45:00Z,72.69,24.13
2025-10-14T13:46:00Z,81.62,23.34
2025-10-14T13:47:00Z,65.75,33.89
2025-10-14T13:48:00Z,60.13,57.91
2025-10-14T13:49:00Z,54.05,51.72
2025-10-14T13:50:00Z,53.92,49.81
2025-10-14T13:51:00Z,54.76,50.77
2025-10-14T13:52:00Z,50.92,52.12
2025-10-14T13:53:00Z,47.43,29.03
2025-10-14T13:54:00Z,34.46,55.11
2025-10-14T13:55:00Z,26.31,69.35
2025-10-14T13:56:00Z,16.80,83.39
2025-10-14T13:57:00Z,17.09,80.69
2025-10-14T13:58:00Z,19.74,74.20
2025-10-14T13:59:00Z,28.63,80.10
2025-10-14T14:00:00Z,28.74,79.31
2025-10-14T14:01:00Z,14.39,85.40
2025-10-14T14:02:00Z,7.10,91.28
2025-10-14T14:03:00Z,3.56,93.76
2025-10-14T14:04:00Z,1.21,98.11
2025-10-14T14:05:00Z,1.02,98.42
2025-10-14T14:06:00Z,1.00,99.00
