# event_ticker=KXATPMATCH-25OCT01KORBER
# final_score=6-4 7-5
# score_resolution=4-6 5-7
# match_winner=Zizou Bergs
# fav_player=Sebastian Korda
# dog_player=Zizou Bergs
# kalshi_date=2025-10-01
timestamp,Sebastian Korda,Zizou Bergs
2025-09-30T22:36:00Z,70.00,
2025-09-30T23:05:00Z,70.00,30.00
2025-09-30T23:06:00Z,70.00,30.00
2025-09-30T23:16:00Z,68.00,30.00
2025-09-30T23:18:00Z,68.00,30.00
2025-09-30T23:24:00Z,68.00,30.00
2025-09-30T23:27:00Z,68.00,30.00
2025-10-01T00:04:00Z,68.00,30.00
2025-10-01T00:12:00Z,68.00,32.00
2025-10-01T00:24:00Z,68.00,32.00
2025-10-01T00:25:00Z,68.00,32.00
2025-10-01T00:30:00Z,68.00,33.00
2025-10-01T00:33:00Z,68.00,33.00
2025-10-01T00:38:00Z,68.00,33.00
2025-10-01T00:46:00Z,68.00,33.00
2025-10-01T00:47:00Z,68.00,33.00
2025-10-01T01:08:00Z,68.00,33.00
2025-10-01T01:10:00Z,68.00,33.00
2025-10-01T01:17:00Z,68.00,33.00
2025-10-01T01:32:00Z,68.00,33.00
2025-10-01T01:36:00Z,68.00,33.00
2025-10-01T01:38:00Z,68.00,33.00
2025-10-01T01:40:00Z,68.00,33.00
2025-10-01T01:42:00Z,68.00,33.00
2025-10-01T01:47:00Z,68.00,33.00
2025-10-01T02:05:00Z,68.00,33.00
2025-10-01T02:09:00Z,68.00,33.00
2025-10-01T02:10:00Z,68.00,33.00
2025-10-01T02:13:00Z,68.00,33.00
2025-10-01T02:25:00Z,68.00,33.00
2025-10-01T02:26:00Z,68.00,33.00
2025-10-01T02:48:00Z,68.00,33.00
2025-10-01T02:58:00Z,68.00,33.00
2025-10-01T03:09:00Z,68.00,33.00
2025-10-01T03:10:00Z,68.00,33.00
2025-10-01T03:11:00Z,68.00,33.00
2025-10-01T03:14:00Z,68.00,33.00
2025-10-01T03:15:00Z,68.00,33.00
2025-10-01T03:20:00Z,68.00,33.00
2025-10-01T03:22:00Z,68.00,33.00
2025-10-01T03:36:00Z,68.00,33.00
2025-10-01T03:44:00Z,68.00,33.00
2025-10-01T03:52:00Z,68.00,33.00
2025-10-01T03:55:00Z,68.00,33.00
2025-10-01T03:58:00Z,68.00,33.00
2025-10-01T03:59:00Z,68.00,33.00
2025-10-01T04:11:00Z,68.00,33.00
2025-10-01T04:12:00Z,68.00,33.00
2025-10-01T04:13:00Z,68.00,33.00
2025-10-01T04:14:00Z,68.00,33.00
2025-10-01T04:15:00Z,68.00,33.00
2025-10-01T04:16:00Z,68.00,33.00
2025-10-01T04:17:00Z,68.00,33.00
2025-10-01T04:18:00Z,68.00,33.00
2025-10-01T04:19:00Z,68.00,33.00
2025-10-01T04:21:00Z,68.00,33.00
2025-10-01T04:23:00Z,68.00,33.00
2025-10-01T04:24:00Z,68.56,33.00
2025-10-01T04:26:00Z,68.56,33.00
2025-10-01T04:28:00Z,68.00,33.00
2025-10-01T04:30:00Z,68.00,33.00
2025-10-01T04:40:00Z,69.00,33.00
2025-10-01T04:44:00Z,69.00,33.00
2025-10-01T04:46:00Z,69.00,33.00
2025-10-01T04:47:00Z,69.00,33.00
2025-10-01T04:48:00Z,69.00,33.00
