# event_ticker=KXATPCHALLENGERMATCH-26MAY28HSUBRU
# final_score=6-2 3-6 6-2
# match_winner=Yu Hsiou Hsu
# fav_player=Yu Hsiou Hsu
# dog_player=Mika Brunold
# kalshi_date=2026-05-28
timestamp,Yu Hsiou Hsu,Mika Brunold
2026-05-28T09:37:00Z,59.40,41.34
2026-05-28T09:38:00Z,59.00,44.00
2026-05-28T09:39:00Z,61.00,44.00
2026-05-28T09:40:00Z,64.38,34.00
2026-05-28T09:43:00Z,68.00,34.00
2026-05-28T09:44:00Z,70.00,34.00
2026-05-28T09:45:00Z,73.00,29.12
2026-05-28T09:46:00Z,73.00,27.00
2026-05-28T09:47:00Z,72.00,28.00
2026-05-28T09:48:00Z,73.00,28.00
2026-05-28T09:49:00Z,74.00,28.00
2026-05-28T09:50:00Z,77.00,24.00
2026-05-28T09:51:00Z,80.00,24.00
2026-05-28T09:52:00Z,80.00,21.00
2026-05-28T09:53:00Z,78.84,24.00
2026-05-28T09:54:00Z,75.77,23.00
2026-05-28T09:55:00Z,77.00,25.00
2026-05-28T09:56:00Z,77.00,25.86
2026-05-28T09:57:00Z,77.69,22.00
2026-05-28T09:58:00Z,79.00,22.00
2026-05-28T09:59:00Z,75.00,25.23
2026-05-28T10:00:00Z,76.80,25.23
2026-05-28T10:01:00Z,79.00,25.23
2026-05-28T10:02:00Z,79.00,25.23
2026-05-28T10:03:00Z,80.20,19.50
2026-05-28T10:04:00Z,78.94,21.91
2026-05-28T10:05:00Z,74.00,21.91
2026-05-28T10:06:00Z,67.87,30.05
2026-05-28T10:07:00Z,61.22,38.27
2026-05-28T10:08:00Z,61.22,44.01
2026-05-28T10:09:00Z,61.22,45.03
2026-05-28T10:10:00Z,43.00,51.00
2026-05-28T10:11:00Z,49.00,51.00
2026-05-28T10:12:00Z,49.00,51.00
2026-05-28T10:13:00Z,46.99,54.93
2026-05-28T10:15:00Z,48.00,52.01
2026-05-28T10:16:00Z,49.99,51.41
2026-05-28T10:17:00Z,49.99,50.00
2026-05-28T10:18:00Z,49.00,51.00
2026-05-28T10:19:00Z,46.00,52.68
2026-05-28T10:20:00Z,46.00,54.00
2026-05-28T10:21:00Z,46.00,54.00
2026-05-28T10:23:00Z,41.10,54.00
2026-05-28T10:24:00Z,43.93,57.35
2026-05-28T10:25:00Z,39.20,60.13
2026-05-28T10:26:00Z,39.00,61.78
2026-05-28T10:27:00Z,39.00,62.69
2026-05-28T10:28:00Z,35.00,63.14
2026-05-28T10:29:00Z,35.00,64.00
2026-05-28T10:30:00Z,39.86,59.67
2026-05-28T10:31:00Z,36.14,59.63
2026-05-28T10:32:00Z,51.54,42.18
2026-05-28T10:33:00Z,61.00,39.11
2026-05-28T10:34:00Z,66.53,30.00
2026-05-28T10:35:00Z,71.08,28.39
2026-05-28T10:36:00Z,72.55,28.04
2026-05-28T10:37:00Z,73.00,28.77
2026-05-28T10:38:00Z,69.50,30.43
2026-05-28T10:39:00Z,71.46,30.00
2026-05-28T10:40:00Z,72.03,28.44
2026-05-28T10:41:00Z,68.00,33.00
2026-05-28T10:42:00Z,66.00,33.03
2026-05-28T10:43:00Z,67.94,28.35
2026-05-28T10:44:00Z,75.46,31.56
2026-05-28T10:45:00Z,74.01,31.56
2026-05-28T10:46:00Z,76.92,24.19
2026-05-28T10:47:00Z,72.05,28.68
2026-05-28T10:48:00Z,74.17,24.90
2026-05-28T10:49:00Z,69.99,30.72
2026-05-28T10:50:00Z,70.00,31.00
2026-05-28T10:51:00Z,74.64,23.89
2026-05-28T10:52:00Z,76.27,28.94
2026-05-28T10:53:00Z,67.95,33.98
2026-05-28T10:54:00Z,66.66,30.49
2026-05-28T10:55:00Z,78.91,21.00
2026-05-28T10:56:00Z,78.32,22.87
2026-05-28T10:57:00Z,77.37,23.51
2026-05-28T10:58:00Z,79.56,22.24
2026-05-28T10:59:00Z,80.44,19.00
2026-05-28T11:00:00Z,87.32,13.64
2026-05-28T11:01:00Z,82.79,17.76
2026-05-28T11:02:00Z,81.41,19.04
2026-05-28T11:03:00Z,81.49,19.65
2026-05-28T11:04:00Z,88.50,13.00
2026-05-28T11:05:00Z,88.68,12.94
2026-05-28T11:06:00Z,88.62,13.12
2026-05-28T11:07:00Z,95.49,4.16
2026-05-28T11:08:00Z,96.80,3.63
2026-05-28T11:09:00Z,97.98,2.20
2026-05-28T11:10:00Z,98.71,2.68
2026-05-28T11:11:00Z,98.89,1.00
2026-05-28T11:12:00Z,99.00,1.00
2026-05-28T11:13:00Z,99.00,1.00
