# event_ticker=KXATPMATCH-26MAR22HALMAJ
# final_score=7-6(4) 6-1
# score_resolution=6-7 1-6
# match_winner=Quentin Halys
# fav_player=Kamil Majchrzak
# dog_player=Quentin Halys
# kalshi_date=2026-03-22
timestamp,Kamil Majchrzak,Quentin Halys
2026-03-23T10:59:00Z,56.00,
2026-03-23T11:03:00Z,56.00,
2026-03-23T11:06:00Z,56.00,
2026-03-23T11:29:00Z,56.00,
2026-03-23T11:43:00Z,56.00,46.00
2026-03-23T11:53:00Z,56.00,46.00
2026-03-23T12:01:00Z,56.00,46.00
2026-03-23T12:17:00Z,56.00,46.00
2026-03-23T12:26:00Z,56.00,46.00
2026-03-23T12:46:00Z,56.00,46.00
2026-03-23T13:01:00Z,56.00,46.00
2026-03-23T13:10:00Z,56.00,46.00
2026-03-23T13:15:00Z,56.00,46.00
2026-03-23T13:17:00Z,56.00,46.00
2026-03-23T13:45:00Z,56.00,46.00
2026-03-23T13:46:00Z,56.00,46.00
2026-03-23T13:52:00Z,55.00,46.00
2026-03-23T13:53:00Z,55.00,46.00
2026-03-23T13:54:00Z,55.00,46.00
2026-03-23T13:57:00Z,55.00,46.00
2026-03-23T13:59:00Z,55.00,46.00
2026-03-23T14:07:00Z,55.00,46.00
2026-03-23T14:13:00Z,54.00,46.00
2026-03-23T14:19:00Z,54.00,45.00
2026-03-23T14:20:00Z,55.00,45.00
2026-03-23T14:21:00Z,55.00,45.54
2026-03-23T14:22:00Z,55.00,46.00
2026-03-23T14:23:00Z,55.00,46.00
2026-03-23T14:24:00Z,55.00,46.00
2026-03-23T14:25:00Z,55.00,46.00
2026-03-23T14:28:00Z,54.25,46.00
2026-03-23T14:31:00Z,55.00,46.00
2026-03-23T14:37:00Z,55.00,46.00
2026-03-23T14:38:00Z,55.00,46.00
2026-03-23T14:39:00Z,55.00,46.00
2026-03-23T14:43:00Z,55.00,46.00
2026-03-23T14:45:00Z,55.00,46.00
2026-03-23T14:46:00Z,55.00,46.00
2026-03-23T14:47:00Z,55.00,46.00
2026-03-23T14:48:00Z,55.00,46.00
2026-03-23T14:50:00Z,55.00,46.00
2026-03-23T14:51:00Z,55.00,46.00
2026-03-23T14:54:00Z,55.00,46.00
2026-03-23T14:55:00Z,55.00,46.00
2026-03-23T14:57:00Z,55.00,46.00
2026-03-23T15:00:00Z,55.00,46.00
2026-03-23T15:02:00Z,55.00,46.00
2026-03-23T15:08:00Z,54.00,46.00
2026-03-23T15:10:00Z,55.00,46.00
2026-03-23T15:11:00Z,55.00,46.00
2026-03-23T15:13:00Z,55.00,46.00
2026-03-23T15:15:00Z,55.00,46.00
2026-03-23T15:17:00Z,55.00,46.00
2026-03-23T15:18:00Z,55.00,46.00
2026-03-23T15:21:00Z,55.00,46.00
2026-03-23T15:30:00Z,55.00,46.00
2026-03-23T15:39:00Z,55.00,46.00
2026-03-23T15:40:00Z,55.00,46.00
2026-03-23T15:41:00Z,54.00,46.00
2026-03-23T15:43:00Z,54.00,46.00
2026-03-23T15:44:00Z,55.00,46.00
2026-03-23T15:50:00Z,55.00,46.00
2026-03-23T15:51:00Z,55.00,46.00
2026-03-23T15:55:00Z,55.00,46.00
2026-03-23T15:56:00Z,55.00,46.00
2026-03-23T15:59:00Z,55.00,46.00
2026-03-23T16:01:00Z,55.00,46.00
2026-03-23T16:07:00Z,55.00,46.00
2026-03-23T16:08:00Z,55.00,46.00
2026-03-23T16:09:00Z,55.00,46.00
