# event_ticker=KXATPMATCH-26JAN14MARRUU
# final_score=6-4 6-4
# score_resolution=4-6 4-6
# match_winner=Fabian Marozsan
# fav_player=Casper Ruud
# dog_player=Fabian Marozsan
# kalshi_date=2026-01-14
timestamp,Casper Ruud,Fabian Marozsan
2026-01-14T05:02:00Z,66.00,36.00
2026-01-14T05:04:00Z,66.00,36.00
2026-01-14T05:07:00Z,66.00,36.00
2026-01-14T05:08:00Z,66.00,36.00
2026-01-14T05:09:00Z,66.75,36.00
2026-01-14T05:10:00Z,67.00,36.00
2026-01-14T05:12:00Z,67.00,36.00
2026-01-14T05:13:00Z,67.00,36.00
2026-01-14T05:17:00Z,67.00,36.00
2026-01-14T05:21:00Z,67.00,36.00
2026-01-14T05:22:00Z,67.00,36.00
2026-01-14T05:29:00Z,67.00,36.00
2026-01-14T05:31:00Z,67.00,36.00
2026-01-14T05:32:00Z,67.00,36.00
2026-01-14T05:33:00Z,67.00,36.00
2026-01-14T05:38:00Z,67.00,36.00
2026-01-14T05:41:00Z,67.00,35.71
2026-01-14T05:45:00Z,66.00,35.71
2026-01-14T05:46:00Z,64.48,35.71
2026-01-14T05:47:00Z,66.00,35.71
2026-01-14T05:48:00Z,66.00,35.71
2026-01-14T05:49:00Z,66.00,35.00
2026-01-14T05:50:00Z,66.00,35.00
2026-01-14T05:51:00Z,66.00,35.00
2026-01-14T05:52:00Z,66.00,35.00
2026-01-14T05:53:00Z,66.00,35.00
2026-01-14T05:54:00Z,66.00,36.00
2026-01-14T05:55:00Z,66.00,36.00
2026-01-14T05:56:00Z,66.20,36.00
2026-01-14T05:57:00Z,67.00,36.00
2026-01-14T05:58:00Z,67.00,36.00
2026-01-14T05:59:00Z,67.00,35.19
2026-01-14T06:02:00Z,66.00,36.00
2026-01-14T06:03:00Z,66.00,36.00
2026-01-14T06:06:00Z,66.00,36.00
2026-01-14T06:08:00Z,66.00,36.00
2026-01-14T06:09:00Z,66.00,36.00
2026-01-14T06:10:00Z,66.00,36.00
2026-01-14T06:11:00Z,66.00,36.00
2026-01-14T06:12:00Z,66.62,36.00
2026-01-14T06:13:00Z,67.00,36.00
2026-01-14T06:15:00Z,67.00,34.00
2026-01-14T06:17:00Z,67.00,34.00
2026-01-14T06:18:00Z,67.00,35.00
2026-01-14T06:19:00Z,67.00,35.00
2026-01-14T06:20:00Z,67.00,35.00
2026-01-14T06:21:00Z,67.64,34.10
2026-01-14T06:22:00Z,67.45,36.03
2026-01-14T06:23:00Z,67.88,36.00
2026-01-14T06:24:00Z,67.00,36.00
2026-01-14T06:25:00Z,66.70,36.00
2026-01-14T06:26:00Z,64.49,36.00
2026-01-14T06:27:00Z,61.43,38.29
2026-01-14T06:28:00Z,62.69,42.16
2026-01-14T06:29:00Z,62.51,39.26
2026-01-14T06:30:00Z,59.45,39.26
2026-01-14T06:31:00Z,55.78,47.52
2026-01-14T06:32:00Z,51.73,51.62
2026-01-14T06:33:00Z,51.74,53.73
2026-01-14T06:34:00Z,50.97,51.55
2026-01-14T06:35:00Z,55.81,49.81
2026-01-14T06:36:00Z,55.59,46.49
2026-01-14T06:37:00Z,51.15,51.53
2026-01-14T06:38:00Z,57.48,47.00
2026-01-14T06:39:00Z,55.20,48.36
2026-01-14T06:40:00Z,56.56,47.12
2026-01-14T06:41:00Z,60.42,47.65
2026-01-14T06:42:00Z,59.87,46.63
2026-01-14T06:43:00Z,54.27,46.80
2026-01-14T06:44:00Z,54.23,50.16
2026-01-14T06:45:00Z,59.04,47.59
2026-01-14T06:46:00Z,54.55,53.99
2026-01-14T06:47:00Z,52.54,50.66
2026-01-14T06:48:00Z,52.06,47.95
2026-01-14T06:49:00Z,60.62,43.45
2026-01-14T06:50:00Z,63.20,43.70
2026-01-14T06:51:00Z,66.23,37.15
2026-01-14T06:52:00Z,58.46,45.29
2026-01-14T06:53:00Z,54.01,50.40
2026-01-14T06:54:00Z,55.06,48.29
2026-01-14T06:55:00Z,51.60,53.31
2026-01-14T06:56:00Z,56.36,49.71
2026-01-14T06:57:00Z,55.59,48.88
2026-01-14T06:58:00Z,53.47,51.48
2026-01-14T06:59:00Z,54.85,51.22
2026-01-14T07:00:00Z,50.78,53.05
2026-01-14T07:01:00Z,58.47,49.03
2026-01-14T07:02:00Z,53.59,50.72
2026-01-14T07:03:00Z,53.19,48.64
2026-01-14T07:04:00Z,46.46,55.59
2026-01-14T07:05:00Z,42.77,59.84
2026-01-14T07:06:00Z,41.74,59.21
2026-01-14T07:07:00Z,40.02,61.85
2026-01-14T07:08:00Z,41.16,61.84
2026-01-14T07:09:00Z,41.01,60.13
2026-01-14T07:10:00Z,37.70,67.54
2026-01-14T07:11:00Z,35.01,66.73
2026-01-14T07:12:00Z,35.93,66.15
2026-01-14T07:13:00Z,42.78,60.98
2026-01-14T07:14:00Z,39.97,60.40
2026-01-14T07:15:00Z,39.70,61.87
2026-01-14T07:16:00Z,39.14,63.11
2026-01-14T07:17:00Z,40.18,63.20
2026-01-14T07:18:00Z,38.79,63.83
2026-01-14T07:19:00Z,40.10,62.45
2026-01-14T07:20:00Z,35.97,66.01
2026-01-14T07:21:00Z,38.82,66.40
2026-01-14T07:22:00Z,39.82,63.88
2026-01-14T07:23:00Z,39.33,62.17
2026-01-14T07:24:00Z,41.38,62.73
2026-01-14T07:25:00Z,35.34,64.91
2026-01-14T07:26:00Z,40.22,61.17
2026-01-14T07:27:00Z,40.92,61.55
2026-01-14T07:28:00Z,39.82,61.68
2026-01-14T07:29:00Z,39.89,62.10
2026-01-14T07:30:00Z,36.28,65.37
2026-01-14T07:31:00Z,33.71,66.98
2026-01-14T07:32:00Z,38.38,68.50
2026-01-14T07:33:00Z,36.17,65.42
2026-01-14T07:34:00Z,39.03,64.41
2026-01-14T07:35:00Z,39.51,61.84
2026-01-14T07:36:00Z,39.85,61.46
2026-01-14T07:37:00Z,37.99,61.82
2026-01-14T07:38:00Z,36.78,63.99
2026-01-14T07:39:00Z,34.50,66.23
2026-01-14T07:40:00Z,29.62,74.42
2026-01-14T07:41:00Z,15.74,90.34
2026-01-14T07:42:00Z,19.72,82.15
2026-01-14T07:43:00Z,7.67,93.94
2026-01-14T07:44:00Z,5.18,94.59
2026-01-14T07:45:00Z,5.62,95.68
2026-01-14T07:46:00Z,4.08,96.00
2026-01-14T07:47:00Z,1.68,99.00
2026-01-14T07:48:00Z,1.00,99.00
2026-01-14T07:49:00Z,1.00,99.00
2026-01-14T07:50:00Z,1.00,99.00
2026-01-14T07:51:00Z,1.00,99.00
2026-01-14T07:52:00Z,1.00,99.00
2026-01-14T07:53:00Z,1.00,99.00
2026-01-14T07:54:00Z,1.00,99.00
2026-01-14T07:55:00Z,1.00,99.00
2026-01-14T07:56:00Z,1.00,99.00
2026-01-14T07:57:00Z,1.00,99.00
2026-01-14T07:58:00Z,1.00,99.00
2026-01-14T07:59:00Z,1.00,99.00
2026-01-14T08:00:00Z,1.00,99.00
2026-01-14T08:01:00Z,1.00,99.00
2026-01-14T08:02:00Z,1.00,99.00
2026-01-14T08:03:00Z,1.00,99.00
2026-01-14T08:04:00Z,1.00,99.00
2026-01-14T08:05:00Z,1.00,99.00
2026-01-14T08:06:00Z,1.00,99.00
2026-01-14T08:07:00Z,1.00,99.00
2026-01-14T08:08:00Z,1.00,99.00
2026-01-14T08:10:00Z,1.00,99.00
2026-01-14T08:11:00Z,1.00,99.00
2026-01-14T08:13:00Z,1.00,99.00
2026-01-14T08:14:00Z,1.00,99.00
2026-01-14T08:15:00Z,1.00,99.00
2026-01-14T08:16:00Z,1.00,99.00
2026-01-14T08:18:00Z,1.00,99.00
2026-01-14T08:20:00Z,1.00,99.00
2026-01-14T08:21:00Z,1.00,99.00
2026-01-14T08:22:00Z,1.00,99.00
