# event_ticker=KXATPMATCH-26FEB01HUMVAN
# final_score=6-3 6-4
# score_resolution=3-6 4-6
# match_winner=Ugo Humbert
# fav_player=Botic Van de Zandschulp
# dog_player=Ugo Humbert
# kalshi_date=2026-02-01
timestamp,Botic Van de Zandschulp,Ugo Humbert
2026-02-03T03:54:00Z,,72.00
2026-02-03T04:16:00Z,,72.00
2026-02-03T04:23:00Z,,72.00
2026-02-03T04:29:00Z,,72.00
2026-02-03T04:30:00Z,,72.00
2026-02-03T04:46:00Z,,73.00
2026-02-03T04:47:00Z,27.00,73.00
2026-02-03T04:50:00Z,29.00,73.00
2026-02-03T04:52:00Z,29.00,73.00
2026-02-03T04:54:00Z,29.00,73.00
2026-02-03T05:01:00Z,29.00,73.00
2026-02-03T05:05:00Z,29.00,73.00
2026-02-03T05:09:00Z,29.00,73.00
2026-02-03T05:13:00Z,29.00,73.00
2026-02-03T05:16:00Z,29.00,73.00
2026-02-03T05:17:00Z,29.00,73.00
2026-02-03T05:18:00Z,29.00,73.00
2026-02-03T05:22:00Z,29.00,73.00
2026-02-03T05:27:00Z,27.00,73.00
2026-02-03T05:36:00Z,29.00,73.00
2026-02-03T05:41:00Z,29.00,73.00
2026-02-03T05:42:00Z,29.00,73.00
2026-02-03T05:49:00Z,27.00,73.00
2026-02-03T05:51:00Z,28.70,73.00
2026-02-03T05:52:00Z,28.70,73.00
2026-02-03T05:55:00Z,28.70,73.00
2026-02-03T06:00:00Z,28.70,73.00
2026-02-03T06:09:00Z,28.70,73.00
2026-02-03T06:11:00Z,28.70,73.00
2026-02-03T06:12:00Z,28.00,73.00
2026-02-03T06:13:00Z,28.00,73.00
2026-02-03T06:17:00Z,28.00,73.00
2026-02-03T06:28:00Z,28.00,73.00
2026-02-03T06:35:00Z,28.00,73.00
2026-02-03T06:38:00Z,28.00,73.00
2026-02-03T06:42:00Z,28.00,73.00
2026-02-03T06:43:00Z,28.00,73.00
2026-02-03T06:45:00Z,28.00,73.00
2026-02-03T06:55:00Z,28.00,73.00
2026-02-03T06:56:00Z,26.17,73.00
2026-02-03T07:06:00Z,27.00,73.00
2026-02-03T07:12:00Z,27.00,73.00
2026-02-03T07:16:00Z,26.00,73.00
2026-02-03T07:17:00Z,27.00,73.00
2026-02-03T07:23:00Z,27.00,73.00
2026-02-03T07:37:00Z,27.00,73.00
2026-02-03T07:38:00Z,27.00,73.00
2026-02-03T07:50:00Z,27.00,73.00
2026-02-03T07:53:00Z,27.00,73.00
2026-02-03T07:55:00Z,27.00,73.00
2026-02-03T07:59:00Z,27.00,73.00
2026-02-03T08:28:00Z,27.00,73.00
2026-02-03T08:33:00Z,27.00,73.00
2026-02-03T08:42:00Z,27.00,73.00
2026-02-03T08:45:00Z,27.00,72.00
2026-02-03T09:00:00Z,27.00,73.00
2026-02-03T09:14:00Z,27.00,73.00
2026-02-03T09:25:00Z,27.00,73.00
2026-02-03T09:26:00Z,27.00,73.00
2026-02-03T09:45:00Z,27.00,73.00
2026-02-03T09:46:00Z,27.00,73.00
2026-02-03T10:09:00Z,27.00,73.00
2026-02-03T10:18:00Z,27.00,73.00
2026-02-03T10:30:00Z,27.00,73.00
2026-02-03T10:44:00Z,26.00,73.70
2026-02-03T10:54:00Z,26.00,73.00
2026-02-03T10:57:00Z,27.00,73.00
2026-02-03T11:14:00Z,27.00,72.00
2026-02-03T11:19:00Z,27.00,73.00
2026-02-03T11:31:00Z,27.00,73.00
2026-02-03T11:46:00Z,28.00,73.00
2026-02-03T11:54:00Z,28.00,73.00
2026-02-03T11:58:00Z,28.00,74.00
2026-02-03T12:01:00Z,28.00,74.00
2026-02-03T12:03:00Z,28.00,74.00
2026-02-03T12:06:00Z,28.00,74.00
2026-02-03T12:20:00Z,28.00,74.00
2026-02-03T12:28:00Z,28.00,74.00
2026-02-03T12:33:00Z,28.00,74.00
2026-02-03T12:34:00Z,28.00,74.00
2026-02-03T12:36:00Z,28.00,74.00
2026-02-03T12:38:00Z,28.00,74.00
2026-02-03T12:39:00Z,28.00,74.00
2026-02-03T12:42:00Z,28.00,74.00
2026-02-03T12:50:00Z,28.00,74.00
2026-02-03T12:58:00Z,28.00,74.00
2026-02-03T13:01:00Z,28.00,74.00
2026-02-03T13:02:00Z,28.00,74.00
2026-02-03T13:03:00Z,27.00,74.00
2026-02-03T13:08:00Z,27.00,74.00
2026-02-03T13:19:00Z,27.00,74.00
2026-02-03T13:23:00Z,27.00,74.00
2026-02-03T13:26:00Z,27.00,74.78
2026-02-03T13:27:00Z,27.00,75.00
2026-02-03T13:34:00Z,27.00,75.00
2026-02-03T13:35:00Z,27.00,75.00
2026-02-03T13:46:00Z,27.00,75.00
2026-02-03T13:49:00Z,26.00,75.00
2026-02-03T13:50:00Z,25.00,75.00
2026-02-03T13:57:00Z,25.00,75.00
2026-02-03T13:59:00Z,26.00,75.00
