# event_ticker=KXATPCHALLENGERMATCH-26FEB15FERGOM
# final_score=6-4 6-7(10) 6-4
# score_resolution=4-6 7-6 4-6
# match_winner=Frederico Ferreira Silva
# fav_player=Federico Agustin Gomez
# dog_player=Frederico Ferreira Silva
# kalshi_date=2026-02-15
timestamp,Federico Agustin Gomez,Frederico Ferreira Silva
2026-02-15T09:30:00Z,43.00,57.00
2026-02-15T09:33:00Z,43.00,57.00
2026-02-15T09:34:00Z,43.00,60.00
2026-02-15T09:36:00Z,43.00,60.00
2026-02-15T09:37:00Z,43.00,60.00
2026-02-15T09:38:00Z,43.00,60.00
2026-02-15T09:39:00Z,43.24,59.80
2026-02-15T09:40:00Z,44.00,58.34
2026-02-15T09:41:00Z,44.00,58.34
2026-02-15T09:42:00Z,40.22,58.30
2026-02-15T09:43:00Z,46.13,55.61
2026-02-15T09:44:00Z,41.89,58.78
2026-02-15T09:45:00Z,42.53,56.33
2026-02-15T09:46:00Z,43.92,55.43
2026-02-15T09:47:00Z,45.77,58.45
2026-02-15T09:48:00Z,34.87,65.75
2026-02-15T09:49:00Z,31.00,69.65
2026-02-15T09:50:00Z,30.00,69.00
2026-02-15T09:51:00Z,31.70,68.94
2026-02-15T09:52:00Z,31.70,72.79
2026-02-15T09:53:00Z,30.17,70.33
2026-02-15T09:54:00Z,28.95,73.00
2026-02-15T09:55:00Z,30.94,69.45
2026-02-15T09:56:00Z,33.53,68.00
2026-02-15T09:57:00Z,33.72,66.48
2026-02-15T09:58:00Z,28.05,72.15
2026-02-15T09:59:00Z,25.06,74.79
2026-02-15T10:00:00Z,27.14,73.00
2026-02-15T10:01:00Z,29.15,72.37
2026-02-15T10:02:00Z,30.90,71.00
2026-02-15T10:03:00Z,33.12,71.00
2026-02-15T10:04:00Z,30.46,68.40
2026-02-15T10:05:00Z,34.95,65.02
2026-02-15T10:06:00Z,41.92,60.56
2026-02-15T10:07:00Z,49.45,54.33
2026-02-15T10:08:00Z,43.34,54.38
2026-02-15T10:09:00Z,47.76,52.78
2026-02-15T10:10:00Z,54.03,47.00
2026-02-15T10:11:00Z,54.73,47.00
2026-02-15T10:12:00Z,51.06,48.76
2026-02-15T10:13:00Z,49.00,51.00
2026-02-15T10:14:00Z,49.00,50.01
2026-02-15T10:15:00Z,48.00,52.86
2026-02-15T10:16:00Z,40.13,58.28
2026-02-15T10:17:00Z,36.05,67.42
2026-02-15T10:18:00Z,27.92,72.78
2026-02-15T10:19:00Z,26.16,73.00
2026-02-15T10:20:00Z,32.00,69.47
2026-02-15T10:21:00Z,33.11,69.00
2026-02-15T10:22:00Z,33.89,68.00
2026-02-15T10:23:00Z,30.26,69.50
2026-02-15T10:24:00Z,27.74,72.32
2026-02-15T10:25:00Z,33.16,67.59
2026-02-15T10:26:00Z,31.82,72.67
2026-02-15T10:27:00Z,24.00,72.67
2026-02-15T10:28:00Z,22.41,77.00
2026-02-15T10:29:00Z,22.86,79.00
2026-02-15T10:30:00Z,23.00,77.00
2026-02-15T10:31:00Z,20.57,86.00
2026-02-15T10:32:00Z,15.79,85.71
2026-02-15T10:33:00Z,11.15,89.02
2026-02-15T10:34:00Z,12.08,90.00
2026-02-15T10:35:00Z,13.99,44.88
2026-02-15T10:36:00Z,15.00,84.04
2026-02-15T10:37:00Z,15.18,84.04
2026-02-15T10:38:00Z,16.76,84.04
2026-02-15T10:39:00Z,11.14,90.15
2026-02-15T10:40:00Z,12.96,86.10
2026-02-15T10:41:00Z,13.79,83.73
2026-02-15T10:42:00Z,11.00,83.73
2026-02-15T10:43:00Z,11.00,92.00
2026-02-15T10:44:00Z,9.11,90.00
2026-02-15T10:45:00Z,9.95,90.02
2026-02-15T10:46:00Z,5.23,90.35
2026-02-15T10:47:00Z,8.58,94.06
2026-02-15T10:48:00Z,10.39,90.35
2026-02-15T10:49:00Z,11.50,90.00
2026-02-15T10:50:00Z,13.95,88.78
2026-02-15T10:51:00Z,18.27,81.42
2026-02-15T10:52:00Z,23.51,77.69
2026-02-15T10:53:00Z,21.70,79.77
2026-02-15T10:54:00Z,17.17,84.30
2026-02-15T10:55:00Z,19.24,80.22
2026-02-15T10:56:00Z,25.94,81.34
2026-02-15T10:57:00Z,30.95,70.25
2026-02-15T10:58:00Z,31.75,69.97
2026-02-15T10:59:00Z,31.75,70.00
2026-02-15T11:00:00Z,33.21,70.24
2026-02-15T11:01:00Z,29.00,70.22
2026-02-15T11:02:00Z,27.00,74.01
2026-02-15T11:03:00Z,17.50,82.15
2026-02-15T11:04:00Z,18.44,83.22
2026-02-15T11:05:00Z,26.83,75.58
2026-02-15T11:06:00Z,27.22,73.64
2026-02-15T11:07:00Z,24.83,73.64
2026-02-15T11:08:00Z,30.98,69.00
2026-02-15T11:09:00Z,31.96,69.00
2026-02-15T11:10:00Z,30.19,70.77
2026-02-15T11:12:00Z,34.10,70.77
2026-02-15T11:13:00Z,27.14,72.06
2026-02-15T11:14:00Z,21.58,80.05
2026-02-15T11:15:00Z,23.60,76.98
2026-02-15T11:16:00Z,25.00,76.73
2026-02-15T11:17:00Z,31.98,67.80
2026-02-15T11:18:00Z,32.46,68.03
2026-02-15T11:19:00Z,27.29,69.19
2026-02-15T11:20:00Z,30.87,68.00
2026-02-15T11:21:00Z,27.79,74.00
2026-02-15T11:22:00Z,27.10,72.79
2026-02-15T11:23:00Z,30.76,69.41
2026-02-15T11:24:00Z,28.65,74.01
2026-02-15T11:25:00Z,16.05,85.14
2026-02-15T11:26:00Z,20.23,80.60
2026-02-15T11:27:00Z,28.00,73.67
2026-02-15T11:28:00Z,29.05,71.99
2026-02-15T11:29:00Z,33.15,71.65
2026-02-15T11:30:00Z,28.00,69.80
2026-02-15T11:31:00Z,24.35,73.35
2026-02-15T11:32:00Z,25.73,74.00
2026-02-15T11:33:00Z,25.88,77.00
2026-02-15T11:34:00Z,28.00,76.00
2026-02-15T11:35:00Z,20.81,80.87
2026-02-15T11:36:00Z,25.31,77.90
2026-02-15T11:37:00Z,23.96,76.84
2026-02-15T11:38:00Z,33.29,77.92
2026-02-15T11:39:00Z,29.41,69.09
2026-02-15T11:40:00Z,16.42,81.01
2026-02-15T11:41:00Z,13.22,85.49
2026-02-15T11:42:00Z,14.61,86.95
2026-02-15T11:43:00Z,23.87,78.67
2026-02-15T11:44:00Z,22.80,79.08
2026-02-15T11:45:00Z,31.34,70.41
2026-02-15T11:46:00Z,21.86,80.28
2026-02-15T11:47:00Z,13.29,88.41
2026-02-15T11:48:00Z,24.47,79.63
2026-02-15T11:49:00Z,10.31,89.37
2026-02-15T11:50:00Z,18.90,82.81
2026-02-15T11:51:00Z,19.64,78.52
2026-02-15T11:52:00Z,15.79,81.36
2026-02-15T11:53:00Z,31.22,70.96
2026-02-15T11:54:00Z,46.90,53.77
2026-02-15T11:55:00Z,47.28,53.00
2026-02-15T11:56:00Z,47.57,53.10
2026-02-15T11:57:00Z,45.95,55.91
2026-02-15T11:58:00Z,40.42,59.66
2026-02-15T11:59:00Z,40.30,61.58
2026-02-15T12:00:00Z,44.48,58.96
2026-02-15T12:01:00Z,47.39,54.00
2026-02-15T12:02:00Z,48.26,54.46
2026-02-15T12:03:00Z,42.33,59.01
2026-02-15T12:04:00Z,40.93,60.28
2026-02-15T12:05:00Z,41.23,60.85
2026-02-15T12:06:00Z,29.68,73.19
2026-02-15T12:07:00Z,14.84,85.59
2026-02-15T12:08:00Z,10.91,88.20
2026-02-15T12:09:00Z,8.85,91.58
2026-02-15T12:10:00Z,8.79,92.79
2026-02-15T12:11:00Z,8.84,92.86
2026-02-15T12:12:00Z,9.03,89.47
2026-02-15T12:13:00Z,10.62,89.47
2026-02-15T12:14:00Z,10.05,90.21
2026-02-15T12:15:00Z,9.05,90.98
2026-02-15T12:16:00Z,10.77,90.98
2026-02-15T12:17:00Z,5.31,94.84
2026-02-15T12:18:00Z,4.38,95.77
2026-02-15T12:19:00Z,4.09,95.96
2026-02-15T12:20:00Z,4.00,96.17
2026-02-15T12:21:00Z,4.67,96.77
2026-02-15T12:22:00Z,4.46,96.75
2026-02-15T12:23:00Z,4.28,95.14
2026-02-15T12:24:00Z,8.78,93.58
2026-02-15T12:25:00Z,7.89,91.23
2026-02-15T12:26:00Z,14.38,81.65
2026-02-15T12:27:00Z,25.70,79.16
2026-02-15T12:28:00Z,9.50,95.50
2026-02-15T12:29:00Z,8.60,85.21
2026-02-15T12:30:00Z,34.84,76.83
2026-02-15T12:31:00Z,36.29,63.25
2026-02-15T12:32:00Z,31.21,70.54
2026-02-15T12:33:00Z,30.14,68.47
2026-02-15T12:34:00Z,31.62,63.67
2026-02-15T12:35:00Z,36.26,63.12
2026-02-15T12:36:00Z,23.73,76.49
2026-02-15T12:37:00Z,31.72,69.98
2026-02-15T12:38:00Z,38.60,60.93
2026-02-15T12:39:00Z,18.15,88.43
2026-02-15T12:40:00Z,1.00,99.00
2026-02-15T12:41:00Z,1.00,99.00
2026-02-15T12:42:00Z,1.00,99.00
2026-02-15T12:43:00Z,1.00,99.00
